"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"ADAMTS16","Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0,0,2.33254733333333
"ADAMTS18","Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0,0,1.33377333333333
"ADAMTS19","Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.17711,0.17711,1.0837446514486
"ADAMTS2","Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,2.34039,2.34039,5.24247607814257
"ADAMTS20","Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0,0,4.561072
"ADAMTS4","Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,2.37835,2.37835,4.25084553110246
"ADAMTS5","Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,4.52898,4.52898,0.395460946986002
"ADAMTS7","Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,0.97411,0.97411,0.597463667171536
"ADAMTS8","Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,0.35422,0.35422,0.867603245164498
"ADAMTSL1","Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,1.82171,1.82171,1.75943559047528
"ADAMTSL2","Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.0506,0.0506,3.71768957421156
"ADAMTSL4","Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,11.84113,11.84113,3.4262000047244
"ADAP2","Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,3.88379,3.88379,0.688596424771199
"ADAR","Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,42.98734,42.98734,0.779479072842322
"ADARB1","Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,10.68991,10.68991,2.50303375589148
"ADARB2","Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.10121,0.10121,3.35271141138687
"ADAT1","Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,23.21418,23.21418,0.151416305101666
"ADAT2","Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,4.28861,4.28861,0.443431638937263
"ADAT3","Adat3",0,0.640152,0.511518,0,10,4,0.38389,0,0,1.38389
"ADCK1","Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,9.7917,9.7917,1.06267304193655
"ADCK2","Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,7.2742,7.2742,3.01470893459992
"ADCK5","Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.24036,0.24036,31.2697832349748
"ADCY1","Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,1.29038,1.29038,5.94108910602899
"ADCY10","Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.50603,0.50603,0.828518909539208
"ADCY2","Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,0.13916,0.13916,10.5724156395941
"ADCY3","Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,11.71462,11.71462,1.26891465625136
"ADCY4","Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,34.05589,34.05589,0.102090442813842
"ADCY5","Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,55.96704,55.96704,0.253420346221254
"ADCY6","Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,57.8267,57.8267,0.34262214266651
"ADCY7","Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,0.27832,0.27832,3.13857171913136
"ADCY8","Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,0,0,4.901812
"ADCY9","Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,12.91644,12.91644,0.597995296689862
"ADCYAP1","Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,0.36687,0.36687,11.2647945061832
"ADCYAP1R1","Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,5.16152,5.16152,5.94272225035381
"ADD1","Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,128.91142,128.91142,1.37723039283229
"ADD2","Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,1.17652,1.17652,9.44423207689339
"ADD3","Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,173.44216,173.44216,0.144389001680175
"ADGB","Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0,0,1.62956
"ADH1C","Adh1",2.475342,0.822538,3.396449,57,22,25,2.231443,12.208,12.208,0.24465801029679
"ADH4","Adh4",0,0.064372,0,0,1,0,0.0214573333333333,0.16446,0.16446,0.877194006950289
"ADH5","Adh5",39.452889,38.573053,44.08808,850,1238,323,40.704674,226.60073,226.60073,0.183236117037059
"ADH7","Adh7",0.014426,0.009289,0,1,1,0,0.007905,0,0,1.007905
"ADHFE1","Adhfe1",11.622238,8.985093,11.902905,274,368,91,10.8367453333333,136.10972,136.10972,0.0863304609865247
"ADI1","Adi1",26.010796,24.667691,24.768946,681,977,226,25.1491443333333,300.50657,300.50657,0.0867282737266167
"ADIG","Adig",0.180501,0.073913,0,1,1,0,0.0848046666666667,0,0,1.08480466666667
"ADIPOQ","Adipoq",0.147766,0.097881,0,2,2,0,0.0818823333333333,0.80965,0.80965,0.597840650586209
"ADIPOR1","Adipor1",20.734368,20.119896,23.887242,1390,2029,503,21.580502,121.2071,121.2071,0.18477242320618
"ADIPOR2","Adipor2",40.209531,37.366887,32.788232,3412,4787,938,36.7882166666667,53.12061,53.12061,0.69822229769152
"ADK","Adk",71.798165,62.907715,60.16182,1131,1616,374,64.9559,79.81376,79.81376,0.816146903695608
"ADM","Adm",3.529808,1.819209,2.864319,45,50,16,2.73777866666667,6.5531,6.5531,0.494866831720309
"ADM2","Adm2",0,0,0,0,0,0,0,0,0,1
"ADNP","Adnp",6.922536,10.072619,9.748985,494,873,304,8.91471333333333,34.11915,34.11915,0.282316437992757
"ADNP2","Adnp2",3.390792,3.09145,3.230486,376,515,113,3.237576,6.79347,6.79347,0.543734177458821
"ADO","Ado",15.194164,17.424928,15.013457,1467,2537,450,15.8775163333333,30.9691,30.9691,0.527932169918244
"ADORA1","Adora1",35.140021,32.88855,33.390886,3496,5034,1064,33.8064856666667,4.0609,4.0609,6.87752883215765
"ADORA2A","Adora2a",0.823117,0.484654,0.73754,27,34,9,0.681770333333333,1.79641,1.79641,0.601403346910265
"ADORA2B","Adora2b",3.845997,4.077612,4.326271,142,230,50,4.08329333333333,0.91086,0.91086,2.66021233022479
"ADORA3","Adora3",0.203001,0.410461,0.230359,10,29,4,0.281273666666667,8.70373,8.70373,0.132039294855346
"ADPGK","Adpgk",7.556185,7.232242,7.637005,459,676,139,7.475144,21.91115,21.91115,0.36991351372585
"ADPRH","Adprh",26.097633,26.367997,31.743694,1117,1535,400,28.0697746666667,15.21889,15.21889,1.79234057735558
"ADPRHL1","Adprhl1",0.419378,0.281106,0.147088,8,17,2,0.282524,185.67546,185.67546,0.00687034064359611
"ADPRM","Adprm",15.177288,10.970965,10.074391,189,235,55,12.0742146666667,7.91939,7.91939,1.46581937404539
"ADRA1A","Adra1a",3.529545,3.418137,1.927942,308,443,54,2.95854133333333,11.61341,11.61341,0.313835935986647
"ADRA1B","Adra1b",3.363408,4.595809,5.117976,173,334,73,4.35906433333333,1.15122,1.15122,2.49117446534215
"ADRA1D","Adra1d",2.025625,1.954399,2.676975,73,107,30,2.21899966666667,0.03795,0.03795,3.10130513672785
"ADRA2A","Adra2a",7.44867,5.679071,8.527248,569,651,198,7.21832966666667,0.32892,0.32892,6.18421700829746
"ADRA2B","Adra2b",0.05784,0.053891,0.073174,5,7,2,0.061635,3.99765,3.99765,0.212426840615089
"ADRA2C","Adra2c",2.352876,1.724488,2.533639,142,157,47,2.20366766666667,0.25302,0.25302,2.55675700840104
"ADRB1","Adrb1",1.7769,0.979264,0.904962,65,54,16,1.22037533333333,20.94969,20.94969,0.101157480280283
"ADRB2","Adrb2",0.633783,0.450081,0.432654,28,30,6,0.505506,4.92115,4.92115,0.254259054406661
"ADRB3","Adrb3",0.272723,0.383782,0.586762,15,26,11,0.414422333333333,0.0253,0.0253,1.3795204655548
"ADRM1","Adrm1",28.243019,27.57872,31.212241,765,1094,286,29.0113266666667,6.62901,6.62901,3.93384287956978
"ADSL","Adsl",28.783562,16.460264,25.648004,385,520,153,23.63061,61.87495,61.87495,0.391739635578239
"ADTRP","Adtrp",0,0.013574,0.546231,0,1,1,0.186601666666667,0.32892,0.32892,0.892906771413378
"AEBP1","Aebp1",7.56303,10.381415,11.760208,528,1015,210,9.901551,5.7308,5.7308,1.61965160159268
"AEBP2","Aebp2",14.514946,12.196778,10.979555,868,997,239,12.5637596666667,24.13768,24.13768,0.539578818199081
"AEN","Aen",16.71179,16.1366,33.161647,494,549,133,22.0033456666667,2.06208,2.06208,7.51232680617968
"AFAP1","Afap1",4.877189,4.135237,3.895749,466,754,132,4.302725,2.26449,2.26449,1.62436552110743
"AFAP1L1","Afap1l1",5.369283,5.714053,7.393998,358,598,153,6.15911133333333,41.81082,41.81082,0.167226680856226
"AFAP1L2","Afap1l2",13.78655,2.606079,3.059587,235,242,73,6.484072,4.8579,4.8579,1.27760323665477
"AFF1","Aff1",3.961528,3.853526,3.193095,713,979,189,3.669383,90.81993,90.81993,0.0508536981023619
"AFF2","Aff2",3.5711,2.729911,1.138776,306,325,35,2.479929,0.18976,0.18976,2.92489997982786
"AFF3","Aff3",6.724928,6.336312,5.019153,881,1124,208,6.02679766666667,2.391,2.391,2.0721904059766
"AFF4","Aff4",37.547604,29.773749,16.98305,3789,4694,806,28.1014676666667,19.40629,19.40629,1.4261028176443
"AFG3L1P","Afg3l1",12.727997,12.673606,12.885134,475,641,139,12.7622456666667,12.76463,12.76463,0.999826778247339
"AFG3L2","Afg3l2",22.43649,18.136398,21.931029,1533,1872,464,20.834639,129.68312,129.68312,0.167080790541273
"AFM","Afm",0,0.029348,0,0,2,0,0.00978266666666667,0,0,1.00978266666667
"AFMID","Afmid",3.563978,1.3364,3.191345,70,65,21,2.697241,26.0606,26.0606,0.136628197453124
"AFP","Afp",0,0.031829,0,0,2,0,0.0106096666666667,0,0,1.01060966666667
"AFTPH","Aftph",62.7692,55.096884,59.223929,1599,1928,392,59.0300043333333,16.06649,16.06649,3.51741947719381
"AGA","Aga",6.589122,6.26538,7.169809,149,214,53,6.67477033333333,13.28332,13.28332,0.537323978832186
"AGAP1","Agap1",27.900777,25.915152,12.405324,3383,4749,860,22.073751,5.25007,5.25007,3.6917588123013
"AGAP2","Agap2",15.335099,10.908983,10.837693,1673,1800,359,12.3605916666667,12.42306,12.42306,0.995346192795582
"AGAP3","Agap3",109.835116,86.357062,116.966178,2533,3132,862,104.386118666667,8.36216,8.36216,11.2566030346273
"AGBL1","Agbl1",0.117089,0.036548,0,7,4,0,0.0512123333333333,0,0,1.05121233333333
"AGBL2","Agbl2",0.682181,0.526386,0.257997,33,55,6,0.488854666666667,0.21506,0.21506,1.2253342770453
"AGBL3","Agbl3",8.306552,7.069726,6.975879,155,214,40,7.450719,2.77052,2.77052,2.2412608870925
"AGBL4","Agbl4",4.092198,2.660116,4.460376,148,167,41,3.73756333333333,0.17711,0.17711,4.02474138638983
"AGBL5","Agbl5",6.474126,5.933554,10.568646,207,256,68,7.65877533333333,10.13327,10.13327,0.777738735639514
"AGER","Ager",0.477225,0.231484,1.156128,12,10,11,0.621612333333333,2.50485,2.50485,0.46267667184996
"AGFG1","Agfg1",14.170264,11.074916,11.451538,1530,1926,383,12.2322393333333,53.28507,53.28507,0.243754670176042
"AGFG2","Agfg2",19.642474,22.411827,28.958123,604,886,229,23.670808,5.80671,5.80671,3.62448348761737
"AGGF1","Aggf1",12.882288,11.012356,12.281876,869,1108,260,12.05884,22.46778,22.46778,0.556458258940556
"AGK","Agk",13.130724,12.143533,12.946699,544,640,164,12.7403186666667,47.02294,47.02294,0.286119897421246
"AGMAT","Agmat",0.729872,0.69417,0.232347,20,29,2,0.552129666666667,0.10121,0.10121,1.40947654549692
"AGMO","Agmo",4.830947,6.812213,6.259321,205,439,95,5.96749366666667,0.60724,0.60724,4.33506736185428
"AGPAT1","Agpat1",30.900289,28.347136,34.493433,1094,1535,383,31.2469526666667,36.49749,36.49749,0.859976298858048
"AGPAT2","Agpat2",1.213382,1.128724,1.080829,21,26,8,1.14097833333333,6.46455,6.46455,0.286819477843049
"AGPAT3","Agpat3",92.395574,80.25873,68.186182,6073,8243,1904,80.280162,23.619,23.619,3.30152167025468
"AGPAT4","Agpat4",42.758182,60.505004,54.728379,856,1850,340,52.663855,1.80906,1.80906,19.1038479064171
"AGPAT5","Agpat5",17.269258,17.926181,18.529771,1351,2010,410,17.9084033333333,5.40188,5.40188,2.95357040952553
"AGPS","Agps",16.294998,18.233579,15.114804,1038,1634,262,16.5477936666667,13.37187,13.37187,1.2209819367046
"AGR2","Agr2",0.079656,0,0,1,0,0,0.026552,0,0,1.026552
"AGR3","Agr3",0.224937,0,0,3,0,0,0.074979,0.37952,0.37952,0.779241330317792
"AGRN","Agrn",35.128186,28.019718,33.917057,3735,4347,864,32.354987,1.27773,1.27773,14.6439599952584
"AGRP","Agrp",1.312812,0.602132,1.26708,13,9,4,1.06067466666667,0,0,2.06067466666667
"AGT","Agt",63.657263,70.429482,78.963696,2443,4117,958,71.0168136666667,61.35627,61.35627,1.15492497653671
"AGTPBP1","Agtpbp1",241.202631,195.627214,206.661385,3109,3993,772,214.497076666667,30.1468,30.1468,6.91875494967915
"AGTR1","Agtr1a",0.295766,0.290724,0.139397,11,9,2,0.241962333333333,8.62783,8.62783,0.128997119115453
"AGTR2","Agtr2",1.712798,4.821556,6.302667,114,173,35,4.279007,0.45543,0.45543,3.62711157527329
"AGTRAP","Agtrap",10.417762,5.275532,4.016759,309,360,98,6.57001766666667,3.188,3.188,1.80754958611907
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0.029585,0.069452,0,2,1,0.0330123333333333,0,0,1.03301233333333
"AHCTF1","Ahctf1",21.398979,15.319662,16.425995,973,1156,184,17.7148786666667,17.74904,17.74904,0.998177968934232
"AHCY","Ahcy",11.715759,17.005454,13.706815,455,472,135,14.142676,49.11032,49.11032,0.302186775099421
"AHCYL1","Ahcyl1",190.776448,148.191504,172.330074,10355,12985,3051,170.432675333333,76.15768,76.15768,2.22184849691351
"AHCYL2","Ahcyl2",264.445586,227.573418,204.770829,4335,5553,1243,232.263277666667,9.34892,9.34892,22.5398667364968
"AHDC1","Ahdc1",12.38739,10.525164,5.309956,713,884,208,9.40750333333333,4.69344,4.69344,1.82798156006445
"AHI1","Ahi1",51.54492,31.131316,37.541481,3979,3592,795,40.0725723333333,17.36952,17.36952,2.23590884973224
"AHR","Ahr",0.637659,0.425673,0.525918,65,76,19,0.52975,20.73462,20.73462,0.0703831030862283
"AHRR","Ahrr",0.36514,2.47007,1.434154,19,28,7,1.42312133333333,0.60724,0.60724,1.50762881295471
"AHSA1","Ahsa1",70.919028,59.460164,80.946875,1624,2082,574,70.4420223333333,285.64191,285.64191,0.249237881276096
"AHSG","Ahsg",0.137051,0.054446,0,1,2,0,0.0638323333333333,0.0759,0.0759,0.988783653995105
"AICDA","Aicda",0,0.028807,0,0,1,0,0.00960233333333333,0.20241,0.20241,0.839648982737447
"AIDA","Aida",34.695612,31.126057,21.234843,912,1137,239,29.0188373333333,85.73432,85.73432,0.346101028212746
"AIF1","Aif1",4.943255,6.681913,5.082575,32,71,12,5.56924766666667,32.94262,32.94262,0.193539793529983
"AIF1L","Aif1l",62.631419,59.50841,40.949373,343,485,111,54.3630673333333,40.44454,40.44454,1.33583500584958
"AIFM1","Aifm1",12.245613,11.505695,13.380407,475,629,165,12.3772383333333,293.48539,293.48539,0.0454258132579458
"AIFM2","Aifm2",5.183394,4.00315,4.331149,205,255,63,4.50589766666667,4.99706,4.99706,0.918099479856241
"AIFM3","Aifm3",54.053928,39.880735,44.082739,1716,1858,458,46.0058006666667,0.13916,0.13916,41.2635632103187
"AIG1","Aig1",26.048381,25.284314,32.360271,608,927,215,27.8976553333333,138.3236,138.3236,0.207413929394111
"AIM2","Aim2",5.974869,8.034771,8.900955,104,178,38,7.636865,0.24036,0.24036,6.96319213776646
"AIMP1","Aimp1",53.789183,69.480118,74.626051,505,678,204,65.9651173333333,68.37745,68.37745,0.965228865190827
"AIMP2","Aimp2",12.181506,9.761752,12.950028,194,221,69,11.6310953333333,22.822,22.822,0.530228164441833
"AIP","Aip",67.610666,75.597275,81.234893,877,1274,356,74.814278,8.77964,8.77964,7.75225652478005
"AIPL1","Aipl1",0.062084,0.013711,0.107672,3,1,2,0.0611556666666667,0,0,1.06115566666667
"AIRE","Aire",0.051304,0.177387,0.099309,1,14,2,0.109333333333333,0,0,1.10933333333333
"AJAP1","Ajap1",16.118569,11.59318,12.680309,462,501,138,13.4640193333333,0,0,14.4640193333333
"AJUBA","Ajuba",1.061043,0.469177,0.876898,58,40,16,0.802372666666667,9.07061,9.07061,0.178973534539285
"AK1","Ak1",88.801494,79.274099,79.709692,1426,1946,537,82.595095,105.84906,105.84906,0.782366218289614
"AK2","Ak2",18.173837,15.709996,29.150117,265,426,97,21.0113166666667,173.40421,173.40421,0.126208631469772
"AK3","Ak3",40.072227,45.679162,37.896414,2394,4075,710,41.2159343333333,285.74311,285.74311,0.147225627612581
"AK4","Ak4",8.129672,6.33982,7.319987,511,563,131,7.26315966666667,71.76786,71.76786,0.113555073169208
"AK5","Ak5",25.780855,14.877134,18.073824,757,815,206,19.577271,1.23978,1.23978,9.18718400914376
"AK7","Ak7",1.732448,1.273456,1.088359,116,102,23,1.36475433333333,0.55663,0.55663,1.51914991573677
"AK8","Ak8",0.867241,0.536351,2.855888,19,25,5,1.41982666666667,0.12651,0.12651,2.14807384458786
"AKAP1","Akap1",8.473822,6.582467,7.340385,499,608,166,7.465558,180.51394,180.51394,0.0466386107865875
"AKAP10","Akap10",8.372822,5.941195,5.140283,563,677,127,6.48476666666667,13.06825,13.06825,0.532032531883259
"AKAP12","Akap12",19.160156,16.067324,16.251831,2512,3278,690,17.1597703333333,10.50015,10.50015,1.57908986694376
"AKAP13","Akap13",7.345103,5.143958,1.73045,779,845,158,4.739837,97.52484,97.52484,0.0582577652498598
"AKAP3","Akap3",0.015288,0.053929,0.101948,1,5,2,0.057055,3.45366,3.45366,0.237345239645595
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",1.845196,1.357158,1.033658,230,247,47,1.412004,0.27832,0.27832,1.88685462169097
"AKAP7","Akap7",34.292544,15.763727,10.432198,355,473,90,20.162823,17.63518,17.63518,1.13563823907255
"AKAP8","Akap8",53.206012,42.825088,30.873312,1884,2339,462,42.3014706666667,13.56163,13.56163,2.97366920232602
"AKAP8L","Akap8l",96.468387,67.706766,73.398969,1824,1907,494,79.191374,26.81965,26.81965,2.88254431669701
"AKAP9","Akap9",19.619671,16.862603,17.355245,1981,2298,360,17.9458396666667,60.43276,60.43276,0.308399617185793
"AKIP1","Akip1",2.691384,5.089935,6.835906,43,76,22,4.87240833333333,32.39864,32.39864,0.175827768236471
"AKIRIN1","Akirin1",21.777152,19.502146,19.707984,978,1329,291,20.329094,92.35068,92.35068,0.22848354184458
"AKIRIN2","Akirin2",22.693096,18.342124,18.813894,580,705,150,19.9497046666667,50.4513,50.4513,0.40717541960391
"AKNA","Akna",0.662983,0.684665,1.774827,80,126,30,1.040825,0.88555,0.88555,1.08234997746016
"AKR1A1","Akr1a1",202.429044,159.849886,200.227349,3777,4803,1372,187.502093,51.66578,51.66578,3.57921392220907
"AKR1B15","Akr1b8",0.885866,0.56577,2.227543,23,22,17,1.226393,0.0506,0.0506,2.11916333523701
"AKR1C2","Akr1c21",0.081662,0.067875,0.129938,2,1,1,0.0931583333333333,4.25066,4.25066,0.208194461902567
"AKR1C3","Akr1c18",0.100373,0.034066,0.159567,2,1,1,0.098002,15.5225,15.5225,0.0664549553638977
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.11261,0.054836,0.06007,6,4,1,0.0758386666666667,0.03795,0.03795,1.03650336400276
"AKT1","Akt1",90.35355,71.322374,71.231182,2501,3173,826,77.635702,47.36451,47.36451,1.62589679911985
"AKT1S1","Akt1s1",50.879284,28.742436,68.509538,414,540,154,49.377086,11.82848,11.82848,3.92697233031505
"AKT2","Akt2",16.921319,16.984314,17.79293,935,1250,281,17.2328543333333,30.34922,30.34922,0.58160472041516
"AKT3","Akt3",30.161789,28.04532,18.683801,2363,2714,612,25.6303033333333,9.66519,9.66519,2.49693660716155
"AKTIP","Aktip",70.815693,72.726767,76.775345,2432,3527,865,73.4392683333333,110.34008,110.34008,0.668575667749954
"ALAD","Alad",12.268398,10.451402,14.933847,281,360,109,12.5512156666667,53.20917,53.20917,0.249980135587146
"ALAS1","Alas1",43.461621,37.621949,56.541569,740,940,290,45.8750463333333,185.65016,185.65016,0.251138527464071
"ALAS2","Alas2",2.104391,1.979741,1.88166,74,121,24,1.98859733333333,0,0,2.98859733333333
"ALB","Alb",0.02375,0.016051,0,1,1,0,0.013267,14.61165,14.61165,0.0649045424410616
"ALCAM","Alcam",21.427957,19.145782,16.056178,1407,1805,361,18.876639,11.08208,11.08208,1.64513386767841
"ALDH16A1","Aldh16a1",9.458775,15.18374,12.935639,123,178,63,12.5260513333333,0.44278,0.44278,9.37499226031227
"ALDH18A1","Aldh18a1",11.778937,8.250793,14.123375,381,437,121,11.3843683333333,12.208,12.208,0.937641454673935
"ALDH1A1","Aldh1a7",1.205154,0.811007,1.454776,51,51,20,1.156979,37.66136,37.66136,0.0557915965708397
"ALDH1A2","Aldh1a2",1.119983,0.637774,1.805055,53,45,27,1.187604,12.35981,12.35981,0.163745143082125
"ALDH1A3","Aldh1a3",0.420094,0.465932,0.534446,18,26,9,0.473490666666667,1.39159,1.39159,0.616113408513444
"ALDH1B1","Aldh1b1",1.693696,1.308261,1.185733,81,90,18,1.39589666666667,15.24419,15.24419,0.147492529123746
"ALDH1L1","Aldh1l1",32.015453,21.599019,24.448301,1078,1504,394,26.0209243333333,21.68343,21.68343,1.19121862669505
"ALDH1L2","Aldh1l2",3.911822,4.611893,4.506788,238,557,83,4.343501,1.88497,1.88497,1.85218598460296
"ALDH2","Aldh2",68.526416,62.281045,90.88717,1371,1912,534,73.8982103333333,277.83638,277.83638,0.268609893491421
"ALDH3A1","Aldh3a1",0.202041,0.268795,0.272575,7,14,3,0.247803666666667,0,0,1.24780366666667
"ALDH3A2","Aldh3a2",30.301248,42.563414,29.168059,1008,1506,283,34.010907,82.45777,82.45777,0.419504463155438
"ALDH3B1","Aldh3b1",1.845273,2.168073,2.582027,72,110,32,2.19845766666667,2.25184,2.25184,0.983583960670472
"ALDH3B2","Aldh3b3",0.066037,0.103051,0,1,5,0,0.0563626666666667,0,0,1.05636266666667
"ALDH4A1","Aldh4a1",7.158391,6.806587,8.265608,522,779,173,7.41019533333333,3.99765,3.99765,1.68282999676515
"ALDH5A1","Aldh5a1",16.784322,14.359758,13.006761,2085,2654,508,14.716947,27.81906,27.81906,0.545366399875638
"ALDH6A1","Aldh6a1",25.316726,24.283108,21.991594,1519,2231,441,23.8638093333333,97.86641,97.86641,0.251488946886342
"ALDH7A1","Aldh7a1",42.015984,48.006799,31.726222,1052,1616,368,40.5830016666667,83.48248,83.48248,0.492208581787214
"ALDH8A1","Aldh8a1",0.059646,0.044962,0,3,4,0,0.0348693333333333,1.05001,1.05001,0.504811846446277
"ALDH9A1","Aldh9a1",19.385897,19.156391,19.335909,857,1296,297,19.2927323333333,102.5472,102.5472,0.195975674217491
"ALDOA","Aldoa",546.866843,486.929392,629.830958,13971,18645,5403,554.542397666667,463.17027,463.17027,1.19685045245717
