"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMEM63C","Tmem63c",9.753423,17.956088,18.959692,219,1016,601,15.556401,2.750561,3.25214,3.608814,35,38,36,0,16.556401
"TMEM64","Tmem64",13.706492,11.143091,12.11921,416,1227,760,12.322931,3.991058,3.156001,2.344089,179,205,172,3.352792,3.06077823153507
"TMEM65","Tmem65",28.239688,30.654482,33.824758,669,2616,1645,30.9063093333333,2.711955,1.939265,1.982964,400,310,316,0,31.9063093333333
"TMEM67","Tmem67",2.43216,2.384889,2.317369,58,213,114,2.37813933333333,13.84606,8.33409,2.775046,166,136,82,0,3.37813933333333
"TMEM68","Tmem68",29.936664,13.56615,13.65552,191,550,372,19.052778,2.412793,4.951994,2.446366,57,68,55,0,20.052778
"TMEM69","Tmem69",6.691392,5.555081,5.539056,47,191,97,5.92850966666667,14.097814,14.364321,8.695129,270,284,205,0,6.92850966666667
"TMEM70","Tmem70",20.411002,21.297016,17.35249,176,620,349,19.686836,15.085557,13.020051,11.309761,160,183,121,0,20.686836
"TMEM71","Tmem71",0.205454,0.235255,0.146011,4,17,6,0.195573333333333,16.267525,14.222741,9.751384,353,398,268,0,1.19557333333333
"TMEM72","Tmem72",0.986723,1.63394,1.914143,120,751,498,1.511602,0.642816,0.387645,0.531593,40,23,22,0,2.511602
"TMEM74","Tmem74",2.088204,2.316323,2.635655,49,203,131,2.34672733333333,0.24664,0.16033,0.111945,27,19,13,3.47562366666667,0.747767815747988
"TMEM79","Tmem79",1.542245,0.352776,0.540265,6,6,6,0.811762,1.071985,0.668047,0.55338,47,27,24,0,1.811762
"TMEM80","Tmem80",18.138961,19.709362,18.650142,117,469,261,18.8328216666667,10.611387,9.453596,6.606407,191,164,116,0,19.8328216666667
"TMEM81","Tmem81",2.417262,2.468752,2.374407,26,101,55,2.42014033333333,0.679861,0.37769,0.592412,17,9,14,0,3.42014033333333
"TMEM82","Tmem82",0.555867,0.100924,0.212509,10,6,8,0.289766666666667,0,0,0,0,0,0,0,1.28976666666667
"TMEM86A","Tmem86a",5.113048,7.049246,8.458882,59,283,143,6.87372533333333,0.894491,0.584159,0.510762,63,44,38,9.944078,0.719450769021688
"TMEM86B","Tmem86b",2.945773,5.68623,4.969792,17,104,56,4.53393166666667,0.515651,0.704153,0.518701,16,16,14,0,5.53393166666667
"TMEM87A","Tmem87a",9.606219,11.989004,12.191552,182,722,405,11.2622583333333,11.104357,9.757291,5.451848,353,307,241,0,12.2622583333333
"TMEM87B","Tmem87b",12.249771,9.900258,11.608121,275,913,575,11.2527166666667,2.127069,1.334429,0.611334,57,55,47,0,12.2527166666667
"TMEM88","Tmem88",1.030983,0.95119,0.674665,10,35,14,0.885612666666667,6.649495,5.91451,5.418706,58,57,51,0,1.88561266666667
"TMEM88B","Tmem88b",34.158286,35.389059,33.720241,790,3029,1637,34.4225286666667,0.179868,0,0,1,0,0,0,35.4225286666667
"TMEM89","Tmem89",0,0.125549,0,0,1,0,0.0418496666666667,0.498286,0,0.133426,4,0,1,0,1.04184966666667
"TMEM8B","Tmem8b",10.641104,20.018049,15.278352,222,1057,606,15.3125016666667,3.027772,3.452699,3.407253,316,242,240,0,16.3125016666667
"TMEM9","Tmem9",33.548565,41.474267,39.328088,196,1004,588,38.1169733333333,25.987603,20.018954,18.934003,608,518,528,0,39.1169733333333
"TMEM91","Tmem91",28.01514,26.126808,25.436504,35,188,83,26.5261506666667,15.603425,7.678236,12.503825,118,83,83,0,27.5261506666667
"TMEM92","Tmem92",0,0,0,0,0,0,0,0.25115,0.018054,0,3,1,0,0,1
"TMEM94","Tmem94",13.977529,15.275248,19.658605,277,1215,796,16.303794,33.19503,30.67471,24.150221,777,566,517,0,17.303794
"TMEM95","Tmem95",0.14737,0.038444,0.271808,1,1,4,0.152540666666667,0,0,0.049246,0,0,1,0,1.15254066666667
"TMEM97","Tmem97",6.053215,6.864276,6.242368,49,212,109,6.38661966666667,4.196705,4.561596,3.246102,173,177,151,0,7.38661966666667
"TMEM98","Tmem98",8.228645,7.407221,8.441013,80,268,173,8.02562633333333,19.312891,15.656995,11.293488,397,397,265,0.00510733333333333,8.97976368692962
"TMEM9B","Tmem9b",44.967231,38.754549,42.203143,469,1522,938,41.9749743333333,7.913599,9.324114,6.647507,244,298,204,0,42.9749743333333
"TMF1","Tmf1",24.774778,17.0965,16.276889,353,1169,721,19.3827223333333,18.193529,6.901296,6.252848,345,202,178,0.0342796666666667,19.707167210416
"TMIE","Tmie",2.435729,2.089999,3.239115,45,130,105,2.588281,0.246831,0.087334,0.226723,9,3,7,0,3.588281
"TMIGD1","Tmigd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMIGD3","Tmigd3",0,0.012582,0,0,0,0,0.004194,0,0,0,0,0,0,0,1.004194
"TMOD1","Tmod1",34.980454,26.892395,35.32267,356,1135,698,32.3985063333333,79.842491,75.395993,63.597084,5093,4371,3700,0,33.3985063333333
"TMOD2","Tmod2",56.8768,49.369636,50.39296,2940,10544,6275,52.213132,1.759886,0.906217,0.936577,163,128,122,0,53.213132
"TMOD3","Tmod3",13.379205,21.760841,19.234037,201,677,431,18.1246943333333,2.745921,1.429936,1.101125,120,100,64,0,19.1246943333333
"TMOD4","Tmod4",0.33066,0.502567,0.622951,1,2,5,0.485392666666667,0.398574,0.36506,0,2,3,0,0,1.48539266666667
"TMPO","Tmpo",30.187727,24.422304,25.011943,411,1198,683,26.540658,7.557102,6.427721,4.55992,368,352,279,0,27.540658
"TMPRSS11A","Tmprss11a",0,0.166131,0.272818,0,11,10,0.146316333333333,0,0,0,0,0,0,0,1.14631633333333
"TMPRSS11B","Tmprss11b",0.035937,0.069127,0,1,7,0,0.0350213333333333,0.144606,0.022119,0,4,1,0,0,1.03502133333333
"TMPRSS11D","Tmprss11d",0.069153,0.089879,0.032501,1,6,1,0.0638443333333333,0,0,0,0,0,0,0,1.06384433333333
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0.025079,0,0,1,0,11.0140473333333,0.0832358964680845
"TMPRSS11GP","Tmprss11g",0,0.131969,0.117189,0,7,4,0.0830526666666667,0,0,0,0,0,0,0,1.08305266666667
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0.018933,0.016866,0.01726,1,1,1,0,1
"TMPRSS13","Tmprss13",0,0,0.043442,0,0,2,0.0144806666666667,0.027841,0,0.074214,2,0,5,0,1.01448066666667
"TMPRSS15","Tmprss15",0.035484,0.019132,0,1,2,0,0.0182053333333333,0,0,0,0,0,0,1.41165633333333,0.422201670801907
"TMPRSS2","Tmprss2",0,0.613638,0.503721,0,6,7,0.372453,0.042786,0,0,3,0,0,0,1.372453
"TMPRSS3","Tmprss3",0,0.13122,0.438716,0,9,17,0.189978666666667,0.026192,0.016858,0.033061,1,0,2,0,1.18997866666667
"TMPRSS4","Tmprss4",0.115135,0.079907,0.095801,1,4,2,0.0969476666666667,0.102426,0.192968,0.057981,9,5,6,0,1.09694766666667
"TMPRSS5","Tmprss5",2.01976,3.925714,4.082574,25,93,61,3.34268266666667,0.267884,0.149898,1.228343,9,6,3,0,4.34268266666667
"TMPRSS6","Tmprss6",0.092945,0.073323,0.130036,1,6,2,0.098768,0.042432,0.015125,0.028777,3,1,2,0,1.098768
"TMPRSS7","Tmprss7",1.547488,1.028841,0.282522,6,31,10,0.952950333333333,0,0,0,0,0,0,0,1.95295033333333
"TMPRSS9","Tmprss9",0.080341,0.087504,0.096341,1,6,5,0.088062,0.846068,0.467143,0.132467,31,12,8,0,1.088062
"TMSB10","Tmsb10",72.233183,80.497192,73.34154,169,713,369,75.357305,554.864942,477.680659,466.033239,2771,2267,2176,5.012478,12.6998061365048
"TMSB4X","Tmsb4x",460.154874,340.842243,350.583542,1528,4238,2482,383.860219666667,366.011238,381.569815,312.147618,2499,2548,2043,0,384.860219666667
"TMTC1","Tmtc1",7.878452,9.583952,9.122299,449,2035,1111,8.86156766666667,4.139735,3.666019,3.371672,373,335,264,3.03519466666667,2.44388895240411
"TMTC2","Tmtc2",11.73064,8.139561,11.333418,215,761,497,10.4012063333333,0.605424,0.241102,0.34891,60,23,35,0,11.4012063333333
"TMTC3","Tmtc3",5.57776,3.61434,5.448663,134,534,337,4.88025433333333,1.500628,1.327242,0.782023,150,153,90,0,5.88025433333333
"TMTC4","Tmtc4",14.451572,12.36957,17.397076,150,641,369,14.739406,5.472603,4.027405,2.709995,217,147,124,0,15.739406
"TMUB1","Tmub1",14.026813,14.695112,15.779589,68,264,148,14.833838,14.661399,12.54865,11.441154,276,220,216,0.047273,15.1191122085645
"TMUB2","Tmub2",22.368934,26.027301,25.469792,219,982,575,24.622009,11.179717,12.578445,9.708562,391,419,325,0,25.622009
"TMX1","Tmx1",26.795891,25.311104,26.048217,299,1077,657,26.0517373333333,2.807502,1.087193,1.116252,75,46,53,0,27.0517373333333
"TMX2","Tmx2",130.497768,139.181517,147.031698,1364,5753,3334,138.903661,40.414002,37.625788,26.445998,1128,1090,780,0,139.903661
"TMX3","Tmx3",67.862101,65.467493,65.478083,665,2360,1446,66.2692256666667,15.922237,5.59632,9.891231,391,296,241,0,67.2692256666667
"TMX4","Tmx4",74.923189,48.676568,48.317077,1724,6777,3825,57.3056113333333,11.91631,9.252363,6.682303,1091,1011,782,0,58.3056113333333
"TNC","Tnc",1.537719,1.47197,1.758387,74,275,183,1.58935866666667,12.125974,12.253101,13.351101,717,461,481,0,2.58935866666667
"TNF","Tnf",0,0,0,0,0,0,0,0,0.030754,0,0,1,0,0.00074,0.999260547195076
"TNFAIP1","Tnfaip1",14.02752,11.384408,13.211386,352,1084,710,12.874438,14.947193,10.768311,7.343316,890,734,542,3.75935866666667,2.91519067414965
"TNFAIP2","Tnfaip2",1.32841,3.177147,4.75645,7,59,39,3.08733566666667,1.078639,0.64182,0.677416,26,15,10,0,4.08733566666667
"TNFAIP3","Tnfaip3",0.851256,0.539241,0.665727,18,61,42,0.685408,0.583817,0.215714,0.156785,19,19,14,0,1.685408
"TNFAIP6","Tnfaip6",8.234099,9.495895,8.902431,84,359,192,8.877475,0.174113,0,0,1,0,0,0,9.877475
"TNFAIP8","Tnfaip8",3.097103,5.695786,5.759972,42,229,147,4.85095366666667,3.220058,2.175044,2.549618,63,50,73,0,5.85095366666667
"TNFAIP8L1","Tnfaip8l1",0.231474,0.471515,0.370225,4,29,14,0.357738,0.950577,1.059277,0.773652,80,84,62,0,1.357738
"TNFAIP8L2","Tnfaip8l2",0.477653,0.622496,0.590286,3,15,8,0.563478333333333,0.092613,0,0,2,0,0,0.0478313333333333,1.49210878086613
"TNFAIP8L3","Tnfaip8l3",0.404233,0.346103,0.192438,12,38,12,0.314258,0.594148,0.840997,0.482975,24,30,17,0,1.314258
"TNFRSF10D","Tnfrsf10b",0.259384,0.594771,0.855333,5,42,31,0.569829333333333,1.457707,1.255983,0.885751,109,92,64,0,1.56982933333333
"TNFRSF11A","Tnfrsf11a",0.404861,0.451246,0.518762,14,59,38,0.458289666666667,0.022991,0.011697,0.00591,4,2,1,0,1.45828966666667
"TNFRSF11B","Tnfrsf11b",3.061699,1.812131,1.978927,54,119,74,2.28425233333333,1.985578,0.90859,0.583651,45,28,20,0,3.28425233333333
"TNFRSF12A","Tnfrsf12a",13.167771,10.782955,14.174907,63,190,120,12.7085443333333,121.693797,126.295158,105.742107,2030,1898,1722,0,13.7085443333333
"TNFRSF13B","Tnfrsf13b",0.782697,0.287144,1.019505,2,18,12,0.696448666666667,29.173172,31.612699,17.097228,801,817,437,0,1.69644866666667
"TNFRSF13C","Tnfrsf13c",0.573258,0.217745,0.613143,1,10,5,0.468048666666667,0.235684,0.310707,0.240327,20,25,19,0,1.46804866666667
"TNFRSF14","Tnfrsf14",0.343778,0.549425,1.022805,2,14,12,0.638669333333333,0.057075,0.124502,0,1,3,0,0,1.63866933333333
"TNFRSF17","Tnfrsf17",0,0.257311,0.113828,0,4,1,0.123713,0,0,0,0,0,0,0,1.123713
"TNFRSF18","Tnfrsf18",0.764016,1.503893,0.90228,5,38,13,1.05672966666667,0,0.091377,0.090462,0,1,1,0,2.05672966666667
"TNFRSF19","Tnfrsf19",6.728337,7.216762,9.02725,180,735,453,7.65744966666667,10.985294,8.066494,7.049762,879,687,581,0,8.65744966666667
"TNFRSF1A","Tnfrsf1a",49.921747,49.664743,44.25162,42,222,152,47.9460366666667,45.18062,27.782172,23.610975,546,370,404,0,48.9460366666667
"TNFRSF1B","Tnfrsf1b",0.46641,1.912852,0.795189,12,78,44,1.05815033333333,0.025195,0.013461,0,2,1,0,0,2.05815033333333
"TNFRSF21","Tnfrsf21",14.611568,18.83325,17.278565,354,1679,879,16.9077943333333,12.591279,11.106728,9.698275,925,791,690,0,17.9077943333333
"TNFRSF4","Tnfrsf4",0,0.787974,0.229385,0,9,3,0.339119666666667,0,0,0,0,0,0,0,1.33911966666667
"TNFRSF8","Tnfrsf8",0.131561,0.145329,0.162405,3,12,8,0.146431666666667,0.018791,0,0,1,0,0,0,1.14643166666667
"TNFRSF9","Tnfrsf9",0.238666,0.035515,0.03712,3,1,1,0.103767,0.128532,0.058391,0.02535,16,7,3,0,1.103767
"TNFSF10","Tnfsf10",0.944422,0.693222,0.906572,23,86,65,0.848072,0.035103,0,0.104845,1,0,3,0,1.848072
"TNFSF11","Tnfsf11",0,0.020131,0.035202,0,1,1,0.0184443333333333,0,0,0,0,0,0,0,1.01844433333333
"TNFSF12","Tnfsf12",18.939005,22.178709,13.24432,42,222,155,18.120678,3.479852,2.378194,2.329302,54,49,46,0.0337993333333333,18.4955410431038
"TNFSF13","Tnfsf13",1.360251,0.934208,0.960436,11,30,18,1.084965,2.238027,1.103161,1.08267,44,27,20,0,2.084965
"TNFSF13B","Tnfsf13b",1.587617,2.226713,1.408183,29,119,46,1.74083766666667,0.418029,0.18484,0.394345,6,7,8,0,2.74083766666667
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.034925,0,0.011217,2,0,1,0,1
"TNFSF15","Tnfsf15",0.044748,0.071794,0.021129,1,6,1,0.0458903333333333,0.018216,0.017887,0.054788,2,2,4,34.1176493333333,0.0297824698745022
"TNFSF18","Tnfsf18",0,0.020858,0,0,1,0,0.00695266666666667,0,0.025361,0.025975,0,1,1,0,1.00695266666667
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.402467,0.319037,0.309508,26,22,10,0,1
"TNFSF8","Tnfsf8",0,0.020959,0.036938,0,2,2,0.019299,0,0,0,0,0,0,3.75935866666667,0.214167300972484
"TNFSF9","Tnfsf9",0.395467,1.04315,1.355529,3,30,22,0.931382,0.060769,0.065633,0.129782,2,2,4,0,1.931382
"TNIK","Tnik",19.777464,26.596942,28.57428,718,3154,1918,24.9828953333333,15.439622,8.280188,7.7658,590,358,319,0,25.9828953333333
"TNIP1","Tnip1",7.282411,13.955033,10.820044,130,605,317,10.6858293333333,32.649322,27.398524,23.438541,1173,784,775,0,11.6858293333333
"TNIP2","Tnip2",1.794009,4.403837,3.358445,21,104,46,3.18543033333333,10.30999,9.43652,6.515658,307,286,235,0,4.18543033333333
"TNK1","Tnk1",0,0.023745,0,0,1,0,0.007915,2.389358,4.292049,0.094198,7,7,6,0,1.007915
"TNK2","Tnk2",345.033256,354.139381,395.922018,1241,5403,3096,365.031551666667,42.43654,27.421537,13.0786,1209,879,710,0,366.031551666667
"TNKS","Tnks",16.041006,21.469802,20.898468,979,3866,2342,19.4697586666667,2.050109,2.114675,1.439514,333,287,190,0,20.4697586666667
"TNKS1BP1","Tnks1bp1",9.971722,13.295342,13.25629,199,935,477,12.1744513333333,16.951111,19.72165,16.173558,938,652,612,0,13.1744513333333
"TNKS2","Tnks2",73.319235,80.049598,50.636165,951,3502,2162,68.001666,4.162977,2.626555,2.363853,495,323,288,0,69.001666
"TNMD","Tnmd",0.502072,0.501772,0.472591,4,15,8,0.492145,0.094988,0.047221,0.096266,2,1,2,0,1.492145
"TNN","Tnn",0.099337,0.039149,0.188707,4,6,15,0.109064333333333,0,0,0,0,0,0,0,1.10906433333333
"TNNC1","Tnnc1",0.830762,1.672961,2.570703,2,20,16,1.69147533333333,3605.138293,3083.191072,2679.359689,30163,25488,22859,0,2.69147533333333
"TNNC2","Tnnc2",0.308063,0.755384,0.142061,1,2,1,0.401836,0.194359,0.204536,1.039978,2,2,10,0,1.401836
"TNNI1","Tnni1",10.228065,9.059953,7.873352,25,116,62,9.05379,1233.467569,1075.310031,1066.0242,17490,14357,13531,0.019178,9.86460657510268
"TNNI2","Tnni2",0.539185,0.075015,0,1,1,0,0.204733333333333,0.249024,0.402384,0.607389,3,4,6,0,1.20473333333333
"TNNI3","Tnni3",3.739119,2.574997,1.570673,8,18,8,2.628263,773.856022,727.713384,622.61821,7685,6461,5836,5.012478,0.603455513683376
"TNNI3K","Tnni3k",0.055431,0.029176,0,1,2,0,0.0282023333333333,21.532286,23.005439,14.775176,353,429,286,0,1.02820233333333
"TNNT1","Tnnt1",2.41576,2.093902,3.407013,4,29,15,2.63889166666667,392.539776,402.764363,347.350404,2920,2674,2309,0,3.63889166666667
"TNNT2","Tnnt2",0.854521,2.209681,2.959419,5,32,18,2.00787366666667,4108.67054,3963.484963,3816.814856,46422,40251,39285,0.231204666666667,2.44303302943946
"TNNT3","Tnnt3",0.623197,0.722359,0.6961,1,4,1,0.680552,1.42042,1.199582,2.806952,19,10,14,0,1.680552
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNPO1","Tnpo1",13.382641,13.010031,12.789714,735,2613,1563,13.0607953333333,23.434478,19.7794,11.601488,767,639,456,0,14.0607953333333
"TNPO2","Tnpo2",51.979291,45.455441,52.255723,728,3336,2038,49.8968183333333,35.164527,15.214694,15.562403,1192,832,772,0,50.8968183333333
"TNPO3","Tnpo3",33.285262,31.501218,24.689907,423,1675,1002,29.8254623333333,5.926761,4.342897,3.49724,531,377,301,0,30.8254623333333
"TNR","Tnr",8.118385,10.173959,12.841717,554,2878,1745,10.3780203333333,0,0.007186,0,0,2,0,0,11.3780203333333
"TNRC18","Tnrc18",10.488896,17.372229,19.965257,381,1668,1054,15.9421273333333,14.85219,7.273716,5.872866,1123,731,575,0,16.9421273333333
"TNRC6A","Tnrc6a",27.29158,26.544961,30.295645,582,2802,1615,28.044062,45.078874,28.892637,18.290455,773,414,354,0,29.044062
"TNRC6B","Tnrc6b",4.50785,52.96247,48.390546,516,3007,1853,35.2869553333333,3.861931,1.865238,1.261894,860,580,418,0,36.2869553333333
"TNRC6C","Tnrc6c",9.087114,9.56504,10.707367,405,1726,1111,9.786507,3.040121,1.090017,1.04017,175,105,97,0,10.786507
"TNS2","Tns2",17.145672,23.659488,21.375629,144,717,360,20.7269296666667,17.908421,12.618233,3.608392,153,125,86,0,21.7269296666667
"TNS3","Tns3",17.504054,17.424023,19.100276,699,2587,1472,18.009451,2.955771,2.378205,2.11672,396,294,261,0,19.009451
"TNS4","Tns4",0,0.099772,0.150499,0,9,6,0.0834236666666667,0.044529,0.03775,0.046757,2,3,2,0,1.08342366666667
"TOB1","Tob1",18.271636,15.261404,18.472838,254,774,536,17.3352926666667,13.58089,10.303326,11.769545,368,309,343,0,18.3352926666667
"TOB2","Tob2",12.837478,12.452708,11.55448,268,1235,668,12.2815553333333,4.501757,3.120349,4.697687,415,264,395,0,13.2815553333333
"TOE1","Toe1",9.012535,9.226872,8.578646,86,253,151,8.939351,2.163789,1.699048,1.65374,57,60,43,0,9.939351
"TOGARAM1","Togaram1",11.992745,11.58461,11.160443,312,1122,674,11.579266,5.891989,5.765165,2.845325,199,147,89,0.242942333333333,10.1205548018184
"TOGARAM2","Togaram2",0.188736,0.446972,0.33906,4,37,15,0.324922666666667,0.261664,0.049098,0.246701,37,9,16,0,1.32492266666667
"TOLLIP","Tollip",40.178302,37.520165,45.468043,1020,3609,2433,41.0555033333333,9.212358,6.766174,7.065325,458,323,334,0,42.0555033333333
"TOM1","Tom1",66.349057,56.83813,55.744488,221,885,559,59.6438916666667,16.507187,11.000571,8.45235,682,523,404,0,60.6438916666667
"TOM1L1","Tom1l1",10.474811,8.994722,11.790574,159,523,324,10.4200356666667,12.207178,7.675921,7.204338,187,142,142,0,11.4200356666667
"TOM1L2","Tom1l2",58.807747,67.19356,72.36146,1654,7059,4188,66.1209223333333,42.877373,26.624282,23.51544,3906,2865,2475,0,67.1209223333333
"TOMM20","Tomm20",82.39288,78.979205,70.129972,1764,6518,4072,77.1673523333333,67.561257,33.143093,37.913027,1218,1154,912,34.42945,2.20628184556445
"TOMM20L","Tomm20l",0,0.244131,0,0,2,0,0.081377,0.223361,0.708526,0,1,3,0,0,1.081377
"TOMM22","Tomm22",58.040839,53.592344,55.87479,271,1028,639,55.835991,33.896803,32.059739,30.735223,724,632,638,0,56.835991
"TOMM34","Tomm34",17.438441,19.037647,18.370341,213,890,485,18.282143,8.765033,8.214177,8.420187,353,315,319,0.111556,17.3469829680196
"TOMM40","Tomm40",33.261339,33.665529,34.822594,244,1014,588,33.9164873333333,31.388272,32.298524,42.532639,982,862,773,0.541810333333333,22.6464219226273
"TOMM40L","Tomm40l",37.63936,48.769249,38.098459,278,1036,617,41.502356,6.606504,6.678878,6.779642,335,309,300,0,42.502356
"TOMM5","Tomm5",40.897303,32.16564,36.896893,114,341,217,36.6532786666667,34.720229,43.065594,32.802284,354,450,335,0,37.6532786666667
"TOMM6","Tomm6",56.96977,70.988586,66.852403,178,867,466,64.9369196666667,73.274332,81.172601,69.574387,605,643,544,0,65.9369196666667
"TOMM7","Tomm7",34.114791,28.462677,32.03562,216,673,429,31.537696,803.265861,739.350344,666.111205,880,819,711,0,32.537696
"TONSL","Tonsl",3.605006,4.576101,3.609353,25,144,56,3.93015333333333,1.422627,1.405962,1.118356,174,168,124,0,4.93015333333333
"TOP1","Top1",28.908786,21.557411,22.688328,642,1792,1125,24.3848416666667,9.108665,6.505316,6.357266,641,470,451,0,25.3848416666667
"TOP1MT","Top1mt",5.678853,5.286331,4.548893,41,173,116,5.171359,0.888034,1.489716,1.084275,29,33,17,0,6.171359
"TOP2A","Top2a",0.494976,0.562783,0.457241,4,22,12,0.505,26.715981,31.954576,23.284899,898,710,445,0,1.505
"TOP2B","Top2b",56.527737,62.044954,63.002075,915,3316,2096,60.524922,36.289986,32.828445,25.491341,1711,1389,1119,0,61.524922
"TOP3A","Top3a",2.063617,1.843616,2.364653,45,154,94,2.09062866666667,8.590925,6.660822,4.579064,336,238,177,48.7877366666667,0.0620761029439579
"TOP3B","Top3b",25.067106,25.83869,30.578371,125,665,374,27.161389,7.893012,4.423275,4.340762,302,203,176,0,28.161389
"TOPAZ1","Topaz1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOPBP1","Topbp1",19.387432,14.925001,12.057456,137,501,285,15.4566296666667,10.172599,5.51579,8.245382,307,217,208,9.67291833333333,1.54190533017289
"TOPORS","Topors",6.462914,5.697259,6.46492,165,539,348,6.20836433333333,2.349011,1.508193,1.243506,169,111,91,0,7.20836433333333
"TOR1A","Tor1a",33.83151,22.164479,20.469897,104,342,215,25.4886286666667,9.433684,8.520003,7.584523,290,279,221,0,26.4886286666667
"TOR1AIP1","Tor1aip1",28.48378,22.420795,26.176192,361,1336,819,25.693589,6.216433,2.23631,2.645108,177,137,134,0,26.693589
"TOR1AIP2","Tor1aip2",21.619697,24.697747,22.384129,347,1431,809,22.9005243333333,6.768672,5.183898,4.461303,672,631,466,0,23.9005243333333
"TOR1B","Tor1b",12.385344,9.641004,11.668326,165,643,377,11.231558,3.058818,2.812463,1.610788,111,91,80,0,12.231558
"TOR2A","Tor2a",4.790927,7.91517,9.658982,50,225,151,7.45502633333333,1.902046,2.223676,1.410526,40,56,36,1.54777033333333,3.31859831426459
"TOR3A","Tor3a",5.714791,6.060044,8.220447,54,180,99,6.665094,6.95795,7.196188,6.145618,248,233,199,0,7.665094
"TOR4A","Tor4a",1.233928,1.298167,1.38195,15,96,65,1.30468166666667,2.430777,2.274764,1.311436,232,186,113,0,2.30468166666667
"TOX","Tox",1.478818,1.813076,1.838686,39,136,60,1.71019333333333,0.448342,0.389872,0.37901,32,29,28,0,2.71019333333333
"TOX3","Tox3",0.959208,1.449193,1.51071,20,111,46,1.30637033333333,0.017735,0,0,1,0,0,0,2.30637033333333
"TOX4","Tox4",15.972728,16.021662,19.424986,418,1498,922,17.139792,24.141328,20.303569,17.216909,726,660,622,0,18.139792
"TP53I11","Trp53i11",14.709534,16.502019,17.983482,225,983,611,16.398345,117.858471,61.113443,61.700864,1558,1273,1077,0,17.398345
"TP53INP1","Trp53inp1",3.613626,4.208318,4.166344,125,540,292,3.996096,4.272533,3.559147,3.003459,435,389,321,0,4.996096
"TPBG","Tpbg",7.747113,7.012456,4.742446,109,413,220,6.50067166666667,0.494812,0.5697,0.452074,28,31,25,0,7.50067166666667
"TPBGL","Tpbgl",1.216248,1.597649,1.472969,23,104,55,1.42895533333333,0.067825,0.040651,0,4,2,0,0,2.42895533333333
"TPCN1","Tpcn1",9.410679,10.102076,10.440757,298,1243,726,9.984504,23.766121,12.148782,7.828553,1222,887,744,9.848937,1.01249587862848
"TPCN2","Tpcn2",1.105731,3.404377,2.69896,20,143,77,2.40302266666667,2.176461,1.801983,1.440976,182,149,127,0,3.40302266666667
"TPD52","Tpd52",32.335918,27.991317,33.15602,420,1380,821,31.161085,55.46946,28.394135,35.378651,319,283,297,0,32.161085
"TPD52L1","Tpd52l1",11.931704,9.42181,10.108824,70,202,116,10.487446,34.260594,26.843964,22.475847,393,366,329,0,11.487446
"TPD52L2","Tpd52l2",54.103106,49.892259,48.775954,328,1172,671,50.923773,38.127161,30.900828,26.619835,1890,1585,1316,0,51.923773
"TPGS1","Tpgs1",45.012434,22.003339,29.745286,117,381,234,32.2536863333333,4.047609,4.003491,3.580718,90,63,63,0,33.2536863333333
"TPGS2","Tpgs2",8.753012,10.072475,9.867816,240,1014,563,9.56443433333333,30.181657,29.443347,23.279759,708,716,538,0,10.5644343333333
"TPH1","Tph1",0.032282,0,0.01509,1,0,1,0.0157906666666667,0.104889,0.062466,0.045662,7,6,5,0,1.01579066666667
"TPH2","Tph2",4.131029,6.141734,4.360534,71,398,160,4.87776566666667,0.98086,0.536489,0.918417,19,8,13,0,5.87776566666667
"TPI1","Tpi1",605.324185,657.477961,657.918119,2145,8870,5135,640.240088333333,925.500665,805.79011,754.531388,11002,8854,8754,25.8220876666667,23.9071654787796
"TPK1","Tpk1",5.56057,3.715614,6.160178,27,88,72,5.145454,1.861556,2.003568,1.62543,49,46,45,0,6.145454
"TPM1","Tpm1",67.728947,58.755924,59.283269,786,2655,1592,61.9227133333333,7438.13948,6093.294558,5256.342609,71188,59288,54279,3.62734433333333,13.5980183882289
"TPM2","Tpm2",28.374196,18.208907,15.219455,83,245,128,20.6008526666667,455.268989,394.024066,409.908598,9648,7895,8153,0,21.6008526666667
"TPM3","Tpm3",101.11616,99.736183,94.250115,501,1869,1100,98.367486,35.019637,31.944082,34.779257,890,817,720,0,99.367486
