"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"ANO1","Ano1",2.283437,1.715798,2.568008,32,129,63,2.189081,0,0.03438,0.125936,0,1,1,11.8219413333333,0.248720604555358
"ANO10","Ano10",9.646615,9.808436,12.978823,156,569,343,10.8112913333333,31.983768,33.582139,33.594097,410,438,306,5.43467166666667,1.8355701650667
"ANO2","Ano2",0.833779,1.004441,1.067457,14,82,27,0.968559,1.513211,1.074408,1.052802,15,26,15,0.16806,1.68532352790096
"ANO3","Ano3",7.125596,6.884099,7.787073,330,1183,760,7.26558933333333,4.374308,4.37131,4.389326,327,337,249,30.3756723333333,0.263439433122586
"ANO4","Ano4",8.438637,14.008551,17.561361,158,726,413,13.336183,12.915219,17.175785,26.189456,358,430,352,4.048923,2.83945368150792
"ANO5","Ano5",0.356715,0.662079,0.4849,14,79,43,0.501231333333333,16.637981,11.056553,14.716781,1515,1027,942,3.342124,0.345736633346568
"ANO6","Ano6",5.187239,4.649363,5.181362,138,572,357,5.005988,5.255057,6.184191,7.714998,423,528,434,187.976300666667,0.0317816994978323
"ANO7","Ano7",0,0.071998,0.254444,0,6,3,0.108814,0.7089,1.130096,0.26292,9,16,5,0.176288666666667,0.942637663203987
"ANO8","Ano8",10.258864,12.007846,11.857396,215,941,535,11.374702,21.902251,21.882201,26.540809,913,1081,775,28.3988473333333,0.420924734214636
"ANO9","Ano9",0.753489,0.013201,0,3,1,0,0.255563333333333,0.168425,0.157877,0.039278,11,8,2,55.115776,0.0223745160956757
"ANP32A","Anp32a",290.587831,255.690982,312.777901,987,3098,2107,286.352238,65.436817,57.245556,106.186797,626,614,586,105.420689333333,2.70015388737005
"ANP32B","Anp32b",31.641017,26.073608,28.740108,317,950,596,28.8182443333333,19.847857,26.682392,40.036972,263,264,276,4.11081866666667,5.83433815169598
"ANP32E","Anp32e",63.036975,53.283163,67.602374,638,2282,1463,61.307504,10.786152,14.133129,12.167979,241,291,225,0.305246666666667,47.7361908604759
"ANPEP","Anpep",1.122799,1.213086,2.371403,19,93,49,1.569096,0.323734,0.098256,2.028077,2,1,17,4.705824,0.450258542850253
"ANTXR1","Antxr1",2.994589,4.594215,4.529232,104,576,327,4.03934533333333,2.614806,2.559595,2.801572,98,162,130,252.761244333333,0.0198586090108929
"ANTXR2","Antxr2",0.472615,0.376386,0.442411,8,43,28,0.430470666666667,16.477784,15.437345,20.770587,427,370,391,80.0519886666667,0.0176488040601891
"ANTXRL","Antxrl",0,0,0,0,0,0,0,0,0,0,0,0,0,10.263904,0.0887791657315261
"ANXA1","Anxa1",0.947533,1.210283,1.702741,7,24,15,1.28685233333333,2.653114,3.965916,5.398403,35,69,51,57.2069643333333,0.0392882940989198
"ANXA10","Anxa10",0,0.038063,0,0,1,0,0.0126876666666667,0.217927,0.101135,0,2,1,0,70.6181216666667,0.0141401036930295
"ANXA11","Anxa11",3.696508,4.515472,4.621662,54,268,150,4.27788066666667,3.153876,9.886314,6.430403,32,159,57,21.3794103333333,0.235836449131345
"ANXA13","Anxa13",0,0,0,0,0,0,0,0.05864,0.351978,0.116057,1,6,2,0.0526956666666667,0.94994216435456
"ANXA2","Anxa2",21.971505,13.571474,13.529045,98,363,189,16.3573413333333,926.260638,712.912662,586.945653,7496,6681,3909,3.70260233333333,3.69100768106624
"ANXA3","Anxa3",19.926802,22.920365,18.251876,58,185,110,20.3663476666667,7.246407,5.163478,3.937213,26,26,11,125.967954333333,0.168281420133563
"ANXA4","Anxa4",5.161227,4.209108,4.958598,48,163,94,4.776311,3.34477,5.26123,1.484289,56,80,23,6.33701066666667,0.787283985594133
"ANXA5","Anxa5",112.095171,111.106297,120.356363,483,1884,1143,114.519277,67.179114,90.913541,88.847561,633,869,623,66.5406113333333,1.71036765465266
"ANXA6","Anxa6",44.670607,48.487376,48.967067,721,2995,1708,47.3750166666667,241.056915,318.543754,267.874318,3170,4048,2431,27.4225783333333,1.70199255322075
"ANXA7","Anxa7",25.671719,30.159359,36.795306,294,1330,828,30.8754613333333,18.250614,19.155426,23.937195,389,454,333,3.18798666666667,7.61116590629069
"ANXA8L1","Anxa8",0.085523,0.151768,0.236736,1,6,6,0.158009,0.148763,0.360047,0.026434,2,8,0,15.2952656666667,0.0710641375039871
"ANXA9","Anxa9",0.260658,0.211209,0.719303,3,9,8,0.397056666666667,0.859176,1.030321,1.512501,16,21,20,199.567776,0.00696550908889106
"AOAH","Aoah",0,0.25352,0.073258,0,11,2,0.108926,1.461285,0.570736,1.505691,16,6,9,0.0829843333333333,1.02395387067772
"AOC1","Aoc1",0,0.071051,0.026492,0,3,1,0.0325143333333333,0.2824,0,0,4,0,0,1.99893766666667,0.344293362549605
"AOC2","Aoc2",0.487346,0.653665,0.661481,7,42,24,0.600830666666667,2.528778,4.372323,4.258716,86,165,103,0.250265333333333,1.28039274863256
"AOC3","Aoc3",0.616168,0.223303,0.325618,11,26,21,0.388363,0.347753,2.139537,1.205575,16,65,18,0.060575,1.30906630837046
"AOPEP","Aopep",42.880232,35.206009,34.270368,116,566,265,37.452203,10.693484,9.112521,12.850343,135,140,109,2.812464,10.0859189752349
"AOX1","Aox1",0.853057,1.227917,1.196633,26,147,81,1.09253566666667,3.689718,2.598965,1.341955,104,88,41,32.456983,0.0625440634221761
"AP1B1","Ap1b1",84.726633,99.586167,104.072897,841,4093,2355,96.1285656666667,28.496466,30.359042,30.517243,1118,1367,992,13.6359213333333,6.63631372802314
"AP1G1","Ap1g1",32.454942,27.27687,29.110422,770,2939,1797,29.614078,46.179132,41.388682,48.914443,2211,2256,1662,20.5871093333333,1.41816477265568
"AP1G2","Ap1g2",4.267543,9.011428,3.546345,21,137,53,5.60843866666667,233.305992,150.739613,305.367793,1447,1163,1401,49.077423,0.131964431689439
"AP1M1","Ap1m1",28.664642,29.231706,30.546837,259,1157,654,29.4810616666667,137.68337,156.598275,153.617231,1311,1486,1007,9.840799,2.81169881174503
"AP1M2","Ap1m2",0.397174,0.400294,0.087888,3,9,2,0.295118666666667,0.40966,1.243235,0,2,4,0,51.664288,0.0245919714449888
"AP1S1","Ap1s1",89.837835,89.902694,84.771229,333,1324,726,88.170586,100.856793,258.935724,127.841427,494,661,350,33.7345336666667,2.56720262479221
"AP1S2","Ap1s2",36.200479,40.432732,38.02332,422,1706,922,38.2188436666667,41.753352,42.840623,48.368627,927,987,781,95.9780026666667,0.404409686611817
"AP1S3","Ap1s3",3.210267,2.812302,3.834128,59,168,110,3.28556566666667,7.106533,6.815523,8.94455,160,168,125,5.66720466666667,0.642782977413723
"AP2A1","Ap2a1",96.951255,99.508656,91.819863,1014,4676,2532,96.093258,48.645891,58.440909,54.199625,1561,1849,1309,16.7210323333333,5.4789843037173
"AP2A2","Ap2a2",37.265455,36.815987,38.706816,1181,4386,2633,37.596086,199.60689,263.666035,341.267138,1395,1809,1414,0.293263,29.8439574935647
"AP2B1","Ap2b1",58.287404,50.018786,53.102128,1573,6405,3913,53.8027726666667,1563.247326,1358.657236,1247.099508,11767,11726,9493,10.0511006666667,4.95903297958074
"AP2M1","Ap2m1",681.047159,626.744748,667.738382,1972,8572,4733,658.510096333333,712.730814,766.26126,752.216352,4138,5150,3243,43.0273456666667,14.9795561450949
"AP2S1","Ap2s1",237.635526,210.851457,224.492849,392,1282,787,224.326610666667,262.459101,289.376204,277.990614,498,678,390,6.53149733333333,29.9179035315333
"AP3B1","Ap3b1",10.045997,15.066802,16.772583,207,782,471,13.961794,14.382527,8.991266,11.751562,303,329,270,14.4083966666667,0.971015630222396
"AP3B2","Ap3b2",38.336751,40.822288,39.749073,639,2565,1466,39.6360373333333,95.272203,100.873176,98.710439,1474,1604,1181,41.0125986666667,0.967234558750932
"AP3D1","Ap3d1",63.270434,57.276931,72.845331,872,3220,1995,64.464232,78.958449,72.814928,86.437498,2280,2814,1779,140.952964333333,0.461168474412955
"AP3M1","Ap3m1",35.443462,37.372175,36.970929,311,1309,705,36.595522,22.722476,24.67638,28.648115,1137,1342,1012,0,37.595522
"AP3M2","Ap3m2",25.832292,25.37877,27.652826,561,2071,1285,26.2879626666667,22.469782,30.760949,21.164003,540,580,409,0.187369666666667,22.9818593423166
"AP3S1","Ap3s1",39.138678,37.746567,36.659181,223,835,470,37.848142,250.015631,322.658635,216.536451,807,1047,614,0.108322666666667,35.0512925237175
"AP3S2","Ap3s2",32.69702,23.995317,24.075063,552,2225,1243,26.9224666666667,67.855868,95.279794,77.81848,968,1217,825,44.587969,0.612496394973566
"AP4B1","Ap4b1",4.481084,5.272025,8.630852,58,306,182,6.127987,25.7481,29.960925,23.359428,299,350,265,25.0158533333333,0.273986284773028
"AP4E1","Ap4e1",3.80958,4.654371,4.301168,97,358,152,4.25503966666667,3.507292,2.549051,3.294275,200,187,194,2.02007133333333,1.74003825958195
"AP4M1","Ap4m1",8.356982,8.193883,8.669319,96,338,222,8.406728,19.519503,25.851739,30.412708,180,210,179,22.90138,0.393564220978036
"AP4S1","Ap4s1",22.017781,24.896805,25.195012,123,501,282,24.0365326666667,10.919711,11.386808,14.809122,241,250,169,29.537283,0.819867722569381
"AP5B1","Ap5b1",2.930051,1.783786,1.630964,30,101,65,2.11493366666667,3.372323,3.766353,3.33375,302,379,209,79.403625,0.0387412093256575
"AP5M1","Ap5m1",15.928544,11.581393,12.058392,212,761,467,13.189443,30.093329,40.319645,39.911037,827,963,785,13.216035,0.998129436231692
"AP5S1","Ap5s1",22.823344,29.653656,22.057712,59,226,138,24.844904,2.538502,3.324186,3.654231,94,139,91,19.4548603333333,1.26350918944594
"AP5Z1","Ap5z1",6.348273,5.358805,6.350517,80,436,227,6.01919833333333,15.216807,14.530677,18.099803,288,363,217,17.9277356666667,0.370841946281759
"APAF1","Apaf1",1.286256,3.2648,2.856022,53,239,140,2.469026,14.647033,10.343908,18.745571,473,467,419,5.49377733333333,0.534207722552031
"APBA1","Apba1",24.215157,29.179944,31.216614,1086,4540,2695,28.203905,106.86655,113.187405,100.647485,3377,3659,2404,10.595608,2.51853158540716
"APBA2","Apba2",56.890283,72.463616,79.026482,687,2904,1862,69.460127,48.794424,34.979564,45.878745,1881,1679,1288,45.529072,1.51432478601765
"APBA3","Apba3",18.81401,21.427225,15.920416,72,313,138,18.7205503333333,7.367003,9.143394,8.618195,70,94,62,92.3783546666667,0.211189738818272
"APBB1","Apbb1",178.676133,202.564258,196.376514,1461,6224,3668,192.538968333333,156.401484,151.170018,157.546763,2966,3356,2253,12.3733006666667,14.4720419556359
"APBB1IP","Apbb1ip",0.990623,0.823693,1.158352,18,57,45,0.990889333333333,0.098401,0,0,3,0,0,7.323212,0.239197239399085
"APBB2","Apbb2",16.342057,30.36333,25.67478,366,1544,906,24.1267223333333,35.686573,31.140226,41.276403,1133,1212,917,12.8723236666667,1.81128431956281
"APBB3","Apbb3",82.124724,216.130367,232.341361,123,645,334,176.865484,40.082086,48.870925,54.179466,589,764,472,1.67467333333333,66.4998905785379
"APC","Apc",36.968927,28.856052,34.530598,1506,6391,3844,33.451859,32.277197,31.906555,34.669795,4751,5060,3586,0.627913333333333,21.1632021770201
"APC2","Apc2",21.590064,20.449548,24.110255,807,4050,2286,22.0499556666667,47.917428,53.596747,62.405721,3032,3852,2817,0,23.0499556666667
"APCDD1","Apcdd1",5.016304,6.965754,7.417934,139,648,421,6.466664,1.854108,2.537987,4.541315,37,38,40,0.32632,5.62960974727064
"APCS","Apcs",0,0,0,0,0,0,0,0,0,0,0,0,0,0.110346,0.900620167047029
"APEH","Apeh",33.281688,35.981753,26.960853,154,677,376,32.0747646666667,63.550016,79.465574,74.374296,715,986,609,3.497865,7.35343650079908
"APELA","Apela",0,0,0,0,0,0,0,0.282399,0.429772,0,1,4,0,78.2024376666667,0.01262587401929
"APEX1","Apex1",19.203018,16.901116,17.048662,85,403,241,17.7175986666667,143.469328,116.91496,131.134298,916,918,734,50.2511013333333,0.365213589166188
"APEX2","Apex2",4.548416,2.588604,3.196422,23,135,54,3.44448066666667,2.091307,3.052429,2.659071,72,75,59,11.5566443333333,0.353954492034801
"APH1A","Aph1a",34.50422,44.756023,72.009165,232,1017,598,50.423136,26.093703,29.294545,26.082122,468,545,395,6.92596366666667,6.48793486352511
"APH1B","Aph1b",10.011012,8.508501,9.667717,308,1074,656,9.39574333333333,8.107972,8.790326,9.322955,335,367,292,136.998938333333,0.0753320529772675
"API5","Api5",30.83043,28.184702,31.961929,778,2635,1705,30.325687,52.971473,51.26689,50.309792,1022,1044,855,18.3867526666667,1.61582950680858
"APIP","Apip",46.38215,36.151515,68.823641,52,207,125,50.4524353333333,5.992071,8.962347,8.274292,83,130,82,27.9330853333333,1.77832521974612
"APLF","Aplf",1.955906,1.985317,2.081934,25,113,67,2.007719,0.465359,0.652704,0.874909,22,31,18,64.5121256666667,0.0459108748097051
"APLN","Apln",10.464334,9.736487,10.083269,217,755,443,10.0946966666667,0.197542,0.156072,0.350003,8,7,10,60.7751583333333,0.179598028819298
"APLNR","Aplnr",4.303951,1.717374,1.01152,10,48,36,2.34428166666667,0.189653,0.133471,0.029433,8,7,1,19.5729576666667,0.16255716464557
"APLP1","Aplp1",373.285291,527.857137,458.152558,3558,16751,8761,453.098328666667,1293.161871,1325.221052,1375.480286,5680,6316,4521,442.887092,1.02300413066904
"APLP2","Aplp2",304.742634,296.207482,311.772998,4361,16397,9813,304.241038,391.246021,414.453783,369.648682,5569,6521,3999,6.06901933333333,43.1801107914167
"APMAP","Apmap",21.590101,24.261441,32.227588,275,1184,751,26.0263766666667,52.587089,54.757221,50.292465,1426,1626,974,7.56205966666667,3.15652748507281
"APOA1","Apoa1",0,0.13761,0.244541,0,3,3,0.127383666666667,0,0.099657,0,0,1,0,5.34261433333333,0.177747472480197
"APOA2","Apoa2",1.324293,2.150089,1.754081,2,14,6,1.742821,0,0.156661,0,0,1,0,102.408665666667,0.0265240923699892
"APOA4","Apoa4",0,0,0,0,0,0,0,0,0,0,0,0,0,1.73323833333333,0.365866374623996
"APOA5","Apoa5",0,0,0,0,0,0,0,0,0,0,0,0,0,6.11889833333333,0.140471173091155
"APOB","Apob",0,0.002828,0.009979,0,1,2,0.004269,0.051065,0.05187,0.050313,10,11,7,23.9444196666667,0.0402602671627598
"APOBEC1","Apobec1",3.722336,1.265274,0.823006,10,34,21,1.936872,0,0,0,0,0,0,19.105009,0.14607663194779
"APOBEC2","Apobec2",0.713813,0.908573,0.44031,6,13,8,0.687565333333333,0,0,0,0,0,0,14.7257836666667,0.107312002320775
"APOBEC3B","Apobec3",2.742472,1.688077,2.416643,11,52,30,2.28239733333333,0,0,0.142458,0,0,1,17.2533153333333,0.179824720791361
"APOBEC4","Apobec4",0,0,0,0,0,0,0,0,0,0,0,0,0,96.3772973333333,0.0102693340992705
"APOBR","Apobr",0.647353,0.17208,0.307351,5,13,11,0.375594666666667,0.061222,0.127512,0,3,7,0,17.2527013333333,0.0753638949953417
"APOC1","Apoc1",6.773432,5.759754,6.324136,9,29,18,6.285774,59.355152,75.828843,20.24852,26,39,10,0.327524666666667,5.48824001763683
"APOC2","Apoc2",0,0,0,0,0,0,0,0,0.206073,0.361505,0,2,2,95.9383666666667,0.0103158329811623
"APOC3","Apoc3",0,0,0.320134,0,0,1,0.106711333333333,0,0,0,0,0,0,28.7180506666667,0.0372403744023049
"APOC4","Apoc4",0.078898,0.297306,0.192765,1,15,5,0.189656333333333,0.381242,0.653878,0,2,1,0,100.765308333333,0.0116901953407993
"APOD","Apod",454.499655,436.333419,401.867693,1676,6368,3317,430.900255666667,0.58648,0.32288,1.155083,5,3,6,0.867978666666667,231.212627517516
"APOE","Apoe",1161.493797,1181.084225,1212.24863,4506,16075,9348,1184.94221733333,13.737164,20.51199,9.211063,108,201,53,0.885661,628.926523555047
"APOF","Apof",0,0.072209,0.127783,0,3,2,0.066664,0.093128,0,0,2,0,0,6.54754966666667,0.141325866951345
"APOH","Apoh",0.297573,0.429659,0.137978,2,11,2,0.288403333333333,1.972125,1.929736,1.043685,10,13,6,0.147227333333333,1.12305843480019
"APOM","Apom",0,0.189251,0.083742,0,4,1,0.0909976666666667,0.775778,0.556723,1.195471,6,5,7,22.3790826666667,0.0466655463869926
"APOO","Apoo",22.209103,18.656338,21.401383,105,383,244,20.755608,252.944941,248.711362,227.206186,237,327,170,14.727466,1.38328755566854
"APOOL","Apool",2.727863,3.538379,4.727247,22,87,64,3.66449633333333,7.457233,8.537083,9.596821,633,773,577,0.923334,2.42521389074042
"APP","App",536.267427,514.375808,509.741118,9039,33709,19054,520.128117666667,648.065157,676.315107,646.520707,18714,20174,12347,28.2058646666667,17.8432696177437
"APPBP2","Appbp2",20.216495,19.686415,21.21779,889,3199,1961,20.3735666666667,11.688053,12.018584,13.400885,1012,1092,811,8.86798,2.16595155915057
"APPL1","Appl1",14.607393,17.81883,23.549392,679,2505,1564,18.6585383333333,7.024233,8.433233,7.03148,506,579,336,99.8705266666667,0.194888824148765
"APPL2","Appl2",171.454287,158.460195,163.006032,1023,3941,2285,164.306838,18.620788,21.786771,30.321783,212,213,182,23.9526846666667,6.62481172700535
"APRT","Aprt",16.275812,18.554767,18.348843,62,204,122,17.726474,32.17291,34.110848,29.061805,167,199,115,10.5966453333333,1.61481820489696
"APTX","Aptx",12.993062,17.952598,15.950358,104,548,281,15.632006,19.12759,21.421971,25.921231,283,352,257,4.73759233333333,2.89877792525866
"AQP1","Aqp1",1.281162,2.886283,3.366901,22,190,125,2.51144866666667,1.72585,0.956174,1.446487,25,22,6,5.968425,0.503908511129368
"AQP11","Aqp11",4.136471,8.465126,4.475793,73,263,136,5.69246333333333,5.384503,5.742111,5.911226,105,140,95,1.00083466666667,3.34483575521149
"AQP12B","Aqp12",0,0.042678,0,0,1,0,0.014226,0.058839,0.054126,0.108961,2,2,3,15.250205,0.0624131203267897
"AQP2","Aqp2",0,0.100715,0,0,3,0,0.0335716666666667,0,0,0,0,0,0,14.9532186666667,0.0647876574791929
"AQP3","Aqp3",0,0,0,0,0,0,0,8.982844,1.373666,1.431613,142,29,13,9.78485233333333,0.0927226418213669
"AQP4","Aqp4",82.304182,81.780848,91.802554,2619,9689,6189,85.2958613333333,0.029297,0.214014,0.075195,2,4,2,13.1564853333333,6.09585354707628
"AQP5","Aqp5",0.70993,0.237877,0.099984,2,9,2,0.349263666666667,0.78982,0.661957,0.86074,13,12,10,227.365860333333,0.00590834227452921
"AQP6","Aqp6",11.130631,8.54176,11.285201,118,353,264,10.3191973333333,0.285391,0.212114,0.370674,5,4,5,81.0996266666667,0.13787148362185
"AQP7","Aqp7",0.146329,0.07815,0.068072,2,4,2,0.097517,0.164816,0.293586,0.852637,5,10,8,1.25683433333333,0.486308181238528
"AQP8","Aqp8",0,0.039805,0,0,1,0,0.0132683333333333,0.068325,0.123892,0.192054,1,2,2,23.316559,0.04166988977895
"AQP9","Aqp9",0.582422,1.074712,1.535651,10,54,29,1.06426166666667,0.06603,0.060585,0,1,2,0,18.472796,0.106007461212384
"AQR","Aqr",9.381069,10.71824,12.835702,303,1099,680,10.978337,6.082004,6.108964,5.489231,509,582,449,76.4727443333333,0.15461356252545
"AR","Ar",2.286994,2.367009,2.442932,162,626,366,2.365645,0.2824,0.294957,0.24266,33,47,22,13.5440836666667,0.231409903651315
"ARAF","Araf",85.804874,95.765352,92.145423,793,3103,1774,91.2385496666667,10.428336,9.657858,11.300208,95,107,95,4.25745166666667,17.5443457238948
"ARAP1","Arap1",76.972372,63.291349,67.533658,170,818,490,69.265793,17.300713,24.666173,18.343135,117,218,101,56.8841363333333,1.21390414457193
"ARAP2","Arap2",40.514424,47.195076,52.955421,606,2293,1408,46.888307,0.290269,0.206809,0.388021,13,15,6,8.851753,4.86089196511524
"ARAP3","Arap3",4.070455,4.261642,3.902066,38,191,108,4.07805433333333,0.782011,0.649857,0.695473,38,34,19,23.8074716666667,0.204698584425136
"ARC","Arc",6.016129,6.038965,6.524531,124,471,286,6.19320833333333,1.438294,1.704016,5.034543,49,68,37,552.898860666667,0.0129865014069097
"ARCN1","Arcn1",43.277068,41.802999,45.552681,841,3176,1935,43.5442493333333,61.802659,63.439164,67.674429,2079,2408,1628,11.2736583333333,3.62925609655909
"AREG","Areg",0,0,0,0,0,0,0,1.004388,2.191721,0.101135,14,31,1,31.3479916666667,0.0309138202551987
"AREL1","Arel1",18.140838,21.308641,18.676751,573,2395,1415,19.37541,43.070887,40.584437,52.360409,1441,1498,1112,57.0747156666667,0.350848209347238
"ARF1","Arf1",125.818217,123.639533,131.050355,1406,5253,3148,126.836035,148.604783,160.500594,171.335335,2480,3024,2140,99.888642,1.26710036398349
"ARF3","Arf3",47.218099,58.560682,57.337537,1464,6626,3825,54.372106,196.904247,214.241114,208.218603,3950,4265,2920,258.358180333333,0.213496662911632
"ARF4","Arf4",103.294838,96.172935,127.189725,507,1722,1060,108.885832666667,154.590112,173.727486,184.262767,1659,1856,1227,5.21869933333333,17.6702276113687
"ARF5","Arf5",47.877104,61.810372,64.146285,290,1229,701,57.944587,99.835669,107.06888,114.451172,855,978,760,65.2510623333333,0.88971534831288
"ARF6","Arf6",20.809297,20.909694,19.145209,167,591,308,20.2880666666667,11.933785,13.788945,14.605789,581,727,506,5.10442266666667,3.48731859327347
"ARFGAP1","Arfgap1",29.540507,34.167899,26.451765,306,1388,741,30.0533903333333,29.973279,36.638191,39.558739,703,788,523,80.280192,0.382053604564976
"ARFGAP2","Arfgap2",32.94395,31.182719,33.587673,363,1561,946,32.5714473333333,211.812498,195.435881,213.442388,919,995,771,2.354178,10.0088448893688
"ARFGAP3","Arfgap3",8.304099,10.100105,10.22741,83,416,242,9.54387133333333,15.254519,11.978818,9.518458,363,323,208,39.298127,0.261646684803324
"ARFGEF1","Arfgef1",39.259177,42.181411,40.211859,944,3444,2072,40.5508156666667,34.371162,36.763115,42.318756,1544,1673,1200,162.006053333333,0.254903513194684
"ARFGEF2","Arfgef2",10.908793,12.352785,11.943415,558,2393,1357,11.7349976666667,22.649112,20.521528,16.572036,683,855,527,18.4335176666667,0.655310988216527
"ARFGEF3","Arfgef3",10.831365,12.04737,12.64998,1115,4643,2763,11.842905,11.152077,9.185443,10.125005,2305,2056,1490,40.6113603333333,0.308639393115731
"ARFIP2","Arfip2",42.481875,56.217733,52.634341,353,1352,773,50.4446496666667,23.378224,28.948636,25.500989,438,578,375,80.7471973333333,0.629313925673749
"ARFRP1","Arfrp1",19.96426,19.719633,18.922126,140,563,296,19.5353396666667,55.356558,55.148368,57.056173,268,330,253,8.827944,2.08948480645257
