"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"DDA1","Dda1",20.312954,22.578876,22.064644,482,1052,1068,21.652158,37.534008,45.097565,42.25863,430,556,369,211.636176333333,0.106530122910459
"DDAH1","Ddah1",31.913426,22.220779,19.852335,1550,1839,1706,24.66218,66.813744,64.802302,82.027788,3429,3606,2986,7.96095633333333,2.86377692797595
"DDAH2","Ddah2",4.588778,14.018616,12.761937,75,238,234,10.4564436666667,74.253145,79.087479,107.617822,840,977,743,0.363393,8.40289165828684
"DDB1","Ddb1",115.165296,71.802369,69.894925,3546,4707,4513,85.6208633333333,286.704428,338.152462,357.955094,2960,3313,2556,99.846214,0.858940161435642
"DDB2","Ddb2",2.26194,2.475345,2.706787,52,102,110,2.48135733333333,12.770772,12.891775,12.914987,93,133,81,178.723548,0.0193706243398519
"DDC","Ddc",13.949302,16.835148,16.957422,235,567,654,15.9139573333333,6.126627,6.188722,2.086783,88,62,27,20.4036036666667,0.790238765244688
"DDHD1","Ddhd1",21.957038,14.340769,16.211027,958,996,978,17.5029446666667,14.969194,15.971433,19.549865,933,998,580,10.678024,1.58442427132079
"DDHD2","Ddhd2",23.496096,17.369678,15.829872,831,1015,946,18.8985486666667,202.710446,179.522918,181.055807,1334,1565,1084,20.5409766666667,0.923753317901247
"DDI1","Ddi1",0.009036,0,0,1,0,0,0.003012,0.030683,0,0,1,0,0,162.817475333333,0.00612274116640539
"DDI2","Ddi2",7.041733,2.68056,2.900164,1049,560,619,4.20748566666667,4.343042,4.555829,4.39164,643,668,461,14.404495,0.33804974889905
"DDIAS","Ddias",0.05895,0.102178,0.102795,3,9,9,0.0879743333333333,1.373733,0.837076,4.068526,25,24,24,14.071129,0.0721893053488782
"DDIT3","Ddit3",21.632178,21.115897,21.198459,198,342,349,21.3155113333333,11.421801,16.547989,15.367688,110,173,98,125.536643666667,0.176356118565296
"DDIT4","Ddit4",17.031421,17.540049,16.701939,403,790,772,17.0911363333333,4.557879,4.458491,7.110127,95,99,105,46.886666,0.377790684641385
"DDIT4L","Ddit4l",33.006223,36.927004,40.693854,224,355,302,36.8756936666667,0,0,0,0,0,0,13.8889433333333,2.54388057088448
"DDN","Ddn",219.46309,145.154621,130.918687,11361,14586,13571,165.178799333333,1.216681,1.64015,0.541091,56,86,17,50.0109556666667,3.25770801902313
"DDO","Ddo",2.296236,2.464563,2.701939,91,165,168,2.48757933333333,0.123451,0,0,3,0,0,12.2834936666667,0.262549854793472
"DDOST","Ddost",30.147272,36.398181,32.463087,883,1949,1774,33.0028466666667,103.957145,140.198184,98.130189,1180,1427,975,19.7278756666667,1.64044049730325
"DDR1","Ddr1",22.499947,17.940083,19.758862,909,1462,1714,20.0662973333333,132.167357,147.201537,157.88237,1018,1119,824,215.507916,0.0973003561372478
"DDR2","Ddr2",2.349208,0.740248,0.657922,213,113,118,1.249126,0.114386,0.258936,0.602386,16,31,60,31.9572056666667,0.0682438317965408
"DDRGK1","Ddrgk1",93.351161,114.007583,114.498858,476,1144,1239,107.285867333333,22.601052,30.066725,28.775539,242,342,183,18.6643333333333,5.50671438984286
"DDT","Ddt",30.717235,58.338287,61.629309,193,677,729,50.228277,75.621452,93.921496,77.891276,168,242,130,16.5556903333333,2.91804400894061
"DDX1","Ddx1",75.737959,60.628348,60.144593,1808,2754,2585,65.5036333333333,84.428757,79.376475,96.757034,2047,2209,1601,9.94204566666667,6.07780623105302
"DDX10","Ddx10",6.135261,4.454963,3.532928,285,359,285,4.70771733333333,13.299402,9.084675,15.019587,199,237,164,93.8589866666667,0.060170549295347
"DDX11","Ddx11",0.287472,0.319783,0.052829,15,21,6,0.220028,9.897942,6.334689,13.996455,113,107,92,45.6930746666667,0.0261286713010346
"DDX17","Ddx17",65.87194,39.942758,35.109379,4162,4735,4129,46.9746923333333,106.889401,105.76743,140.468685,5684,5963,5029,21.1935216666667,2.16165298386999
"DDX18","Ddx18",13.081415,20.024042,15.36766,228,460,400,16.1577056666667,17.82462,20.466615,21.970129,612,629,437,99.5758233333333,0.170594732392115
"DDX19A","Ddx19a",8.076344,7.273039,7.264368,265,442,416,7.537917,25.555047,29.293402,28.791641,611,784,535,1.11985433333333,4.02759607853559
"DDX20","Ddx20",4.170094,4.125358,3.219635,170,304,241,3.83836233333333,11.30063,15.5421,16.38246,273,287,213,7.78203766666667,0.550938462914814
"DDX21","Ddx21",6.056521,3.243481,2.407771,324,350,302,3.902591,13.575777,13.870778,16.261023,847,931,723,90.944757,0.0533210501605872
"DDX24","Ddx24",93.319453,84.871076,81.311793,2147,4159,3969,86.500774,145.904974,151.315786,119.19256,2742,2982,1845,15.257317,5.38223951713558
"DDX25","Ddx25",6.384752,6.300055,6.444502,689,1191,1232,6.37643633333333,21.404134,20.065,19.486876,399,390,267,55.9472993333333,0.129530924551072
"DDX27","Ddx27",28.060622,12.375271,15.50414,263,398,377,18.6466776666667,13.442414,12.995216,15.06788,467,520,355,0.361316666666667,14.4321142521333
"DDX28","Ddx28",4.083733,4.442821,4.853591,127,260,291,4.46004833333333,1.498073,1.786185,2.860917,43,57,58,0.252445333333333,4.35951030197991
"DDX31","Ddx31",1.639003,2.207407,1.38622,66,118,110,1.74421,3.813149,4.063066,3.90415,118,147,93,2.96343866666667,0.692381093992792
"DDX39B","Ddx39b",58.86907,55.067469,50.238871,1296,2176,2202,54.7251366666667,152.692283,163.555008,217.015023,2196,2406,2082,14.4314163333333,3.61114854676658
"DDX3X","Ddx3x",58.606495,22.261248,20.63538,3833,2755,2342,33.8343743333333,100.90298,94.995375,85.232363,3281,3129,2427,0,34.8343743333333
"DDX3Y","Ddx3y",15.355307,11.81072,11.353369,885,1135,940,12.8397986666667,15.362793,14.206414,17.388955,490,536,445,12.2849983333333,1.04176141535082
"DDX4","Ddx4",0.828256,0.649001,0.282225,36,46,19,0.586494,0.361806,0.436728,0.470869,9,4,6,23.862005,0.0638119894191961
"DDX41","Ddx41",11.768611,11.008135,10.57397,339,593,570,11.1169053333333,81.411225,80.216185,62.260338,590,631,490,20.7180256666667,0.557919284160836
"DDX42","Ddx42",21.681319,9.042507,9.296916,1149,954,990,13.3402473333333,55.932951,61.24143,66.823916,1355,1453,1103,0.116683333333333,12.8418208683453
"DDX46","Ddx46",23.127307,7.632059,8.296217,988,716,719,13.0185276666667,20.961848,20.744969,24.903865,487,569,432,0.039453,13.4864468779894
"DDX47","Ddx47",25.951828,29.080968,22.659166,436,921,879,25.8973206666667,16.735401,16.11324,21.406803,310,317,240,24.2223343333333,1.06640885459677
"DDX49","Ddx49",26.976078,34.145438,32.088321,237,596,611,31.0699456666667,102.438932,95.468215,89.653198,537,608,371,31.9486226666667,0.973331904981602
"DDX5","Ddx5",292.277244,147.772746,139.388745,10761,9336,8015,193.146245,772.892436,643.183393,806.136625,9070,8150,7214,92.1335046666667,2.08460151580108
"DDX50","Ddx50",25.489991,42.099473,18.407364,716,1223,1013,28.6656093333333,19.497606,20.216944,23.24336,358,377,334,5.352841,4.66966028794571
"DDX51","Ddx51",9.821949,13.88555,12.985693,185,297,243,12.231064,10.541159,9.928176,12.530888,377,444,309,0.514077,8.73869955094754
"DDX52","Ddx52",7.67892,7.077757,5.433993,276,456,451,6.73022333333333,12.929163,11.357668,13.412194,575,641,471,0.741932,4.43772967792849
"DDX54","Ddx54",8.022611,7.806694,6.467449,431,784,649,7.43225133333333,15.661538,19.512395,25.284019,207,229,184,0.018187,8.28163326906878
"DDX55","Ddx55",4.984385,5.37424,5.27601,182,280,252,5.211545,13.110048,14.664559,15.251196,217,238,174,24.0006263333333,0.248455575359652
"DDX56","Ddx56",12.732408,17.197195,16.755306,331,780,747,15.5616363333333,29.183961,26.837751,39.988298,456,524,455,8.42556433333333,1.75709758563351
"DDX58","Ddx58",2.354034,1.237398,1.5738,68,82,85,1.721744,1.084548,0.829216,0.875452,68,56,39,24.3215193333333,0.107487389053195
"DDX59","Ddx59",4.741112,3.212791,2.77834,83,176,151,3.57741433333333,8.529885,7.303841,8.809492,115,145,107,21.686311,0.201769883756479
"DDX6","Ddx6",34.418219,11.457418,10.584383,3207,1858,1707,18.8200066666667,31.76077,30.903227,39.826816,2564,2697,2220,1.60679466666667,7.60320976565857
"DEAF1","Deaf1",50.73045,61.347172,55.385515,389,851,826,55.8210456666667,68.714054,87.971248,86.530007,818,1111,758,4.44261133333333,10.4400336872607
"DECR1","Decr1",5.263709,6.07552,6.578839,228,456,486,5.97268933333333,25.948311,32.800773,33.703955,151,199,139,63.780622,0.107635418093598
"DECR2","Decr2",59.602996,104.366978,72.517876,303,721,682,78.8292833333333,28.3122,14.366098,30.019863,126,117,121,8.947364,8.02516961612477
"DEDD","Dedd",75.227484,33.084032,73.629155,301,553,566,60.6468903333333,26.865908,34.966845,31.089017,409,472,338,223.848298333333,0.274171033493627
"DEDD2","Dedd2",4.442913,4.342929,4.078851,221,356,360,4.288231,9.19507,13.58631,12.919844,156,208,137,4.08201566666667,1.04057746903181
"DEF6","Def6",2.343134,0.946284,1.180589,22,31,33,1.49000233333333,1.384507,0.598366,1.221312,13,19,10,0,2.49000233333333
"DEF8","Def8",23.912173,20.364052,24.409699,613,980,1018,22.895308,143.030626,150.540241,149.498189,718,1052,653,13.736044,1.6215551473652
"DEFB1","Defb1",0.302077,0.703633,0.545664,3,12,9,0.517124666666667,0,0.513761,0,0,1,0,18.4300006666667,0.0780815550495263
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,0,0,0,0,6.39034233333333,0.135311729131898
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,0,0,0,0,1.80678866666667,0.356279050103048
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,0,0,0,0,33.8064343333333,0.0287303201018302
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,0,0,0,0,0.179678666666667,0.847688466576774
"DEFB119","Defb19",0,0,0,0,0,0,0,0,0,0,0,0,0,4.82555433333333,0.171657484040288
"DEFB123","Defb36",0,0.156146,0.153993,0,1,1,0.103379666666667,0,0,0,0,0,0,20.3479213333333,0.0516855786302629
"DEFB124","Defb25",0,0,0,0,0,0,0,0,0,0,0,0,0,0.016505,0.983762991820011
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,0,0,0,0,176.836539,0.00562314137253874
"DEFB128","Defb20",0,0,0,0,0,0,0,0,0,0,0,0,0,10.2999136666667,0.0884962513430412
"DEFB131A","Defb43",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818566666666667,0.9243368653272
"DEFB135","Defb30",0,0,0.075923,0,0,1,0.0253076666666667,0,0,0,0,0,0,3.93971866666667,0.207563980026933
"DEFB136","Defb42",0.057368,0.238936,0.470843,2,9,16,0.255715666666667,0,0,0,0,0,0,16.2066336666667,0.072978578552485
"DEGS1","Degs1",49.328572,54.466057,54.011143,1026,2080,2075,52.601924,75.981783,76.064787,79.507553,942,998,649,5.84182466666667,7.83444864659398
"DEGS2","Degs2",1.176583,2.006462,1.978839,19,65,64,1.720628,0.020377,0.053917,0.578094,1,3,1,24.6035396666667,0.106259838890245
"DEK","Dek",43.25063,32.9619,33.075212,767,1108,908,36.4292473333333,12.638403,15.352948,20.946762,374,358,381,5.75456633333333,5.54132500685092
"DELE1","Dele1",14.826844,15.664026,15.08527,370,772,734,15.1920466666667,37.558523,31.955017,46.390531,668,699,650,0.627469,9.94921971888046
"DENND1A","Dennd1a",20.55064,10.643411,10.873575,692,576,606,14.022542,7.084815,7.688465,7.381345,292,374,246,27.15679,0.533531769779155
"DENND1B","Dennd1b",1.72761,1.442637,0.910015,204,213,184,1.36008733333333,2.533681,2.297353,4.430122,200,216,203,21.9541916666667,0.102817270484004
"DENND1C","Dennd1c",1.319055,1.68998,0.354272,23,21,11,1.12110233333333,0.296272,0.342434,0.161048,5,8,2,47.288186,0.0439259062937948
"DENND2A","Dennd2a",5.813077,4.524969,4.758643,347,493,480,5.03222966666667,18.057231,10.992663,20.093401,476,560,477,31.6380656666667,0.184821910963535
"DENND2C","Dennd2c",0.162303,0.144737,0.11707,8,15,12,0.14137,0.579088,0.754716,0.355878,24,33,10,0.164698,0.979970773539579
"DENND2D","Dennd2d",0.169686,0.175567,0.114989,8,10,8,0.153414,0.128946,0.021618,0.144907,3,1,1,1.54689666666667,0.452870355949528
"DENND3","Dennd3",1.837463,1.284858,1.230142,84,81,92,1.450821,19.955826,30.667857,34.518395,420,569,365,42.7361603333333,0.0560364920313345
"DENND4B","Dennd4b",9.264114,3.996022,7.005161,576,517,595,6.755099,34.940922,33.669285,34.029399,816,981,655,36.0162516666667,0.209505248392924
"DENND4C","Dennd4c",2.142683,1.125016,0.970423,262,216,205,1.41270733333333,2.683364,2.98008,4.10748,132,159,137,82.109446,0.0290304826882534
"DENND5A","Dennd5a",90.786648,63.350011,61.165021,4351,5873,5811,71.7672266666667,55.710513,45.813531,65.250442,901,969,842,2.33569,21.8147449753025
"DENND5B","Dennd5b",10.411749,3.862279,3.308376,1503,962,864,5.86080133333333,6.01554,5.635899,6.527387,709,753,572,131.10314,0.0519351874098779
"DENND6A","Dennd6a",8.537021,7.466677,6.623356,430,607,529,7.54235133333333,10.430027,9.242582,12.708666,267,262,216,34.708664,0.239223493024923
"DENND6B","Dennd6b",9.576868,8.509235,8.950149,395,611,653,9.012084,19.006344,17.058528,17.50164,660,699,493,5.34445066666667,1.57808524741202
"DENR","Denr",39.262531,40.272973,41.535353,503,854,883,40.3569523333333,36.200178,45.652219,40.068609,1158,1424,931,4.68362666666667,7.27650754682456
"DEPDC1","Depdc1a",0,0,0.042866,0,0,3,0.0142886666666667,0.050901,0.047558,0.588659,2,1,7,3.95610266666667,0.204654490611844
"DEPDC1B","Depdc1b",0.41357,0.3517,0.345005,6,9,15,0.370091666666667,1.726256,1.562127,1.468612,23,32,20,6.32863233333333,0.186950525602844
"DEPDC5","Depdc5",53.894841,65.763438,55.765962,839,769,764,58.474747,21.736571,25.561035,33.087897,165,216,158,0,59.474747
"DEPDC7","Depdc7",1.186064,0.730296,0.930559,20,32,41,0.948973,1.223677,0.685414,0.990025,26,14,15,16.5504336666667,0.111049848511815
"DEPP1","Depp1",0.517894,1.506408,0.743099,9,21,22,0.922467,2.248048,2.393681,2.016878,51,70,38,0.015881,1.89241357993702
"DEPTOR","Deptor",3.547214,1.012509,1.058176,473,236,247,1.872633,1.027301,1.411663,1.86527,34,38,42,68.8679473333333,0.0411151766960455
"DERA","Dera",3.173392,1.611753,3.013835,23,46,54,2.59966,2.63862,6.059155,3.094042,34,45,30,111.500030666667,0.031996969055641
"DERL1","Derl1",20.16099,22.046469,21.464946,888,1642,1666,21.224135,32.466611,27.754094,26.58497,669,710,508,0.913702333333333,11.6131618867232
"DERL2","Derl2",6.89862,7.853863,7.52737,285,454,450,7.42661766666667,24.499343,24.131841,21.298847,512,566,371,16.0800733333333,0.493359571836342
"DERL3","Derl3",0.66765,0.631292,1.346476,8,10,24,0.881806,0,0.981681,0.803051,0,13,10,10.01608,0.170823559741759
"DES","Des",1.162128,0.769811,1.495815,27,47,78,1.14258466666667,2.231461,0.716755,4.849687,19,10,27,17.936557,0.113145418497495
"DESI1","Desi1",62.130536,49.904772,52.701575,1722,2942,2994,54.9122943333333,53.467005,66.181516,68.325854,1068,1293,877,0,55.9122943333333
"DESI2","Desi2",5.269197,3.786882,3.472395,358,504,429,4.176158,6.315545,7.556752,7.777577,317,363,272,78.5012286666667,0.0651078994225691
"DET1","Det1",1.788871,1.556989,1.759824,53,85,93,1.70189466666667,2.066084,3.067365,3.120347,66,103,71,0.352999,1.99696723106718
"DEUP1","Deup1",0.057504,0.370538,0.224779,1,16,15,0.217607,0,0,0,0,0,0,5.85935966666667,0.177510301131607
"DEXI","Dexi",21.247039,24.598549,26.67484,316,712,725,24.173476,16.515444,23.999366,22.076988,300,382,276,0.0504713333333333,23.9639818824185
"DFFA","Dffa",16.386868,25.778051,18.564853,464,718,640,20.2432573333333,13.60045,15.186059,15.766227,652,787,489,0.268854666666667,16.7420729035424
"DFFB","Dffb",3.889047,2.052597,1.369037,56,63,65,2.43689366666667,4.363972,5.114572,5.609548,112,118,66,2.00103466666667,1.14523624296687
"DGAT1","Dgat1",13.939523,13.348451,13.71307,137,245,278,13.6670146666667,26.861531,21.848997,21.319191,268,371,255,13.20865,1.03225955081353
"DGAT2","Dgat2",25.722094,22.258625,23.568555,588,1089,946,23.849758,4.346182,4.242735,3.557852,81,95,70,10.8373036666667,2.09927519811592
"DGAT2L6","Dgat2l6",0.095177,0.051596,0.02544,6,4,3,0.0574043333333333,0,0,0,0,0,0,0.212030666666667,0.872423745053756
"DGCR2","Dgcr2",27.068359,20.758779,20.612818,1615,2181,2042,22.8133186666667,47.625143,41.518775,45.971311,1571,1787,1354,15.294927,1.46139462095575
"DGCR6","Dgcr6",41.226334,46.168295,53.640512,377,797,930,47.0117136666667,34.171172,36.375303,34.514478,446,527,344,2.81934033333333,12.5706822321237
"DGCR8","Dgcr8",26.74028,20.007341,17.450649,452,540,547,21.3994233333333,14.498303,16.858187,19.250747,436,501,408,1319.893204,0.0169577852815823
"DGKA","Dgka",2.713808,2.218011,2.109051,112,163,158,2.34695666666667,43.486145,60.719324,49.818341,203,311,165,54.6527926666667,0.0601399589543209
"DGKB","Dgkb",28.586138,13.672024,9.348106,2595,2084,1396,17.2020893333333,5.568458,7.542541,12.842095,393,586,666,5.405654,2.84156611227102
"DGKD","Dgkd",23.427236,16.71013,12.236741,1289,1642,1402,17.4580356666667,149.659127,125.877415,184.297698,1650,1892,1260,0.560611,11.8274417306213
"DGKE","Dgke",14.582121,7.445562,6.37081,1341,1205,1050,9.46616433333333,4.260587,3.836486,4.064082,440,398,320,10.2006716666667,0.934422920768293
"DGKG","Dgkg",17.024955,6.284867,6.099183,878,583,563,9.80300166666667,2.855649,1.608064,0.826362,22,35,12,37.8010583333333,0.27842028363917
"DGKH","Dgkh",8.477824,0.940032,1.181591,1915,375,437,3.533149,2.39485,2.653568,3.555324,277,283,253,15.3455983333333,0.277331481390658
"DGKI","Dgki",8.588563,2.484341,2.307581,489,179,222,4.46016166666667,5.502998,7.800269,8.014333,799,1070,809,7.88528733333333,0.614517174496176
"DGKQ","Dgkq",14.060827,9.977317,9.124827,454,648,645,11.0543236666667,15.471687,22.58558,21.391871,456,553,398,38.5375416666667,0.304882983577844
"DGKZ","Dgkz",231.860834,169.645212,163.068624,4404,6563,5650,188.191556666667,69.214407,92.343041,88.73787,723,930,564,1.98723833333333,63.3332648940521
"DGLUCY","Dglucy",4.748034,6.244807,4.573118,76,176,169,5.188653,23.239332,22.417146,29.535925,417,485,381,17.3685166666667,0.336916317866349
"DGUOK","Dguok",18.915513,28.654726,26.270017,103,205,210,24.6134186666667,48.482564,50.958875,48.48603,429,494,330,20.7517513333333,1.17753362817345
"DHCR24","Dhcr24",23.167598,17.88158,17.355118,1397,1980,1952,19.4680986666667,118.578698,91.956061,91.268983,5967,4699,3216,12.6100966666667,1.50389076345037
"DHCR7","Dhcr7",83.355994,73.467319,70.364459,388,634,689,75.7292573333333,82.032261,78.958267,52.203648,1263,1136,578,0.356346333333333,56.5705494589755
"DHDDS","Dhdds",20.809596,19.709627,20.117973,790,1229,1164,20.2123986666667,35.942773,36.252123,41.208279,679,769,564,225.293080333333,0.0937386093972492
"DHDH","Dhdh",1.4029,0.883767,0.989134,115,127,140,1.09193366666667,2.488855,1.577538,2.327468,18,13,11,21.150354,0.0944424484893861
"DHFR","Dhfr",0.561392,0.67147,0.745311,45,94,104,0.659391,9.672907,9.188683,20.575447,431,439,441,9.89807533333333,0.152264592530803
"DHH","Dhh",0.143293,0.018293,0.162175,2,2,5,0.107920333333333,0.114912,0.150847,0.072132,7,10,3,9.18857533333333,0.108741438040765
"DHODH","Dhodh",12.092782,21.702524,13.122923,146,451,390,15.6394096666667,8.247549,8.141313,9.30429,122,126,122,94.7002206666667,0.173870128519592
"DHPS","Dhps",75.017909,90.483443,89.813907,294,652,703,85.1050863333333,101.307476,110.953358,118.853113,442,453,349,1.93768933333333,29.3104806407939
"DHRS1","Dhrs1",48.873425,52.479368,55.777148,544,1190,1221,52.376647,9.846419,13.519084,13.434716,140,189,130,0.0232353333333333,52.1645854684455
"DHRS11","Dhrs11",2.100621,4.173358,3.625993,31,114,105,3.29999066666667,8.150703,10.667136,13.617706,145,202,179,143.797618666667,0.0296965565197969
"DHRS13","Dhrs13",3.118425,4.522364,4.401224,63,174,176,4.01400433333333,14.759373,14.824114,18.683741,249,295,229,6.94033066666667,0.631460394260659
"DHRS3","Dhrs3",8.899303,8.625664,9.067095,147,260,281,8.86402066666667,0.125674,0.878373,0.050922,3,15,1,16.4582503333333,0.565006256545258
"DHRS4","Dhrs4",11.803176,12.734002,12.703633,94,204,216,12.4136036666667,3.59084,2.858489,3.243244,35,41,24,16.5309153333333,0.76513994914812
"DHRS7","Dhrs7",13.405832,15.758034,17.995365,201,433,516,15.7197436666667,80.529303,77.926562,83.569134,614,631,425,0.0242403333333333,16.324043412988
"DHRS7B","Dhrs7b",7.699951,9.809082,9.713932,182,398,387,9.07432166666667,14.691748,11.350125,12.129808,114,119,83,36.9185016666667,0.265683537689011
"DHRS7C","Dhrs7c",0,0,0,0,0,0,0,0,0,0,0,0,0,27.702444,0.0348402386918689
"DHRS9","Dhrs9",0.033593,0,0,2,0,0,0.0111976666666667,0.076707,0.053846,0,2,1,0,367.728246,0.00274239274489068
"DHTKD1","Dhtkd1",1.199865,2.026223,1.577407,67,60,41,1.601165,31.298901,32.899079,22.961763,333,456,321,0.0701726666666667,2.43060309893917
"DHX15","Dhx15",34.720697,21.231376,20.249936,1258,1470,1240,25.4006696666667,68.891537,75.290223,79.147395,1327,1350,1183,8.214406,2.86515155362881
"DHX29","Dhx29",8.815365,3.812302,3.22091,394,454,409,5.282859,10.520498,10.805543,12.494934,524,576,467,6.73389133333333,0.812380046370792
"DHX30","Dhx30",110.575295,68.596709,76.057314,1250,1776,1672,85.0764393333333,34.377065,33.137607,36.714522,1169,1294,946,0.054275,81.6451488779809
"DHX32","Dhx32",12.109647,14.648683,14.871262,330,669,642,13.8765306666667,7.865145,7.54143,6.789679,291,276,186,6.20974733333333,2.06339140317539
"DHX33","Dhx33",10.872271,6.216936,6.620736,551,497,460,7.90331433333333,4.174688,5.369641,5.179964,284,383,253,0,8.90331433333333
"DHX34","Dhx34",1.905905,1.355469,1.425685,90,135,136,1.562353,6.720716,5.300285,11.617002,171,216,152,61.7519723333333,0.040833027309309
"DHX36","Dhx36",19.502961,18.249637,12.508498,1371,1818,1599,16.7536986666667,116.271628,109.150102,129.101743,1755,1944,1346,26.1950653333333,0.652827946874087
