"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM3","Acsm3",0.261954,2.557811,0.041191,2,4,3,0.953652,0.848148,3.771251,3.221045,19,43,27,0.85487,1.05325548421183
"ACSM4","Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,0.291138,0.408874,0.146039,9,5,4,8.28690366666667,0.109504599505734
"ACSM5","Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0,0.083985,0,0,1,0,12.967463,0.0779204021040423
"ACSS1","Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,2.170075,1.974672,2.210112,125,92,110,10.940165,0.746403923228867
"ACSS2","Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,53.386125,66.083436,55.009702,306,259,305,0.242889333333333,15.3334214791985
"ACSS3","Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,7.547094,17.434579,3.069008,223,394,163,0.423533666666667,1.09672502769517
"ACTA1","Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,0.240853,0.05949,0.233685,5,1,4,6.335552,0.646916823710063
"ACTA2","Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,6.327661,72.105899,6.461854,99,1023,93,2.15443666666667,5.02424880934895
"ACTB","Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,1508.849694,1933.919489,1684.423797,16993,17349,16522,90.7907526666667,16.1019783082143
"ACTBL2","Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,0.024972,0,0,1,0,0,14.5340663333333,0.0652217076709191
"ACTC1","Actc1",0,0,0,0,0,0,0,0.053354,2.151921,0.356773,1,24,3,117.71839,0.00842329482399483
"ACTG1","Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,1419.3332,1648.589858,1463.03336,26010,23050,24917,8.06576833333333,75.1659731359412
"ACTG2","Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,7.933159,66.52499,5.367457,155,991,99,96.3586746666667,0.0133075729625791
"ACTL10","Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,0.108181,0.047738,0.13155,3,1,3,604.161329333333,0.00189376608261224
"ACTL6A","Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,127.358034,224.770196,142.955043,297,293,270,197.892047333333,0.0381742664012868
"ACTL6B","Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,28.097481,15.805406,34.483202,158,77,164,30.8968773333333,1.22949492067311
"ACTL7A","Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0,0,0,0,0,0,13.9404776666667,0.0691133413784428
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0.060404,0,0,1,0.560291,0.640906087390109
"ACTL9","Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0,0,0,0,0,0,2.951647,0.262842640887036
"ACTN1","Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,90.571305,205.524402,69.241953,1789,3484,1635,0.220393333333333,12.4664548041888
"ACTN2","Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,1.088077,0.737005,1.599137,35,16,39,0.0645133333333333,5.7847044345773
"ACTN3","Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.045257,0.139648,0.025741,2,5,1,75.4631816666667,0.0189784935490412
"ACTN4","Actn4",63.1012,34.865722,27.396091,1672,1722,1634,41.787671,278.496919,323.301901,259.392949,4353,4197,3672,22.8294763333333,1.79557747730056
"ACTR10","Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,106.898089,119.583704,114.844543,926,725,903,0.286794,97.3197517758605
"ACTR1A","Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,74.839265,81.902002,83.592002,2113,1784,2155,15.099539,4.2957604562466
"ACTR1B","Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,21.363274,19.600556,20.09068,569,419,496,17.4022466666667,8.64666122288691
"ACTR2","Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,75.976968,94.052154,82.283986,4054,4017,3903,0.0441766666666667,64.2734891605188
"ACTR3","Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,45.55178,67.520844,47.924974,1318,1529,1194,6.98355033333333,12.3633821477337
"ACTR3B","Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,10.065129,3.446338,9.264419,128,93,123,16.65475,2.34713787129998
"ACTR5","Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,2.283258,2.083983,2.205831,85,62,72,73.8459896666667,0.0497579231243514
"ACTR6","Actr6",11.018148,8.613238,9.329918,181,284,298,9.653768,13.415528,14.382194,12.825706,179,170,172,100.668015333333,0.104789770559306
"ACTR8","Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,27.345583,31.670753,28.516672,451,420,408,41.686823,0.582629374877582
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0.102041,0,0,2,0,0,50.456778,0.0194337857687086
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.534309333333333,0.651759054236781
"ACTRT3","Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,1.292807,1.228868,1.115009,30,23,23,33.5236663333333,0.043515656347005
"ACVR1","Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,7.037928,8.229634,8.26402,266,286,274,9.35262066666667,0.87154064243057
"ACVR1B","Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,23.506718,19.491365,37.165374,1068,588,961,21.4957263333333,0.718182619546151
"ACVR1C","Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.0076,0,0,1,0,0,5.124483,0.449106207549818
"ACVR2A","Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,16.277364,13.847823,12.988231,858,613,699,33.67373,0.255715426827938
"ACVR2B","Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,4.35859,4.450622,4.619946,801,656,751,79.08499,0.0261932604349454
"ACVRL1","Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.590729,2.94744,0.548938,17,29,14,5.830483,2.62114275081279
"ACY1","Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,20.950655,16.690042,15.695317,158,95,107,0.739843333333333,5.32727448640012
"ACY3","Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0,0,0,0,0,0,21.972037,0.103002271849031
"ACYP1","Acyp1",15.402887,21.43491,22.59737,97,235,240,19.8117223333333,10.41891,8.717873,14.17402,56,39,67,0.16162,17.9161191554324
"ACYP2","Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,10.213957,4.257689,7.281641,107,43,69,4.69430766666667,3.18988828785331
"ADA","Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,1.881756,4.803617,1.30235,34,81,20,3.90720466666667,0.360322176630905
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.138639666666667,0.87824096531563
"ADAD2","Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,0.3516,0,0,2,0,0,2.18113066666667,0.318523749207829
"ADAL","Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,7.68946,6.63051,7.245079,179,129,165,9.54691866666667,0.774587908076533
"ADAM10","Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,123.897107,145.822332,94.147613,2639,2371,2045,189.041460333333,0.0791979583837513
"ADAM11","Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,76.352617,40.073029,61.625283,3716,1536,3032,4.38252666666667,6.3306634182955
"ADAM12","Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,263.2453,223.75449,242.910757,19064,13110,16722,0.0641973333333333,1.46022197637531
"ADAM15","Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,60.668103,38.00024,71.175865,825,388,844,13.8212193333333,2.97617519458251
"ADAM17","Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,20.368008,22.287947,19.327487,954,877,913,55.6194626666667,0.102699114276299
"ADAM18","Adam18",2.352645,0.20333,0.237599,8,11,13,0.931191333333333,0.173553,0,0.041788,3,0,1,17.197763,0.106122457652258
"ADAM19","Adam19",3.027888,1.231458,0.981498,298,143,177,1.746948,29.941341,40.231067,28.930422,3088,3156,2634,366.704015333333,0.00747054121100587
"ADAM2","Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0,0,0,0,0,0,3.16173666666667,0.242661757391345
"ADAM20","Adam25",0,0,0,0,0,0,0,0.04832,0.029938,0.054296,2,1,2,0.0355616666666667,0.965659537416893
"ADAM21","Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,0.668215,0.347816,0.872414,26,11,31,8.05146833333333,0.132907349654688
"ADAM22","Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,4.293794,2.708427,3.651038,478,274,429,10.1099363333333,2.10319177046589
"ADAM23","Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,37.576591,23.373305,38.05317,1238,742,1078,3.466875,6.85237636304277
"ADAM28","Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,0.348438,0.553339,0.041631,9,6,4,3.34284866666667,0.23605596510923
"ADAM29","Adam29",0,0,0,0,0,0,0,0.239099,0.065655,0.330303,6,2,12,104.195606333333,0.00950610044331414
"ADAM32","Adam32",1.358671,0.216618,0.095814,5,2,5,0.557034333333333,2.254211,1.354362,2.923583,55,59,42,22.5945126666667,0.0659913750002154
"ADAM33","Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,2.494698,2.736092,1.700388,101,92,56,11.6260856666667,0.157929574214569
"ADAM3A","Adam3",0.994868,0.185508,0.178298,3,1,3,0.452891333333333,0.436679,0.176368,0.214035,6,2,3,24.6463663333333,0.0566509623410069
"ADAM5","Adam5",0,0.11194,0.211581,0,4,13,0.107840333333333,0,0.04341,0,0,1,0,10.2367903333333,0.0985904604846977
"ADAM7","Adam7",0.050089,0,0,2,0,0,0.0166963333333333,0,0,0,0,0,0,7.751645,0.116172026325717
"ADAM8","Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,5.202434,6.064427,4.039568,86,51,59,7.47368066666667,0.211565599868015
"ADAM9","Adam9",15.841952,8.76951,9.122416,925,905,798,11.244626,71.058484,58.878118,62.020836,3410,2438,2937,31.4416803333333,0.37743501181777
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0.041296,0,0,1,5.36314166666667,0.157155074078973
"ADAMTS1","Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,58.569233,141.380568,62.579103,2243,3762,2049,16.9064376666667,0.145304389875574
"ADAMTS10","Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,42.167717,37.796595,30.528394,656,454,461,29.4872816666667,0.151648405955511
"ADAMTS12","Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,2.859441,10.976222,1.680552,349,1188,204,158.937147666667,0.00640917811541231
"ADAMTS13","Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,8.033716,6.591312,8.465815,314,196,249,19.3182656666667,0.115849668074524
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,17.611965,40.095153,16.907602,1580,2875,1319,5.77883566666667,0.29071511641601
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,38.407432,28.686978,28.018399,364,175,311,63.033851,0.0191709017573637
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0.011209,0.177952,0.012741,1,2,1,0,1.25256866666667
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.180133,0.223756,0.149189,4,5,10,5.09970233333333,0.183716014120252
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,2.426145,2.693979,2.505131,114,108,129,5.04007666666667,0.905914825584443
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.301329,0.112757,0.27111,27,9,20,91.4972293333333,0.0222657948586914
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,6.532971,7.047095,3.966088,241,351,176,103.175866333333,0.0448948062343768
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,9.333422,9.994655,11.137729,1385,1186,1450,9.99483133333333,0.108977175760222
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,47.865694,42.976341,40.737031,3447,2438,2449,0,1.03565166666667
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,3.929698,1.378664,3.233674,189,53,134,0,1.722697
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,28.516986,26.791015,30.129519,2165,1551,1738,45.9817323333333,0.0477716455992466
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,0.121693,0.420352,0.182929,7,20,9,7.556008,0.993264226338576
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,1.589016,2.016736,1.720831,70,68,61,9.97444666666667,0.645514732101907
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,0.829332,2.203443,4.074633,11,7,13,2.805207,0.629110584522734
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,81.262583,104.679305,79.527831,3440,3058,3093,59.930796,0.461987257368726
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,105.018409,174.424258,70.337136,1757,1868,1443,67.596767,0.468856343234563
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,1.462916,2.153002,0.868352,39,48,24,30.1906413333333,0.153180798120599
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,27.014364,30.208847,30.118773,245,210,212,5.39518833333333,0.357246971877034
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,6.534624,5.544724,3.678619,206,149,184,82.2995163333333,0.0342121234165309
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,1.184894,0.938623,1.665099,19,10,19,2.96224266666667,0.460303962537041
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,8.663261,7.385662,8.66168,168,137,156,12.024067,1.07549408337657
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,5.161437,5.534839,5.097272,89,65,99,23.7980023333333,1.03337486580068
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,4.175554,5.241788,5.289252,108,76,89,81.4874446666667,0.394302475947713
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,3.661098,3.382841,3.704939,707,474,576,18.6763536666667,1.89193295824238
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.053466,0.167833,0.0602,2,3,2,3.90275333333333,0.231268076577379
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,14.593373,4.981748,9.636167,252,113,245,3.046413,6.16446278057463
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,8.478605,7.57696,7.556443,116,100,113,2.53358233333333,3.75151892597757
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.732117,2.361618,0.879664,10,24,9,8.172813,0.346480299990853
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,6.913004,4.761138,6.939458,315,229,233,6.10311866666667,2.71274547198892
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,71.638608,61.951681,41.722674,2644,1920,1815,5.82432833333333,1.70485378658754
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,3.441974,6.103553,3.220625,163,210,102,47.2240486666667,0.0447587056598995
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,0.058901,0.222647,0.022424,3,2,1,0.0243406666666667,4.5887963053958
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,4.428433,4.191662,3.639031,316,208,256,104.601477333333,0.0735076679735339
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,7.110352,6.317393,10.156609,315,201,354,31.6566303333333,0.973596183749964
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,2.195651,1.502736,1.773417,188,124,120,2.889036,6.23860120262879
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,150.96491,139.708909,137.07957,2838,2435,2477,20.8397503333333,9.11020811272705
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,6.548549,5.855028,6.811138,746,441,638,4.945631,4.08723554040493
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,97.347876,172.838369,100.827951,878,926,703,18.0950066666667,1.27450570847318
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.13078,0.101871,0.27447,14,9,8,2.41645966666667,0.358045106927942
"ADGRA1","Adgra1",24.465321,10.666674,11.368228,1039,843,844,15.5000743333333,0.123353,0.146378,0.181036,8,7,10,0.0760916666666667,15.3333352951654
"ADGRA2","Adgra2",3.902165,1.785187,2.093774,210,225,234,2.59370866666667,14.098574,19.597776,10.284916,1038,1337,801,25.8405113333333,0.133891214740146
"ADGRA3","Adgra3",52.927926,54.816909,38.034606,276,365,363,48.593147,48.458343,46.206563,44.250117,750,584,681,324.800119666667,0.152219548141173
"ADGRB1","Adgrb1",116.967881,51.678282,48.693815,3743,3334,3492,72.4466593333333,14.721522,8.951528,11.438913,563,271,366,0.0231983333333333,71.7814493442946
"ADGRB2","Adgrb2",205.176993,145.993075,161.278149,3986,4733,4664,170.816072333333,8.123411,7.513608,7.005955,400,239,312,15.2743943333333,10.5574480262788
"ADGRB3","Adgrb3",23.137777,13.958923,12.481891,1407,1342,1228,16.526197,3.325258,3.190596,3.076982,162,97,109,109.473091,0.158646751361379
"ADGRD1","Adgrd1",0.817857,0.182009,0.29662,65,26,43,0.432162,0.689386,2.10804,0.685718,22,54,15,36.8857006666667,0.0378021779932415
"ADGRE1","Adgre1",4.182009,2.250254,2.486847,71,114,111,2.97303666666667,0,0,0,0,0,0,33.277249,0.115908854490238
"ADGRE4P","Adgre4",0,0.023046,0.012,0,2,1,0.011682,0,0.060644,0.110383,0,2,4,0.155675666666667,0.875403047048667
"ADGRE5","Adgre5",9.124305,4.220371,3.689004,167,194,206,5.67789333333333,4.588936,4.290828,5.492799,128,99,134,0.0166356666666667,6.56861996119882
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.237173,0.39026,0.385827,15,12,11,84.571168,0.0116861791579145
"ADGRF2","Adgrf2",0.271127,0.046489,0.030539,10,3,2,0.116051666666667,0,0.016562,0,0,1,0,70.9708386666667,0.0155069982140359
"ADGRF4","Adgrf4",0.322525,0.256321,0.245318,14,19,17,0.274721333333333,0,0.026978,0,0,1,0,2.74027966666667,0.340809096360798
"ADGRF5","Adgrf5",11.275438,4.829541,4.958625,761,453,556,7.02120133333333,0.092677,0.28695,0.025647,8,20,2,10.254055,0.712738771343603
"ADGRG1","Adgrg1",85.067034,41.863466,48.512136,984,1061,1218,58.4808786666667,28.981296,30.147102,27.867068,890,735,980,53.6929843333333,1.08754128873555
"ADGRG2","Adgrg2",0.612248,0.27269,0.384423,44,33,44,0.423120333333333,3.897432,1.168894,3.956855,285,69,245,36.9654563333333,0.0374846102424916
"ADGRG3","Adgrg3",0.151278,0.049381,0.038651,1,4,2,0.07977,0,0,0,0,0,0,1.05922866666667,0.524356530908175
"ADGRG4","Adgrg4",0.070088,0.081032,0.040318,1,2,1,0.0638126666666667,1.125033,0.832808,1.0965,165,98,149,59.6027556666667,0.0175538662386568
"ADGRG5","Adgrg5",0,0.020966,0.041356,0,1,3,0.020774,0.126901,0.04768,0.087562,3,2,4,7.19409966666667,0.12457427191818
"ADGRG6","Adgrg6",0.706964,0.227842,0.152095,67,38,25,0.362300333333333,43.263001,67.371785,44.684654,2856,3567,2636,11.716955,0.107124727054026
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0,0.043878,0,0,1,0,7.532831,0.117194398904654
"ADGRL1","Adgrl1",148.500917,43.886538,54.139897,7399,4263,4809,82.175784,28.808723,25.863647,24.745479,2247,1381,1799,12.9990043333333,5.94154998594781
"ADGRL2","Adgrl2",24.087142,6.294176,6.52,1085,561,567,12.3004393333333,79.311126,90.316586,71.483624,1800,1859,1423,4.01068,2.65441802975511
"ADGRL3","Adgrl3",108.723366,33.419146,20.30024,1700,844,852,54.147584,14.62275,11.407643,15.131985,1625,1071,1427,0.0248303333333333,53.8114282982126
"ADGRL4","Adgrl4",14.059239,15.353869,16.306351,355,584,489,15.2398196666667,3.498211,5.649966,2.992232,68,93,57,119.204601333333,0.135101481029273
"ADGRV1","Adgrv1",1.061887,1.521293,1.641189,52,64,74,1.408123,9.518746,15.7597,5.510783,292,329,181,0,2.408123
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,0,0,0,0,0,0,11.7761456666667,0.117837129648673
"ADH4","Adh4",0,0,0,0,0,0,0,1.290315,1.367892,0.212889,2,3,1,7.000933,0.124985423574976
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,76.959503,86.168655,82.454942,1696,1475,1511,461.288227,0.0856073945977142
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0,0.6155,0.091923,0,2,0,9.25779266666667,0.125854139249841
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,3.612077,1.660634,1.699188,46,14,26,23.1774956666667,0.587628506382251
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,17.326181,16.261081,19.47173,527,366,495,14.660422,1.39056410272128
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,4.03283233333333,0.19869527410576
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.1147,0.075441,0.114203,8,4,7,20.063416,0.0479995584128741
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,30.493186,27.281306,32.096849,837,647,861,0.44477,15.0641979922987
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,16.741018,13.05599,12.04823,661,550,612,7.15462733333333,2.4954866116506
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,13.766121,18.841969,23.19694,259,258,321,5.66944333333333,8.7836452117693
