"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"SARNP","Sarnp",25.460512,31.631821,28.622918,173,384,348,28.5717503333333,51.209295,48.327964,48.16421,686,672,568,0.0177586666666667,29.055758798091
"SARS2","Sars2",3.156328,3.460451,3.601719,78,164,178,3.406166,34.691156,24.113874,13.346099,301,220,154,0.0104546666666667,4.36057761456559
"SART1","Sart1",50.485729,30.300025,20.364693,621,504,461,33.7168156666667,24.432578,31.020383,30.433162,462,380,387,582.249770666667,0.0595230678393317
"SART3","Sart3",19.117842,7.499203,8.277121,483,468,472,11.6313886666667,7.896949,4.203739,3.929979,376,240,203,0,12.6313886666667
"SASH1","Sash1",16.632454,7.131395,8.509485,1539,1329,1453,10.757778,0.941722,0.416276,0.420652,114,63,63,0.745114,6.73754150158672
"SASH3","Sash3",0.384629,0.656458,0.604443,15,46,43,0.54851,0,0,0,0,0,0,0,1.54851
"SASS6","Sass6",2.829973,1.519695,1.029926,84,70,66,1.793198,0.581914,0.63338,0.516966,33,41,33,0.054064,2.64993207243583
"SAT1","Sat1",23.379031,26.533368,29.061141,305,555,675,26.3245133333333,36.974018,43.326729,33.887486,585,635,498,0.0893196666666667,25.0840172719425
"SAT2","Sat2",6.124523,8.473671,8.294217,62,156,157,7.63080366666667,65.687444,59.874026,59.221678,576,524,532,0,8.63080366666667
"SATB1","Satb1",22.889999,8.093433,8.144271,1523,1059,992,13.0425676666667,15.585155,8.281544,7.180252,614,423,307,0.110461666666667,12.6457023130019
"SATB2","Satb2",7.890882,1.85388,2.085634,531,232,220,3.94346533333333,0.508243,0.340705,0.162053,37,23,13,0.00955833333333333,4.89666141134324
"SATL1","Satl1",0,0.059628,0,0,2,0,0.019876,0.174113,0.068353,0.182112,11,5,8,0,1.019876
"SAV1","Sav1",6.03523,4.570722,4.476901,201,281,271,5.02761766666667,4.897575,3.974884,7.681754,161,121,129,1.72986833333333,2.20802505126926
"SAXO2","Saxo2",4.981687,6.093146,6.425433,38,74,57,5.833422,9.487393,10.120027,2.336948,16,23,8,0,6.833422
"SAYSD1","Saysd1",3.760486,3.647297,5.905563,55,107,141,4.437782,3.373535,2.973059,2.487992,121,114,86,0,5.437782
"SBDS","Sbds",78.713683,80.162751,68.173103,670,1238,1161,75.683179,70.214807,59.481245,51.384003,1288,1328,879,0.186088666666667,64.6521471413323
"SBF1","Sbf1",256.368448,171.193721,183.116237,2357,2945,3023,203.559468666667,22.528747,23.133099,18.201846,1171,703,589,0.433328,142.716439410007
"SBF2","Sbf2",17.964857,4.698875,8.823114,800,656,644,10.4956153333333,16.366814,11.536191,10.050692,458,299,238,0.189425,9.66485094338301
"SBK1","Sbk1",17.004716,12.277159,10.57984,974,1366,1209,13.2872383333333,1.866969,1.709017,1.583858,201,170,162,0,14.2872383333333
"SBK2","Sbk2",0.312825,0.148583,0.109906,2,3,5,0.190438,0.30517,0.122266,0.3414,8,4,15,0.114131666666667,1.06848951126363
"SBK3","Sbk3",0.526325,0.096253,0.119621,12,8,8,0.247399666666667,0.038995,0,0,1,0,0,0.034384,1.20593480435377
"SBNO1","Sbno1",21.955868,9.333331,9.143402,2284,1569,1367,13.4775336666667,2.119262,1.587834,1.324389,482,367,300,0,14.4775336666667
"SBNO2","Sbno2",2.826242,1.004692,1.195632,160,124,143,1.675522,6.816237,4.955918,5.292977,309,190,153,0.0985223333333333,2.43556450225409
"SBSN","Sbsn",1.415258,2.203827,2.4179,24,20,22,2.01232833333333,0.123504,0.025732,0.533088,2,1,5,0.045823,2.88034240338311
"SBSPON","Sbspon",0.419455,0.205105,0.283456,16,14,19,0.302672,0.149224,0.14528,0.116719,8,7,6,0.0678396666666667,1.21991347639892
"SC5D","Sc5d",24.273698,21.925099,25.205957,1083,1592,1544,23.8015846666667,9.79068,17.926419,7.034526,265,309,237,0,24.8015846666667
"SCAF1","Scaf1",54.407234,48.322864,48.420973,1601,1697,1927,50.3836903333333,10.793827,8.031438,6.367295,825,607,526,1.992161,17.1727692237595
"SCAF4","Scaf4",9.1868,2.257781,3.24435,338,172,203,4.89631033333333,4.47571,2.933292,2.095481,324,210,162,0,5.89631033333333
"SCAF8","Scaf8",12.634961,6.747209,6.558779,906,831,795,8.646983,11.76436,4.880429,8.196897,659,485,343,0.403706333333333,6.8725079960932
"SCAI","Scai",12.171553,5.548929,5.343136,1317,1057,722,7.68787266666667,1.249866,0.967769,1.130139,106,69,88,0.456481666666667,5.96497221042947
"SCAMP1","Scamp1",65.949781,43.168272,37.560689,3312,3607,3118,48.892914,6.786667,2.720726,2.932097,179,145,162,0.0573106666666667,47.1885090853146
"SCAMP2","Scamp2",27.294351,47.694714,47.217781,246,360,357,40.7356153333333,21.749213,23.112149,19.932978,446,411,353,0.0143003333333333,41.1471967047236
"SCAMP3","Scamp3",20.715813,20.628778,20.293538,358,696,695,20.546043,29.152583,29.52178,27.651955,476,447,393,1.59005533333333,8.31875779745246
"SCAMP4","Scamp4",59.643793,76.543316,47.969372,412,763,700,61.3854936666667,14.131423,9.926944,4.895436,342,313,181,0,62.3854936666667
"SCAMP5","Scamp5",124.691429,112.629081,101.069027,5073,8229,7429,112.796512333333,5.680009,3.400923,3.339036,253,214,198,0.150086333333333,98.9460608609383
"SCAP","Scap",43.335747,36.4148,29.34357,989,1483,1394,36.3647056666667,15.083836,11.615007,8.695911,866,662,550,0.482350666666667,25.2063877373145
"SCARA3","Scara3",7.634022,6.278743,6.120994,394,598,597,6.67791966666667,0.234251,0.139178,0.162462,13,11,9,0.0330903333333333,7.43199255566874
"SCARA5","Scara5",0.402913,0.248188,0.126828,22,25,13,0.259309666666667,0,0,0,0,0,0,0.104932333333333,1.13971654976157
"SCARB1","Scarb1",11.86899,13.822418,10.512439,235,451,385,12.067949,14.413778,12.949847,12.10397,557,400,371,0.116075,11.7088448356965
"SCARB2","Scarb2",34.836677,24.615561,24.527919,2457,3059,3072,27.9933856666667,29.411563,20.700152,19.845491,952,817,735,0.00796533333333333,28.7642686785524
"SCARF1","Scarf1",0.555013,0.514958,0.502794,23,39,37,0.524255,2.304386,1.439779,1.233445,144,84,73,0.0308383333333333,1.47865572196093
"SCARF2","Scarf2",1.898031,2.803341,2.041738,39,55,68,2.24770333333333,1.437142,1.006169,0.64374,82,64,38,0.225072333333333,2.65102985755671
"SCCPDH","Sccpdh",46.368718,66.633143,72.730046,928,1954,2130,61.9106356666667,16.515831,15.66965,13.53954,662,641,545,0,62.9106356666667
"SCD","Scd3",3.328821,2.437707,2.560061,55,84,77,2.77552966666667,16.26856,12.421206,11.815972,1841,1375,1289,0.870241,2.01873965262587
"SCEL","Scel",0.537668,0.653587,0.486103,19,40,30,0.559119333333333,0,0,0,0,0,0,0,1.55911933333333
"SCFD1","Scfd1",13.197125,16.080244,15.481384,389,787,770,14.9195843333333,33.697591,33.851333,25.268266,391,449,276,0.385496,11.4901698260647
"SCFD2","Scfd2",10.203273,7.143508,9.013235,209,307,256,8.786672,1.829927,1.161333,1.292864,80,74,72,0.014334,9.64837223242048
"SCG2","Scg2",119.615617,97.784164,88.038128,4103,5864,5350,101.812636333333,0.233355,0.171569,0.151369,11,8,7,0.957529666666667,52.5216235973606
"SCG3","Scg3",155.056517,117.702669,112.547607,3492,4666,4533,128.435597666667,0.117843,0.015959,0.032888,7,1,2,0.0640066666666667,121.649235593762
"SCG5","Scg5",100.868074,142.659775,150.476659,1549,3874,4101,131.334836,1.480852,0.751916,1.716147,10,7,14,0.171911333333333,112.922225629129
"SCGB1A1","Scgb1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534966666666667,0.994678799979709
"SCGB1C1","Scgb1c1",0.29996,0,0,1,0,0,0.0999866666666667,0,0,0,0,0,0,0.0213676666666667,1.07697424009571
"SCGB3A1","Scgb3a1",0,0.28051,0.414925,0,2,3,0.231811666666667,0.092868,0.233075,0,1,2,0,0.0381646666666667,1.18652821292961
"SCGB3A2","Scgb3a2",0,0,0,0,0,0,0,1.138852,2.409045,0.270381,6,14,2,0,1
"SCGN","Scgn",0.566774,0.581946,1.921654,9,19,24,1.023458,0,0,0,0,0,0,1.29949066666667,0.87995921415641
"SCHIP1","Schip1",74.036251,78.326841,66.692898,1657,3099,2689,73.0186633333333,539.688524,478.043408,419.581649,934,532,528,0.547243333333333,47.8390578512753
"SCIMP","Scimp",0,0.193078,0,0,2,0,0.0643593333333333,0.221383,0.458365,0.149495,10,12,4,0.212913333333333,0.877522988726867
"SCIN","Scin",0.066397,0.089092,0,3,6,0,0.0518296666666667,0.343604,0.125347,0.059586,8,9,8,0.069007,0.983931505281693
"SCLT1","Sclt1",3.867028,1.827108,1.964655,106,108,118,2.55293033333333,3.494794,2.847254,2.178127,135,129,87,0,3.55293033333333
"SCLY","Scly",12.54297,16.599401,18.357775,154,323,337,15.833382,7.866623,5.087116,6.062558,136,98,122,0,16.833382
"SCMH1","Scmh1",35.359544,15.837339,18.048003,465,352,445,23.0816286666667,28.19457,25.749184,16.625829,923,852,637,0.033555,23.2998037517758
"SCML4","Scml4",1.69696,0.728641,0.52246,64,81,60,0.982687,0.076882,0.091056,0.113491,8,9,11,1.15643233333333,0.919429267198585
"SCN10A","Scn10a",0.020364,0.050479,0.010565,2,9,2,0.027136,0.015312,0.008023,0.007166,2,1,1,0,1.027136
"SCN11A","Scn11a",0.022226,0.025299,0.018702,2,4,3,0.0220756666666667,0.020631,0.007818,0.312506,3,1,8,0,1.02207566666667
"SCN1A","Scn1a",32.05023,15.4123,12.520877,2891,2521,2402,19.994469,0.205828,0.112292,0.094709,16,5,8,0,20.994469
"SCN1B","Scn1b",210.040904,198.760505,194.083602,3373,6280,6204,200.961670333333,4.186316,3.322745,2.003378,133,109,69,0.231557,163.988894004365
"SCN2A","Scn2a",63.176962,12.616862,13.167693,5144,2209,2106,29.653839,0.014553,0.036593,0,2,3,0,0.0283316666666667,29.8092920734069
"SCN2B","Scn2b",55.466713,36.918262,31.46775,3861,4543,3932,41.2842416666667,1.064193,0.709899,0.698746,118,75,73,0,42.2842416666667
"SCN3A","Scn3a",7.435295,3.842384,1.548513,687,359,316,4.27539733333333,0.133877,0,0,1,0,0,0.342859666666667,3.92847999257306
"SCN3B","Scn3b",60.600195,38.455105,28.508094,1923,2432,2019,42.5211313333333,0.263139,0.182962,0.341372,21,17,24,0,43.5211313333333
"SCN4A","Scn4a",0.009761,0.005403,0.005325,1,1,1,0.00682966666666667,0.027756,0.140197,0,5,3,0,0,1.00682966666667
"SCN4B","Scn4b",29.18487,21.449612,15.741786,2144,2881,2159,22.1254226666667,0.667879,0.46729,0.629656,67,40,53,0,23.1254226666667
"SCN5A","Scn5a",0.976463,0.261435,0.215566,127,62,53,0.484488,21.331639,13.567625,12.276672,3808,2482,2187,0.389891666666667,1.06806022052078
"SCN8A","Scn8a",82.710867,10.040727,20.204609,5272,1303,1869,37.6520676666667,0.180932,0.164406,0.182112,46,35,20,8.054904,4.26863362291491
"SCN9A","Scn9a",0.576957,0.439466,0.311654,83,69,78,0.442692333333333,0.237337,0.224256,0.195962,15,7,6,0,1.44269233333333
"SCNM1","Scnm1",23.146551,37.979621,39.121257,156,354,363,33.4158096666667,15.978714,14.57745,16.288976,206,189,203,0,34.4158096666667
"SCNN1A","Scnn1a",1.303846,0.820972,0.9075,64,70,75,1.01077266666667,0.469953,0.920067,0.747834,3,6,4,46.5039376666667,0.0423285471780504
"SCNN1B","Scnn1b",0.055819,0.046057,0.045353,2,3,3,0.0490763333333333,0,0,0,0,0,0,0,1.04907633333333
"SCNN1G","Scnn1g",0.02262,0.050979,0.012589,1,4,1,0.0287293333333333,0.01327,0,0,1,0,0,4.085067,0.202303987997274
"SCO1","Sco1",5.020625,4.698235,5.590256,112,172,192,5.10303866666667,12.595574,11.075494,9.723815,532,446,386,0,6.10303866666667
"SCO2","Sco2",6.18823,12.913609,13.02385,88,346,357,10.708563,8.71897,7.254652,7.171411,159,124,122,0,11.708563
"SCOC","Scoc",238.572664,298.609364,268.845214,2004,3396,2886,268.675747333333,20.367321,16.63832,12.028984,313,426,293,0,269.675747333333
"SCP2","Scp2",64.195531,71.490769,76.471513,960,1621,1577,70.719271,87.549269,91.614053,69.637717,1263,1368,1087,1.049111,35.0001883743731
"SCP2D1","Scp2d1",0,0,0,0,0,0,0,0,0,0,0,0,0,4.53980433333333,0.180511790639056
"SCPEP1","Scpep1",5.571225,6.164654,6.407725,166,325,343,6.047868,33.698392,31.00188,21.666466,413,345,283,0.342123333333333,5.25128192391658
"SCRG1","Scrg1",24.818916,28.427889,26.257605,180,361,339,26.50147,0.148798,0.078827,0.096688,10,6,6,0,27.50147
"SCRIB","Scrib",20.103401,12.075758,7.610549,464,697,739,13.263236,20.981161,16.330065,15.589541,567,355,303,0.123382,12.6966926655403
"SCRN1","Scrn1",81.443782,66.669081,64.068901,3505,3956,3758,70.7272546666667,8.744394,6.632966,5.489658,999,733,604,1.268039,31.6252298424616
"SCRN2","Scrn2",1.483864,2.912499,2.570226,30,106,93,2.32219633333333,16.977086,13.54302,10.963134,410,294,265,0.249017666666667,2.65984735203906
"SCRN3","Scrn3",14.753122,11.977248,12.519406,474,679,546,13.0832586666667,10.948083,8.473973,8.264134,208,245,164,0.413162666666667,9.96577322544609
"SCRT1","Scrt1",26.96164,14.58216,18.35535,1509,1633,2102,19.9663833333333,0.044432,0.050799,0.012184,4,4,1,1.84406733333333,7.37197150278439
"SCRT2","Scrt2",5.948277,1.769948,1.889698,239,144,161,3.202641,0,0,0,0,0,0,0.143425666666667,3.67548247561349
"SCT","Sct",0,0.258713,0.380769,0,2,3,0.213160666666667,0.146635,0.346802,0.16301,1,2,1,0,1.21316066666667
"SCTR","Sctr",0.119453,0.154613,0.171343,3,8,8,0.148469666666667,0.494944,0.245115,0.116633,10,3,2,0,1.14846966666667
"SCUBE1","Scube1",8.652856,3.119717,2.186594,513,271,247,4.65305566666667,0.185406,0.179929,0.13562,8,5,1,0,5.65305566666667
"SCUBE2","Scube2",0.742407,0.220641,0.215202,34,15,17,0.39275,2.76523,2.082385,1.258344,41,16,19,0.118222333333333,1.24550365207635
"SCUBE3","Scube3",1.471539,0.672395,0.727437,55,73,49,0.957123666666667,6.429315,5.673721,3.471891,1114,937,570,0.198216,1.63336465767997
"SCX","Scx",0.805957,1.477127,1.539262,10,31,34,1.27411533333333,2.282429,2.200235,1.0537,42,32,17,0.516869666666667,1.4992160389961
"SCYL1","Scyl1",39.797795,47.067536,47.990486,661,1341,1240,44.951939,38.513179,39.657507,29.716038,1030,878,685,0,45.951939
"SCYL2","Scyl2",12.415192,6.730555,6.370858,565,631,548,8.505535,10.44183,5.783133,7.210478,429,346,265,0.131638666666667,8.3997969316472
"SCYL3","Scyl3",11.109877,8.054678,5.097262,310,421,356,8.08727233333333,1.781936,1.377389,1.282845,132,114,87,0.171529333333333,7.75676039410594
"SDAD1","Sdad1",6.000604,2.626569,3.094102,326,352,322,3.90709166666667,7.175408,6.201285,3.504089,257,217,166,0.0163886666666667,4.82796771313861
"SDC1","Sdc1",0.39887,0.497886,0.864564,16,33,60,0.587106666666667,0.540988,0.432111,0.542263,21,28,21,0.204552666666667,1.31759009845425
"SDC2","Sdc2",12.680971,12.861338,11.272992,663,1163,982,12.271767,26.441732,18.014653,15.106652,401,395,330,23.7261846666667,0.536749489616635
"SDC3","Sdc3",42.724787,28.007236,27.376358,3062,3761,3807,32.7027936666667,16.234665,13.44751,10.10178,1772,1445,1120,0,33.7027936666667
"SDC4","Sdc4",26.751685,34.888103,31.878062,874,1832,1668,31.1726166666667,13.241802,14.019588,10.205293,690,724,518,0.555101,20.6884418868399
"SDCBP","Sdcbp",79.163894,84.491337,78.861938,2247,3784,3392,80.8390563333333,58.107898,36.044051,30.034437,901,860,715,0,81.8390563333333
"SDCBP2","Sdcbp2",0.86049,0.569725,0.649848,16,19,22,0.693354333333333,0.61675,0.381384,0.782272,13,9,7,2.93656833333333,0.430160025165743
"SDCCAG8","Sdccag8",18.278654,9.454923,10.683442,265,303,332,12.805673,21.125936,16.928374,12.047843,194,172,153,0.053509,13.1044661222638
"SDE2","Sde2",7.174918,3.637348,3.684562,274,302,279,4.832276,2.24537,1.322137,1.625697,156,95,116,0,5.832276
"SDF2","Sdf2",34.17033,44.689182,43.334089,400,932,954,40.7312003333333,31.454107,34.213343,18.397987,304,287,198,0,41.7312003333333
"SDF2L1","Sdf2l1",6.295762,7.713032,6.857679,84,195,178,6.955491,6.684175,8.448403,6.627893,97,111,89,0.203712333333333,6.60912975608513
"SDF4","Sdf4",70.572403,76.979175,74.762363,2913,4255,4383,74.104647,54.526984,38.746712,36.407925,1562,1151,1110,0.537619666666667,48.8447492108473
"SDHA","Sdha",1043.300528,728.795055,659.444201,5459,7054,6472,810.513261333333,287.615227,286.224453,226.680696,4918,3876,3461,0,811.513261333333
"SDHAF1","Sdhaf1",2.989802,3.579646,4.440765,101,221,281,3.670071,4.195123,4.229117,3.921706,89,79,76,0,4.670071
"SDHAF2","Sdhaf2",21.467724,25.214704,26.732654,421,830,882,24.471694,29.131146,28.812495,15.316778,359,331,204,0.143486,22.2754751697878
"SDHAF3","Sdhaf3",2.532861,2.573148,2.232214,166,285,246,2.44607433333333,8.647039,6.830948,7.630465,84,76,83,0,3.44607433333333
"SDHAF4","Sdhaf4",13.172642,19.041679,23.130706,92,228,285,18.4483423333333,6.362845,4.411347,4.69654,115,87,91,0,19.4483423333333
"SDHB","Sdhb",72.31247,93.857897,104.133764,1021,2432,2752,90.101377,204.272223,222.208718,188.202504,1286,1342,1129,0.461396333333333,62.3385832590703
"SDHC","Sdhc",211.361082,253.237836,245.912741,854,2041,2102,236.837219666667,135.041397,127.117028,119.778049,977,983,969,0,237.837219666667
"SDHD","Sdhd",51.170133,74.345059,80.163732,807,2084,2275,68.5596413333333,60.869981,61.757456,45.17422,780,950,692,0,69.5596413333333
"SDK1","Sdk1",1.017002,0.265084,0.364883,136,67,89,0.548989666666667,1.872919,1.832926,1.907041,252,162,135,0,1.54898966666667
"SDK2","Sdk2",3.107199,0.728366,1.087485,353,114,201,1.64101666666667,3.40428,2.222898,1.147968,456,300,277,0.0102513333333333,2.61421745215877
"SDR16C5","Sdr16c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SDR16C6P","Sdr16c6",0,0,0,0,0,0,0,0,0.190431,0.192915,0,1,1,0.550261666666667,0.645052394380734
"SDR39U1","Sdr39u1",66.412653,87.920785,85.391209,551,1388,1436,79.9082156666667,56.823499,47.099744,77.332989,473,489,371,0.913701333333333,42.2783922743779
"SDR42E1","Sdr42e1",1.813718,2.813787,2.957056,66,163,145,2.528187,0.148216,0.078222,0.008199,10,7,2,0.0359536666666667,3.40573822317021
"SDR9C7","Sdr9c7",0.053172,0,0,2,0,0,0.017724,0,0.058706,0,0,2,0,0,1.017724
"SDS","Sds",1.393538,0.491632,1.59425,5,7,14,1.15980666666667,0.070076,0,0.138084,2,0,2,3.178738,0.516856205549778
"SDSL","Sdsl",4.288286,4.430073,4.363218,28,74,97,4.36052566666667,7.734736,8.421537,6.102641,157,173,132,0.413720333333333,3.79178649431135
"SEBOX","Sebox",0.76876,1.520823,1.736103,13,47,56,1.34189533333333,0,0,0,0,0,0,4.68926433333333,0.41163412281834
"SEC11A","Sec11a",29.30222,31.706391,27.488612,204,377,365,29.4990743333333,45.094504,43.538998,35.33224,865,873,700,0.177515333333333,25.9012120436648
"SEC11C","Sec11c",91.214419,106.766484,129.450173,536,1085,1369,109.143692,6.948061,12.792863,5.914458,86,120,71,0.492854333333333,73.7806023941161
"SEC13","Sec13",29.855698,33.141642,30.752127,442,929,950,31.2498223333333,42.200675,37.139028,30.026656,1053,917,682,0.036435,31.1161069756746
"SEC14L1","Sec14l1",48.673161,34.163249,29.016122,2548,2883,2411,37.2841773333333,10.312567,7.238547,7.198948,402,337,260,0.0587763333333333,36.1588903416491
"SEC14L2","Sec14l2",17.066463,14.804888,13.084695,543,942,813,14.9853486666667,1.689978,0.934942,1.228776,63,37,35,0.0186176666666667,15.6931783040611
"SEC14L4","Sec14l4",0.245963,0.45492,0.295492,5,14,8,0.332125,0.07577,0.078602,0.178325,4,4,9,0.063914,1.25209838389193
"SEC16A","Sec16a",18.374647,6.260876,7.569151,990,505,564,10.7348913333333,11.714549,9.791383,8.403114,900,606,517,0.793382,6.54344212963737
"SEC16B","Sec16b",0.337788,0.185084,0.231568,20,19,23,0.25148,0.811852,0.50961,0.284844,15,15,3,0,1.25148
"SEC1P","Sec1",0.280607,0.187007,0.135716,10,12,9,0.20111,0.035066,1.335599,0.107898,2,5,2,8.22683166666667,0.130175779009732
"SEC22A","Sec22a",7.513569,8.926495,9.890301,177,321,373,8.77678833333333,4.821847,3.113453,1.668572,111,92,86,0,9.77678833333333
"SEC22B","Sec22b",23.750577,25.236821,24.401266,726,1238,1211,24.462888,5.284931,4.528032,4.26068,565,515,490,11.868091,1.97876188472711
"SEC22C","Sec22c",19.447092,8.175167,5.613912,583,325,353,11.0787236666667,8.103832,5.477326,5.312927,391,267,228,0.773262666666667,6.81158177731895
"SEC23A","Sec23a",50.172612,34.587276,21.725812,1537,2162,1766,35.4952333333333,160.159008,90.027992,87.971554,1459,1006,861,0,36.4952333333333
"SEC23B","Sec23b",35.514615,26.811141,21.171051,565,798,728,27.832269,4.670373,7.979498,9.10207,187,197,146,3.29329233333333,6.7156547380072
"SEC23IP","Sec23ip",11.603383,7.620738,7.528328,652,652,555,8.917483,31.373629,14.205776,12.963012,504,379,252,0.270032666666667,7.80884087495912
"SEC24A","Sec24a",3.361496,1.004329,1.174795,277,141,157,1.84687333333333,2.145976,1.338931,0.996374,182,139,112,0,2.84687333333333
"SEC31A","Sec31a",34.824707,21.119973,20.959002,1226,1275,1220,25.6345606666667,88.505613,92.859128,78.038601,2263,1824,1427,0,26.6345606666667
"SEC31B","Sec31b",0.056806,0.131726,0.129796,3,6,5,0.106109333333333,8.309078,6.088735,5.315759,417,304,213,0.238321333333333,0.893232881933715
"SEC61A1","Sec61a1",21.808055,15.869112,14.516589,768,1233,1152,17.3979186666667,32.667004,20.379242,18.746911,1803,1421,1274,0,18.3979186666667
"SEC61A2","Sec61a2",41.455849,26.431245,22.472252,594,757,670,30.119782,20.95837,18.666233,11.334304,374,386,282,0.015081,30.6574371897415
"SEC61B","Sec61b",21.011327,33.606871,37.580458,101,282,317,30.7328853333333,30.291611,34.524885,21.607236,220,244,150,0,31.7328853333333
"SEC61G","Sec61g",2.031941,2.427307,2.562845,53,91,91,2.34069766666667,62.857946,92.215573,71.353941,259,363,282,0.955115,1.70869624889925
"SEC62","Sec62",88.949389,64.588071,48.137477,2608,3494,2782,67.224979,24.431605,19.831964,14.190182,424,397,338,0.090092,62.5864413278879
"SEC63","Sec63",26.043519,15.905005,15.576003,1435,1285,1167,19.1748423333333,28.106858,21.446622,12.714354,608,522,427,0.0497016666666667,19.2195963615059
"SECISBP2L","Secisbp2l",23.84973,12.335,11.524279,2384,2204,2054,15.903003,4.271837,1.460962,1.240294,314,179,164,3.31208566666667,3.91991354222477
"SECTM1","Sectm1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0.207871,0.827902979705614
"SEH1L","Seh1l",11.504891,10.811732,10.457636,463,824,722,10.924753,6.63506,4.665893,3.297172,198,173,135,0.0577376666666667,11.2738284508478
"SEL1L","Sel1l",46.771846,19.819253,18.746836,3163,2002,1979,28.4459783333333,5.391789,2.159434,1.877437,414,334,264,0,29.4459783333333
"SEL1L2","Sel1l2",0,0,0.018517,0,0,1,0.00617233333333333,1.741125,1.082695,0.42074,12,7,3,0,1.00617233333333
"SEL1L3","Sel1l3",11.595562,5.902695,6.386845,776,707,747,7.96170066666667,1.26686,2.089755,1.359642,51,36,26,0,8.96170066666667
"SELE","Sele",0,0,0,0,0,0,0,0.228099,0.031818,0.071247,6,2,2,0,1
"SELENBP1","Selenbp1",7.226103,8.714694,8.304118,116,272,283,8.08163833333333,11.941525,6.661749,10.826828,150,140,117,0,9.08163833333333
"SELENOF","Selenof",103.814624,132.433319,146.836726,1289,2845,3046,127.694889666667,25.356926,20.570947,17.793364,289,364,233,0.269898,101.342698127461
"SELENOH","Selenoh",13.707341,23.855134,28.452848,92,241,291,22.0051076666667,59.699299,53.385184,34.875098,439,392,287,0.687404333333333,13.6334292926829
"SELENOI","Selenoi",14.228505,6.05242,7.08933,1125,780,746,9.12341833333333,2.012089,1.765795,1.10173,300,243,172,10.1899793333333,0.90468606167816
"SELENOK","Selenok",97.683221,103.718885,103.563345,897,1717,1547,101.655150333333,36.939707,30.545435,35.957903,378,331,370,0.052561,97.5289321315661
"SELENOM","Selenom",66.397839,116.708516,128.973498,481,1623,1834,104.026617666667,24.202465,24.250819,25.203857,325,286,282,0.064424,98.6699075431094
"SELENON","Selenon",5.767012,5.553013,4.662998,289,441,412,5.32767433333333,21.090431,17.979911,16.514227,1742,1255,1163,0.029822,6.1444349929729
"SELENOO","Selenoo",8.416716,9.545933,10.746466,263,551,638,9.569705,7.252004,6.92723,5.592736,262,229,184,0,10.569705
"SELENOP","Selenop",135.754079,165.592649,188.398212,3582,7818,7943,163.248313333333,18.972137,11.877043,10.221241,299,261,179,13.9844996666667,10.9612143873383
"SELENOS","Selenos",24.407128,31.882099,32.713007,309,726,780,29.6674113333333,21.704637,20.097209,15.420363,449,422,324,0.890418666666667,16.2225499959797
"SELENOT","Selenot",60.740679,41.260384,38.403423,2736,3184,2803,46.8014953333333,42.235629,37.349661,29.37087,678,720,547,0,47.8014953333333
"SELENOW","Selenow",425.979326,570.944477,568.428308,3308,8161,8238,521.784037,1197.182751,1092.58583,806.158315,5575,4719,3900,0.514957333333333,345.081690089402
"SELL","Sell",0.031807,0.098696,0.107141,2,5,5,0.0792146666666667,0,0.042712,0,0,2,0,0,1.07921466666667
"SELP","Selp",0,0.10274,0,0,2,0,0.0342466666666667,0,0,0,0,0,0,0,1.03424666666667
"SELPLG","Selplg",15.417617,17.063892,12.809085,274,495,469,15.0968646666667,1.027991,1.185847,1.262191,57,57,55,74.7502203333333,0.212499245491744
"SEM1","Sem1",17.26769,18.273235,23.396849,324,575,668,19.6459246666667,107.014929,124.303468,94.044954,538,555,372,0,20.6459246666667
"SEMA3A","Sema3a",8.987307,3.321476,2.122593,384,268,201,4.81045866666667,1.425378,0.645061,0.415572,73,61,36,0.114869333333333,5.21178446024168
"SEMA3B","Sema3b",1.780254,1.579864,3.73016,55,100,104,2.363426,9.883579,5.169381,5.289144,375,266,218,0.149198,2.92675935739533
"SEMA3C","Sema3c",6.663715,5.334895,6.011375,435,683,562,6.00332833333333,8.531341,3.212264,2.537626,473,216,179,0.280721333333333,5.46826866318044
"SEMA3D","Sema3d",1.608445,0.929468,0.724581,151,149,110,1.087498,0.232297,0.1054,0.156309,10,7,5,0,2.087498
"SEMA3E","Sema3e",6.530417,2.651772,2.307725,679,476,394,3.82997133333333,0.234738,0.083583,0.049762,15,9,6,0.0238263333333333,4.71756896270494
"SEMA3F","Sema3f",6.998009,2.464296,7.624938,121,174,214,5.69574766666667,0.426643,0.58335,0.447623,18,26,16,0.0960823333333333,6.10879991679457
"SEMA3G","Sema3g",1.690313,0.991129,0.812527,116,125,104,1.16465633333333,0.903202,0.816892,0.463998,103,88,43,0,2.16465633333333
