"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"Prss53","PRSS53",32,0.968166,21,0.586832,18,0.573741,0.709579666667,"PRSS53",0.433745,0.286828,0.477241,13,16,27,0.399271333333333,1.22176423252698
"Prss54","PRSS54",1,0.00898616,0,0,1,0.00946713,0.00615109666667,"PRSS54",0.260662,0.119095,0.02347,5,5,1,0.134409,0.886938570362779
"Prss55","PRSS55",1,0.0105405,1,0.00973546,1,0.0111047,0.01046022,"PRSS55",0.131635,0.173478,0.179005,1,2,2,0.161372666666667,0.870056829303715
"Prss56","PRSS56",1,0.030475,1,0.0281474,0,0,0.0195408,"PRSS56",0.034487,0.052251,0.016891,1,3,1,0.034543,0.985498717791334
"Prss57","PRSS57",137,2.24111,106,1.60156,128,2.20595,2.01620666667,"PRSS57",0.759822,0.280947,0.276889,7,7,9,0.439219333333333,2.09572411710469
"Prss8","PRSS8",4,0.141453,14,0.457272,4,0.149024,0.249249666667,"PRSS8",0.471259,0.212477,0.246496,7,10,6,0.310077333333333,0.953569407607744
"Prtg","PRTG",53,0.0744994,56,0.0727043,50,0.0740442,0.0737493,"PRTG",0.269693,0.128212,0.126347,37,22,20,0.174750666666667,0.914023145904436
"Prtn3","PRTN3",12,0.214106,15,0.247192,14,0.26316,0.241486,"PRTN3",1.43322,2.633778,3.883196,11,26,32,2.65006466666667,0.340127124688385
"Prune1","PRUNE1",1201,6.5629,1384,6.98528,1201,6.91417,6.82078333333,"PRUNE1",8.299882,8.003247,7.023162,386,667,595,7.77543033333333,0.891213654061258
"Prune2","PRUNE2",73688,42.705,74607,39.9353,69340,42.336,41.6587666667,"PRUNE2",19.147481,13.180957,14.227154,1400,1656,1732,15.5185306666667,2.58247949091396
"Prx","PRX",5554,37.7637,7932,49.8133,6922,49.5842,45.7204,"PRX",0.236767,0.116546,0.139227,18,16,17,0.16418,40.1315947705681
"Prxl2a","PRXL2A",1215,9.4059,1296,9.26668,1169,9.53417,9.40225,"PRXL2A",60.728224,70.881745,73.943162,1024,1945,2100,68.5177103333333,0.149634531260046
"Prxl2b","PRXL2B",584,24.9565,698,27.55,585,26.3373,26.2812666667,"PRXL2B",48.205222,73.639861,83.056555,409,1018,1144,68.300546,0.393665970058879
"Prxl2c","PRXL2C",880,3.64895,870,3.33196,900,3.93162,3.63751,"PRXL2C",6.024115,6.787682,6.1174,159,266,237,6.30973233333333,0.634429523342784
"Psap","PSAP",31586,196.325,34083,195.665,29664,194.247,195.412333333,"PSAP",508.29341,468.587141,446.141707,19342,32236,31147,474.340752666667,0.413203227855227
"Psat1","PSAT1",1221,4.44234,1230,4.13329,1063,4.07449,4.21670666667,"PSAT1",68.226484,82.039976,87.953553,1547,3268,3453,79.406671,0.0648790280929551
"Psd","PSD",416,4.28447,457,4.34725,371,4.02552,4.21908,"PSD",150.373721,179.948325,166.097327,3346,8224,7671,165.473124333333,0.0313508863421684
"Psd2","PSD2",62,0.192899,69,0.198282,49,0.160612,0.183931,"PSD2",18.127024,13.157343,13.037027,840,1161,1246,14.773798,0.0750568125698072
"Psd4","PSD4",217,0.710931,250,0.756489,201,0.693758,0.720392666667,"PSD4",0.151703,1.080262,0.129021,13,26,19,0.453662,1.18348877983121
"Psen1","PSEN1",1659,5.47296,1786,5.44192,1587,5.51565,5.47684333333,"PSEN1",27.472305,15.909451,16.672657,780,965,893,20.0181376666667,0.308154958162722
"Psen2","PSEN2",1072,4.5666,1085,4.26897,1044,4.68536,4.50697666667,"PSEN2",6.052928,10.525166,6.415694,139,307,272,7.664596,0.635572237490357
"Psen2","PSEN2",1072,4.5666,1085,4.26897,1044,4.68536,4.50697666667,"",6.052928,10.525166,6.415694,139,307,272,7.664596,0.635572237490357
"Psenen","AD000671.1",710,62.4354,745,60.5095,639,59.1994,60.7147666667,"",243.098985,341.677975,325.20599,258,612,591,303.32765,0.202790534040203
"Psenen","AD000671.1",710,62.4354,745,60.5095,639,59.1994,60.7147666667,"PSENEN",243.098985,341.677975,325.20599,258,612,591,303.32765,0.202790534040203
"Psenen","PSENEN",710,62.4354,745,60.5095,639,59.1994,60.7147666667,"",243.098985,341.677975,325.20599,258,612,591,303.32765,0.202790534040203
"Psenen","PSENEN",710,62.4354,745,60.5095,639,59.1994,60.7147666667,"PSENEN",243.098985,341.677975,325.20599,258,612,591,303.32765,0.202790534040203
"Psg23","PSG2",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG9",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM8",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG3",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM7",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM4",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG11",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","AC243967.1",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG6",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM1",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG4",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM6",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM5",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","CEACAM3",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG1",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG5",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psg23","PSG8",0,0,0,0,1,0.0160957,0.00536523333333,"CEACAM4",0.139321,0.05395,0.08815,4,3,5,0.093807,0.919143169986415
"Psip1","PSIP1",4406,22.2174,4488,20.9024,3831,20.3519,21.1572333333,"PSIP1",146.210855,126.229276,91.905852,2821,3783,3066,121.448661,0.180951209693506
"Pskh1","PSKH1",422,2.09006,444,2.03106,379,1.97756,2.03289333333,"PSKH1",2.298496,1.5727,1.426185,111,138,127,1.76579366666667,1.09657252089424
"Psma1","PSMA1",2597,35.0107,2734,34.0425,2313,32.851,33.9680666667,"",49.424138,61.790011,65.152577,675,1533,1594,58.7889086666667,0.584858754683965
"Psma2","AC010132.3",3374,8.58526,3563,8.37373,3087,8.2754,8.41146333333,"PSMA2",31.164394,39.779859,44.683622,854,1830,1967,38.542625,0.238008056706655
"Psma3","PSMA3",2996,21.4022,3293,21.7272,2856,21.4941,21.5411666667,"PSMA3",189.259802,207.530209,215.674119,602,1071,1013,204.15471,0.109873990544502
"Psma4","PSMA4",2160,46.2991,2285,45.2376,1898,42.8606,44.7991,"PSMA4",145.284509,201.622592,180.603849,717,1554,1503,175.836983333333,0.258990507170493
"Psma5","PSMA5",2420,16.296,2557,15.9034,2191,15.5436,15.9143333333,"PSMA5",53.798131,64.443866,57.897968,617,1270,1361,58.7133216666667,0.283258958992763
"Psma6","PSMA6",2656,12.042,2874,12.0352,2240,10.6995,11.5922333333,"PSMA6",76.136202,112.513369,117.063735,731,1728,1905,101.904435333333,0.122368227302454
"Psma7","PSMA7",2477,63.4411,2780,65.7634,2312,62.3844,63.8629666667,"PSMA7",187.016121,263.889184,315.443352,638,1423,1771,255.449552333333,0.252926807929815
"Psma8","PSMA8",14,0.0386979,21,0.0536134,13,0.0378571,0.0433894666667,"PSMA8",0.341589,0.256431,0.189016,8,5,6,0.262345333333333,0.826548361304223
"Psmb1","PSMB1",3825,24.0053,4148,24.0441,3415,22.5793,23.5429,"PSMB1",48.618599,69.813955,78.872213,1004,2568,2891,65.7682556666667,0.367583363605121
"Psmb10","PSMB10",423,24.2264,512,27.084,488,29.445,26.9184666667,"PSMB10",44.598697,58.987491,70.752649,234,567,678,58.1129456666667,0.472290229353991
"Psmb2","PSMB2",1790,8.65901,1863,8.32382,1607,8.18983,8.39088666667,"PSMB2",55.842623,74.168683,72.366881,550,1293,1281,67.4593956666667,0.137174548142301
"Psmb3","PSMB3",1603,24.6288,1788,25.373,1474,23.8589,24.6202333333,"PSMB3",53.624859,92.754136,90.885154,452,1404,1395,79.0880496666667,0.319900827151287
"Psmb4","PSMB4",2747,148.609,2991,149.451,2625,149.61,149.223333333,"PSMB4",289.620296,461.947291,491.132686,830,2282,2490,414.233424333333,0.361780445719626
"Psmb5","PSMB5",2108,83.8065,2407,88.3849,2033,85.1508,85.7807333333,"PSMB5",69.470571,104.045354,108.293626,706,1949,2055,93.936517,0.914092238430234
"Psmb6","PSMB6",2382,148.358,2716,156.24,2254,147.9,150.832666667,"PSMB6",80.462706,107.277701,112.717891,697,1681,1786,100.152766,1.50102337949908
"Psmb7","PSMB7",3566,9.87432,3844,9.83115,3326,9.70269,9.80272,"PSMB7",62.336792,78.313843,85.305566,919,2021,2239,75.3187336666667,0.141547421989239
"Psmb8","PSMB8",176,7.31569,250,9.59793,196,8.58307,8.49889666667,"PSMB8",4.45355,6.726323,5.227909,28,74,81,5.46926066666667,1.46831255627305
"Psmb9","PSMB9",56,1.50428,73,1.81116,64,1.81119,1.70887666667,"PSMB9",1.850055,1.066278,2.221672,9,23,24,1.71266833333333,0.998602237281742
"Psmc1","PSMC1",4075,47.7269,4355,47.1106,3609,44.5314,46.4563,"PSMC1",170.03381,183.703069,186.760933,1545,3042,3016,180.165937333333,0.261949352613033
"Psmc2","PSMC2",3228,27.0746,3396,26.3082,2914,25.7491,26.3773,"PSMC2",41.941364,49.495415,50.114871,1039,2161,2223,47.1838833333333,0.568183759922491
"Psmc3","PSMC3",4372,54.8964,4781,55.4469,4229,55.9429,55.4287333333,"PSMC3",160.406783,189.579402,185.597301,1377,2922,3010,178.527828666667,0.314317472407425
"Psmc3ip","PSMC3IP",101,4.33761,87,3.45098,95,4.2983,4.02896333333,"PSMC3IP",2.088665,2.057182,1.220772,18,32,23,1.788873,1.80322421757104
"Psmc4","PSMC4",2171,40.138,2268,38.7288,1994,38.8388,39.2352,"PSMC4",48.858184,54.967789,64.860136,791,1772,1915,56.228703,0.703059791517554
"Psmc5","PSMC5",3842,85.5911,4141,85.2062,3492,81.9576,84.2516333333,"PSMC5",90.15906,109.102109,111.40704,1558,3357,3480,103.556069666667,0.815367616677723
"Psmc6","PSMC6",4335,33.7801,4478,32.2293,3742,30.7198,32.2430666667,"PSMC6",91.758602,82.003412,80.407509,842,1415,1349,84.7231743333333,0.387795563162825
"Psmd1","PSMD1",5936,12.3229,6445,12.3577,5476,11.9764,12.219,"PSMD1",39.044084,34.983688,32.157835,1792,2812,2608,35.3952023333333,0.363207212833464
"Psmd10","PSMD10",341,6.37666,360,6.21779,320,6.30424,6.29956333333,"PSMD10",8.380972,8.146952,8.304462,154,256,257,8.277462,0.786806061111326
"Psmd11","PSMD11",2307,8.0223,2208,7.09161,2039,7.46986,7.52792333333,"PSMD11",53.722505,43.918707,49.523056,834,1144,1127,49.054756,0.170371889003514
"Psmd12","PSMD12",2619,16.3388,2515,14.4916,2251,14.7946,15.2083333333,"PSMD12",38.437098,39.077382,40.606494,836,1535,1563,39.373658,0.401458132262873
"Psmd13","PSMD13",9520,88.6058,9354,80.4113,8471,83.0623,84.0264666667,"PSMD13",116.472497,162.407722,167.484355,731,1604,1756,148.788191333333,0.56764465816591
"Psmd14","PSMD14",3203,5.60575,3515,5.68194,3007,5.54439,5.61069333333,"PSMD14",116.829899,141.979216,118.190688,879,1779,1832,125.666601,0.0521897112667451
"Psmd2","PSMD2",7737,102.087,8274,100.835,7017,97.5426,100.154866667,"PSMD2",120.001175,111.774641,101.584783,2751,4223,3933,111.120199666667,0.902200200924841
"Psmd3","PSMD3",2538,29.3401,2675,28.562,2462,29.9849,29.2956666667,"PSMD3",50.143781,47.788932,47.563503,1083,2118,2039,48.4987386666667,0.61204926595638
"Psmd4","PSMD4",2198,34.3866,2356,34.0433,1989,32.7824,33.7374333333,"PSMD4",108.264984,127.280175,141.721307,861,1923,2043,125.755488666667,0.27405072315764
"Psmd5","PSMD5",1820,11.194,1981,11.2536,1673,10.8406,11.0960666667,"PSMD5",25.329366,33.495983,32.670337,608,1108,1068,30.498562,0.384019647204847
"Psmd6","PSMD6",2203,38.8067,2399,39.0316,2032,37.7103,38.5162,"PSMD6",55.489856,65.573968,68.744144,597,1354,1396,63.2693226666667,0.614853220173971
"Psmd7","PSMD7",2739,52.5875,3015,53.4654,2471,49.9813,52.0114,"PSMD7",46.45804,52.760167,50.482321,991,1992,1933,49.900176,1.04147773477247
"Psmd8","PSMD8",1716,40.8871,1894,41.6816,1592,39.9628,40.8438333333,"PSMD8",44.907916,60.743107,61.70121,825,1994,2019,55.7840776666667,0.736893774676261
"Psmd9","AC069503.2",521,1.0018,534,0.948369,515,1.04326,0.997809666667,"PSMD9",17.288949,28.369675,28.918515,265,545,562,24.8590463333333,0.0772576699432161
"Psmd9","AC069503.2",521,1.0018,534,0.948369,515,1.04326,0.997809666667,"",17.288949,28.369675,28.918515,265,545,562,24.8590463333333,0.0772576699432161
"Psmd9","PSMD9",521,1.0018,534,0.948369,515,1.04326,0.997809666667,"PSMD9",17.288949,28.369675,28.918515,265,545,562,24.8590463333333,0.0772576699432161
"Psmd9","PSMD9",521,1.0018,534,0.948369,515,1.04326,0.997809666667,"",17.288949,28.369675,28.918515,265,545,562,24.8590463333333,0.0772576699432161
"Psme1","PSME1",421,19.179,519,21.8377,355,17.0379,19.3515333333,"PSME1",49.977983,87.678617,91.932877,271,807,848,76.5298256666667,0.262499407915604
"Psme2","PSME2",758,32.0306,744,29.0378,666,29.6493,30.2392333333,"PSME2",124.623114,138.918839,194.176609,184,459,494,152.572854,0.203416375483261
"Psme3","PSME3",1976,41.8694,2084,40.7851,1810,40.4047,41.0197333333,"PSME3",60.218171,50.6829,45.18099,1253,1827,1675,52.0273536666667,0.792416185756482
"Psme4","PSME4",4684,6.69206,4717,6.22449,4185,6.29916,6.40523666667,"PSME4",10.720176,4.437247,5.148274,746,707,635,6.76856566666667,0.953230877412076
"Psmf1","PSMF1",1432,7.83293,1627,8.21984,1405,8.09658,8.04978333333,"PSMF1",13.6352,14.568185,15.078669,395,716,741,14.4273513333333,0.586606419844504
"Psmg1","PSMG1",202,2.84297,209,2.71682,174,2.57996,2.71325,"PSMG1",7.628157,11.194736,10.546713,77,197,225,9.78986866666667,0.344142279643441
"Psmg2","PSMG2",453,5.59612,442,5.0432,428,5.57028,5.4032,"PSMG2",10.894242,12.644573,14.878936,142,287,341,12.805917,0.463801136860377
"Psmg3","PSMG3",338,15.9261,348,15.1449,285,14.1476,15.0728666667,"PSMG3",10.157664,13.517303,13.005226,90,220,214,12.226731,1.21518058140745
"Psmg4","PSMG4",110,1.12248,116,1.0933,104,1.11806,1.11128,"PSMG4",6.721583,7.718533,10.827105,26,58,86,8.422407,0.224070134096309
"Pspc1","PSPC1",753,2.02879,935,2.32674,761,2.16008,2.17187,"PSPC1",27.321619,26.922239,24.919781,488,891,810,26.3878796666667,0.115812908432646
"Psph","PSPH",366,2.59485,399,2.61276,286,2.1362,2.44793666667,"PSPH",16.978926,19.58642,20.782268,166,293,354,19.1158713333333,0.171403794025891
"Pspn","PSPN",3,0.828518,5,1.2754,3,0.872863,0.992260333333,"PSPN",0.278326,1.348394,1.62254,1,9,11,1.08308666666667,0.95639819754643
"Psrc1","PSRC1",23,0.812613,17,0.554753,17,0.632774,0.666713333333,"PSRC1",3.046335,2.977418,3.201502,56,91,89,3.075085,0.409000875646275
"Pstk","PSTK",934,6.21049,975,5.98795,865,6.05953,6.08599,"PSTK",28.26754,24.928548,31.204947,146,248,261,28.1336783333333,0.243223321096827
"Pstpip1","PSTPIP1",178,0.709718,206,0.758627,154,0.64689,0.705078333333,"PSTPIP1",0.699987,0.884103,1.139232,18,29,44,0.907774,0.893752789026897
"Pstpip2","PSTPIP2",971,1.62111,958,1.47725,855,1.50384,1.53406666667,"PSTPIP2",2.156554,2.205671,2.671386,65,99,119,2.344537,0.757673383990071
"Ptafr","PTAFR",41,0.341815,62,0.477413,73,0.641171,0.486799666667,"PTAFR",0.311496,0.22697,0.254202,17,22,25,0.264222666666667,1.17605838423005
"Ptar1","PTAR1",1537,5.39232,1480,4.79577,1315,4.8604,5.01616333333,"PTAR1",4.682705,1.964064,1.591224,885,527,447,2.74599766666667,1.60602431412709
"Ptbp2","PTBP2",3057,7.21908,3254,7.09739,2841,7.06808,7.12818333333,"PTBP2",47.90161,44.265065,39.92815,1257,1699,1347,44.0316083333333,0.180499512101888
"Ptbp3","PTBP3",2582,5.17116,2623,4.85205,2187,4.6145,4.87923666667,"PTBP3",5.036693,2.28923,2.515102,435,376,246,3.28034166666667,1.37354377863216
"Ptcd1","PTCD1",660,5.22776,616,4.50658,582,4.85667,4.86367,"ATP5MF-PTCD1",6.305037,5.563585,4.981639,287,463,421,5.61675366666667,0.886185325220661
"Ptcd1","PTCD1",660,5.22776,616,4.50658,582,4.85667,4.86367,"PTCD1",6.305037,5.563585,4.981639,287,463,421,5.61675366666667,0.886185325220661
"Ptcd1","ATP5MF-PTCD1",660,5.22776,616,4.50658,582,4.85667,4.86367,"ATP5MF-PTCD1",6.305037,5.563585,4.981639,287,463,421,5.61675366666667,0.886185325220661
"Ptcd1","ATP5MF-PTCD1",660,5.22776,616,4.50658,582,4.85667,4.86367,"PTCD1",6.305037,5.563585,4.981639,287,463,421,5.61675366666667,0.886185325220661
"Ptcd2","PTCD2",781,4.83731,902,5.16006,732,4.77648,4.92461666667,"PTCD2",14.358602,16.567366,14.587342,337,687,610,15.1711033333333,0.366370589844519
"Ptcd3","PTCD3",1261,6.96185,1365,6.96045,1201,6.98549,6.96926333333,"PTCD3",32.609097,19.086218,21.742886,603,1046,1069,24.4794003333333,0.312772797988665
"Ptch1","PTCH1",1554,3.69528,1623,3.56459,1298,3.25174,3.50387,"PTCH1",10.65646,5.280538,6.043286,1085,878,919,7.32676133333333,0.540890968253203
"Ptch2","PTCH2",23,0.17825,28,0.200426,21,0.171461,0.183379,"PTCH2",0.442875,0.09834,0.139104,11,12,16,0.226773,0.964627522777237
"Ptchd1","PTCHD1",79,0.243477,67,0.190722,59,0.19157,0.208589666667,"PTCHD1",3.123587,1.169545,1.802731,99,83,79,2.03195433333333,0.398617371435893
"Ptchd3","PTCHD3",0,0,2,0.0217583,1,0.0124092,0.0113891666667,"PTCHD3",0,0.012019,0,0,1,0,0.00400633333333333,1.00735337326893
"Ptchd4","PTCHD4",64,0.0525212,64,0.0485098,56,0.0484157,0.0498155666667,"PTCHD4",0.862149,0.336965,0.277748,52,35,29,0.492287333333333,0.703494255574574
"Ptcra","PTCRA",4,0.0771225,7,0.124656,5,0.101563,0.101113833333,"PTCRA",0,0.300309,0.127349,0,9,4,0.142552666666667,0.963731358262405
"Ptdss1","PTDSS1",1727,4.08781,1869,4.08604,1655,4.12706,4.10030333333,"PTDSS1",43.669667,43.274992,44.953778,959,1700,1653,43.9661456666667,0.113425406107485
"Ptdss2","PTDSS2",914,4.02728,1000,4.06969,816,3.78791,3.96162666667,"PTDSS2",38.77892,55.754247,49.418749,469,1106,1074,47.983972,0.101290819508675
"Pten","PTEN",8369,18.9174,8852,18.4809,7690,18.3129,18.5704,"PTEN",28.305821,15.612549,12.561152,3376,3333,2584,18.8265073333333,0.987082579446419
"Pter","PTER",164,0.320522,183,0.330339,222,0.4571,0.369320333333,"PTER",25.13584,18.862015,14.10258,1272,1623,1145,19.3668116666667,0.0672329255920846
"Ptgdr","PTGDR",1442,27.4919,1603,28.2272,1364,27.3967,27.7052666667,"PTGDR",0.170433,0.240276,0.170564,8,20,14,0.193757666666667,24.0461422516798
"Ptgdr2","PTGDR2",6,0.174001,9,0.241067,7,0.213867,0.209645,"PTGDR2",0,0,0.014017,0,0,1,0.00467233333333333,1.20401941993028
"Ptgds","PTGDS",460,21.3889,982,42.1732,420,20.5742,28.0454333333,"PTGDS",1248.414109,1683.332257,2090.882844,8898,21915,27475,1674.20973666667,0.0173383861719277
"Ptgds","PTGDS",460,21.3889,982,42.1732,420,20.5742,28.0454333333,"",1248.414109,1683.332257,2090.882844,8898,21915,27475,1674.20973666667,0.0173383861719277
"Ptgds","AL807752.7",460,21.3889,982,42.1732,420,20.5742,28.0454333333,"PTGDS",1248.414109,1683.332257,2090.882844,8898,21915,27475,1674.20973666667,0.0173383861719277
"Ptgds","AL807752.7",460,21.3889,982,42.1732,420,20.5742,28.0454333333,"",1248.414109,1683.332257,2090.882844,8898,21915,27475,1674.20973666667,0.0173383861719277
"Ptger1","PTGER1",1154,29.4785,1226,28.9257,1137,30.5987,29.6676333333,"PTGER1",0.102129,0.070596,0.053005,7,9,7,0.0752433333333333,28.5215749612956
"Ptger2","PTGER2",48,0.476772,63,0.577969,39,0.40811,0.487617,"PTGER2",0.147637,0.183923,0.152198,8,17,14,0.161252666666667,1.28104506685022
"Ptger3","PTGER3",4171,8.19496,4509,8.18241,3704,7.66693,8.01476666667,"PTGER3",1.635393,1.050342,0.889144,67,75,68,1.19162633333333,4.11327721772675
"Ptger4","PTGER4",2037,8.42489,2210,8.44229,1877,8.17865,8.34861,"PTGER4",0.237715,0.472604,0.378295,11,39,31,0.362871333333333,6.85949566283342
"Ptges","PTGES",166,0.637851,180,0.63882,169,0.684135,0.653602,"PTGES",2.282842,1.47683,3.579456,42,89,88,2.446376,0.47980893553112
"Ptges2","PTGES2",448,7.03996,484,7.02477,452,7.48298,7.18257,"PTGES2",20.022665,27.647066,30.170827,323,764,808,25.9468526666667,0.303655870361508
"Ptges3","PTGES3",5458,46.2433,5107,39.9646,4627,41.3008,42.5029,"PTGES3",54.171276,52.306745,45.031972,1243,2173,1767,50.503331,0.844661872452483
"Ptges3l","PTGES3L",35,0.832922,40,0.879207,24,0.601716,0.771281666667,"PTGES3L",1.332584,1.669598,1.604386,8,17,26,1.53552266666667,0.698586405853599
"Ptgfr","PTGFR",1653,6.23795,1717,5.98458,1494,5.93969,6.05407333333,"PTGFR",0.290337,5.978658,0.219032,22,44,29,2.16267566666667,2.23041313014708
"Ptgfrn","PTGFRN",1298,2.87609,1359,2.78126,1180,2.75457,2.80397333333,"PTGFRN",6.373597,2.877976,3.107632,571,428,390,4.119735,0.743001997824106
"Ptgir","PTGIR",1625,57.1138,1594,51.7453,1421,52.617,53.8253666667,"PTGIR",0.025131,0.041689,0.027426,1,3,2,0.0314153333333333,53.1554698624802
"Ptgis","PTGIS",738,2.34722,743,2.18263,634,2.12437,2.21807333333,"PTGIS",1.315771,1.598407,1.873172,39,70,84,1.59578333333333,1.23973110236345
"Ptgr1","PTGR1",296,2.11899,297,1.96376,242,1.82514,1.96929666667,"PTGR1",0.424978,0.518101,0.57849,14,30,34,0.507189666666667,1.97008825918835
"Ptgr2","AC005520.3",944,4.78799,1054,4.93761,863,4.61144,4.77901333333,"",20.211991,21.549356,24.735594,571,1124,1206,22.165647,0.249464792989809
"Ptgr2","AC005520.3",944,4.78799,1054,4.93761,863,4.61144,4.77901333333,"PTGR2",20.211991,21.549356,24.735594,571,1124,1206,22.165647,0.249464792989809
"Ptgr2","PTGR2",944,4.78799,1054,4.93761,863,4.61144,4.77901333333,"",20.211991,21.549356,24.735594,571,1124,1206,22.165647,0.249464792989809
"Ptgr2","PTGR2",944,4.78799,1054,4.93761,863,4.61144,4.77901333333,"PTGR2",20.211991,21.549356,24.735594,571,1124,1206,22.165647,0.249464792989809
"Ptgs1","PTGS1",37,0.262861,42,0.275594,22,0.164661,0.234372,"PTGS1",6.361843,3.780599,2.715511,155,222,197,4.28598433333333,0.233517907386912
"Ptgs2","PTGS2",5,0.0946743,5,0.0874434,2,0.0398966,0.0740047666667,"PTGS2",5.14776,1.808399,1.74259,289,199,182,2.899583,0.275415285856642
"Pth1r","PTH1R",400,2.4773,413,2.36245,373,2.43372,2.42449,"PTH1R",2.305151,2.217027,3.068756,65,127,174,2.53031133333333,0.970024928868408
