"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"Il20rb","IL20RB",26,0.138818,23,0.113421,20,0.112498,0.121579,"IL20RB",6.773265,7.525597,7.166746,83,364,193,7.15520266666667,0.137529261484121
"Il21","IL21",6,0.0942756,2,0.029025,2,0.0331072,0.0521359333333,"IL21",0,0.072035,0.04711,0,5,2,0.039715,1.01194647892288
"Il21r","IL21R",8,0.0411941,16,0.0760956,8,0.0433989,0.0535628666667,"IL21R",0.438285,0.286178,0.314883,6,17,11,0.346448666666667,0.782475331402683
"Il22ra1","IL22RA1",4,0.0259016,4,0.0239233,3,0.020466,0.0234303,"IL22RA1",0,0,0,0,0,0,0,1.0234303
"Il22ra2","IL22RA2",4,0.0489464,4,0.045208,1,0.0128915,0.0356819666667,"IL22RA2",0,0,0.030087,0,0,1,0.010029,1.02539824764111
"Il23r","IL23R",1,0.00225189,4,0.00831958,0,0,0.00352382333333,"IL23R",0,0.04987,0.029328,0,3,1,0.0263993333333333,0.977712855750098
"Il25","IL25",14,0.691354,11,0.501719,17,0.884434,0.692502333333,"IL25",0,0.220384,0.235968,0,5,3,0.152117333333333,1.4690364291597
"Il27","IL27",5,0.130824,3,0.072499,1,0.0275651,0.0769627,"IL27",0,0,0.083435,0,0,1,0.0278116666666667,1.04782105022483
"Il27ra","IL27RA",29,0.366059,35,0.408052,27,0.359055,0.377722,"IL27RA",0,0.015028,0.026643,0,1,1,0.0138903333333333,1.35884715999857
"Il2ra","IL2RA",17,0.0523658,9,0.0256057,9,0.0292069,0.0357261333333,"IL2RA",0.067582,0.082159,0.048925,2,9,3,0.066222,0.971398201625271
"Il2rb","IL2RB",9,0.0872179,14,0.12531,7,0.0714669,0.0946649333333,"IL2RB",0.07023,0.043789,0.038886,2,3,2,0.0509683333333333,1.04157746586082
"Il2rg","AL590764.2",35,1.4008,42,1.55258,42,1.77093,1.57477,"IL2RG",2.063541,1.450662,1.3084,5,29,14,1.60753433333333,0.987434745186481
"Il2rg","AL590764.2",35,1.4008,42,1.55258,42,1.77093,1.57477,"",2.063541,1.450662,1.3084,5,29,14,1.60753433333333,0.987434745186481
"Il2rg","IL2RG",35,1.4008,42,1.55258,42,1.77093,1.57477,"IL2RG",2.063541,1.450662,1.3084,5,29,14,1.60753433333333,0.987434745186481
"Il2rg","IL2RG",35,1.4008,42,1.55258,42,1.77093,1.57477,"",2.063541,1.450662,1.3084,5,29,14,1.60753433333333,0.987434745186481
"Il31","IL31",2,0.0332603,4,0.0614399,0,0,0.0315667333333,"IL31",0,0,0,0,0,0,0,1.0315667333333
"Il31ra","IL31RA",40988,85.4345,45366,87.3377,39344,86.3971,86.3897666667,"IL31RA",0.550906,0.090179,0,2,6,0,0.213695,72.0030705133497
"Il33","IL33",109,0.475152,136,0.54757,119,0.546509,0.523077,"IL33",46.66764,37.57571,41.859789,459,1943,1025,42.0343796666667,0.035392098405911
"Il34","IL34",539,1.30519,577,1.2905,573,1.46179,1.35249333333,"IL34",14.681567,11.010987,12.636191,56,212,147,12.7762483333333,0.17076444010071
"Il4","IL4",1538,15.2162,1549,14.1545,1355,14.1232,14.4979666667,"IL4",20.148853,14.04002,15.884247,42,111,71,16.69104,0.876034798785148
"Il4i1","IL4I1",725,4.6074,833,4.88943,686,4.59289,4.69657333333,"IL4I1",0.449273,0.046094,0.728017,4,3,7,0.407794666666667,4.04645184998333
"Il4ra","IL4R",1064,6.03701,1063,5.57068,1040,6.21667,5.94145333333,"IL4R",2.157488,3.289584,2.788204,53,231,151,2.745092,1.85348005691983
"Il5","IL5",12,0.431836,7,0.232665,12,0.454949,0.37315,"IL5",0,0.028709,0.050661,0,1,1,0.0264566666666667,1.3377573984289
"Il5ra","IL5RA",4,0.0160502,9,0.0333547,5,0.0211365,0.0235138,"IL5RA",0.068773,0.087835,0.064988,1,5,3,0.0738653333333333,0.953111873742083
"Il6","IL6",6,0.135593,9,0.187856,11,0.261893,0.195114,"IL6",0,0,0,0,0,0,0,1.195114
"Il6ra","IL6R",141,0.445368,137,0.399682,144,0.479188,0.441412666667,"IL6R",0.855312,0.715328,1.029921,27,115,77,0.866853666666667,0.772108008465759
"Il6st","IL6ST",18811,63.4469,18680,58.193,17212,61.1609,60.9336,"IL6ST",33.058503,164.682546,143.892555,956,3468,2167,113.877868,0.539125604246068
"Il7","IL7",188,0.666696,165,0.540442,165,0.61645,0.607862666667,"IL7",0,0.092201,0.032511,0,6,1,0.0415706666666667,1.54369042651003
"Il7r","IL7R",3,0.0190917,4,0.0235114,5,0.0335225,0.0253752,"IL7R",0,0.022566,0.588521,0,2,10,0.203695666666667,0.851855853929856
"Il9r","IL9R",2,0.0243675,3,0.0337596,4,0.0513435,0.0364902,"IL9R",0,0,0,0,0,0,0,1.0364902
"Ildr1","ILDR1",2,0.00945618,9,0.0393028,7,0.0348681,0.0278756933333,"ILDR1",0.314805,0.315823,0.171618,6,14,7,0.267415333333333,0.81100146597561
"Ildr2","ILDR2",332,0.822037,337,0.770687,310,0.808647,0.800457,"ILDR2",2.094675,3.333641,3.171044,119,690,373,2.86645333333333,0.465661122682631
"Ilf2","ILF2",1242,15.7312,1380,16.1441,1195,15.946,15.9404333333,"ILF2",44.861389,42.610657,47.877369,464,1675,1076,45.1164716666667,0.367340187162338
"Ilf3","ILF3",1143,4.73191,1265,4.83699,1186,5.17272,4.91387333333,"ILF3",43.482226,45.176494,42.4003,379,1684,988,43.68634,0.132341859577893
"Ilk","ILK",2733,66.9697,3015,68.2372,2644,68.2566,67.8211666667,"ILK",55.832683,51.930625,55.591866,326,1291,798,54.4517246666667,1.24110056234319
"Ilkap","ILKAP",1044,6.49322,1169,6.71535,996,6.52624,6.57827,"ILKAP",30.158243,32.101241,28.420443,162,721,356,30.2266423333333,0.242686034543985
"Ilrun","ILRUN",4751,10.6232,4956,10.2352,4466,10.5204,10.4596,"ILRUN",61.955983,56.354009,54.640642,1214,4846,2671,57.6502113333333,0.195388895273887
"Ilvbl","ILVBL",607,9.27556,654,9.23048,583,9.38564,9.29722666667,"ILVBL",120.697069,120.951487,137.875944,179,767,441,126.508166666667,0.0807573893959995
"Immp1l","IMMP1L",556,1.41653,588,1.38364,505,1.35546,1.38521,"IMMP1L",15.485873,13.53002,14.860731,78,251,157,14.6255413333333,0.15264815145391
"Immp2l","IMMP2L",1195,0.199114,1130,0.173903,1058,0.185722,0.186246333333,"IMMP2L",48.609336,23.706494,34.272676,21,68,45,35.529502,0.0324736519357149
"Immt","IMMT",4035,13.5974,4317,13.4366,3707,13.1607,13.3982333333,"IMMT",125.836068,160.145922,154.941337,804,3025,1727,146.974442333333,0.0973021631726508
"Imp3","IMP3",294,49.3847,335,51.9738,290,51.32,50.8928333333,"IMP3",14.790258,16.773599,19.261754,73,299,195,16.9418703333333,2.89227557490987
"Imp4","IMP4",481,7.85352,480,7.23861,467,8.03304,7.70839,"IMP4",19.969141,19.579262,20.847569,183,687,371,20.1319906666667,0.412095109134063
"Impa1","IMPA1",2035,16.2108,2157,15.8703,1800,15.1062,15.7291,"IMPA1",163.097112,107.246781,97.105914,484,1662,1060,122.483269,0.135476653116464
"Impa2","IMPA2",326,1.52006,320,1.37812,318,1.56212,1.48676666667,"IMPA2",8.943276,7.116171,6.861622,40,228,101,7.64035633333333,0.287808346176232
"Impact","IMPACT",4350,18.1989,4430,17.118,3743,16.4975,17.2714666667,"IMPACT",185.658572,162.916036,169.540167,1751,6732,3807,172.704925,0.105186808414902
"Impdh1","IMPDH1",4381,42.6822,4624,41.6089,4110,42.1852,42.1587666667,"IMPDH1",26.274254,33.032268,28.43792,176,805,435,29.2481473333333,1.42682347421454
"Impdh2","IMPDH2",880,25.7754,867,23.4551,812,25.0567,24.7624,"IMPDH2",54.947706,88.080077,83.327518,174,760,474,75.451767,0.336975860871862
"Impg1","IMPG1",65,0.066306,85,0.0800854,67,0.0720042,0.0727985333333,"IMPG1",0.102075,0.067357,0.083663,2,5,4,0.084365,0.989333419405182
"Impg2","IMPG2",66,0.147512,32,0.0660583,34,0.0800581,0.0978761333333,"IMPG2",0.167638,0.56365,2.987874,8,32,27,1.23972066666667,0.490184400971416
"Ina","INA",1136,16.5868,1040,14.0253,1053,16.1978,15.6033,"INA",80.562048,79.913922,80.50652,1684,6020,3452,80.3274966666667,0.204153584956035
"Inafm1","INAFM1",301,29.1077,337,30.1,284,28.9337,29.3804666667,"INAFM1",11.822369,14.918437,14.474296,107,464,258,13.7383673333333,2.06131832513018
"Inafm2","INAFM2",195,9.91345,196,9.20325,154,8.24812,9.12160666667,"INAFM2",8.863043,9.522427,11.198247,162,618,415,9.861239,0.931901661188931
"Inava","INAVA",2,0.0149715,0,0,1,0.00788638,0.00761929333333,"INAVA",0.52418,0.357613,0.722266,7,27,13,0.534686333333333,0.656563671316981
"Inca1","INCA1",44,0.578991,43,0.522616,28,0.388169,0.496592,"INCA1",1.437056,1.718057,2.32638,9,42,31,1.82716433333333,0.529361516893311
"Incenp","INCENP",224,1.27557,248,1.30437,203,1.21785,1.26593,"INCENP",10.452617,10.566372,9.848375,53,210,120,10.2891213333333,0.200718012774776
"Inf2","INF2",1618,9.37956,1715,9.18254,1528,9.33192,9.29800666667,"INF2",11.979188,12.954524,12.159425,273,1081,574,12.364379,0.770556317406892
"Ing1","ING1",481,9.71951,501,9.35043,370,7.87671,8.98221666667,"ING1",24.70964,19.797734,19.799823,143,568,338,21.4357323333333,0.444924931282014
"Ing2","ING2",147,2.72297,170,2.9085,142,2.77113,2.80086666667,"ING2",10.354097,7.191132,7.722089,66,204,118,8.42243933333333,0.403384572954887
"Ing3","ING3",349,2.04655,298,1.61401,283,1.74834,1.80296666667,"ING3",26.168288,13.110389,19.909326,159,424,286,19.7293343333333,0.135217398764357
"Ing4","ING4",470,7.67392,518,7.81167,427,7.34499,7.61019333333,"ING4",17.135208,17.837677,18.771834,152,600,342,17.9149063333333,0.455206765584477
"Ing5","ING5",257,2.1993,304,2.40281,258,2.32603,2.30938,"ING5",2.280633,2.28877,2.407344,61,267,159,2.32558233333333,0.995127971071132
"Inha","INHA",197,9.29367,221,9.6296,179,8.89648,9.27325,"INHA",3.179344,5.471399,4.105635,29,187,79,4.252126,1.9560174298941
"Inhba","INHBA",35,0.274762,29,0.210272,20,0.16541,0.216814666667,"INHBA",0.711507,0.861489,0.999556,31,139,79,0.857517333333333,0.655075807278425
"Inhbb","INHBB",180,4.11816,151,3.19082,177,4.26627,3.85841666667,"INHBB",2.736862,2.672429,2.271587,69,235,114,2.56029266666667,1.36461159841073
"Inhbc","INHBC",7,0.0769995,5,0.050799,3,0.034766,0.0541881666667,"INHBC",0,0,0,0,0,0,0,1.0541881666667
"Inhbe","INHBE",0,0,3,0.0774193,0,0,0.0258064333333,"INHBE",0.027431,0.07956,0.02549,1,11,2,0.0441603333333333,0.982422335522514
"Inip","INIP",553,2.68615,589,2.6425,469,2.40006,2.57623666667,"INIP",7.852849,8.304162,11.675099,104,427,292,9.27737,0.34797196818544
"Inka1","INKA1",80,7.4935,87,7.52677,78,7.69721,7.57249333333,"INKA1",1.423984,0.923473,1.430752,8,14,8,1.259403,3.79414090064057
"Inka2","INKA2",841,8.03563,785,6.92769,737,7.41883,7.46071666667,"INKA2",4.762411,4.266569,4.829701,97,380,232,4.61956033333333,1.5055833846082
"Inmt","INMT",11,0.386442,44,1.42771,20,0.740228,0.85146,"INMT",1.341307,1.503481,1.421029,8,34,18,1.421939,0.764453605148602
"Inmt","INMT",11,0.386442,44,1.42771,20,0.740228,0.85146,"INMT-MINDY4",1.341307,1.503481,1.421029,8,34,18,1.421939,0.764453605148602
"Inmt","INMT-MINDY4",11,0.386442,44,1.42771,20,0.740228,0.85146,"INMT",1.341307,1.503481,1.421029,8,34,18,1.421939,0.764453605148602
"Inmt","INMT-MINDY4",11,0.386442,44,1.42771,20,0.740228,0.85146,"INMT-MINDY4",1.341307,1.503481,1.421029,8,34,18,1.421939,0.764453605148602
"Ino80","INO80",772,1.14502,819,1.12195,817,1.27662,1.18119666667,"INO80",4.253909,4.991011,5.02106,185,816,465,4.75532666666667,0.37898746552527
"Ino80b","INO80B",199,8.42285,195,7.62317,181,8.07102,8.03901333333,"INO80B",46.030039,16.74854,24.918856,44,141,88,29.2324783333333,0.298983537957716
"Ino80b","INO80B",199,8.42285,195,7.62317,181,8.07102,8.03901333333,"INO80B-WBP1",46.030039,16.74854,24.918856,44,141,88,29.2324783333333,0.298983537957716
"Ino80b","INO80B-WBP1",199,8.42285,195,7.62317,181,8.07102,8.03901333333,"INO80B",46.030039,16.74854,24.918856,44,141,88,29.2324783333333,0.298983537957716
"Ino80b","INO80B-WBP1",199,8.42285,195,7.62317,181,8.07102,8.03901333333,"INO80B-WBP1",46.030039,16.74854,24.918856,44,141,88,29.2324783333333,0.298983537957716
"Ino80c","INO80C",611,5.51449,612,5.10165,544,5.17258,5.26290666667,"INO80C",5.956641,9.051297,9.27805,96,546,314,8.09532933333333,0.68858492498091
"Ino80d","INO80D",1398,1.38869,1474,1.35235,1226,1.28301,1.34135,"INO80D",2.598384,3.205492,3.022165,248,1109,593,2.94201366666667,0.593947712510045
"Ino80e","INO80E",551,7.48994,571,7.16899,493,7.06021,7.23971333333,"INO80E",36.22336,32.176011,27.723828,111,519,297,32.0410663333333,0.249377948344766
"Inpp1","INPP1",1293,6.22048,1316,5.84758,1142,5.7881,5.95205333333,"INPP1",28.295814,26.28676,30.149527,312,1229,748,28.2440336666667,0.237725527626313
"Inpp4a","INPP4A",4235,5.92855,4429,5.72658,4024,5.93468,5.86327,"INPP4A",50.45543,37.193411,41.397751,1030,3802,2443,43.0155306666667,0.155928371101013
"Inpp4b","INPP4B",111,0.0219367,139,0.0253722,104,0.0216534,0.0229874333333,"INPP4B",15.805348,12.261768,12.934383,265,743,457,13.6671663333333,0.0697467670362753
"Inpp5a","INPP5A",627,0.510728,686,0.516108,560,0.480567,0.502467666667,"INPP5A",151.820262,121.443636,137.762731,1530,4853,3512,137.008876333333,0.0108867466106896
"Inpp5b","INPP5B",900,2.34133,925,2.22257,849,2.32686,2.29692,"INPP5B",81.01676,71.333274,75.827723,210,881,537,76.0592523333333,0.0427842199368688
"Inpp5d","INPP5D",91,0.140964,92,0.131628,62,0.101182,0.124591333333,"INPP5D",1.732568,3.320926,3.694648,19,123,53,2.91604733333333,0.287175112455995
"Inpp5e","INPP5E",1588,19.0252,1595,17.6496,1361,17.1784,17.9510666667,"INPP5E",16.933998,19.186781,26.647841,199,929,604,20.9228733333333,0.864442647574177
"Inpp5f","INPP5F",2771,5.05399,2942,4.95604,2490,4.78455,4.93152666667,"INPP5F",64.641323,61.50686,67.164741,1167,4148,2546,64.4376413333333,0.0906439557693614
"Inpp5j","INPP5J",1077,16.0008,1147,15.7392,1035,16.1998,15.9799333333,"INPP5J",23.425238,27.187211,26.622381,453,2058,1139,25.7449433333333,0.63488387773614
"Inpp5k","INPP5K",1907,16.5502,2053,16.4564,1715,15.6805,16.2290333333,"INPP5K",19.085332,24.400571,24.179735,222,923,519,22.5552126666667,0.73143187357765
"Inppl1","INPPL1",582,5.79123,681,6.25879,625,6.55197,6.20066333333,"INPPL1",35.270182,26.724571,29.799264,182,811,490,30.5980056666667,0.227883474966463
"Insc","INSC",414,0.602273,479,0.643611,390,0.597726,0.614536666667,"INSC",4.378647,10.71235,4.588227,37,218,93,6.55974133333333,0.213570358492028
"Insig1","INSIG1",2604,55.365,2785,54.6908,2092,46.8597,52.3051666667,"INSIG1",38.681919,37.470755,40.379056,593,2283,1377,38.84391,1.33784979101449
"Insig2","INSIG2",1111,6.10678,1118,5.6759,945,5.47235,5.75167666667,"INSIG2",133.652544,167.881621,179.062009,305,1157,643,160.198724666667,0.0418841816560981
"Insl5","INSL5",70,1.21108,74,1.1825,64,1.16654,1.18670666667,"INSL5",0.728711,0.575374,0.339004,1,3,1,0.547696333333333,1.41287836610713
"Insl6","INSL6",15,0.580148,20,0.714451,15,0.6112,0.635266333333,"INSL6",0.912173,0.320235,0.424173,3,4,3,0.552193666666667,1.05351952430313
"Insm1","INSM1",203,10.1637,234,10.821,144,7.59559,9.52676333333,"INSM1",0.231967,0.314658,0.447532,4,17,14,0.331385666666667,7.90662209822749
"Insm2","INSM2",390,22.7562,389,20.9643,375,23.0521,22.2575333333,"INSM2",0.18236,0.053364,0.093118,3,3,3,0.109614,20.9600215329835
"Insr","INSR",1401,1.38012,1361,1.23832,1183,1.22774,1.28206,"INSR",8.61639,7.835613,8.604444,380,1525,963,8.352149,0.244014504046075
"Insrr","INSRR",114,0.923912,117,0.875803,99,0.845288,0.881667666667,"INSRR",0,0.188,0.158497,0,23,11,0.115499,1.68683940251582
"Insyn1","INSYN1",2759,38.3093,2973,38.1279,2726,39.877,38.7714,"INSYN1",53.48042,48.195406,53.264285,640,2221,1414,51.6467036666667,0.755439509599939
"Insyn2a","INSYN2A",52,0.142835,49,0.124314,73,0.21125,0.159466333333,"INSYN2A",1.73353,2.671803,2.044481,32,177,77,2.149938,0.368091795245811
"Insyn2b","INSYN2B",320,0.460377,340,0.451791,343,0.519879,0.477349,"INSYN2B",1.711658,2.007246,1.935661,62,280,152,1.884855,0.512105114468491
"Ints1","INTS1",1461,9.29613,1571,9.23257,1431,9.59258,9.37376,"INTS1",18.655951,24.311294,29.942061,359,1722,949,24.303102,0.409979772440549
"Ints11","INTS11",661,5.24559,650,4.76432,590,4.93274,4.98088333333,"INTS11",13.670762,14.882407,14.654799,115,477,283,14.402656,0.388302078117566
"Ints12","INTS12",238,1.92907,262,1.9614,237,2.02378,1.97141666667,"INTS12",6.414072,5.795657,6.616892,54,281,172,6.27554033333333,0.40841181967699
"Ints13","INTS13",581,3.19729,591,3.00392,529,3.06694,3.08938333333,"INTS13",22.934198,22.091862,18.57075,129,432,260,21.1989366666667,0.184215279980978
"Ints14","INTS14",434,2.58344,424,2.33115,433,2.71545,2.54334666667,"INTS14",5.949924,6.42498,6.572075,101,397,256,6.31565966666667,0.484350944155458
"Ints2","INTS2",520,1.72105,482,1.47344,518,1.80619,1.66689333333,"INTS2",2.587881,6.674806,3.438926,97,442,239,4.233871,0.509545102149059
"Ints3","INTS3",1386,5.0934,1414,4.79942,1222,4.73107,4.87463,"INTS3",13.119471,13.968086,16.002818,294,1254,792,14.3634583333333,0.382376797758751
"Ints4","INTS4",952,2.44472,1082,2.56634,932,2.52146,2.51084,"INTS4",12.706076,16.909074,16.569522,186,757,438,15.3948906666667,0.214142324665701
"Ints5","INTS5",411,13.0612,427,12.5333,366,12.2537,12.6160666667,"INTS5",3.719867,4.404186,4.622898,81,368,218,4.24898366666667,2.5940386808913
"Ints6","INTS6",692,1.26597,672,1.13548,534,1.0292,1.14355,"INTS6",7.141776,12.824817,9.602305,162,634,372,9.85629933333333,0.197447577133252
"Ints6l","INTS6L",1259,3.68785,1338,3.61992,1164,3.59207,3.63328,"INTS6L",10.451294,13.40573,14.471452,257,1278,710,12.7761586666667,0.336325975339618
"Ints7","INTS7",597,1.92828,635,1.89437,552,1.87836,1.90033666667,"INTS7",4.90621,6.36447,6.393692,132,624,369,5.888124,0.421063364519861
"Ints8","INTS8",1216,3.42524,1171,3.04656,1045,3.10111,3.19097,"INTS8",13.226432,19.179308,21.098367,158,663,412,17.8347023333333,0.222513205986956
"Ints9","INTS9",627,1.08384,612,0.977113,581,1.05808,1.03967766667,"INTS9",5.162826,4.34351,4.044534,90,294,154,4.51695666666667,0.369710655694232
"Intu","INTU",167,0.149404,149,0.123119,157,0.147975,0.140166,"INTU",2.052811,1.435857,1.547347,74,231,139,1.67867166666667,0.42564604471246
"Invs","INVS",2377,2.42407,2580,2.43014,2194,2.3572,2.40380333333,"INVS",2.284886,3.308106,2.986265,65,264,129,2.85975233333333,0.881870917969089
"Ip6k1","IP6K1",5281,17.7101,5595,17.3301,4860,17.1706,17.4036,"IP6K1",271.509206,295.825694,400.931396,1233,5047,2980,322.755432,0.0568441427725605
"Ip6k2","IP6K2",1199,8.25551,1240,7.88572,1144,8.2984,8.14654333333,"IP6K2",57.212045,53.323688,48.7488,274,997,591,53.0948443333333,0.169083457879439
"Ip6k3","IP6K3",16,0.104206,24,0.144371,5,0.0343075,0.0942948333333,"IP6K3",0.463111,0.570441,0.460252,7,33,15,0.497934666666667,0.730535755453487
"Ipcef1","IPCEF1",585,0.54473,534,0.459263,445,0.436546,0.480179666667,"IPCEF1",10.540502,8.483905,12.631191,407,1186,846,10.551866,0.128133382664498
"Ipmk","IPMK",1048,1.901,1051,1.76083,903,1.72565,1.79582666667,"IPMK",6.691594,6.936863,7.174915,203,844,497,6.93445733333333,0.352365202712036
"Ipo11","IPO11",1986,2.16282,1939,1.95036,1801,2.06633,2.05983666667,"IPO11",11.644383,14.425938,14.703226,269,1056,588,13.5911823333333,0.209704504869345
"Ipo13","IPO13",1974,14.9353,1960,13.6968,1760,14.0289,14.2203333333,"IPO13",30.8593,56.871288,49.829068,399,2077,1180,45.8532186666667,0.324851392635025
"Ipo4","IPO4",1805,26.5346,1833,24.8882,1760,27.2579,26.2269,"IPO4",86.167115,107.005596,106.426254,258,1361,719,99.8663216666667,0.26993053330503
"Ipo5","IPO5",3154,13.3111,3239,12.6258,2877,12.7919,12.9096,"IPO5",25.383817,25.140796,27.385853,774,2844,1752,25.9701553333333,0.515740448213461
"Ipo7","IPO7",4118,16.6723,3801,14.2136,3720,15.8671,15.5843333333,"IPO7",33.680531,33.595553,31.402527,1093,3626,2071,32.8928703333333,0.489316283046982
"Ipo8","IPO8",1974,5.04043,1995,4.70499,1814,4.8798,4.87507333333,"IPO8",16.948415,17.034181,16.269372,393,1419,803,16.750656,0.330977814754001
"Ipo9","IPO9",2403,7.73984,2516,7.48486,2253,7.6451,7.62326666667,"IPO9",54.761041,72.802336,72.612038,894,3714,2209,66.7251383333333,0.127327413112507
"Ipp","IPP",211,1.06692,244,1.13955,198,1.05477,1.08708,"IPP",5.063505,4.186154,4.400502,68,212,126,4.55005366666667,0.376046814201977
"Ippk","IPPK",437,1.56552,456,1.50882,425,1.60403,1.55945666667,"IPPK",3.431794,4.640962,5.213419,79,393,249,4.428725,0.471465522138255
"Iqank1","IQANK1",144,0.602526,124,0.479214,97,0.427591,0.503110333333,"IQANK1",1.348155,0.714061,0.418435,7,14,5,0.826883666666667,0.822772878623178
"Iqca","IQCA1",32,0.0446364,26,0.0334971,23,0.0337995,0.037311,"IQCA1",2.344412,1.191195,1.221298,5,26,15,1.585635,0.40118230144626
"Iqca1l","IQCA1L",14,0.162425,6,0.0642942,6,0.0733366,0.1000186,"IQCA1L",0,0,0,0,0,0,0,1.1000186
"Iqcb1","IQCB1",627,2.19492,641,2.07254,571,2.10587,2.12444333333,"IQCB1",52.518489,132.033054,138.341956,121,584,327,107.631166333333,0.0287619422564486
"Iqcc","IQCC",371,14.4898,333,12.0124,288,11.8502,12.7841333333,"IQCC",14.19657,13.041041,10.989254,59,231,127,12.7422883333333,1.00304498049755
"Iqcd","IQCD",121,1.03741,126,0.997773,105,0.948418,0.994533666667,"IQCD",0.415839,0.655953,0.494939,4,26,11,0.522243666666667,1.31025913284601
"Iqcg","IQCG",983,3.50447,973,3.20388,816,3.0648,3.25771666667,"IQCG",2.674053,1.185209,2.976397,22,55,57,2.278553,1.29865726333233
"Iqch","IQCH",168,0.14403,175,0.138573,154,0.139094,0.140565666667,"IQCH",0,0.06315,0.168982,0,5,4,0.0773773333333333,1.05865014176432
"Iqcj","IQCJ",41,0.038714,49,0.0427341,41,0.0407861,0.0407447333333,"IQCJ",0,0.068871,0.517898,0,2,2,0.195589666666667,0.870486557679042
"Iqck","IQCK",369,0.48992,398,0.488064,359,0.502154,0.493379333333,"IQCK",2.619358,3.270641,3.112509,23,101,73,3.000836,0.373266820567751
"Iqcm","IQCM",386,0.111813,471,0.126015,350,0.106812,0.11488,"IQCM",0,0,0.07942,0,0,2,0.0264733333333333,1.0861266082574
"Iqcn","IQCN",114,1.24657,100,1.00997,83,0.956168,1.07090266667,"IQCN",0.031752,0.008308,0,1,1,0,0.0133533333333333,2.04361361289251
"Iqgap1","IQGAP1",1661,2.25367,1738,2.17804,1553,2.21992,2.21721,"IQGAP1",3.386284,5.776719,5.315742,163,762,432,4.82624833333333,0.552192391387368
"Iqgap2","IQGAP2",3505,2.05046,3528,1.90628,3220,1.98456,1.98043333333,"IQGAP2",5.345395,5.991231,3.149609,17,82,56,4.828745,0.511333628993891
"Iqgap3","IQGAP3",164,0.651371,187,0.685995,154,0.644391,0.660585666667,"IQGAP3",0.413655,0.202522,0.135808,6,12,4,0.250661666666667,1.32776570268831
"Iqsec1","IQSEC1",9352,4.36417,9649,4.15886,8651,4.25312,4.25871666667,"IQSEC1",252.878386,405.189549,326.314046,2093,8613,4863,328.127327,0.0159777576496102
"Iqsec2","IQSEC2",1775,3.40249,2008,3.55514,1752,3.53815,3.49859333333,"IQSEC2",19.094188,23.064914,28.852829,409,1807,1162,23.6706436666667,0.182346005808037
"Iqsec3","IQSEC3",1575,2.42644,1512,2.15147,1554,2.52223,2.36671333333,"IQSEC3",20.728069,23.827707,22.766166,1034,4391,2400,22.4406473333333,0.143627148408245
"Iqub","IQUB",13,0.0287412,14,0.028588,18,0.0419255,0.0330849,"IQUB",0.670661,0.712856,0.875205,16,63,44,0.752907333333333,0.589355113276572
"Irak1","IRAK1",1299,20.1516,1300,18.6268,1149,18.7786,19.1856666667,"IRAK1",30.887095,33.869713,40.120381,280,1214,696,34.959063,0.561351297354439
"Irak1bp1","IRAK1BP1",205,1.75324,205,1.61934,203,1.82906,1.73388,"IRAK1BP1",9.237884,6.434894,6.065474,76,226,139,7.246084,0.33153676338975
"Irak2","IRAK2",170,0.466505,211,0.534792,175,0.505929,0.502408666667,"IRAK2",10.583467,9.237445,6.879791,98,329,191,8.90023433333333,0.15175485913586
"Irak3","IRAK3",177,0.45421,177,0.419519,146,0.394712,0.422813666667,"IRAK3",0.320074,0.266861,0.630841,6,19,13,0.405925333333333,1.01201225479992
