"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"Ankhd1","ANKHD1-EIF4EBP3",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1",6.393944,7.182742,7.651518,511,425,322,7.076068,0.578952529869734
"Ankhd1","ANKHD1",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1-EIF4EBP3",6.393944,7.182742,7.651518,511,425,322,7.076068,0.578952529869734
"Ankhd1","ANKHD1",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1",6.393944,7.182742,7.651518,511,425,322,7.076068,0.578952529869734
"Ankib1","ANKIB1",2182,2.99901,2175,2.76107,1921,2.7816,2.84722666667,"ANKIB1",1.349544,1.264043,1.351216,229,207,178,1.321601,1.65714378425492
"Ankk1","ANKK1",5,0.0656109,2,0.0242399,0,0,0.0299502666667,"ANKK1",0.01107,0,0,1,0,0,0.00369,1.02616372253056
"Ankle1","ANKLE1",5,0.199241,3,0.110414,3,0.125943,0.145199333333,"ANKLE1",0.032523,0.179321,0,2,5,0,0.0706146666666667,1.06966527639543
"Ankle2","ANKLE2",881,5.33138,882,4.92977,790,5.03657,5.09924,"ANKLE2",3.902084,5.193003,4.537244,316,331,236,4.54411033333333,1.10012962103748
"Ankmy1","ANKMY1",341,1.22787,363,1.20726,300,1.13806,1.19106333333,"ANKMY1",0.009087,0,0.037553,1,0,2,0.0155466666666667,2.15752107239122
"Ankmy2","ANKMY2",626,2.41826,667,2.37985,617,2.51106,2.43639,"ANKMY2",1.597937,2.075794,1.565258,123,149,87,1.74632966666667,1.25126638717445
"Ankra2","ANKRA2",591,7.8528,630,7.73165,519,7.26521,7.61655333333,"ANKRA2",2.923761,2.965146,3.486581,132,132,105,3.12516266666667,2.08877904451041
"Ankrd1","ANKRD1",1,0.0190698,0,0,0,0,0.0063566,"ANKRD1",119.221736,154.849296,157.918567,6591,7947,6278,143.996533,0.00694055629592192
"Ankrd10","ANKRD10",2130,13.6751,2043,12.1147,1719,11.6271,12.4723,"ANKRD10",4.243767,4.591349,4.660711,381,347,253,4.498609,2.45012875074405
"Ankrd11","ANKRD11",5120,5.01508,5434,4.91612,4748,4.89963,4.94361,"ANKRD11",6.84486,6.848585,8.128859,1218,1222,1049,7.27410133333333,0.718339038954643
"Ankrd12","ANKRD12",2883,4.01705,2813,3.62016,2686,3.94287,3.86002666667,"ANKRD12",1.560645,2.209618,5.355274,295,282,292,3.04184566666667,1.20242757083748
"Ankrd13a","ANKRD13A",1152,5.67189,1154,5.24779,1039,5.38934,5.43634,"ANKRD13A",4.191148,4.713112,4.519281,336,352,269,4.47451366666667,1.17569164895682
"Ankrd13b","ANKRD13B",1946,15.736,2009,15.0047,1785,15.2067,15.3158,"ANKRD13B",1.57774,1.03035,1.450542,113,88,56,1.35287733333333,6.93440315347223
"Ankrd13c","ANKRD13C",1546,3.94686,1660,3.91422,1450,3.8999,3.92032666667,"ANKRD13C",5.919459,5.206026,5.608093,275,277,207,5.57785933333333,0.748013360780797
"Ankrd13d","ANKRD13D",1961,23.4886,2067,22.8673,1805,22.7772,23.0443666667,"ANKRD13D",0.367277,0.160822,0.327113,6,6,4,0.285070666666667,18.7105404320437
"Ankrd16","ANKRD16",416,5.18444,432,4.97264,410,5.38314,5.18007333333,"ANKRD16",3.344502,2.545576,2.777456,115,84,74,2.889178,1.58904358024498
"Ankrd17","ANKRD17",4838,5.3862,4916,5.05503,4563,5.35194,5.26439,"ANKRD17",5.585398,6.028304,6.862271,1193,1181,989,6.15865766666667,0.875078861386164
"Ankrd2","ANKRD2",2,0.0340707,5,0.0786712,8,0.143577,0.0854396333333,"ANKRD2",0.125813,0,0,4,0,0,0.0419376666666667,1.04175102605303
"Ankrd22","ANKRD22",1,0.00348119,10,0.0321531,4,0.0146701,0.01676813,"ANKRD22",0,0,0,0,0,0,0,1.01676813
"Ankrd23","ANKRD23",65,1.50666,81,1.73413,75,1.8315,1.69076333333,"ANKRD23",38.819298,35.782435,42.599665,2685,2247,2149,39.0671326666667,0.0671563736720433
"Ankrd24","ANKRD24",689,5.60742,680,5.11149,569,4.87865,5.19918666667,"ANKRD24",1.951498,2.452895,1.669993,51,49,35,2.02479533333333,2.04945656929405
"Ankrd26","ANKRD62",583,1.48536,564,1.32721,536,1.43871,1.41709333333,"ANKRD62",0.399067,0.652642,0.571109,44,42,39,0.540939333333333,1.56858435698528
"Ankrd27","ANKRD27",2169,6.35389,2364,6.39621,2086,6.43782,6.39597333333,"ANKRD27",2.789645,2.632024,2.483074,133,133,128,2.63491433333333,2.03470361474727
"Ankrd28","ANKRD28",1248,1.46872,1214,1.31959,1201,1.48906,1.42579,"ANKRD28",3.44933,2.700908,4.695647,394,425,414,3.615295,0.525598038695251
"Ankrd29","ANKRD29",1470,4.26973,1446,3.87924,1380,4.22285,4.12394,"ANKRD29",1.095219,0.665951,1.808385,35,38,26,1.18985166666667,2.33985711360967
"Ankrd31","ANKRD31",20,0.0191891,23,0.020382,18,0.0181945,0.0192552,"ANKRD31",0,0,0,0,0,0,0,1.0192552
"Ankrd33","ANKRD33",9,0.325917,11,0.367919,18,0.686723,0.460186333333,"ANKRD33",0.021884,0,0,1,0,0,0.00729466666666667,1.44961189774293
"Ankrd33b","ANKRD33B",299,0.608631,309,0.580947,294,0.630484,0.606687333333,"ANKRD33B",2.516308,2.39461,2.383367,383,348,285,2.43142833333333,0.468226982252677
"Ankrd34a","ANKRD34A",71,3.5095,73,3.33277,64,3.33282,3.39169666667,"ANKRD34A",0.156353,0.146392,0.248968,14,13,16,0.183904333333333,3.70950299193938
"Ankrd34b","ANKRD34B",70,0.689249,98,0.891249,92,0.954355,0.844951,"ANKRD34B",0,0.009378,0,0,1,0,0.003126,1.83920165562452
"Ankrd34c","ANKRD34C",564,6.61612,567,6.14331,486,6.00627,6.25523333333,"ANKRD34C",0,0,0,0,0,0,0,7.25523333333
"Ankrd35","ANKRD35",255,1.89352,281,1.92722,195,1.52548,1.78207333333,"ANKRD35",0.211014,0.340331,0.444848,26,37,30,0.332064333333333,2.0885427705794
"Ankrd37","ANKRD37",50,0.881269,50,0.81396,25,0.464218,0.719815666667,"ANKRD37",1.563845,3.293997,4.22399,14,31,22,3.02727733333333,0.427041776445906
"Ankrd39","ANKRD39",213,3.32624,294,4.24049,253,4.16235,3.90969333333,"ANKRD39",0.809764,0.793427,0.821826,51,36,32,0.808339,2.71502928009073
"Ankrd40","ANKRD40",3411,38.25,3617,37.4622,3197,37.7691,37.8271,"ANKRD40",40.839465,48.270169,45.609302,1585,1633,1259,44.906312,0.845790008136572
"Ankrd42","ANKRD42",566,1.58514,584,1.51063,520,1.53426,1.54334333333,"ANKRD42",0.035892,0.023796,0.098859,1,2,3,0.052849,2.41567720853608
"Ankrd44","ANKRD44",640,0.353441,634,0.323386,504,0.293232,0.323353,"ANKRD44",1.917095,2.099885,1.785406,124,113,91,1.93412866666667,0.451020780047592
"Ankrd45","AL139142.2",797,4.44842,755,3.89215,674,3.96325,4.10127333333,"ANKRD45",0.168068,0.35746,0.415793,20,21,16,0.313773666666667,3.88291641304781
"Ankrd45","AL139142.2",797,4.44842,755,3.89215,674,3.96325,4.10127333333,"",0.168068,0.35746,0.415793,20,21,16,0.313773666666667,3.88291641304781
"Ankrd45","ANKRD45",797,4.44842,755,3.89215,674,3.96325,4.10127333333,"ANKRD45",0.168068,0.35746,0.415793,20,21,16,0.313773666666667,3.88291641304781
"Ankrd45","ANKRD45",797,4.44842,755,3.89215,674,3.96325,4.10127333333,"",0.168068,0.35746,0.415793,20,21,16,0.313773666666667,3.88291641304781
"Ankrd46","ANKRD46",7650,61.9929,8134,60.8806,6966,59.4713,60.7816,"ANKRD46",4.512203,4.448707,4.583339,369,322,265,4.51474966666667,11.2029745200281
"Ankrd49","ANKRD49",315,9.3321,296,8.09944,285,8.89524,8.77559333333,"ANKRD49",1.424621,1.308145,1.584652,84,63,60,1.43913933333333,4.00780439220364
"Ankrd50","ANKRD50",3476,15.1606,3364,13.5515,3061,14.0652,14.2591,"ANKRD50",5.031244,4.666153,6.530647,535,466,482,5.409348,2.38075698183341
"Ankrd53","ANKRD53",23,0.628156,12,0.302702,8,0.230183,0.387013666667,"ANKRD53",0,0,0,0,0,0,0,1.387013666667
"Ankrd54","ANKRD54",233,3.69017,248,3.62775,202,3.37044,3.56278666667,"ANKRD54",0.887519,1.006296,1.193149,49,35,30,1.028988,2.24879923719115
"Ankrd55","ANKRD55",479,0.778059,495,0.742638,427,0.730717,0.750471333333,"ANKRD55",0.025244,0.078345,0.100918,2,3,3,0.068169,1.63875878567249
"Ankrd6","ANKRD6",957,1.01177,1028,1.00383,877,0.976818,0.997472666667,"ANKRD6",0.246211,0.267682,0.233409,36,37,25,0.249100666666667,1.59912865309521
"Ankrd61","ANKRD61",158,3.53103,154,3.17878,142,3.34331,3.35104,"ANKRD61",0.068071,0.061885,0.031371,3,3,1,0.0537756666666667,4.12900025843578
"Ankrd65","ANKRD65",1,0.0171218,4,0.0632563,3,0.0541146,0.0448309,"ANKRD65",0.029527,0,0,1,0,0,0.00984233333333333,1.03464755389208
"Ankrd66","ANKRD66",16,0.262732,30,0.454998,12,0.207596,0.308442,"ANKRD66",0,0,0.036585,0,0,1,0.012195,1.29267779429853
"Ankrd7","POTEA",0,0,0,0,3,0.0369695,0.0123231666667,"POTEA",0,0,0,0,0,0,0,1.0123231666667
"Ankrd9","ANKRD9",235,9.88995,234,9.09571,186,8.24675,9.07747,"ANKRD9",9.387042,8.937968,10.087995,286,343,217,9.47100166666667,0.962416998946774
"Anks1","ANKS1A",1695,1.71421,1821,1.70098,1653,1.76121,1.72546666667,"ANKS1A",6.407799,6.560822,8.327643,838,878,732,7.09875466666667,0.336529105874467
"Anks3","ANKS3",863,5.88254,948,5.96839,775,5.56544,5.80545666667,"ANKS3",3.01043,3.670674,3.687836,87,100,67,3.45631333333333,1.5271494972683
"Anks4b","ANKS4B",1,0.0132329,0,0,0,0,0.00441096666667,"ANKS4B",0,0,0,0,0,0,0,1.00441096666667
"Anks6","ANKS6",361,1.34176,351,1.20495,268,1.04941,1.19870666667,"ANKS6",0.239733,0.22875,0.197684,22,17,13,0.222055666666667,1.79918699830368
"Ankub1","ANKUB1",19,0.0832878,16,0.0647803,23,0.106218,0.0847620333333,"ANKUB1",0.023589,0,0,2,0,0,0.007863,1.07629909356063
"Ankzf1","ANKZF1",368,7.89235,393,7.78477,358,8.08882,7.92198,"ANKZF1",1.964608,2.084632,1.765595,161,136,109,1.93827833333333,3.03646523162373
"Anln","ANLN",255,0.692207,276,0.69199,233,0.666339,0.683512,"ANLN",0.308002,0.287606,0.441238,22,18,12,0.345615333333333,1.25110940570931
"Ano1","ANO1",408,0.387486,379,0.332453,390,0.390215,0.370051333333,"ANO1",1.00841,1.172561,1.215449,102,111,104,1.13214,0.642571000653334
"Ano10","ANO10",1513,1.98086,1560,1.8864,1360,1.87585,1.91437,"ANO10",18.719057,16.619785,20.568219,404,332,314,18.635687,0.148422105119113
"Ano2","ANO2",21,0.00932032,16,0.00655883,24,0.0112219,0.00903368333333,"ANO2",0,0,0,0,0,0,0,1.00903368333333
"Ano3","ANO3",10207,5.3571,11373,5.51318,9432,5.2153,5.36186,"ANO3",0.111708,0.009855,0,1,2,0,0.040521,6.11411014289957
"Ano4","ANO4",1526,0.598453,1584,0.573753,1492,0.616436,0.596214,"ANO4",1.570592,2.609429,0.995733,75,75,58,1.72525133333333,0.585712583817957
"Ano5","ANO5",138,0.244282,166,0.271403,114,0.212599,0.242761333333,"ANO5",0.274251,0.209411,0.181437,38,37,21,0.221699666666667,1.0172396434582
"Ano6","ANO6",3219,2.71666,3241,2.52632,3127,2.78026,2.67441333333,"ANO6",2.268473,2.076445,1.94926,334,305,207,2.09805933333333,1.18603710839087
"Ano7","ANO7",25,0.127748,18,0.0849537,13,0.0699846,0.0942287666667,"ANO7",0,0,0,0,0,0,0,1.0942287666667
"Ano8","ANO8",1222,19.0714,1372,19.777,1280,21.0458,19.9647333333,"ANO8",1.38787,1.669972,1.82664,144,191,129,1.62816066666667,7.97696031266226
"Ano9","ANO9",1,0.00935276,3,0.0259153,0,0,0.01175602,"ANO9",0,0,0.014223,0,0,1,0.004741,1.00698191872333
"Anp32a","ANP32A",1241,5.13365,1249,4.77212,1165,5.0772,4.99432333333,"ANP32D",74.241538,81.502362,88.501668,980,937,825,81.4151893333333,0.0727332349997473
"Anp32a","ANP32A",1241,5.13365,1249,4.77212,1165,5.0772,4.99432333333,"ANP32A",74.241538,81.502362,88.501668,980,937,825,81.4151893333333,0.0727332349997473
"Anp32a","ANP32D",1241,5.13365,1249,4.77212,1165,5.0772,4.99432333333,"ANP32D",74.241538,81.502362,88.501668,980,937,825,81.4151893333333,0.0727332349997473
"Anp32a","ANP32D",1241,5.13365,1249,4.77212,1165,5.0772,4.99432333333,"ANP32A",74.241538,81.502362,88.501668,980,937,825,81.4151893333333,0.0727332349997473
"Anp32b","ANP32B",1165,8.3112,1239,8.16402,1068,8.027,8.16740666667,"ANP32B",9.464645,9.67196,10.245277,432,447,328,9.79396066666667,0.849308882047375
"Anp32e","ANP32E",1765,15.0975,1983,15.6667,1551,13.9771,14.9137666667,"ANP32E",15.186291,20.416192,19.760796,816,767,676,18.4544263333333,0.818002360698411
"Anpep","ANPEP",85,0.336062,97,0.354215,74,0.30823,0.332835666667,"ANPEP",1.32844,5.40612,1.953031,98,92,111,2.89586366666667,0.342115582244536
"Antxr1","ANTXR1",741,0.569443,822,0.583444,690,0.558631,0.570506,"ANTXR1",0.824119,0.969464,0.953632,137,128,111,0.915738333333333,0.819791499013
"Antxr2","ANTXR2",1781,1.86446,1830,1.76944,1529,1.68633,1.77341,"ANTXR2",16.685945,19.167771,22.751341,1427,1541,1307,19.535019,0.135057581393034
"Antxrl","ANTXRL",14,0.0916885,12,0.0725877,18,0.124195,0.0961570666667,"ANTXRL",0,0,0,0,0,0,0,1.0961570666667
"Anxa1","ANXA1",162,1.4354,189,1.54673,146,1.36287,1.44833333333,"ANXA1",26.505583,24.822091,6.254927,191,215,161,19.1942003333333,0.121239429782653
"Anxa10","ANXA10",2,0.00469555,5,0.0108423,3,0.0074203,0.00765271666667,"ANXA10",0,0,0,0,0,0,0,1.00765271666667
"Anxa11","ANXA11",1912,6.6465,2086,6.69753,1731,6.33937,6.56113333333,"ANXA11",7.311149,8.324852,9.783674,578,611,526,8.473225,0.798158318136643
"Anxa2","ANXA2",24204,98.4042,25290,94.9665,21991,94.1923,95.8543333333,"ANXA2",16.317972,17.957702,14.93548,550,568,369,16.403718,5.56515184475524
"Anxa3","ANXA3",160,0.471868,229,0.623779,147,0.456732,0.517459666667,"ANXA3",18.281353,25.149692,18.421767,222,247,157,20.617604,0.0701955529700239
"Anxa4","ANXA4",406,1.11049,429,1.08378,358,1.03161,1.07529333333,"ANXA4",4.789329,5.211949,5.329959,187,180,162,5.11041233333333,0.339632289953482
"Anxa5","ANXA5",20731,119.296,22225,118.125,18216,110.434,115.951666667,"ANXA5",31.605615,30.241544,36.457645,731,660,619,32.768268,3.46335994096588
"Anxa6","ANXA6",13597,38.838,14510,38.2803,12870,38.729,38.6157666667,"ANXA6",22.380407,23.500661,27.314613,1824,1784,1602,24.3985603333333,1.55976426013044
"Anxa7","ANXA7",6341,39.5666,6542,37.7031,5781,38.003,38.4242333333,"ANXA7",10.65152,12.749625,16.614955,766,776,653,13.3387,2.74949844360367
"Anxa8","ANXA8L1",5,0.0531866,11,0.108074,7,0.0784466,0.0799024,"ANXA8",0.03436,0.073973,0.071,2,4,3,0.0597776666666667,1.01898958051893
"Anxa8","ANXA8L1",5,0.0531866,11,0.108074,7,0.0784466,0.0799024,"ANXA8L1",0.03436,0.073973,0.071,2,4,3,0.0597776666666667,1.01898958051893
"Anxa8","ANXA8",5,0.0531866,11,0.108074,7,0.0784466,0.0799024,"ANXA8",0.03436,0.073973,0.071,2,4,3,0.0597776666666667,1.01898958051893
"Anxa8","ANXA8",5,0.0531866,11,0.108074,7,0.0784466,0.0799024,"ANXA8L1",0.03436,0.073973,0.071,2,4,3,0.0597776666666667,1.01898958051893
"Anxa9","ANXA9",68,0.95246,50,0.646849,31,0.45745,0.685586333333,"ANXA9",0.052063,0.065536,0.056278,3,3,2,0.057959,1.5932435314913
"Aoah","AOAH",39,0.0249609,26,0.0153697,14,0.00943992,0.0165901733333,"AOAH",0.118411,0.175654,0.209942,10,15,14,0.168002333333333,0.870366560340747
"Aoc2","AOC2",61,2.04046,73,2.25536,46,1.62107,1.97229666667,"AOC2",0.183093,0.092112,0.171764,15,7,10,0.148989666666667,2.58687850108603
"Aoc3","AOC3",53,0.725788,60,0.758892,27,0.389531,0.624737,"AOC3",1.058361,1.004337,1.309057,159,141,130,1.12391833333333,0.764971503141599
"Aopep","AOPEP",1455,0.625212,1564,0.62072,1367,0.618838,0.62159,"AOPEP",27.294456,31.735106,32.294436,453,463,311,30.4413326666667,0.0515751039306031
"Aox1","AOX1",2514,5.10173,2404,4.5059,2344,5.01134,4.87299,"AOX1",2.599388,2.084952,1.94049,399,295,213,2.20827666666667,1.83057466989027
"Ap1ar","AP1AR",4364,22.1952,4693,22.0455,4095,21.9418,22.0608333333,"AP1AR",8.37461,19.705851,5.072745,216,206,156,11.0510686666667,1.91359239343532
"Ap1b1","AP1B1",4312,11.9579,4671,11.9642,4063,11.8705,11.9308666667,"AP1B1",11.315941,16.10309,12.413184,616,666,610,13.277405,0.905687459779981
"Ap1g1","AP1G1",4210,7.62898,4209,7.04463,3875,7.39776,7.35712333333,"AP1G1",4.081659,5.161382,4.160925,577,563,472,4.46798866666667,1.52837246797451
"Ap1g2","AP1G2",218,4.21943,179,3.19996,205,4.18018,3.86652333333,"AP1G2",1.175583,2.286767,1.407394,27,39,25,1.623248,1.85515183212948
"Ap1m1","AP1M1",3050,27.2563,3310,27.3206,2788,26.2485,26.9418,"AP1M1",6.347525,6.917719,8.593498,338,308,305,7.28624733333333,3.37206927044015
"Ap1m2","AP1M2",14,0.120297,9,0.0714273,11,0.0995781,0.0971008,"AP1M2",0,0,0,0,0,0,0,1.0971008
"Ap1s1","AP1S1",2005,27.9273,2253,28.9848,1970,28.9085,28.6068666667,"AP1S1",8.200268,8.246049,9.439366,157,175,131,8.628561,3.07490046193819
"Ap1s2","AP1S2",4438,27.9439,4614,26.8332,3767,24.9885,26.5885333333,"AP1S2",3.971789,3.938626,4.655428,246,208,201,4.18861433333333,5.31712930677124
"Ap1s3","AP1S3",29,0.0691439,34,0.0748738,17,0.0427021,0.0622399333333,"AP1S3",0.283887,0.384663,0.255839,25,31,17,0.308129666666667,0.812029541413937
"Ap2a1","AP2A1",5335,28.4315,5865,28.8688,4782,26.8485,28.0496,"AP2A1",11.309744,8.536937,6.954216,503,529,437,8.93363233333333,2.92436835038892
"Ap2a2","AP2A2",7743,16.965,8026,16.242,7025,16.2157,16.4742333333,"AP2A2",4.207671,4.5225,4.754866,665,671,537,4.49501233333333,3.18001712704072
"Ap2b1","AP2B1",10175,14.8969,10245,13.8538,9104,14.0423,14.2643333333,"AP2B1",4.283311,3.989319,4.058592,542,512,474,4.11040733333333,2.98691128469081
"Ap2m1","AP2M1",11586,190.654,12382,188.191,10631,184.303,187.716,"AP2M1",61.082012,84.94356,55.082368,1224,1261,1002,67.03598,2.77376764470799
"Ap2s1","AP2S1",2507,35.7473,2853,37.5738,2396,35.9931,36.4380666667,"AP2S1",26.59899,34.044101,23.554973,212,273,165,28.0660213333333,1.28803547748606
"Ap3b1","AP3B1",990,0.741023,1008,0.69687,946,0.745987,0.72796,"AP3B1",3.719134,5.17145,3.100943,314,322,228,3.99717566666667,0.345787323732933
"Ap3b2","AP3B2",4815,22.2904,5081,21.7253,4570,22.2886,22.1014333333,"AP3B2",0,0.010194,0,0,1,0,0.003398,23.0232004980078
"Ap3d1","AP3D1",4823,21.2006,4931,20.0199,4358,20.1819,20.4674666667,"AP3D1",10.151288,8.47741,7.944214,643,539,443,8.85763733333333,2.17774969201883
"Ap3m1","AP3M1",4660,34.3321,4720,32.1182,3973,30.8373,32.4292,"AP3M1",13.690856,14.395115,13.606003,443,414,339,13.8973246666667,2.2439733809923
"Ap3m2","AP3M2",818,6.94953,842,6.60707,767,6.86502,6.80720666667,"AP3M2",0.464871,0.500212,0.3024,51,51,24,0.422494333333333,5.48839210373187
"Ap3s1","AP3S1",2619,8.30407,2797,8.19111,2354,7.86332,8.1195,"AP3S1",4.253841,5.876927,4.690016,104,101,94,4.94026133333333,1.5352018182814
"Ap3s2","AP3S2",4664,15.9712,4917,15.5516,4277,15.4299,15.6509,"AP3S2",5.697107,4.771607,5.158915,328,293,267,5.20920966666667,2.68164563509398
"Ap4b1","AP4B1",581,7.21065,688,7.88646,613,8.01499,7.70403333333,"AP4B1",4.041084,4.130492,4.402765,187,192,133,4.191447,1.67661026556372
"Ap4e1","AP4E1",695,1.82235,684,1.65652,624,1.72375,1.73420666667,"AP4E1",0.830295,0.964232,0.8306,96,98,57,0.875042333333333,1.45821063240172
"Ap4m1","AP4M1",737,13.5725,809,13.7606,708,13.7363,13.6898,"AP4M1",1.78219,1.509601,1.703219,119,69,58,1.66500333333333,5.5121131805964
"Ap4s1","AP4S1",1357,3.9182,1394,3.71761,1145,3.48302,3.70627666667,"AP4S1",12.29125,12.811728,12.335999,322,324,225,12.479659,0.349139148599382
"Ap5b1","AP5B1",197,9.44584,238,10.5401,228,11.5174,10.5011133333,"AP5B1",0.251599,0.336013,0.362746,21,22,25,0.316786,8.73423117598456
"Ap5m1","AP5M1",857,4.72721,875,4.45786,801,4.65479,4.61328666667,"AP5M1",2.312652,2.308254,1.947806,170,144,157,2.18957066666667,1.75988785115593
"Ap5s1","AP5S1",260,6.26912,263,5.85712,221,5.61397,5.91340333333,"AP5S1",18.415548,15.821327,14.587803,179,163,96,16.2748926666667,0.400199495691802
"Ap5z1","AP5Z1",582,6.11713,602,5.84408,569,6.30059,6.08726666667,"AP5Z1",0.812713,0.828958,0.75796,70,58,54,0.799877,3.93763944240079
"Apba1","APBA1",11983,9.75235,12787,9.61185,11360,9.74015,9.70145,"APBA1",0.315644,0.349457,0.318287,56,65,42,0.327796,8.05955884789531
"Apba2","APBA2",1728,1.06356,1680,0.955042,1573,1.01998,1.01286066667,"APBA2",0.213902,0.342375,0.013629,5,9,1,0.189968666666667,1.69152409055308
"Apba3","APBA3",352,8.68993,439,10.01,352,9.15504,9.28499,"APBA3",19.563519,24.058952,26.244335,382,483,346,23.2889353333333,0.42344342635246
"Apbb1","APBB1",5283,35.3877,5871,36.3228,5217,36.816,36.1755,"APBB1",24.111815,22.140641,28.125175,759,628,620,24.7925436666667,1.44132740378159
"Apbb1ip","APBB1IP",24,0.036678,44,0.0621072,44,0.070842,0.0565424,"APBB1IP",0.468309,0.542167,0.425376,43,45,28,0.478617333333333,0.714547554787671
"Apbb2","APBB2",1942,0.941684,2013,0.901559,1859,0.949684,0.930975666667,"APBB2",14.672684,6.426019,5.844967,533,445,398,8.98122333333333,0.193460821602729
"Apbb3","APBB3",1229,23.2256,1319,23.0226,1153,22.9556,23.0679333333,"APBB3",28.600799,16.316204,8.363491,107,72,60,17.7601646666667,1.282927616092
"Apc","APC",10958,16.7352,10832,15.2793,10208,16.4242,16.1462333333,"APC",2.756233,3.826189,4.259032,789,761,683,3.613818,3.71627865106513
"Apc2","APC2",4972,34.6255,5466,35.1585,4862,35.6717,35.1519,"APC2",0.164761,0.242656,0.316363,52,70,73,0.24126,29.1251631406796
"Apcdd1","APCDD1",213,0.84879,231,0.850213,159,0.667516,0.788839666667,"APCDD1",0.303953,0.249666,0.458182,41,31,36,0.337267,1.33768324999196
"Apeh","APEH",856,14.4506,846,13.191,802,14.2637,13.9684333333,"APEH",9.780774,8.716662,7.871731,242,249,198,8.78972233333333,1.52899467662464
"Apex1","APEX1",562,40.16,603,39.7987,537,40.4274,40.1287,"APEX1",3.670895,5.237682,3.66869,118,127,94,4.19242233333333,7.92090807713574
"Apex2","APEX2",349,0.769978,795,1.62,424,0.985514,1.125164,"APEX2",1.894485,1.534282,2.847262,63,78,58,2.09200966666667,0.68730832988987
"Aph1a","APH1A",781,28.0598,898,29.7992,840,31.7948,29.8846,"APH1A",19.082105,38.869912,16.216765,531,640,506,24.7229273333333,1.20066427898266
"Aph1b","APH1B",1201,9.18754,1133,8.00536,925,7.4549,8.21593333333,"APH1B",0.850939,1.3859,1.11244,109,116,106,1.11642633333333,4.3544786738762
"Api5","API5",2554,14.9841,2509,13.5958,2166,13.3879,13.9892666667,"API5",4.765413,4.679905,5.078981,551,515,433,4.841433,2.56602560821976
"Apip","APIP",323,2.64273,366,2.76583,277,2.38767,2.59874333333,"APIP",62.028824,61.889488,48.945052,350,363,254,57.6211213333333,0.0613898753806961
"Aplf","APLF",200,0.709203,202,0.661587,170,0.635087,0.668625666667,"APLF",0.347009,0.346252,0.504314,24,26,24,0.399191666666667,1.19256403995188
"Apln","APLN",41,0.655498,46,0.679266,30,0.505304,0.613356,"APLN",1.727971,1.569811,2.640071,174,153,188,1.97928433333333,0.54152468159859
"Aplnr","APLNR",57,2.3917,47,1.82148,35,1.54719,1.92012333333,"APLNR",10.472623,7.921614,17.098675,412,343,457,11.8309706666667,0.227583977018678
"Aplp1","APLP1",3892,57.2365,4406,59.8466,3781,58.5802,58.5544333333,"APLP1",0.569319,0.463186,0.167645,19,18,9,0.40005,42.5373617608657
"Aplp2","APLP2",18143,45.2297,19094,43.965,17113,44.9454,44.7133666667,"APLP2",41.903881,37.593314,51.890185,3448,3195,2897,43.7957933333333,1.02048347099333
"Apmap","APMAP",1232,7.50226,1370,7.70543,1079,6.92224,7.37664333333,"APMAP",5.088393,5.097903,5.630557,273,309,258,5.27228433333333,1.33550121266239
"Apoa1","APOA1",2,0.164503,0,0,0,0,0.0548343333333,"APOA1",0,0,0,0,0,0,0,1.0548343333333
"Apoa2","APOA2",6,0.702303,13,1.40544,7,0.863208,0.990317,"APOA2",0.886258,0.430133,0.523801,7,3,3,0.613397333333333,1.23361862504628
"Apob","APOB",1,0.00396063,6,0.0219488,6,0.0250357,0.01698171,"APOB",0,0,0,0,0,0,0,1.01698171
"Apobec1","APOBEC1",127,0.79956,110,0.639639,118,0.78266,0.740619666667,"APOBEC1",1.377961,1.834934,1.350329,50,32,31,1.52107466666667,0.690427653603939
