"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"Isyna1","ISYNA1",401,21.3293,481,23.6304,384,21.5182,22.1593,"ISYNA1",14.68612,27.458509,26.037563,216,257,551,22.7273973333333,0.976057326248115
"Itch","ITCH",2858,4.75203,2924,4.49044,2547,4.46159,4.56802,"ITCH",12.670523,11.8461,11.528199,937,836,1553,12.0149406666667,0.427817547740389
"Itfg1","ITFG1",10064,12.664,10586,12.3034,9019,11.9564,12.3079333333,"ITFG1",60.791131,67.841413,60.953316,2674,2948,5188,63.1952866666667,0.20730390071161
"Itfg2","ITFG2",471,4.72001,474,4.38727,470,4.96208,4.68978666667,"ITFG2",28.644586,22.776933,20.400308,183,171,308,23.940609,0.228133429567418
"Itga1","ITGA1",760,0.792367,782,0.753034,731,0.802923,0.782774666667,"ITGA1",1.201363,1.529114,1.425343,184,220,399,1.38527333333333,0.747408962215511
"Itga11","ITGA11",140,0.20469,178,0.240372,146,0.224887,0.223316333333,"ITGA11",0.335277,0.403588,0.332147,21,23,39,0.357004,0.901483218423085
"Itga2","ITGA2",160,0.250792,168,0.243219,161,0.265867,0.253292666667,"ITGA2",0.030003,0.010274,0.052774,3,1,10,0.031017,1.21558875039597
"Itga2b","ITGA2B",99,0.913211,93,0.792344,73,0.709419,0.804991333333,"ITGA2B",2.621982,4.247299,2.166559,21,19,37,3.01194666666667,0.449904119695759
"Itga3","ITGA3",2620,12.5788,2537,11.25,2387,12.0735,11.9674333333,"ITGA3",4.364233,4.104269,3.160434,166,161,315,3.876312,2.65927064004518
"Itga4","ITGA4",444,0.886932,435,0.802585,410,0.862849,0.850788666667,"ITGA4",1.615329,1.217752,1.330666,147,164,354,1.38791566666667,0.775064501859292
"Itga6","ITGA6",2263,3.11378,2577,3.27502,2198,3.18622,3.19167333333,"ITGA6",8.314722,7.023095,7.327261,360,319,588,7.555026,0.48996617115249
"Itga8","ITGA8",31,0.0246375,44,0.0322985,38,0.0318172,0.0295844,"ITGA8",2.212028,1.318337,2.529788,53,50,131,2.020051,0.340916229560362
"Itga9","ITGA9",1885,0.994071,1985,0.966855,1792,0.995607,0.985511,"ITGA9",3.349878,4.026211,2.537867,145,122,251,3.304652,0.461247738493146
"Itgad","ITGAD",227,0.507372,282,0.582164,221,0.5204,0.536645333333,"ITGAD",0.538443,0.277089,0.342764,2,1,3,0.386098666666667,1.10861179675497
"Itgae","ITGAE",51,0.139203,39,0.0983194,40,0.115023,0.117515133333,"ITGAE",0,0.019169,0.019559,0,1,2,0.0129093333333333,1.1032726193325
"Itgal","ITGAL",19,0.07585,42,0.154862,26,0.10935,0.113354,"ITGAL",0.156934,0.213639,0.169325,9,12,18,0.179966,0.943547525945663
"Itgav","ITGAV",1173,2.20626,1122,1.94915,1214,2.40558,2.18699666667,"ITGAV",23.995999,30.447591,28.563488,1311,1235,2141,27.669026,0.111165153175068
"Itgax","ITGAX",9,0.0661684,17,0.115439,9,0.0697099,0.0837724333333,"ITGAX",0.017619,0.212828,0.057799,1,3,6,0.096082,0.988769483791632
"Itgb1","ITGB1",9673,31.5759,9612,28.9803,8361,28.7539,29.7700333333,"ITGB1",16.171852,17.40772,15.607755,796,777,1506,16.3957756666667,1.76882215101571
"Itgb1bp1","ITGB1BP1",18,0.429876,22,0.485275,20,0.503204,0.472785,"ITGB1BP1",19.370917,24.061165,26.181942,147,205,403,23.2046746666667,0.0608471305763195
"Itgb1bp2","ITGB1BP2",7,0.24393,6,0.193114,5,0.183561,0.206868333333,"ITGB1BP2",0.124697,0.57709,0.332116,2,5,7,0.344634333333333,0.897543892354129
"Itgb2l","ITGB2",3,0.0218276,14,0.0940824,3,0.0229959,0.0463019666667,"ITGB2",0,0,0.043414,0,0,2,0.0144713333333333,1.03137657249395
"Itgb3","ITGB3",620,1.54024,596,1.36753,501,1.31123,1.40633333333,"ITGB3",0.520885,0.605486,0.571728,43,49,90,0.566033,1.53657894394946
"Itgb3","ITGB3",620,1.54024,596,1.36753,501,1.31123,1.40633333333,"",0.520885,0.605486,0.571728,43,49,90,0.566033,1.53657894394946
"Itgb3","AC068234.1",620,1.54024,596,1.36753,501,1.31123,1.40633333333,"ITGB3",0.520885,0.605486,0.571728,43,49,90,0.566033,1.53657894394946
"Itgb3","AC068234.1",620,1.54024,596,1.36753,501,1.31123,1.40633333333,"",0.520885,0.605486,0.571728,43,49,90,0.566033,1.53657894394946
"Itgb3bp","ITGB3BP",666,0.628721,684,0.596396,561,0.557944,0.594353666667,"ITGB3BP",2.979328,2.808647,2.727372,38,43,67,2.838449,0.415364035491158
"Itgb4","ITGB4",1007,4.6373,1163,4.94664,1067,5.17659,4.92017666667,"ITGB4",2.762947,3.276613,2.773003,103,119,196,2.937521,1.50352891239691
"Itgb5","ITGB5",588,0.762596,624,0.747475,622,0.849868,0.786646333333,"ITGB5",46.882084,57.217953,53.77502,396,408,738,52.625019,0.0333174023366407
"Itgb6","ITGB6",87,0.108588,100,0.115281,93,0.12229,0.115386333333,"ITGB6",0.044097,0.030233,0.020677,3,2,2,0.031669,1.08114747397954
"Itgb7","ITGB7",33,0.321122,53,0.476351,28,0.287051,0.361508,"ITGB7",0.332957,1.025186,0.170018,5,5,5,0.509387,0.902027114318594
"Itgb8","ITGB8",3607,6.93033,3769,6.6885,3280,6.63935,6.75272666667,"ITGB8",9.066421,9.445501,7.502992,1085,1081,1668,8.671638,0.801593966468762
"Itgbl1","ITGBL1",437,0.21488,547,0.248425,433,0.224309,0.229204666667,"ITGBL1",3.896806,4.564892,3.717242,181,201,327,4.05964666666667,0.242942787836371
"Itih2","ITIH2",32,0.13495,55,0.21423,23,0.102187,0.150455666667,"ITIH2",1.182841,1.321845,1.481638,48,51,103,1.32877466666667,0.494017597809807
"Itih3","ITIH3",24,0.245244,21,0.198199,31,0.333729,0.259057333333,"ITIH3",15.83122,13.19089,11.40858,337,259,448,13.4768966666667,0.0869701126092862
"Itih4","ITIH4",3,0.0293253,3,0.0270855,2,0.0205966,0.0256691333333,"ITIH4",0.024761,0.050793,0.013047,1,2,1,0.0295336666666667,0.996246326411181
"Itih5","ITIH5",2444,3.68429,2422,3.37226,2279,3.61944,3.55866333333,"ITIH5",4.193629,5.590815,5.806156,479,624,1262,5.19686666666667,0.735640054650737
"Itk","ITK",94,0.226667,112,0.249444,112,0.284526,0.253545666667,"ITK",0.071863,0.153051,0.034946,2,9,4,0.08662,1.15361917382986
"Itm2a","ITM2A",817,20.1984,939,21.4415,757,19.7168,20.4522333333,"ITM2A",21.955396,28.477994,25.949905,493,618,1097,25.4610983333333,0.810708348650683
"Itm2b","ITM2B",13966,93.9841,14484,90.0255,11940,84.6507,89.5534333333,"ITM2B",296.052091,355.668634,311.531401,4387,5196,9100,321.084042,0.281148462901183
"Itm2c","ITM2C",4166,44.9184,4721,47.0148,4030,45.7777,45.9036333333,"ITM2C",285.497863,309.774496,283.136218,5994,6818,12097,292.802859,0.159643216178846
"Itpa","ITPA",849,9.40896,918,9.39661,768,8.96683,9.25746666667,"ITPA",46.360563,40.270075,36.330533,403,367,694,40.987057,0.244300682152359
"Itpk1","ITPK1",1653,1.88165,1801,1.89354,1506,1.80607,1.86042,"ITPK1",21.367603,24.295113,23.648769,488,502,909,23.1038283333333,0.118670775465336
"Itpka","ITPKA",4,0.0695459,9,0.144527,4,0.0732682,0.0957803666667,"ITPKA",50.817329,61.942109,57.689822,1036,1298,2417,56.81642,0.0189527536756288
"Itpkb","ITPKB",4567,7.51542,4773,7.25452,4505,7.81018,7.52670666667,"ITPKB",4.797745,4.139871,4.02122,411,356,679,4.319612,1.60288131289838
"Itpr1","ITPR1",679,0.311783,696,0.29518,604,0.292189,0.299717333333,"ITPR1",189.946338,159.970366,154.62997,10379,10529,19208,168.182224666667,0.00768235159393242
"Itpr2","ITPR2",468,0.184395,498,0.181229,483,0.200491,0.188705,"ITPR2",4.124589,3.396869,3.439264,301,308,561,3.653574,0.255439152788803
"Itpr3","ITPR3",2116,5.05888,2413,5.32832,2153,5.42284,5.27001333333,"ITPR3",1.323014,2.034779,1.041547,67,73,142,1.46644666666667,2.54212402727676
"Itprid1","ITPRID1",6,0.00656548,7,0.0070747,2,0.00230563,0.00531527,"ITPRID1",0.461567,0.48707,0.2496,20,22,21,0.399412333333333,0.718383885902583
"Itprid2","ITPRID2",2050,8.45882,2186,8.33107,1851,8.04649,8.27879333333,"ITPRID2",8.806687,8.39172,7.794538,595,542,1022,8.33098166666667,0.994406983616408
"Itprip","ITPRIP",68,0.427331,76,0.441127,55,0.364135,0.410864333333,"ITPRIP",0.172834,0.155555,0.219505,9,8,22,0.182631333333333,1.19298744550965
"Itpripl1","ITPRIPL1",252,8.37351,269,8.25571,238,8.33159,8.32027,"ITPRIPL1",0.576023,0.373004,0.384071,20,16,35,0.444366,6.45284505450835
"Itpripl2","ITPRIPL2",509,11.5079,547,11.4224,455,10.8376,11.2559666667,"ITPRIPL2",1.024226,1.318349,1.113675,92,121,203,1.15208333333333,5.6949312681665
"Itsn1","ITSN1",2038,1.65336,2004,1.50161,1854,1.58459,1.57985333333,"ITSN1",65.950729,65.410754,63.077217,1781,1586,3299,64.8129,0.0391998123974175
"Itsn2","ITSN2",4384,5.60838,4358,5.14931,4024,5.42336,5.39368333333,"ITSN2",29.059848,21.37696,22.077669,1002,890,1754,24.1714923333333,0.254004937357773
"Ivd","IVD",726,5.37706,779,5.32894,668,5.2123,5.3061,"IVD",122.550848,113.530692,123.414932,663,609,1223,119.832157333333,0.052188921717285
"Ivns1abp","IVNS1ABP",6833,53.1707,6714,48.2544,6183,50.6879,50.7043333333,"IVNS1ABP",49.033699,44.84312,47.748482,2295,2005,4155,47.2084336666667,1.0725163503715
"Iws1","IWS1",1289,5.46803,1265,4.95637,1157,5.17078,5.19839333333,"IWS1",12.749273,13.384761,12.320858,566,523,1012,12.8182973333333,0.448564188757023
"Iyd","IYD",15,0.159047,15,0.1469,18,0.201072,0.169006333333,"IYD",0,0.05222,0.080469,0,1,3,0.0442296666666667,1.11949159332414
"Izumo1","IZUMO1",11,0.243448,18,0.367943,11,0.256478,0.289289666667,"IZUMO1",0.07485,0.037936,0.056595,2,1,2,0.0564603333333333,1.22038625207919
"Izumo1r","IZUMO1R",2,0.0171161,3,0.0237133,1,0.00901612,0.0166151733333,"IZUMO1R",0,0.081145,0,0,1,0,0.0270483333333333,0.989841607584161
"Izumo2","IZUMO2",0,0,1,0.0129113,0,0,0.00430376666667,"IZUMO2",0,0,0,0,0,0,0,1.00430376666667
"Izumo4","IZUMO4",536,26.079,476,21.3909,438,22.4515,23.3071333333,"IZUMO4",31.339864,39.280921,36.902229,157,182,383,35.8410046666667,0.659784757588135
"Jade1","JADE1",595,1.51061,605,1.41868,533,1.42563,1.45164,"JADE1",12.328286,13.201815,13.175821,629,687,1171,12.901974,0.176351933905214
"Jade2","JADE2",991,3.47999,1044,3.3861,922,3.41098,3.42569,"JADE2",11.110628,9.542255,10.130901,965,817,1693,10.2612613333333,0.393001269484792
"Jade3","JADE3",177,0.291474,185,0.28138,143,0.248088,0.273647333333,"JADE3",2.324939,2.291815,1.906628,163,151,241,2.17446066666667,0.401216920627462
"Jag1","JAG1",781,3.44478,704,2.86799,627,2.91354,3.07543666667,"JAG1",1.385782,1.507952,1.680397,98,116,172,1.52471033333333,1.61421950584298
"Jag2","JAG2",1397,9.87463,1536,10.0279,1413,10.5223,10.14161,"JAG2",16.955165,16.895376,18.356313,344,314,715,17.4022846666667,0.605447106259668
"Jagn1","JAGN1",728,19.9598,790,20.0053,632,18.2551,19.4067333333,"JAGN1",13.130932,14.160382,12.554695,185,197,341,13.282003,1.42884253233247
"Jak1","JAK1",12262,16.8548,12291,15.6043,10485,15.1836,15.8809,"JAK1",37.65301,44.216452,37.518988,1962,2221,3775,39.79615,0.413786595058602
"Jak2","JAK2",902,2.28558,916,2.14378,913,2.43727,2.28887666667,"JAK2",11.462718,10.120881,10.895443,735,615,1305,10.8263473333333,0.278097418752457
"Jak3","JAK3",168,1.82599,167,1.67649,195,2.23289,1.91179,"JAK3",0.997981,0.625384,0.904257,50,32,94,0.842540666666667,1.58031247433345
"Jakmip1","AC092442.1",55,2.31341,31,1.20433,40,1.77253,1.76342333333,"JAKMIP1",31.520187,44.015395,36.639566,604,762,1386,37.391716,0.0719796774212958
"Jakmip1","JAKMIP1",2878,3.65323,3146,3.68842,2796,3.7391,3.69358333333,"JAKMIP1",31.520187,44.015395,36.639566,604,762,1386,37.391716,0.122255106631076
"Jakmip2","JAKMIP2",1800,1.78667,1797,1.64746,1731,1.81014,1.74809,"JAKMIP2",27.245745,31.018677,29.713702,620,698,1224,29.3260413333333,0.0906181578331951
"Jakmip3","JAKMIP3",311,0.529155,295,0.463595,320,0.573609,0.522119666667,"JAKMIP3",13.322274,12.924157,12.783293,411,359,758,13.009908,0.108645943047378
"Jam2","JAM2",1435,4.29921,1515,4.19222,1197,3.77811,4.08984666667,"JAM2",12.800611,12.457957,11.168032,605,595,1078,12.1422,0.387290306544566
"Jam3","JAM3",1123,3.0032,1215,3.00107,1137,3.20338,3.06921666667,"JAM3",13.289551,12.290782,12.07834,294,279,517,12.552891,0.300247133004316
"Jarid2","JARID2",31935,25.7928,36956,27.5684,34114,29.0274,27.4628666667,"JARID2",6.3763,7.224437,8.092,420,479,786,7.23091233333333,3.45804517336819
"Jazf1","JAZF1",404,0.20913,408,0.19507,433,0.236138,0.213446,"JAZF1",8.226343,7.558416,6.832215,229,204,373,7.53899133333333,0.142106479867607
"Jcad","JCAD",1134,3.66742,1104,3.29771,945,3.21976,3.39496333333,"JCAD",24.540374,25.652237,25.156237,2362,2406,4604,25.1162826666667,0.168284414341229
"Jchain","JCHAIN",18,0.345634,14,0.248295,17,0.343904,0.312611,"JCHAIN",0.236482,0.185012,0.316964,7,5,13,0.246152666666667,1.0533308117946
"Jdp2","JDP2",260,0.987818,299,1.04923,267,1.06871,1.03525266667,"JDP2",14.0907,14.299197,15.541334,271,272,559,14.6437436666667,0.130100103276856
"Jhy","JHY",596,1.33542,626,1.29551,562,1.32664,1.31919,"JHY",0.073154,0.04846,0.012427,2,2,1,0.0446803333333333,2.21999967454159
"Jmjd1c","JMJD1C",1883,1.82431,1794,1.60534,1757,1.79335,1.741,"JMJD1C",11.99328,12.017401,13.531238,1082,1046,2022,12.513973,0.202827103472828
"Jmjd4","JMJD4",743,13.5305,786,13.2203,653,12.528,13.0929333333,"JMJD4",6.796195,6.437527,6.046712,415,386,707,6.42681133333333,1.89757524471471
"Jmjd6","JMJD6",412,10.6258,393,9.36165,318,8.64044,9.54263,"JMJD6",10.379719,8.752132,10.05575,213,185,428,9.72920033333333,0.982610974952747
"Jmjd7","JMJD7",90,2.73255,120,3.36513,103,3.29464,3.13077333333,"JMJD7",0.865273,1.517918,0.718673,6,24,15,1.03395466666667,2.03090727685671
"Jmjd8","JMJD8",1681,87.6407,1842,88.6998,1643,90.2443,88.8616,"JMJD8",11.019719,10.896743,11.524956,234,198,400,11.1471393333333,7.39775823213026
"Jmy","JMY",1905,4.2416,1901,3.90941,1772,4.15664,4.10255,"JMY",6.193803,6.838543,6.10383,742,821,1447,6.37872533333333,0.691521878033496
"Josd1","JOSD1",1340,15.2155,1429,14.9867,1199,14.3431,14.8484333333,"JOSD1",20.152696,20.578105,18.093374,883,901,1568,19.6080583333333,0.769040589702976
"Josd2","JOSD2",689,29.0358,750,29.1925,695,30.8563,29.6948666667,"JOSD2",59.205441,43.938137,43.80707,352,303,663,48.9835493333333,0.614099380218084
"Jph1","JPH1",140,0.162974,122,0.131173,118,0.144716,0.146287666667,"JPH1",3.368923,5.143163,5.330128,172,224,412,4.61407133333333,0.204181172380365
"Jph2","JPH2",97,0.243802,93,0.215896,86,0.227724,0.229140666667,"JPH2",0.349618,0.328463,0.281849,17,17,30,0.319976666666667,0.931183632034152
"Jph3","JPH3",3767,9.0431,4193,9.29697,3616,9.14522,9.16176333333,"JPH3",39.062185,49.989161,46.5777,1779,2398,4405,45.209682,0.21990550234321
"Jph4","JPH4",4147,63.6649,4301,60.986,3943,63.773,62.8079666667,"JPH4",57.122326,65.956554,69.941185,2449,3177,6359,64.3400216666667,0.976552578941855
"Jpt2","JPT2",292,1.94753,292,1.79879,246,1.72855,1.82495666667,"JPT2",2.156884,1.987057,3.336947,52,51,96,2.49362933333333,0.808602286372109
"Jrk","JRK",205,4.39777,220,4.35909,199,4.49754,4.41813333333,"JRK",0.990039,1.083699,1.069384,83,89,171,1.04770733333333,2.64595103271431
"Jrkl","JRKL",383,18.444,415,18.4586,342,17.3511,18.0845666667,"JRKL",2.975447,3.48009,2.911867,122,131,213,3.122468,4.62940322804204
"Jsrp1","JSRP1",14,0.434325,11,0.315191,15,0.490255,0.413257,"JSRP1",3.457493,4.096008,4.544228,31,41,92,4.03257633333333,0.280821771274342
"Jtb","AL358472.7",410,15.0013,447,15.106,330,12.7205,14.2759333333,"JTB",13.802973,17.122136,15.939677,155,203,365,15.6215953333333,0.9190413451268
"Jtb","AL358472.7",410,15.0013,447,15.106,330,12.7205,14.2759333333,"",13.802973,17.122136,15.939677,155,203,365,15.6215953333333,0.9190413451268
"Jtb","JTB",410,15.0013,447,15.106,330,12.7205,14.2759333333,"JTB",13.802973,17.122136,15.939677,155,203,365,15.6215953333333,0.9190413451268
"Jtb","JTB",410,15.0013,447,15.106,330,12.7205,14.2759333333,"",13.802973,17.122136,15.939677,155,203,365,15.6215953333333,0.9190413451268
"Jun","JUN",2340,113.888,2224,99.9752,1964,100.704,104.855733333,"JUN",6.411775,7.276977,5.851632,257,302,483,6.51346133333333,14.088810554381
"Junb","JUNB",337,25.4033,377,26.248,324,25.7306,25.7939666667,"JUNB",10.838467,16.174943,16.056997,210,352,712,14.3568023333333,1.74476209858749
"Jund","JUND",1436,133.621,1412,121.353,1244,121.951,125.641666667,"JUND",23.633817,34.029111,35.724048,304,536,1217,31.128992,3.94166323882803
"Jup","JUP",4743,25.5557,5002,24.8927,4509,25.5952,25.3478666667,"JUP",24.095731,19.144712,20.858868,456,454,753,21.366437,1.17800911547512
"Kalrn","KALRN",3813,0.979076,4271,1.01292,3697,1.0001,0.997365333333,"KALRN",114.196314,101.523311,105.272561,6308,6196,11730,106.997395333333,0.0184945694955711
"Kank1","KANK1",902,0.708774,946,0.686574,905,0.749194,0.714847333333,"KANK1",4.206602,2.111798,3.858964,196,163,324,3.39245466666667,0.390407520047181
"Kank2","KANK2",561,2.72433,587,2.63287,446,2.28179,2.54633,"KANK2",1.752129,1.678862,2.067516,116,114,278,1.83283566666667,1.25186576889329
"Kank3","KANK3",254,3.17928,299,3.4567,229,3.01978,3.21858666667,"KANK3",21.935704,14.120217,22.651916,162,140,329,19.569279,0.205091615834955
"Kank4","KANK4",2776,6.87836,2857,6.53838,2890,7.54409,6.98694333333,"KANK4",1.617939,1.934711,1.845548,65,61,116,1.79939933333333,2.8530918180293
"Kansl1","KANSL1",2058,2.35503,1995,2.10858,1974,2.37981,2.28114,"KANSL1",16.533992,19.536092,20.596938,920,1063,2003,18.8890073333333,0.164972537090924
"Kansl1l","KANSL1L",1139,1.79813,1188,1.73224,1065,1.77129,1.76722,"KANSL1L",3.991824,4.331861,3.156962,170,190,293,3.82688233333333,0.573293444692078
"Kansl2","KANSL2",1851,17.2994,1859,16.0472,1549,15.2518,16.1994666667,"KANSL2",20.879113,18.411951,17.716489,533,506,928,19.0025176666667,0.859865090651172
"Kansl3","KANSL3",2482,11.5159,2590,11.0991,2241,10.9542,11.1897333333,"KANSL3",20.82286,21.144324,23.052843,806,776,1543,21.6733423333333,0.537624014761123
"Kantr","KANTR",590,2.80315,587,2.57589,493,2.46766,2.61556666667,"KANTR",12.782951,9.425296,10.60576,476,361,690,10.9380023333333,0.302861950074729
"Kars","KARS1",1618,14.0444,1653,13.2524,1495,13.6713,13.6560333333,"KARS1",34.329529,35.706248,26.955691,549,607,1072,32.3304893333333,0.439718516782852
"Kat14","KAT14",624,2.50298,676,2.50446,614,2.59469,2.53404333333,"KAT14",10.056006,17.394337,11.707892,301,313,611,13.052745,0.251484199943143
"Kat2a","KAT2A",1145,23.02,1219,22.6359,1060,22.4517,22.7025333333,"KAT2A",15.023762,15.888028,14.873431,608,638,1168,15.2617403333333,1.45756437179817
"Kat2b","KAT2B",1353,1.98373,1358,1.83899,1149,1.7748,1.86584,"KAT2B",25.20658,18.374574,19.696895,309,269,538,21.092683,0.129718966229679
"Kat5","KAT5",1251,26.878,1430,28.3772,1212,27.4338,27.563,"KAT5",58.027593,66.113008,50.157761,477,510,847,58.099454,0.483303957427424
"Kat6a","KAT6A",1205,2.23382,1186,2.03068,1025,2.00184,2.08878,"KAT6A",8.710109,6.447454,13.804827,877,792,1686,9.65413,0.289913864388739
"Kat6b","KAT6B",642,0.521575,655,0.491493,597,0.510975,0.508014333333,"KAT6B",7.214431,8.951144,7.588793,709,721,1405,7.91812266666667,0.169095491248345
"Kat7","KAT7",2814,12.1362,3003,11.9622,2580,11.7226,11.9403333333,"KAT7",25.410459,42.49075,49.577253,825,917,1529,39.1594873333333,0.322223568889018
"Kat8","KAT8",448,5.21946,444,4.77777,443,5.43745,5.14489333333,"KAT8",9.534582,9.389033,9.778494,155,143,305,9.56736966666667,0.581496959712996
"Katna1","KATNA1",348,1.45387,296,1.14218,264,1.16197,1.25267333333,"KATNA1",6.480641,10.472417,8.054011,97,104,218,8.33568966666667,0.241296938283331
"Katnal1","KATNAL1",2450,6.58611,2525,6.2693,2335,6.61293,6.48944666667,"KATNAL1",19.552629,18.841818,16.773774,962,895,1581,18.389407,0.386264864452533
"Katnal2","KATNAL2",57,0.126094,61,0.124637,42,0.0978846,0.1162052,"KATNAL2",2.921133,2.46275,2.322385,58,48,94,2.568756,0.312771509175746
"Katnb1","KATNB1",1047,7.39865,1144,7.46666,1056,7.86165,7.57565333333,"KATNB1",13.888426,14.954212,13.132914,330,354,691,13.9918506666667,0.572020994872725
"Katnbl1","KATNBL1",333,1.47544,362,1.48143,321,1.49839,1.48508666667,"KATNBL1",3.790527,3.939454,4.212369,136,141,285,3.98078333333333,0.498934906491282
"Kazald1","KAZALD1",91,3.48827,128,4.53183,102,4.1192,4.04643333333,"KAZALD1",1.88287,1.773854,1.699633,28,28,54,1.78545233333333,1.81171053366796
"Kazn","KAZN",1135,1.28574,1219,1.27543,1155,1.37843,1.3132,"KAZN",56.575687,63.374317,37.593667,1157,1066,1982,52.514557,0.0432256217686713
"Kbtbd11","KBTBD11",2450,17.0452,2672,17.1699,2342,17.1659,17.127,"KBTBD11",132.896471,108.298556,102.119728,1531,1601,3037,114.438251666667,0.157027672701962
"Kbtbd12","KBTBD12",41,0.0685456,37,0.0571337,26,0.0457945,0.0571579333333,"KBTBD12",0.187773,1.174112,1.049232,2,10,12,0.803705666666667,0.586103349825905
"Kbtbd13","KBTBD13",2,0.104553,2,0.0965676,2,0.110149,0.103756533333,"KBTBD13",0.109246,0.079879,0.040063,4,3,3,0.076396,1.02541865013712
"Kbtbd2","KBTBD2",2191,16.7601,2211,15.6213,2016,16.2469,16.2094333333,"KBTBD2",25.794916,26.096859,36.019086,685,679,1271,29.3036203333333,0.56790024241328
"Kbtbd3","KBTBD3",581,4.11765,608,3.97989,523,3.90498,4.00084,"KBTBD3",2.802511,2.619121,2.624134,85,77,149,2.681922,1.35821454120973
"Kbtbd4","KBTBD4",608,13.7022,659,13.7173,515,12.2275,13.2156666667,"KBTBD4",14.325664,14.298834,14.106417,274,288,526,14.2436383333333,0.932563890315774
"Kbtbd6","KBTBD6",86,4.47318,88,4.22762,59,3.23306,3.97795333333,"KBTBD6",0.629331,0.26633,0.265986,24,10,20,0.387215666666667,3.58844947685135
"Kbtbd6","KBTBD7",86,4.47318,88,4.22762,59,3.23306,3.97795333333,"KBTBD6",0.629331,0.26633,0.265986,24,10,20,0.387215666666667,3.58844947685135
"Kbtbd8","KBTBD8",246,3.0421,210,2.39857,176,2.29295,2.57787333333,"KBTBD8",4.505622,4.609054,3.684345,105,105,205,4.26634033333333,0.679385134052926
"Kcmf1","KCMF1",2293,6.04584,2230,5.43065,2070,5.74999,5.74216,"KCMF1",33.382737,31.652749,35.015214,530,531,938,33.3502333333333,0.196276978225281
"Kcna1","KCNA1",6177,160.108,6307,150.992,6011,164.144,158.414666667,"KCNA1",19.766495,19.137998,18.36017,1085,1031,1935,19.088221,7.9357284384217
"Kcna10","KCNA10",7,0.0857779,12,0.135817,5,0.0645493,0.0953814,"KCNA10",0.040017,0,0,1,0,0,0.013339,1.08096244198634
