"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"Clec5a","CLEC5A",10,0.142029,10,0.131181,3,0.0448892,0.106033066667,"CLEC5A",0.110404,0,0.079427,6,0,3,0.063277,1.04021159741723
"Clec7a","CLEC7A",11,0.152587,23,0.294678,22,0.321508,0.256257666667,"CLEC7A",0.533718,0.273161,0.257951,30,6,9,0.354943333333333,0.927166203752924
"Clec9a","CLEC9A",48,0.468497,47,0.4237,26,0.267351,0.386516,"CLEC9A",0.441471,0.181912,0.189373,26,6,10,0.270918666666667,1.09095572861206
"Clgn","CLGN",4709,18.8926,5123,18.9838,4295,18.1539,18.6767666667,"CLGN",46.636844,46.512729,47.712363,6798,1657,2775,46.9539786666667,0.410326050388339
"Clhc1","CLHC1",64,0.326563,74,0.348749,60,0.322539,0.332617,"CLHC1",0.169237,0.100746,0.214321,6,2,4,0.161434666666667,1.14738868939105
"Clic1","CLIC1",2230,39.403,2174,35.4796,1961,36.5045,37.1290333333,"CLIC1",69.767812,59.406536,60.963084,3226,719,1132,63.379144,0.592257538144651
"Clic3","CLIC3",29,2.32133,30,2.21797,18,1.51794,2.01908,"CLIC3",1.183987,2.422982,1.383329,20,7,8,1.66343266666667,1.13352968812928
"Clic4","CLIC4",2448,6.45671,2408,5.86613,2168,6.02425,6.11569666667,"CLIC4",18.809445,15.876032,17.822327,3229,665,1206,17.5026013333333,0.384578175710392
"Clic5","CLIC5",225,0.240171,268,0.264221,213,0.239531,0.247974333333,"CLIC5",1.115007,1.473654,1.299082,261,82,126,1.29591433333333,0.543563109134444
"Clic6","CLIC6",41,0.114642,28,0.0723127,23,0.0677537,0.0849028,"CLIC6",0.527268,0.16536,0.446413,36,6,22,0.379680333333333,0.786343599882195
"Clint1","CLINT1",1568,4.14864,1646,4.0224,1480,4.1254,4.09881333333,"CLINT1",16.270998,15.948425,15.810489,2284,557,878,16.0099706666667,0.299754387191379
"Clip1","CLIP1",1745,2.53538,1905,2.55645,1651,2.5272,2.53967666667,"CLIP1",21.740341,17.249959,17.886638,2442,592,1008,18.9589793333333,0.177347579129881
"Clip2","CLIP2",4434,10.9148,4919,11.1838,4233,10.9777,11.0254333333,"CLIP2",45.19394,37.153409,37.193363,7220,1637,2635,39.846904,0.294402565572656
"Clip3","CLIP3",10648,99.3189,11009,94.8432,9789,96.1936,96.7852333333,"CLIP3",342.12661,281.938781,318.480796,18151,3749,6751,314.182062333333,0.310249995223025
"Clip4","CLIP4",2626,4.25443,2683,4.01479,2331,3.97863,4.08261666667,"CLIP4",54.618452,45.891993,47.282325,3609,772,1465,49.2642566666667,0.101117911687742
"Clk1","CLK1",1692,18.923,1652,17.0646,1141,13.4437,16.4771,"CLK1",44.245812,52.283403,58.156933,2166,654,1010,51.5620493333333,0.332504158830743
"Clk2","CLK2",388,4.96587,402,4.75209,401,5.40695,5.04163666667,"CLK2",15.150979,15.848118,19.111558,606,138,238,16.7035516666667,0.341266926570761
"Clk3","CLK3",1240,12.631,1277,12.0144,1191,12.7812,12.4755333333,"CLK3",47.763308,43.992059,40.879695,1915,425,728,44.2116873333333,0.298054200763369
"Clk4","CLK4",1202,9.31084,1150,8.22767,991,8.08727,8.54192666667,"CLK4",32.558762,37.260694,31.853009,1296,359,514,33.8908216666667,0.273479563130667
"Clmn","CLMN",556,0.846373,581,0.81688,503,0.806676,0.823309666667,"CLMN",2.803552,1.53419,1.964278,625,159,274,2.10067333333333,0.588036684505193
"Clmp","CLMP",1423,2.2229,1373,1.98098,1359,2.23654,2.14680666667,"CLMP",13.764949,10.264515,10.962942,1954,426,719,11.6641353333333,0.248481762381935
"Cln3","CLN3",329,3.49489,331,3.24758,324,3.62599,3.45615333333,"CLN3",16.656744,15.3197,14.184461,485,104,168,15.3869683333333,0.271932748186593
"Cln3","AC138894.1",329,3.49489,331,3.24758,324,3.62599,3.45615333333,"CLN3",16.656744,15.3197,14.184461,485,104,168,15.3869683333333,0.271932748186593
"Cln5","AC001226.2",908,19.0112,893,17.2691,788,17.3817,17.8873333333,"CLN5",17.159316,12.614472,11.763618,1249,295,447,13.845802,1.27223395093778
"Cln5","AC001226.2",908,19.0112,893,17.2691,788,17.3817,17.8873333333,"",17.159316,12.614472,11.763618,1249,295,447,13.845802,1.27223395093778
"Cln5","CLN5",908,19.0112,893,17.2691,788,17.3817,17.8873333333,"CLN5",17.159316,12.614472,11.763618,1249,295,447,13.845802,1.27223395093778
"Cln5","CLN5",908,19.0112,893,17.2691,788,17.3817,17.8873333333,"",17.159316,12.614472,11.763618,1249,295,447,13.845802,1.27223395093778
"Cln6","CLN6",586,6.87888,644,6.98233,505,6.24533,6.70218,"CLN6",17.786822,16.964073,19.424635,1010,224,389,18.05851,0.404133376638573
"Cln8","AC019257.8",671,5.10867,742,5.21776,582,4.66823,4.99822,"CLN8",11.642028,10.94175,9.685902,1092,224,367,10.75656,0.510201963839763
"Clnk","CLNK",172,0.156711,170,0.143059,126,0.120945,0.140238333333,"CLNK",0.245252,0.252298,0.274741,16,4,7,0.257430333333333,0.906800403256005
"Clns1a","CLNS1A",1102,7.07861,1059,6.28285,1004,6.79429,6.71858333333,"CLNS1A",37.235287,30.120463,41.41181,1485,348,574,36.2558533333333,0.207177735650577
"Clock","CLOCK",4999,8.17372,5047,7.62192,4310,7.42434,7.73999333333,"CLOCK",9.97756,9.926941,10.9917,3429,811,1389,10.2987336666667,0.773537423854372
"Clp1","CLP1",112,3.31302,112,3.05998,107,3.33452,3.23584,"CLP1",2.442754,2.779592,3.236299,190,52,85,2.81954833333333,1.10898976275118
"Clpb","CLPB",1759,2.07025,1860,2.02193,1645,2.03971,2.04396333333,"CLPB",21.668866,19.36047,18.508178,1985,452,711,19.845838,0.146022593734538
"Clpp","CLPP",446,11.7647,458,11.1585,426,11.8385,11.5872333333,"CLPP",22.26435,14.386412,19.478019,732,114,252,18.7095936666667,0.638634846876008
"Clps","CLPS",13,0.77071,7,0.383301,7,0.437209,0.530406666667,"CLPS",0,0.741285,0,0,1,0,0.247095,1.22717729336338
"Clptm1","CLPTM1",2723,12.6299,3007,12.8819,2707,13.2277,12.9131666667,"CLPTM1",95.662577,127.450393,143.108589,4380,1000,1719,122.073853,0.113047299061158
"Clptm1l","CLPTM1L",1796,16.7925,1780,15.3718,1584,15.603,15.9224333333,"CLPTM1L",63.851673,66.590905,55.60432,2629,620,955,62.0156326666667,0.268543417199578
"Clpx","CLPX",798,3.40275,899,3.54064,820,3.68371,3.54236666667,"CLPX",14.014827,13.654401,13.488341,1108,282,459,13.7191896666667,0.308601680495817
"Clrn1","CLRN1",454,1.70564,458,1.58924,473,1.87213,1.72233666667,"CLRN1",5.84403,5.143576,6.132914,585,130,225,5.70684,0.405904519366796
"Clrn2","CLRN2",73,1.08955,89,1.2269,61,0.959178,1.091876,"CLRN2",3.055715,3.013747,2.857292,96,23,35,2.97558466666667,0.52618071941452
"Clrn3","CLRN3",0,0,1,0.00833991,0,0,0.00277997,"CLRN3",0,0,0.018893,0,0,1,0.00629766666666667,0.996504317973509
"Clspn","CLSPN",10,0.0419836,18,0.0697986,8,0.0353845,0.0490555666667,"CLSPN",0.129485,0,0.397796,8,0,6,0.175760333333333,0.89223588934369
"Clstn1","CLSTN1",13906,34.571,15359,35.2669,14388,37.6838,35.8405666667,"CLSTN1",187.491862,178.54017,172.954675,23471,5334,8385,179.662235666667,0.203919576942871
"Clstn2","CLSTN2",2677,0.705679,2834,0.690007,2678,0.743727,0.713137666667,"CLSTN2",11.648327,9.606316,11.361343,2110,423,810,10.8719953333333,0.144300736191917
"Clstn3","CLSTN3",1718,7.79357,1738,7.28212,1752,8.3732,7.81629666667,"CLSTN3",33.724995,29.636374,35.107304,2556,580,900,32.822891,0.260660647449386
"Clta","CLTA",4241,23.1816,4418,22.3047,3772,21.7215,22.4026,"CLTA",153.820296,136.692485,157.431653,5698,1207,2427,149.314811333333,0.155690578941706
"Cltb","CLTB",5101,41.7927,5515,41.7336,4854,41.8976,41.8079666667,"CLTB",213.764692,185.411353,208.927735,7866,1670,3126,202.70126,0.210150721044632
"Cltc","CLTC",31080,76.3094,31263,70.8961,28139,72.7863,73.3306,"CLTC",313.963745,299.333135,321.027795,42102,10209,17391,311.441558333333,0.237902410922875
"Cltrn","AC097625.2",11,0.0568512,12,0.0572827,10,0.0544492,0.0561943666667,"",0.184789,0.184978,0.530691,8,2,10,0.300152666666667,0.812361804690654
"Cltrn","AC097625.2",11,0.0568512,12,0.0572827,10,0.0544492,0.0561943666667,"CLTRN",0.184789,0.184978,0.530691,8,2,10,0.300152666666667,0.812361804690654
"Cltrn","CLTRN",11,0.0568512,12,0.0572827,10,0.0544492,0.0561943666667,"",0.184789,0.184978,0.530691,8,2,10,0.300152666666667,0.812361804690654
"Cltrn","CLTRN",11,0.0568512,12,0.0572827,10,0.0544492,0.0561943666667,"CLTRN",0.184789,0.184978,0.530691,8,2,10,0.300152666666667,0.812361804690654
"Clu","CLU",6065,72.0507,6269,68.7861,6160,77.0961,72.6443,"CLU",173.010241,208.327026,199.387877,10283,2412,3993,193.575048,0.378487893267795
"Cluh","CLUH",2671,19.4148,2823,18.9524,2610,19.9868,19.4513333333,"CLUH",20.176615,18.552929,19.285075,4512,1001,1651,19.3382063333333,1.00556228991449
"Clvs1","CLVS1",1120,0.953043,1136,0.892828,1056,0.946678,0.930849666667,"CLVS1",11.759535,9.472137,14.140444,1550,334,652,11.7907053333333,0.150957247184414
"Clvs2","CLVS2",281,0.387733,273,0.347923,260,0.377958,0.371204666667,"CLVS2",4.924921,3.94943,6.09566,366,71,161,4.99000366666667,0.228915497046774
"Clybl","CLYBL",394,0.277296,389,0.252867,313,0.232079,0.254080666667,"CLYBL",12.135941,13.366891,12.222726,530,142,209,12.575186,0.0923803671395
"Cma1","CMA1",9,0.433141,9,0.40006,11,0.55773,0.463643666667,"CMA1",0.134509,0.587288,0.275672,5,5,4,0.332489666666667,1.09842778017816
"Cmas","CMAS",2827,23.0583,2942,22.1635,2384,20.4857,21.9025,"CMAS",59.029783,65.844776,63.43903,3764,898,1527,62.7711963333333,0.359135492461019
"Cmbl","CMBL",342,2.14635,355,2.05778,322,2.129,2.11104333333,"CMBL",14.375508,14.802284,11.730789,479,111,176,13.6361936666667,0.212558224097244
"Cmc1","CMC1",854,1.54745,891,1.49119,820,1.56537,1.53467,"CMC1",19.084473,19.253073,21.319155,500,114,208,19.885567,0.121359884555684
"Cmc2","CMC2",324,1.53452,333,1.45669,324,1.61665,1.53595333333,"",20.36338,17.321628,24.524454,513,97,202,20.7364873333333,0.116668038144372
"Cmc4","CMC4",370,4.89201,303,3.70018,273,3.8027,4.13163,"CMC4",9.672024,7.399822,9.561508,165,32,69,8.87778466666667,0.519512236110702
"Cmip","CMIP",4215,3.23277,4278,3.03049,4016,3.245,3.16942,"CMIP",62.138639,48.840102,59.391127,6009,1141,2274,56.789956,0.072147831363637
"Cmklr1","CMKLR1",44,0.179371,40,0.15061,34,0.146024,0.158668333333,"CMKLR1",0.706956,0.976551,1.200204,44,19,22,0.961237,0.590784455592567
"Cmpk1","CMPK1",4203,23.3765,4296,22.0688,3657,21.4283,22.2912,"CMPK1",83.398009,69.903434,85.866965,5758,1383,2326,79.7228026666667,0.288533093879033
"Cmpk2","CMPK2",783,11.4283,868,11.7013,732,11.2558,11.4618,"CMPK2",22.440543,28.215529,34.996604,1186,310,486,28.550892,0.421706390453459
"Cmss1","CMSS1",78253,39.8392,84181,39.5839,79784,42.7927,40.7386,"CMSS1",5.898888,6.09786,6.30889,205,52,77,6.10187933333333,5.87712041291605
"Cmtm2b","CMTM2",1,0.018185,0,0,0,0,0.00606166666667,"CMTM2",0,0,0,0,0,0,0,1.00606166666667
"Cmtm3","CMTM3",152,2.85511,168,2.91463,136,2.6913,2.82034666667,"CMTM3",3.845689,4.793057,4.081072,185,45,68,4.23993933333333,0.729082232377627
"Cmtm4","CMTM4",1873,6.1051,1937,5.83149,1570,5.39136,5.77598333333,"CMTM4",7.971357,7.203931,8.142942,2627,579,1059,7.77274333333333,0.772390468507571
"Cmtm5","CMTM5",468,24.1001,488,23.2107,397,21.5381,22.9496333333,"CMTM5",27.148336,18.041134,23.991071,677,114,233,23.0601803333333,0.995405396031875
"Cmtm6","CMTM6",950,8.08868,997,7.84051,910,8.16281,8.03066666667,"CMTM6",8.276396,8.980049,12.349296,1163,308,486,9.86858033333333,0.830896620322476
"Cmtm7","CMTM7",102,0.632721,111,0.635961,96,0.627375,0.632019,"CMTM7",4.093083,2.777546,3.811193,148,23,49,3.56060733333333,0.357851242327228
"Cmtm8","CMTM8",79,0.223701,77,0.201385,73,0.217775,0.214287,"CMTM8",3.742023,3.599751,2.317118,132,27,34,3.21963066666667,0.287770920235357
"Cmtr1","CMTR1",2638,9.02151,2809,8.87261,2553,9.19813,9.03075,"CMTR1",165.39623,218.696022,190.717767,3830,915,1402,191.603339666667,0.052079834219697
"Cmtr2","CMTR2",210,3.69462,210,3.41243,218,4.04064,3.71589666667,"CMTR2",2.449283,2.062485,2.488371,355,68,141,2.33337966666667,1.41474933498524
"Cmya5","CMYA5",77,0.114901,75,0.103369,115,0.18079,0.13302,"CMYA5",0.164466,0.007952,0.408599,85,1,83,0.193672333333333,0.949188456798725
"CN725425","C12orf40",3,0.00758338,2,0.00466946,4,0.0106524,0.00763508,"C12orf40",0.027249,0.055291,0.069259,2,1,2,0.0505996666666667,0.959104701790946
"Cnbd1","CNBD1",16,0.00947577,16,0.00875205,3,0.0018718,0.00669987333333,"CNBD1",0,0,0,0,0,0,0,1.00669987333333
"Cnbd2","CNBD2",1604,3.93046,1757,3.97654,1430,3.69164,3.86621333333,"CNBD2",1.233457,0.993988,2.063351,77,17,40,1.43026533333333,2.00233829063246
"Cnbp","CNBP",4437,81.0954,4775,80.6075,4091,78.7736,80.1588333333,"CNBP",107.437813,105.952013,113.796564,6310,1521,2564,109.06213,0.737391083865995
"Cndp1","CNDP1",46,0.180353,44,0.159335,36,0.1487,0.162796,"CNDP1",0.195827,0.203319,0.228766,26,5,7,0.209304,0.961541514788672
"Cndp2","CNDP2",1945,16.5523,2194,17.2453,1890,16.9452,16.9142666667,"CNDP2",103.775315,133.196178,106.268613,3331,826,1170,114.413368666667,0.155218298137016
"Cnep1r1","CNEP1R1",895,8.50031,907,7.95635,822,8.22484,8.22716666667,"CNEP1R1",20.989068,17.190594,20.658195,1218,253,471,19.612619,0.447646495899915
"Cnfn","CNFN",0,0,3,0.204306,4,0.31072,0.171675333333,"CNFN",0.048389,0.32187,0.239987,1,1,2,0.203415333333333,0.973625065992456
"Cnga1","CNGA1",22,0.0841449,32,0.113045,27,0.108796,0.1019953,"CNGA1",0.013133,0.053053,0,1,1,0,0.022062,1.07820787779998
"Cnga3","CNGA3",12,0.0380484,15,0.043928,12,0.0400849,0.0406871,"CNGA3",0.122727,0.335685,0.1031,18,5,6,0.187170666666667,0.876611197716026
"Cnga4","CNGA4",6,0.223055,8,0.274692,3,0.117497,0.205081333333,"CNGA4",0.069041,0.121857,0.10135,7,3,4,0.097416,1.09810804046323
"Cngb1","CNGB1",12,0.027576,13,0.0275923,11,0.0266309,0.0272664,"CNGB1",0.180634,0.756528,0.722921,9,2,6,0.553361,0.661318521579981
"Cngb3","CNGB3",52,0.0351253,56,0.0349381,54,0.0384285,0.0361639666667,"CNGB3",0,0,0,0,0,0,0,1.0361639666667
"Cnih1","CNIH1",3031,36.6243,3222,35.9586,2843,36.1913,36.2580666667,"CNIH1",110.977985,101.791887,106.143435,4592,1074,1801,106.304435666667,0.347218327324692
"Cnih2","CNIH2",339,9.30595,338,8.56984,318,9.19671,9.02416666667,"CNIH2",10.797924,7.169633,9.003769,483,80,173,8.990442,1.00337569315452
"Cnih3","CNIH3",142,0.204045,131,0.173861,134,0.202855,0.193587,"CNIH3",2.819001,2.894322,2.800305,171,40,70,2.837876,0.311001970881811
"Cnih4","CNIH4",959,6.12482,922,5.43877,862,5.79998,5.78785666667,"CNIH4",18.379961,15.745287,17.813411,1423,320,575,17.3128863333333,0.370660121136375
"Cnksr1","CNKSR1",2,0.029966,5,0.0691933,1,0.0157849,0.0383147333333,"CNKSR1",0.010167,0,0,1,0,0,0.003389,1.03480776980144
"Cnksr2","CNKSR2",946,0.661807,926,0.598337,938,0.691332,0.650492,"CNKSR2",4.979322,4.280617,5.532092,1127,239,503,4.930677,0.278297401797468
"Cnksr3","CNKSR3",84,0.139926,82,0.126161,73,0.12811,0.131399,"",0.855902,0.534202,0.479664,116,18,27,0.623256,0.696993573410479
"Cnksr3","CNKSR3",84,0.139926,82,0.126161,73,0.12811,0.131399,"CNKSR3",0.855902,0.534202,0.479664,116,18,27,0.623256,0.696993573410479
"Cnmd","CNMD",476,3.01783,512,2.99815,369,2.46467,2.82688333333,"CNMD",15.068241,16.777911,18.778461,505,130,235,16.874871,0.214092920353383
"Cnn1","CNN1",23,0.342756,35,0.481749,18,0.282601,0.369035333333,"CNN1",1.440769,2.92133,0.427291,35,9,5,1.59646333333333,0.527269272690031
"Cnn2","CNN2",152,3.1544,222,4.25521,172,3.7605,3.72337,"CNN2",3.12605,3.714067,3.518982,225,72,93,3.453033,1.06070851035687
"Cnn3","CNN3",6084,29.7781,6203,28.0417,5510,28.4121,28.7439666667,"CNN3",674.693637,602.637832,676.737285,8104,1947,3245,651.356251333333,0.0455946679531423
"Cnnm1","CNNM1",834,2.27995,848,2.14117,822,2.36742,2.26284666667,"CNNM1",7.345209,6.290212,10.266937,1242,266,469,7.96745266666667,0.363854350611571
"Cnnm2","CNNM2",445,0.582376,436,0.527017,392,0.540472,0.549955,"CNNM2",5.26921,4.850468,4.812765,589,132,237,4.977481,0.259299025793641
"Cnnm3","CNNM3",589,5.58415,583,5.10511,490,4.8942,5.19448666667,"CNNM3",8.375187,5.149828,7.530995,817,219,278,7.01867,0.77250799280554
"Cnnm4","CNNM4",451,1.88449,482,1.8602,437,1.92372,1.88947,"CNNM4",3.516386,2.848228,3.081685,681,125,235,3.14876633333333,0.696464868793527
"Cnot1","CNOT1",2816,4.9659,2931,4.77393,2675,4.96973,4.90318666667,"CNOT1",34.52562,30.04423,42.410832,3839,849,1529,35.6602273333333,0.161024278791161
"Cnot10","CNOT10",832,2.37785,878,2.31766,772,2.32446,2.33999,"CNOT10",13.390744,17.428449,17.223645,1218,328,576,16.0142793333333,0.19630511140466
"Cnot11","CNOT11",592,7.72262,635,7.65088,572,7.86109,7.74486333333,"CNOT11",13.951479,9.541372,12.795541,841,186,348,12.0961306666667,0.667744050201647
"Cnot2","CNOT2",1135,1.82834,1129,1.67977,1088,1.84643,1.78484666667,"CNOT2",28.310565,33.741847,37.792883,1286,298,543,33.281765,0.0812340515918594
"Cnot3","CNOT3",629,6.16251,688,6.22573,597,6.16205,6.18343,"CNOT3",16.189635,14.077772,15.342923,857,186,322,15.2034433333333,0.443327375066164
"Cnot4","CNOT4",1039,1.44423,1077,1.38271,923,1.35165,1.39286333333,"CNOT4",10.562478,8.527901,9.501012,1286,253,476,9.53046366666667,0.227232476087868
"Cnot6","CNOT6",2041,7.68496,2113,7.3484,1803,7.15218,7.39518,"CNOT6",9.932432,9.390093,11.607443,1766,455,753,10.3099893333333,0.742280098820017
"Cnot6l","CNOT6L",750,1.24049,797,1.21755,667,1.16226,1.20676666667,"CNOT6L",17.256342,12.189107,7.888819,1046,259,423,12.444756,0.164135865810432
"Cnot7","CNOT7",2304,15.3424,2325,14.2998,2067,14.5009,14.7143666667,"CNOT7",114.300936,151.655464,134.344395,2752,668,1101,133.433598333333,0.116893149194263
"Cnot8","CNOT8",1131,12.1549,1171,11.6236,1008,11.4129,11.7304666667,"CNOT8",86.633488,24.66493,42.183916,1585,347,561,51.160778,0.244062054954395
"Cnot9","CNOT9",612,3.83248,667,3.85788,603,3.97823,3.88953,"CNOT9",7.636011,6.095393,6.581363,934,188,348,6.77092233333333,0.629208450459785
"Cnp","CNP",6279,57.9197,6878,58.5994,6009,58.3959,58.305,"CNP",97.882801,81.576079,83.165772,5191,1263,2014,87.5415506666667,0.669798524573691
"Cnppd1","CNPPD1",892,16.9706,981,17.2384,850,17.0371,17.0820333333,"CNPPD1",26.882896,26.69655,23.969557,1442,318,478,25.8496676666667,0.67345464226168
"Cnpy1","CNPY1",1,0.00345001,0,0,3,0.010904,0.00478467,"CNPY1",0,0,0,0,0,0,0,1.00478467
"Cnpy3","CNPY3",725,6.81566,804,6.98105,676,6.69515,6.83062,"CNPY3",17.982205,19.29879,17.132445,1227,285,444,18.1378133333333,0.409170047988764
"Cnpy4","CNPY4",330,7.96067,313,6.97389,295,7.49725,7.47727,"CNPY4",6.480774,6.496021,6.51254,396,107,167,6.496445,1.13083868420298
"Cnr1","CNR1",1278,8.18339,1340,7.92505,1067,7.19798,7.76880666667,"CNR1",7.478329,6.8394,7.682323,1716,403,706,7.33335066666667,1.05225461131081
"Cnr2","CNR2",7,0.0437843,4,0.0231087,2,0.0131794,0.0266908,"CNR2",0.044477,0.026191,0.065139,7,1,4,0.045269,0.982226393397298
"Cnrip1","CNRIP1",922,5.15017,1024,5.28306,853,5.01977,5.151,"CNRIP1",20.888534,20.838157,21.786934,1303,315,538,21.1712083333333,0.277431879558512
"Cnst","CNST",5172,9.89707,5539,9.78981,5071,10.2232,9.97002666667,"CNST",39.445129,37.395875,40.852829,7812,1792,3124,39.2312776666667,0.272674081036187
"Cntd1","CNTD1",2745,24.6186,2744,22.73,2528,23.8859,23.7448333333,"CNTD1",0.147433,0.265515,0.368858,13,6,6,0.260602,19.6293781330666
"Cntf","CNTF",672,52.8639,918,66.7002,964,79.8934,66.4858333333,"CNTF",25.243969,21.926667,34.10699,929,196,491,27.092542,2.40226866380764
"Cntfr","CNTFR",1403,5.50006,1428,5.1705,1266,5.22862,5.29972666667,"CNTFR",27.503927,22.291842,25.13757,1971,395,734,24.9777796666667,0.242504430613579
"Cntln","CNTLN",986,0.618046,1063,0.61542,829,0.547447,0.593637666667,"CNTLN",4.20198,5.060433,5.089915,909,258,394,4.78410933333333,0.275519976339832
"Cntn1","CNTN1",12213,6.51839,12340,6.08314,11205,6.30048,6.30067,"CNTN1",79.104961,74.7618,83.358863,17365,4134,7209,79.075208,0.0911726635789694
"Cntn2","CNTN2",7647,35.0838,7847,33.2517,7267,35.1248,34.4867666667,"CNTN2",39.746721,38.872577,49.231038,11095,2532,4099,42.6167786666667,0.813603566139104
"Cntn3","CNTN3",521,0.197014,537,0.187555,519,0.206762,0.197110333333,"CNTN3",2.903288,2.939138,3.315465,622,155,277,3.05263033333333,0.295390952262938
"Cntn4","CNTN4",490,0.0744407,533,0.0747888,526,0.0841868,0.0778054333333,"CNTN4",4.409655,6.022867,6.324326,448,143,216,5.585616,0.163660534311946
"Cntn5","CNTN5",345,0.0430483,347,0.0399909,252,0.0331269,0.0387220333333,"CNTN5",0.286252,0.452565,0.424129,48,18,25,0.387648666666667,0.748548287678942
"Cntn6","CNTN6",318,0.133174,348,0.134606,321,0.141625,0.136468333333,"CNTN6",2.496136,1.734506,1.84563,198,60,89,2.025424,0.375639359419704
"Cntnap1","CNTNAP1",4572,35.126,4749,33.6992,4388,35.5168,34.7806666667,"CNTNAP1",28.195209,27.151389,29.983139,6604,1561,2747,28.4432456666667,1.21524192922821
"Cntnap2","CNTNAP2",331,0.0228853,315,0.0201156,377,0.0274608,0.0234872333333,"CNTNAP2",94.078923,81.371548,101.009746,8614,1996,3704,92.1534056666667,0.0109871155650033
"Cntnap3","CNTNAP3",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3C",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3B",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3B",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3B",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3C",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3B",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3B",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3C",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3C",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3C",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap3","CNTNAP3C",370,0.34229,392,0.334945,317,0.308955,0.32873,"CNTNAP3B",2.299402,2.019215,2.389841,412,98,162,2.23615266666667,0.410589405650207
"Cntnap4","CNTNAP4",1413,0.7014,1523,0.698262,1296,0.677755,0.692472333333,"",12.152628,6.563933,6.558029,1496,327,517,8.42486333333333,0.179575265282326
