"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSS2","Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,146.808707,110.205765,81.323006,912,903,911,0.232399333333333,4.60066407046634
"ACSS3","Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,0.364544,0.348917,0.164893,30,34,21,1.111022,0.559713099468725
"ACTA1","Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,4.15909,2.452237,3.446297,90,68,106,5.84284433333333,9.68026692409049
"ACTA2","Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,8.348186,2.056176,1.61452,137,28,26,3.168484,4.94744964036486
"ACTB","Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,1765.679464,2247.587352,2160.56381,20610,36378,39169,192.747989,0.846256136711007
"ACTBL2","Actbl2",0,0,0,0,0,0,0,0.117374,0,0,5,0,0,34.469271,0.0281934184663677
"ACTC1","Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,1.111111,1.335114,1.670489,22,24,38,122.635295,15.732142438236
"ACTG1","Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,1443.150928,1808.077082,1625.665986,28017,45544,48114,20.3746006666667,3.24316313932851
"ACTG2","Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,2.589937,0.036068,0,57,1,0,82.8461083333333,0.0158478514158826
"ACTL10","Actl10",0.041749,0,0,2,0,0,0.0139163333333333,0.26036,0.131968,0.19882,7,5,9,317.081434,0.00318759985637305
"ACTL6A","Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,59.834895,86.693273,51.995615,108,173,115,256.653893,0.0301531610598771
"ACTL6B","Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,142.900347,135.126617,106.324192,688,989,886,36.3332193333333,0.0269614930431305
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0.033462,0,0,1,0,41.659128,0.0234416418450935
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,4.10754266666667,0.19578886859356
"ACTL9","Actl9",0,0,0,0,0,0,0,0,0,0,0,0,0,1.40432066666667,0.415917898915868
"ACTN1","Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,60.429453,20.280129,28.820641,1218,642,688,0.226331666666667,3.77803068501044
"ACTN2","Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,14.750099,6.175347,6.173399,325,140,165,0.0459206666666667,317.412356641453
"ACTN3","Actn3",0.03636,0,0,2,0,0,0.01212,0.021642,0.01576,0.04478,1,1,3,36.514509,0.0269794281460541
"ACTN4","Actn4",14.849163,17.783651,17.714649,928,1020,798,16.7824876666667,127.535578,103.462361,102.995419,1725,1822,2043,34.0606556666667,0.507192102615841
"ACTR10","Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,157.59723,204.668492,146.120837,1359,2145,1819,3.69475533333333,7.14700957792192
"ACTR1A","Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,121.577592,133.893846,110.388319,3612,4992,4748,15.4356353333333,0.993660320118241
"ACTR1B","Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,35.74644,38.012808,33.295135,1025,1582,1445,26.604112,0.718894972362572
"ACTR2","Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,90.042114,90.869445,84.111564,4966,6866,6444,0.443368333333333,6.61222649335293
"ACTR3","Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,90.295305,79.77323,77.820988,2346,3037,2842,4.63785133333333,4.36693470810452
"ACTR3B","Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,17.121055,10.72034,9.94134,310,443,425,16.2220833333333,0.513255616577553
"ACTR5","Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,2.258189,2.089738,1.574489,87,110,90,53.9472503333333,0.0321780796905027
"ACTR6","Actr6",2.354851,1.648426,2.16182,84,77,63,2.05503233333333,29.796825,19.749229,23.008826,449,546,514,148.061540666667,0.0204951077230916
"ACTR8","Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,16.878315,19.754835,16.982766,349,559,466,68.9313686666667,0.089300087391397
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.472328333333333,0.679196329623035
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.180686666666667,0.846964760619527
"ACTRT3","Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,1.932933,1.298673,1.10969,47,43,39,20.6999563333333,0.0463635187960209
"ACVR1","Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,10.293467,6.920874,8.64507,387,394,432,6.420989,0.354143542502668
"ACVR1B","Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,48.344712,56.21844,50.405514,1934,3134,2948,19.2973196666667,0.127839638071096
"ACVR1C","Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,0.085592,0.01581,0.078937,12,3,11,7.106962,0.123781962548568
"ACVR2A","Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,21.953394,22.142775,18.03743,1579,2187,1704,0.0177423333333333,3.00460201616192
"ACVR2B","Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,5.621371,6.286207,4.135278,1079,1653,1157,100.662038666667,0.0143956979340004
"ACVRL1","Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.977561,0.665953,0.737498,19,12,30,7.90398066666667,1.46678144928587
"ACY1","Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,11.585949,14.971368,6.534318,94,148,90,0.255869,4.43190253123534
"ACY3","Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0,0.060569,0.057567,0,1,1,123.514448666667,0.054849594349353
"ACYP1","Acyp1",4.460568,3.563012,4.914606,62,43,48,4.31272866666667,51.832918,41.241443,48.301687,288,314,378,39.6073916666667,0.130831566584655
"ACYP2","Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,18.41451,13.003516,14.903801,192,190,228,3.40035466666667,4.83332949525887
"ADA","Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,2.258658,0.858817,1.431334,50,22,40,0.480048,0.822453731230338
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130641,0.884454039788049
"ADAD2","Adad2",0,0,0,0,0,0,0,0.178842,0.074922,0.070358,7,4,2,0.143796666666667,0.87428126794098
"ADAL","Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,8.23178,6.902908,8.197069,203,306,300,24.552382,0.115488124225235
"ADAM10","Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,48.401335,37.964021,33.127324,1280,1456,1284,152.176211666667,0.0336285572279952
"ADAM11","Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,12.135299,18.856095,12.260095,544,1288,1005,17.105663,0.17594846798301
"ADAM12","Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,5.204425,0.663844,0.321587,342,35,34,0,1.11566066666667
"ADAM15","Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,18.325861,18.913974,21.753602,250,395,414,7.25505433333333,1.91132543726847
"ADAM17","Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,9.314443,10.543808,8.210981,495,521,480,57.1850363333333,0.13019107335323
"ADAM18","Adam18",0,0,0,0,0,0,0,0.035333,0,0,1,0,0,20.3579163333333,0.0468210467909409
"ADAM19","Adam19",0.972644,0.997124,1.223232,177,164,176,1.06433333333333,12.802374,10.819058,9.049793,1337,1480,1403,166.155600333333,0.0123497706880101
"ADAM2","Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0,0,0,0,0,0,3.66371,0.223841891255388
"ADAM20","Adam25",0,0,0,0,0,0,0,0.114799,0.050835,0.079841,5,3,5,0.0763023333333333,0.929106970253402
"ADAM21","Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,0.189499,0.210079,0.228701,8,12,14,6.846084,0.129401962388711
"ADAM22","Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,7.358498,6.092743,6.007486,912,1197,1183,13.1133866666667,0.142257114758187
"ADAM23","Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,27.791034,31.634925,27.866773,1328,1806,1813,8.22508366666667,0.169338157041466
"ADAM28","Adam28",0.010701,0,0,1,0,0,0.003567,0.355878,0.070795,0.656699,14,11,18,10.1789866666667,0.089772626976327
"ADAM29","Adam29",0,0,0,0,0,0,0,1.590352,2.275208,1.575598,35,73,69,115.143599,0.00861003110468447
"ADAM32","Adam32",0.030153,0.737287,0.081133,2,4,1,0.282857666666667,10.297747,6.150251,3.037132,131,136,131,29.223108,0.042446252273812
"ADAM33","Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,0.444232,0.218073,0.256207,18,12,18,8.66848633333333,0.122036027769807
"ADAM3A","Adam3",0.013241,0,0,1,0,0,0.00441366666666667,0.231017,0.145255,0.379927,4,3,8,33.2905916666667,0.0292912317299862
"ADAM5","Adam5",0,0.017579,0,0,1,0,0.00585966666666667,0,0,0.191015,0,0,2,25.1702683333333,0.0384352064661673
"ADAM7","Adam7",0,0,0,0,0,0,0,0.036155,0,0,1,0,0,10.8436296666667,0.0844335755291684
"ADAM8","Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,5.609723,5.136056,1.568834,53,76,60,3.307163,0.282872198397569
"ADAM9","Adam9",6.528288,6.476178,5.829731,685,639,546,6.27806566666667,16.019604,9.068817,10.587437,874,597,761,1.47888266666667,2.9360266883682
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.380103,0.420149884269714
"ADAMTS1","Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,55.689489,22.602635,30.236182,2055,1298,1715,25.2736386666667,0.185561329939378
"ADAMTS10","Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,48.620767,43.508264,28.643638,697,851,775,23.862718,0.171363310586826
"ADAMTS12","Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,2.080716,0.450845,0.431766,207,17,20,20.7635313333333,0.0499849181951079
"ADAMTS13","Adamts13",0,0,0,0,0,0,0,10.04404,9.219637,9.619661,335,425,492,3.29983233333333,0.232567207853143
"ADAMTS15","Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,1.427798,0.893566,0.827734,132,114,114,7.620969,0.170343921508901
"ADAMTS16","Adamts16",0,0,0,0,0,0,0,1.432414,0.115256,0.125197,108,7,10,110.405573666667,0.00897621157620058
"ADAMTS18","Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,1.366388,1.547924,0.38092,88,131,52,0,1.01006366666667
"ADAMTS19","Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,0.03761,0.181964,0.167547,3,14,11,28.5888773333333,0.0352066190818189
"ADAMTS2","Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,3.004416,1.513027,3.126211,98,158,214,2.62402733333333,2.23089404586904
"ADAMTS20","Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,0.066632,0.128782,0.303561,4,9,23,56.1947993333333,0.018694904882902
"ADAMTS4","Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,0.689029,0.211108,0.171046,34,47,41,1.80996266666667,0.36916089513882
"ADAMTS5","Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,1.658729,0.507028,0.635813,259,108,142,15.973435,0.110003092086742
"ADAMTS7","Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,5.225607,7.926553,5.892613,332,721,451,0.0100636666666667,3.12954793938732
"ADAMTS8","Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,0.259596,0.126229,0.215574,11,8,14,0.126074666666667,0.938307524900658
"ADAMTSL1","Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,0.534643,0.391798,0.357426,32,44,21,29.7670256666667,0.0450520961960173
"ADAMTSL2","Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,1.503801,0.858924,1.307203,88,71,118,13.895288,0.186686420564678
"ADAMTSL4","Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.717708,0.666369,0.399532,29,32,22,8.679514,2.10805043173311
"ADAP2","Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,4.717453,6.427834,6.170847,45,56,89,1.08154533333333,1.37040926004334
"ADAR","Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,93.089729,94.857624,66.868309,4291,5755,4863,55.747446,0.0441948700211107
"ADARB1","Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,34.100105,17.143214,24.363699,847,781,869,7.017296,0.354252231675118
"ADARB2","Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,0.753625,0.498108,0.982045,57,72,104,34.7648106666667,0.028531247548801
"ADAT1","Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,56.120434,59.301982,46.931663,592,751,637,5.58593166666667,0.204196116013958
"ADAT2","Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,1.034206,0.933793,1.210028,88,111,154,53.7816463333333,0.026219986001516
"ADAT3","Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,0.640923,0.544088,0.678522,10,12,22,2.16598,0.408560908997109
"ADCK1","Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,5.533056,5.09672,4.52841,112,153,134,7.11716866666667,0.618474027848627
"ADCK2","Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,18.274489,18.137657,20.53215,419,534,646,40.401889,0.105980373665237
"ADCK5","Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,4.64823,6.892405,2.963806,75,109,110,44.476308,0.124840052245813
"ADCY1","Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,7.782219,24.050607,11.111329,1642,6944,3355,10.1479263333333,0.109862165995057
"ADCY10","Adcy10",0,0,0,0,0,0,0,0.05134,0.113811,0.077332,4,3,9,8.58980866666667,0.104277367230059
"ADCY2","Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,72.342279,68.200436,73.510891,1798,2338,2855,1.107049,0.481103508587919
"ADCY3","Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,32.320064,33.406767,28.267331,529,729,649,3.668975,0.363106320623549
"ADCY4","Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.230327,0.319736,0.365302,2,11,8,2.856891,1.46544751545567
"ADCY5","Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,26.717633,28.211033,23.810448,1319,1647,1608,3.73252866666667,1.1594888032374
"ADCY6","Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,34.684876,31.848539,24.33093,1468,2087,1784,3.77214466666667,9.36896345835842
"ADCY7","Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,12.07316,11.612199,12.140766,1038,1272,1488,133.033081666667,0.0144101588651329
"ADCY8","Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,18.344465,20.437146,13.60388,987,1474,1224,0.0451663333333333,0.991074466934928
"ADCY9","Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,5.484777,5.057732,4.294656,500,681,550,297.116619,0.0101755458770091
"ADCYAP1","Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,23.761483,14.864341,12.375151,871,688,393,45.0771346666667,0.0218563431505044
"ADCYAP1R1","Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,9.448235,5.412402,8.491945,738,700,1206,3.445383,0.330494957727302
"ADD1","Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,154.741787,190.237059,146.304246,4090,5785,4997,20.2461026666667,1.51291976561411
"ADD2","Add2",0,0.028096,0,0,3,0,0.00936533333333333,44.498774,62.72364,41.285624,5346,8854,7243,5.18745433333333,0.163130954825094
"ADD3","Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,60.690166,38.499272,41.292527,654,511,502,30.796606,0.166984719480228
"ADGB","Adgb",0,0.009494,0,0,1,0,0.00316466666666667,0.232085,0.088882,0.281014,13,13,13,3.203615,0.238643326438474
"ADGRA1","Adgra1",0,0,0,0,0,0,0,7.07337,6.258642,5.991872,416,515,542,0.229629666666667,0.813252987552621
"ADGRA2","Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,2.491863,0.646435,0.510239,192,64,85,32.0863133333333,0.0613794082427235
"ADGRA3","Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,21.529329,33.751969,18.355146,415,584,415,438.740611666667,0.0662738985062357
"ADGRB1","Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,13.774813,14.63682,18.093358,608,729,905,0.050071,0.960928673711904
"ADGRB2","Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,32.053266,29.109362,31.28533,1563,1909,2559,7.66023,0.241221037624482
"ADGRB3","Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,9.524438,5.772536,4.978414,321,318,264,169.575099,0.00609187589176386
"ADGRD1","Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,1.832749,0.066885,0.16873,33,6,16,197.533536,0.00811848902612269
"ADGRE1","Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.180927,0.132124,0,1,1,0,35.7518466666667,0.0879644143051678
"ADGRE4P","Adgre4",0.045902,0.071529,0.088945,5,7,7,0.068792,0.069527,0.017127,0.032132,3,1,2,0,1.068792
"ADGRE5","Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.630166,0.353481,0.58142,12,7,11,0,13.2530456666667
"ADGRF1","Adgrf1",0,0,0.011202,0,0,1,0.003734,0.348689,0.081872,0.212964,12,8,15,38.6927036666667,0.0252876198212449
"ADGRF2","Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,0.033705,0,0.021453,2,0,1,177.179820333333,0.00574627361327773
"ADGRF4","Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,1.284735,0.076585,0.244421,63,5,17,1.963775,0.348634877253953
"ADGRF5","Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.557972,0.289901,0.271867,21,10,33,11.034865,1.82039851160219
"ADGRG1","Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,42.020882,30.060196,30.493056,978,1104,1021,185.876846666667,0.14054253091528
"ADGRG2","Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,0.31826,0.112059,0.058447,26,12,7,74.8359273333333,0.0154322325554561
"ADGRG3","Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0,0.027015,0.08982,0,1,1,0.381918333333333,0.897119824977598
"ADGRG4","Adgrg4",0,0,0,0,0,0,0,0.006708,0.004944,0,1,1,0,1.71749133333333,0.367986454173298
"ADGRG5","Adgrg5",0,0,0.046221,0,0,2,0.015407,0.221076,0.058948,0.314313,6,3,13,9.251875,0.0990459793940133
"ADGRG6","Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,2.24986,0.19714,0.163197,156,9,15,13.5681436666667,0.0781704033625332
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0.802901,0.049287,0.373542,31,2,17,0.191700666666667,0.839136897352859
"ADGRL1","Adgrl1",2.926985,2.667661,3.489296,285,311,232,3.02798066666667,53.915851,48.74043,38.056817,4566,5739,5891,11.9236876666667,0.311674250458389
"ADGRL2","Adgrl2",5.20495,5.417703,8.326572,619,646,670,6.31640833333333,143.357995,203.910653,160.616405,3991,7090,5399,2.42353333333333,2.13709276965318
"ADGRL3","Adgrl3",0.351548,0.444645,0.653412,21,25,26,0.483201666666667,6.111217,7.187223,4.382327,557,871,629,0.283069666666667,1.1559790595938
"ADGRL4","Adgrl4",18.550583,15.978649,22.777518,830,723,570,19.10225,1.160425,0.810447,2.880133,20,10,63,47.9973976666667,0.410271789060253
"ADGRV1","Adgrv1",0.111708,0.434368,0.042501,1,8,2,0.196192333333333,2.561391,2.102207,2.358391,52,63,53,0.06006,1.12841946053368
"ADH1C","Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0,0,0.064375,0,0,1,46.6531566666667,0.0969855232395587
"ADH4","Adh4",0,0,0,0,0,0,0,0,0.051433,0.024651,0,2,1,0.689033666666667,0.592054510064039
"ADH5","Adh5",19.374188,19.222126,20.917073,642,595,542,19.8377956666667,56.244363,55.367877,49.923375,1413,2058,1912,19.318901,1.02553753604423
"ADH7","Adh7",0,0.009756,0,0,1,0,0.003252,0.099383,0.093506,0,1,1,0,10.9974306666667,0.0836222377835788
"ADHFE1","Adhfe1",20.56178,19.765402,22.436356,756,683,636,20.9211793333333,3.003773,1.243849,0.874102,25,25,24,40.1530513333333,0.532674458469074
"ADI1","Adi1",8.596913,7.931342,9.993263,376,326,304,8.840506,6.858608,6.264982,6.978803,268,298,335,1.216179,4.44030288167156
"ADIG","Adig",0.989263,0.482094,0.789899,6,6,6,0.753752,0,0,0,0,0,0,9.16293033333333,0.172563615264377
"ADIPOQ","Adipoq",0,0,0,0,0,0,0,0.15226,0.12497,0.084781,11,12,9,17.7271133333333,0.053398512744623
"ADIPOR1","Adipor1",17.126528,17.444057,21.129887,1728,1672,1523,18.566824,31.78277,26.72532,28.250066,977,1140,1209,0.0701623333333333,18.2839774775603
"ADIPOR2","Adipor2",9.071265,9.062463,8.191764,1131,1069,807,8.775164,11.18115,7.714247,7.34797,654,615,611,2.46702333333333,2.81946876619425
"ADK","Adk",62.210757,61.599612,60.846303,1418,1398,1186,61.552224,30.339727,25.239164,30.063732,530,578,732,6.35685466666667,8.50257709771259
"ADM","Adm",1.134292,1.079498,1.560128,48,43,47,1.25797266666667,0.806759,0.033778,1.559399,18,1,49,0.268350666666667,1.78024321349616
"ADM2","Adm2",0,0,0,0,0,0,0,1.63029,1.379053,1.593968,107,126,160,0.285599333333333,0.777847323090294
"ADNP","Adnp",4.005819,1.101688,4.722203,452,160,511,3.27657,33.858758,35.043235,30.558725,2318,3012,2736,14.8511896666667,0.269794891735676
"ADNP2","Adnp2",0.791197,0.79307,0.756465,134,125,92,0.780244,5.183089,4.936313,13.259561,409,562,508,5.40551633333333,0.277923575143487
"ADO","Ado",1.678069,1.523811,1.935385,243,223,192,1.71242166666667,7.75919,7.95103,7.86824,435,614,672,0.454990333333333,1.86421971646547
"ADORA1","Adora1",1.392146,1.401724,1.386664,195,182,136,1.39351133333333,10.860279,8.484353,12.001668,263,442,458,0,2.39351133333333
"ADORA2A","Adora2a",1.01888,0.647156,1.04314,79,55,52,0.903058666666667,7.640783,3.475551,1.752122,133,71,75,180.865601666667,0.0104640935351518
"ADORA2B","Adora2b",0.205096,0.144701,0.047784,12,8,2,0.132527,0.306423,0.254042,0.611888,8,9,23,0.848733,0.612596302440645
"ADORA3","Adora3",0.146761,0.101757,0,10,7,0,0.0828393333333333,0,0.084615,0,0,1,0,0.664046,0.650726802824762
"ADPGK","Adpgk",1.370062,1.219185,1.290069,129,98,82,1.29310533333333,26.947752,26.670719,23.01729,486,637,650,3.82706733333333,0.475051449458408
