"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"SAMSN1",339,0.341158,285,0.307851,793,0.83901,0.496006333333,"Samsn1",0.310834,0.295595,0.330178,8,13,14,0.312202333333333,1.14007291050364
"SAP130",572,1.14986,546,1.1781,568,1.20043,1.17613,"Sap130",9.909153,4.238736,4.803794,511,374,418,6.31722766666667,0.297398153936534
"SAP18",2880,58.7018,3289,71.9554,2760,59.1434,63.2668666667,"Sap18",53.209928,70.218778,62.581037,746,1394,1221,62.0032476666667,1.0200564105317
"SAP18",2880,58.7018,3289,71.9554,2760,59.1434,63.2668666667,"Sap18b",23.672668,26.24424,25.413025,204,401,390,25.1099776666667,2.4613911006422
"SAP25",143,14.9324,86,9.63903,86,9.44129,11.3375733333,"Sap25",2.159371,0.749188,1.31023,21,19,16,1.406263,5.12727550284404
"SAP30",635,14.666,712,17.6506,1224,29.7207,20.6791,"Sap30",4.342243,3.421225,2.760901,53,80,67,3.508123,4.80889718403868
"SAP30BP",1327,5.68033,1325,6.08778,1428,6.42642,6.06484333333,"Sap30bp",24.245312,32.292133,35.807401,548,1183,1155,30.7816153333333,0.222293400106703
"SAP30L",2301,26.6974,2470,30.7602,2042,24.9084,27.4553333333,"Sap30l",15.523412,13.353654,13.41188,144,244,259,14.0963153333333,1.88491911469744
"SAPCD1",212,19.9548,190,19.1958,176,17.4166,18.8557333333,"Sapcd1",0.178806,0.291748,0.335232,1,3,4,0.268595333333333,15.6517471029375
"SAPCD2",51,1.05677,67,1.49014,54,1.17637,1.24109333333,"Sapcd2",0.764449,0.945573,1.307098,18,18,30,1.00570666666667,1.11735847049585
"SAR1A",2736,20.5714,3044,24.5659,3473,27.4531,24.1968,"Sar1a",99.413907,84.528877,67.156247,1548,2779,2620,83.699677,0.297484015198783
"SAR1B",838,3.04216,909,3.54195,1087,4.14864,3.57758333333,"Sar1b",28.76631,31.919087,33.996729,438,840,882,31.5607086666667,0.140586108864891
"SARAF",11940,103.232,12349,114.599,10614,96.4778,104.7696,"Saraf",165.936842,156.396936,147.85113,2786,4702,4520,156.728302666667,0.670580981420481
"SARDH",112,0.256117,106,0.260175,136,0.326962,0.281084666667,"Sardh",6.076873,5.826643,5.65799,165,245,263,5.85383533333333,0.186915005155799
"SARM1",2433,10.708,1977,9.33927,2096,9.69829,9.91518666667,"Sarm1",6.847201,2.722434,2.828636,299,240,268,4.132757,2.12657382117836
"SARS1",5505,39.634,5413,41.8301,4394,33.2589,38.241,"Sars",68.316885,78.690651,75.883375,1762,3664,3746,74.2969703333333,0.521149786323187
"SART1",830,7.87617,952,9.69648,881,8.78923,8.78729333333,"Sart1",50.485729,30.300025,20.364693,621,504,461,33.7168156666667,0.281917945104835
"SART3",991,4.41796,1053,5.03869,1147,5.37589,4.94418,"Sart3",19.117842,7.499203,8.277121,483,468,472,11.6313886666667,0.470588005552095
"SASH1",2423,1.51315,3139,2.10407,2831,1.85869,1.82530333333,"Sash1",16.632454,7.131395,8.509485,1539,1329,1453,10.757778,0.240292284250477
"SASH3",379,4.34085,297,3.65117,769,9.25976,5.75059333333,"Sash3",0.384629,0.656458,0.604443,15,46,43,0.54851,4.35941216610161
"SASS6",122,0.431504,170,0.645379,172,0.639575,0.572152666667,"Sass6",2.829973,1.519695,1.029926,84,70,66,1.793198,0.562850419722125
"SAT1",8091,462.832,5455,334.932,8255,496.451,431.405,"Sat1",23.379031,26.533368,29.061141,305,555,675,26.3245133333333,15.8248015152206
"SAT2",657,69.8584,798,91.0744,642,71.7672,77.5666666667,"Sat2",6.124523,8.473671,8.294217,62,156,157,7.63080366666667,9.10305340047708
"SATB1",1134,1.9769,1291,2.41567,983,1.80162,2.06473,"Satb1",22.889999,8.093433,8.144271,1523,1059,992,13.0425676666667,0.218245699272994
"SATB2",228,0.197413,228,0.211893,229,0.208456,0.205920666667,"Satb2",7.890882,1.85388,2.085634,531,232,220,3.94346533333333,0.243942373487599
"SATL1",286,0.329414,307,0.379538,358,0.433509,0.380820333333,"Satl1",0,0.059628,0,0,2,0,0.019876,1.35391001781883
"SAV1",1841,8.87255,2129,11.0131,1971,9.98664,9.95743,"Sav1",6.03523,4.570722,4.476901,201,281,271,5.02761766666667,1.81787077514815
"SAXO1",344,0.315545,516,0.508034,519,0.500505,0.441361333333,"Saxo1",0,0,0,0,0,0,0,1.441361333333
"SAXO2",150,1.18461,133,1.1274,51,0.423442,0.911817333333,"Saxo2",4.981687,6.093146,6.425433,38,74,57,5.833422,0.279774516096474
"SAYSD1",331,5.19826,421,7.09663,389,6.4227,6.23919666667,"Saysd1",3.760486,3.647297,5.905563,55,107,141,4.437782,1.33127747060658
"SBDS",3225,71.2449,3798,90.0574,3817,88.6511,83.3178,"Sbds",78.713683,80.162751,68.173103,670,1238,1161,75.683179,1.09956056986109
"SBF1",3797,22.0846,3386,21.1386,2583,15.7947,19.6726333333,"Sbf1",256.368448,171.193721,183.116237,2357,2945,3023,203.559468666667,0.101059283483897
"SBF2",2571,0.871223,2989,1.08716,3943,1.40473,1.12103766667,"Sbf2",17.964857,4.698875,8.823114,800,656,644,10.4956153333333,0.184508406480836
"SBK1",214,0.578689,208,0.603719,117,0.332625,0.505011,"Sbk1",17.004716,12.277159,10.57984,974,1366,1209,13.2872383333333,0.105339532027592
"SBK2",0,0,1,0.0254877,3,0.0748944,0.0334607,"Sbk2",0.312825,0.148583,0.109906,2,3,5,0.190438,0.868134837765596
"SBK3",5,0.178702,1,0.0383619,2,0.0751497,0.0974045333333,"Sbk3",0.526325,0.096253,0.119621,12,8,8,0.247399666666667,0.879753749065696
"SBNO1",1621,3.73899,1597,3.95382,1569,3.8048,3.83253666667,"Sbno1",21.955868,9.333331,9.143402,2284,1569,1367,13.4775336666667,0.333795574435204
"SBNO2",1471,3.85674,897,2.5243,1839,5.06906,3.8167,"Sbno2",2.826242,1.004692,1.195632,160,124,143,1.675522,1.80028420622219
"SBSN",2,0.0700899,0,0,0,0,0.0233633,"Sbsn",1.415258,2.203827,2.4179,24,20,22,2.01232833333333,0.339725018908408
"SBSPON",1419,4.16313,1586,4.99438,2092,6.45265,5.20338666667,"Sbspon",0.419455,0.205105,0.283456,16,14,19,0.302672,4.76204805712413
"SC5D",3931,33.1279,3443,31.1436,3128,27.7138,30.6617666667,"Sc5d",24.273698,21.925099,25.205957,1083,1592,1544,23.8015846666667,1.2766025676276
"SCAF1",1402,14.9037,1412,16.111,1087,12.1483,14.3876666667,"Scaf1",54.407234,48.322864,48.420973,1601,1697,1927,50.3836903333333,0.299465969977594
"SCAF11",1745,4.1766,2366,6.0783,2946,7.41307,5.88932333333,"Scaf11",19.121344,8.520508,7.535188,1093,983,923,11.72568,0.541371724994656
"SCAF4",596,1.70357,655,2.00954,799,2.40104,2.03805,"Scaf4",9.1868,2.257781,3.24435,338,172,203,4.89631033333333,0.515245946744888
"SCAF8",1065,1.84358,1258,2.33741,1441,2.6225,2.26783,"Scaf8",12.634961,6.747209,6.558779,906,831,795,8.646983,0.338741138032481
"SCAI",293,0.254789,404,0.377081,413,0.377573,0.336481,"Scai",12.171553,5.548929,5.343136,1317,1057,722,7.68787266666667,0.153832940614768
"SCAMP1",1952,2.83872,2487,3.88203,2058,3.14649,3.28908,"Scamp1",65.949781,43.168272,37.560689,3312,3607,3118,48.892914,0.0859657144900376
"SCAMP2",871,5.13439,837,5.29586,1258,7.79632,6.07552333333,"Scamp2",27.294351,47.694714,47.217781,246,360,357,40.7356153333333,0.169532023831908
"SCAMP3",938,25.398,930,27.0284,813,23.1433,25.1899,"Scamp3",20.715813,20.628778,20.293538,358,696,695,20.546043,1.21553178001176
"SCAMP4",869,7.35459,777,7.0583,843,7.50075,7.30454666667,"Scamp4",59.643793,76.543316,47.969372,412,763,700,61.3854936666667,0.133116629821705
"SCAMP5",2583,7.02036,2335,6.81181,1863,5.32336,6.38517666667,"Scamp5",124.691429,112.629081,101.069027,5073,8229,7429,112.796512333333,0.0648980932301097
"SCAND1",354,10.5607,377,12.0718,304,9.53457,10.7223566667,"Scand1",5.483443,9.191256,12.836294,28,106,163,9.170331,1.15260326008072
"SCAP",1451,3.99534,1514,4.47458,1334,3.86172,4.11054666667,"Scap",43.335747,36.4148,29.34357,989,1483,1394,36.3647056666667,0.136774706918919
"SCAPER",1178,0.369113,1309,0.440244,1228,0.40453,0.404629,"Scaper",7.716321,8.592515,6.01561,570,576,575,7.441482,0.166396019087644
"SCARA3",728,2.96397,786,3.43483,858,3.67255,3.35711666667,"Scara3",7.634022,6.278743,6.120994,394,598,597,6.67791966666667,0.567486618228922
"SCARA5",1033,1.46969,1374,2.09822,1303,1.94898,1.83896333333,"Scara5",0.402913,0.248188,0.126828,22,25,13,0.259309666666667,2.25438064081935
"SCARB1",1000,1.65102,942,1.66933,1053,1.82776,1.71603666667,"Scarb1",11.86899,13.822418,10.512439,235,451,385,12.067949,0.207839552072785
"SCARB2",7320,16.8707,9692,23.9759,9142,22.1514,20.9993333333,"Scarb2",34.836677,24.615561,24.527919,2457,3059,3072,27.9933856666667,0.758770761932518
"SCARF1",213,3.13039,284,4.47999,287,4.43444,4.01494,"Scarf1",0.555013,0.514958,0.502794,23,39,37,0.524255,3.29009253700988
"SCARF2",170,2.28242,159,2.29131,218,3.0771,2.55027666667,"Scarf2",1.898031,2.803341,2.041738,39,55,68,2.24770333333333,1.09316532400948
"SCARNA17",16,19.411,6,7.81304,14,17.8564,15.0268133333,"Gm25913",0,0,0,0,0,0,0,16.0268133333
"SCCPDH",2405,9.60807,3263,13.992,2738,11.4999,11.69999,"Sccpdh",46.368718,66.633143,72.730046,928,1954,2130,61.9106356666667,0.201873496673777
"SCD",44817,445.009,50130,534.274,48046,501.558,493.613666667,"Scd4",0.189859,0.093464,0.069058,9,8,6,0.117460333333333,442.623019281221
"SCD",44817,445.009,50130,534.274,48046,501.558,493.613666667,"Scd2",333.698117,189.80192,201.712246,27960,28186,30335,241.737427666667,2.03764895847136
"SCEL",5,0.00797057,5,0.0085552,9,0.0150834,0.01053639,"Scel",0.537668,0.653587,0.486103,19,40,30,0.559119333333333,0.648145634779292
"SCFD1",1546,2.37876,1852,3.0586,1968,3.1835,2.87362,"Scfd1",13.197125,16.080244,15.481384,389,787,770,14.9195843333333,0.243324192321353
"SCFD2",831,0.294422,945,0.359369,972,0.362054,0.338615,"Scfd2",10.203273,7.143508,9.013235,209,307,256,8.786672,0.136779387313685
"SCG2",5486,176.761,4889,169.08,2775,94.0009,146.613966667,"Scg2",119.615617,97.784164,88.038128,4103,5864,5350,101.812636333333,1.43575704243605
"SCG3",2356,10.4108,2352,11.1554,1551,7.20541,9.59053666667,"Scg3",155.056517,117.702669,112.547607,3492,4666,4533,128.435597666667,0.081820896705276
"SCG5",1649,5.19782,1798,6.08318,1116,3.69831,4.99310333333,"Scg5",100.868074,142.659775,150.476659,1549,3874,4101,131.334836,0.045287420262719
"SCGB1A1",6,0.0579337,9,0.0932745,16,0.162419,0.1045424,"Scgb1a1",0,0,0,0,0,0,0,1.1045424
"SCGB3A1",2,0.250465,20,2.68836,8,1.05328,1.33070166667,"Scgb3a1",0,0.28051,0.414925,0,2,3,0.231811666666667,1.89209254120557
"SCGN",596,2.09993,512,1.93628,305,1.12978,1.72199666667,"Scgn",0.566774,0.581946,1.921654,9,19,24,1.023458,1.34522024508045
"SCHIP1",1230,3.73704,1488,4.85251,1104,3.52639,4.03864666667,"Schip1",74.036251,78.326841,66.692898,1657,3099,2689,73.0186633333333,0.0680726514065664
"SCHIP1",1230,3.73704,1488,4.85251,1104,3.52639,4.03864666667,"Iqschfp",1.080152,1.096331,1.154189,35,66,71,1.110224,2.38773071800434
"SCIMP",402,2.70726,315,2.27696,465,3.29227,2.75883,"Scimp",0,0.193078,0,0,2,0,0.0643593333333333,3.53154229242129
"SCIN",559,1.08985,276,0.577568,1460,2.99257,1.55332933333,"Scin",0.066397,0.089092,0,3,6,0,0.0518296666666667,2.42751218590526
"SCLT1",1101,0.841104,1495,1.22587,1486,1.19349,1.08682133333,"Sclt1",3.867028,1.827108,1.964655,106,108,118,2.55293033333333,0.587352167801207
"SCLY",269,1.22094,263,1.28126,287,1.3695,1.29056666667,"Scly",12.54297,16.599401,18.357775,154,323,337,15.833382,0.136072873928127
"SCMH1",854,0.694066,939,0.819123,1154,0.986023,0.833070666667,"Scmh1",35.359544,15.837339,18.048003,465,352,445,23.0816286666667,0.0761190487587038
"SCML2",50,0.0757086,47,0.0763859,62,0.0986972,0.0835972333333,"Scml2",1.323993,0.411718,0.412774,19,16,17,0.716161666666667,0.631407433448849
"SCML4",39,0.0557715,20,0.0306985,108,0.162371,0.082947,"Scml4",1.69696,0.728641,0.52246,64,81,60,0.982687,0.54620169497253
"SCN10A",4192,6.12912,3213,5.0423,1743,2.67925,4.61689,"Scn10a",0.020364,0.050479,0.010565,2,9,2,0.027136,5.4684968689638
"SCN11A",4777,4.04771,6286,5.71702,2929,2.60923,4.12465333333,"Scn11a",0.022226,0.025299,0.018702,2,4,3,0.0220756666666667,5.01396667630609
"SCN1A",566,0.600822,1095,1.24762,492,0.549076,0.799172666667,"Scn1a",32.05023,15.4123,12.520877,2891,2521,2402,19.994469,0.0856974599675276
"SCN1B",921,16.122,933,17.53,760,13.9866,15.8795333333,"Scn1b",210.040904,198.760505,194.083602,3373,6280,6204,200.961670333333,0.0835779051809222
"SCN2A",399,0.353262,429,0.407682,349,0.324853,0.361932333333,"Scn2a",63.176962,12.616862,13.167693,5144,2209,2106,29.653839,0.0444294214937646
"SCN2B",2,0.0748176,5,0.200763,1,0.0393289,0.104969833333,"Scn2b",55.466713,36.918262,31.46775,3861,4543,3932,41.2842416666667,0.0261319534128967
"SCN3A",191,0.286303,343,0.551859,172,0.271056,0.369739333333,"Scn3a",7.435295,3.842384,1.548513,687,359,316,4.27539733333333,0.259646666740742
"SCN3B",1276,8.55461,1010,7.26794,827,5.82899,7.21718,"Scn3b",60.600195,38.455105,28.508094,1923,2432,2019,42.5211313333333,0.188808970453081
"SCN4A",86,0.437192,56,0.305564,48,0.256539,0.333098333333,"Scn4a",0.009761,0.005403,0.005325,1,1,1,0.00682966666666667,1.32405547578521
"SCN4B",11381,101.899,11015,105.856,6381,60.0642,89.2730666667,"Scn4b",29.18487,21.449612,15.741786,2144,2881,2159,22.1254226666667,3.90362883169357
"SCN5A",83,0.142693,137,0.252805,130,0.234966,0.210154666667,"Scn5a",0.976463,0.261435,0.215566,127,62,53,0.484488,0.815200033053147
"SCN7A",10889,9.14962,8637,7.78966,14239,12.5786,9.83929333333,"Scn7a",0.56574,0.272087,0.354161,64,53,68,0.397329333333333,7.75715006817529
"SCN8A",2686,2.10801,2873,2.42016,2034,1.67825,2.06880666667,"Scn8a",82.710867,10.040727,20.204609,5272,1303,1869,37.6520676666667,0.0793956663104086
"SCN9A",5600,5.41052,6838,7.09122,4103,4.16765,5.55646333333,"Scn9a",0.576957,0.439466,0.311654,83,69,78,0.442692333333333,4.54460260295508
"SCNM1",649,8.31595,671,9.22848,742,9.99561,9.18001333333,"Scnm1",23.146551,37.979621,39.121257,156,354,363,33.4158096666667,0.295794677850913
"SCNN1A",57,0.322386,58,0.352103,228,1.35573,0.676739666667,"Scnn1a",1.303846,0.820972,0.9075,64,70,75,1.01077266666667,0.833878286920716
"SCNN1B",16,0.0271209,40,0.0727753,23,0.0409873,0.0469611666667,"Scnn1b",0.055819,0.046057,0.045353,2,3,3,0.0490763333333333,0.997983781923749
"SCNN1G",126,0.644778,86,0.472366,63,0.338937,0.485360333333,"Scnn1g",0.02262,0.050979,0.012589,1,4,1,0.0287293333333333,1.44387866196065
"SCO1",867,5.84758,963,6.97146,1063,7.53752,6.78552,"Sco1",5.020625,4.698235,5.590256,112,172,192,5.10303866666667,1.27567928457059
"SCO2",245,14.7897,284,18.4014,588,37.3171,23.5027333333,"Sco2",6.18823,12.913609,13.02385,88,346,357,10.708563,2.09271909228314
"SCOC",5746,7.81542,6194,9.04271,5027,7.18843,8.01552,"Scoc",238.572664,298.609364,268.845214,2004,3396,2886,268.675747333333,0.0334309632554994
"SCP2",2517,3.53405,3044,4.58749,3132,4.62328,4.24827333333,"Scp2",64.195531,71.490769,76.471513,960,1621,1577,70.719271,0.0731780072517748
"SCPEP1",1620,9.87345,1792,11.7228,1972,12.6357,11.41065,"Scpep1",5.571225,6.164654,6.407725,166,325,343,6.047868,1.7609084052085
"SCRG1",2145,17.2846,3668,31.725,2050,17.3669,22.1255,"Scrg1",24.818916,28.427889,26.257605,180,361,339,26.50147,0.840882323744876
"SCRIB",1606,11.2886,1396,10.5322,1229,9.08206,10.3009533333,"Scrib",20.103401,12.075758,7.610549,464,697,739,13.263236,0.79231342265528
"SCRN1",7460,18.5686,8360,22.335,6705,17.546,19.4832,"Scrn1",81.443782,66.669081,64.068901,3505,3956,3758,70.7272546666667,0.285570667596163
"SCRN2",303,14.712,473,24.6508,352,17.9684,19.1104,"Scrn2",1.483864,2.912499,2.570226,30,106,93,2.32219633333333,6.05334483041289
"SCRN3",961,4.96028,1089,6.03325,982,5.32884,5.44079,"Scrn3",14.753122,11.977248,12.519406,474,679,546,13.0832586666667,0.457336625879389
"SCRT1",342,10.0958,480,15.2089,236,7.32429,10.87633,"Scrt1",26.96164,14.58216,18.35535,1509,1633,2102,19.9663833333333,0.566446287429957
"SCRT2",128,1.57398,108,1.42545,51,0.65932,1.21958333333,"Scrt2",5.948277,1.769948,1.889698,239,144,161,3.202641,0.52814012268238
"SCT",3,0.60034,1,0.214791,1,0.210385,0.341838666667,"Sct",0,0.258713,0.380769,0,2,3,0.213160666666667,1.10606839105153
"SCTR",27,0.0551946,13,0.0285244,58,0.124652,0.069457,"Sctr",0.119453,0.154613,0.171343,3,8,8,0.148469666666667,0.931201781849412
"SCUBE1",1573,1.881,1321,1.69553,3280,4.12357,2.5667,"Scube1",8.652856,3.119717,2.186594,513,271,247,4.65305566666667,0.630933111278402
"SCUBE2",196,0.288669,271,0.428404,184,0.284905,0.333992666667,"Scube2",0.742407,0.220641,0.215202,34,15,17,0.39275,0.957812002632921
"SCUBE3",223,0.995754,244,1.16944,342,1.6055,1.256898,"Scube3",1.471539,0.672395,0.727437,55,73,49,0.957123666666667,1.15317086929101
"SCX",22,1.89422,12,1.109,8,0.724164,1.24246133333,"Scx",0.805957,1.477127,1.539262,10,31,34,1.27411533333333,0.986080741139485
"SCYL1",1636,20.9721,1726,23.7487,1379,18.5849,21.1019,"Scyl1",39.797795,47.067536,47.990486,661,1341,1240,44.951939,0.480978615505213
"SCYL3",655,2.56352,763,3.20524,811,3.33699,3.03525,"Scyl3",11.109877,8.054678,5.097262,310,421,356,8.08727233333333,0.444055141298909
"SDAD1",1285,4.4886,1477,5.53769,1497,5.49753,5.17460666667,"Sdad1",6.000604,2.626569,3.094102,326,352,322,3.90709166666667,1.25830269457027
"SDC1",155,1.09909,118,0.898101,211,1.57298,1.190057,"Sdc1",0.39887,0.497886,0.864564,16,33,60,0.587106666666667,1.3799053623785
"SDC2",1094,1.61997,1597,2.53825,1926,2.99836,2.38552666667,"Sdc2",12.680971,12.861338,11.272992,663,1163,982,12.271767,0.255092382700058
"SDC3",4827,21.4611,4492,21.4366,4783,22.357,21.7515666667,"Sdc3",42.724787,28.007236,27.376358,3062,3761,3807,32.7027936666667,0.675064711006499
"SDC4",665,5.02117,690,5.59208,972,7.71592,6.10972333333,"Sdc4",26.751685,34.888103,31.878062,874,1832,1668,31.1726166666667,0.220986791562286
"SDCBP",6571,38.3467,6688,41.8922,8614,52.8494,44.3627666667,"Sdcbp",79.163894,84.491337,78.861938,2247,3784,3392,80.8390563333333,0.554292396553742
"SDCBP2",137,1.24454,117,1.14081,167,1.59494,1.32676333333,"Sdcbp2",0.86049,0.569725,0.649848,16,19,22,0.693354333333333,1.37405579418799
"SDCCAG8",1232,0.881877,1434,1.10176,1595,1.20032,1.061319,"Sdccag8",18.278654,9.454923,10.683442,265,303,332,12.805673,0.149309562815228
"SDE2",673,7.0648,636,7.1661,813,8.97251,7.73447,"Sde2",7.174918,3.637348,3.684562,274,302,279,4.832276,1.49760916664438
"SDF2",541,6.82694,523,7.08388,527,6.99162,6.96748,"Sdf2",34.17033,44.689182,43.334089,400,932,954,40.7312003333333,0.190923815666905
"SDF2L1",136,11.8914,89,8.35267,139,12.7776,11.0072233333,"Sdf2l1",6.295762,7.713032,6.857679,84,195,178,6.955491,1.5093000964114
"SDF4",1638,18.8758,1653,20.4458,1562,18.9239,19.4151666667,"Sdf4",70.572403,76.979175,74.762363,2913,4255,4383,74.104647,0.271822949473419
"SDHA",3985,17.9233,4389,21.1882,3354,15.8595,18.3236666667,"Sdha",1043.300528,728.795055,659.444201,5459,7054,6472,810.513261333333,0.0238118926546571
"SDHAF1",172,26.9008,184,30.8884,112,18.4159,25.4017,"Sdhaf1",2.989802,3.579646,4.440765,101,221,281,3.670071,5.65338299995867
"SDHAF2",689,6.88287,700,7.50566,619,6.50099,6.96317333333,"Sdhaf2",21.467724,25.214704,26.732654,421,830,882,24.471694,0.312628336903309
"SDHAF3",174,0.466407,199,0.572545,220,0.619979,0.552977,"Sdhaf3",2.532861,2.573148,2.232214,166,285,246,2.44607433333333,0.450651045155439
"SDHAF4",260,2.00511,298,2.46673,261,2.11614,2.19599333333,"Sdhaf4",13.172642,19.041679,23.130706,92,228,285,18.4483423333333,0.164332428880185
"SDHB",1213,5.97788,1444,7.63826,1340,6.94272,6.85295333333,"Sdhb",72.31247,93.857897,104.133764,1021,2432,2752,90.101377,0.0862001606554202
"SDHC",2590,7.40735,2834,8.69968,2666,8.01607,8.04103333333,"Sdhc",211.361082,253.237836,245.912741,854,2041,2102,236.837219666667,0.0380135344081182
"SDHD",1613,8.48943,1939,10.9537,2077,11.4926,10.31191,"Sdhd",51.170133,74.345059,80.163732,807,2084,2275,68.5596413333333,0.162621741331195
"SDK1",431,0.0778046,541,0.104825,557,0.105711,0.0961135333333,"Sdk1",1.017002,0.265084,0.364883,136,67,89,0.548989666666667,0.70763127535387
"SDK2",622,0.350455,607,0.367089,557,0.32994,0.349161333333,"Sdk2",3.107199,0.728366,1.087485,353,114,201,1.64101666666667,0.51084923104095
"SDR39U1",1022,56.8607,1097,65.5101,959,56.0942,59.4883333333,"Sdr39u1",66.412653,87.920785,85.391209,551,1388,1436,79.9082156666667,0.74761670165247
"SDR42E1",21,0.162137,23,0.190604,23,0.186694,0.179811666667,"Sdr42e1",1.813718,2.813787,2.957056,66,163,145,2.528187,0.334396013212168
"SDR42E2",14,0.0934505,23,0.164787,14,0.0982471,0.1188282,"Gm5737",0.183404,0,0.065561,3,0,2,0.0829883333333333,1.0330934928508
"SDR9C7",5,0.077465,3,0.0498881,1,0.0162882,0.0478804333333,"Sdr9c7",0.053172,0,0,2,0,0,0.017724,1.0296312490747
"SDS",47,0.242516,58,0.321226,52,0.282087,0.281943,"Sds",1.393538,0.491632,1.59425,5,7,14,1.15980666666667,0.593545255593865
"SDSL",196,2.15393,221,2.6068,240,2.77284,2.51119,"Sdsl",4.288286,4.430073,4.363218,28,74,97,4.36052566666667,0.655008523106907
"SEBOX",1,0.178812,0,0,0,0,0.059604,"Sebox",0.76876,1.520823,1.736103,13,47,56,1.34189533333333,0.452455745958473
"SEC11A",1391,5.17883,1376,5.49875,1682,6.58368,5.75375333333,"Sec11a",29.30222,31.706391,27.488612,204,377,365,29.4990743333333,0.221441256200639
"SEC11C",1637,15.0779,1552,15.3435,1533,14.8447,15.0887,"Sec11c",91.214419,106.766484,129.450173,536,1085,1369,109.143692,0.146070099048432
"SEC13",1368,8.54079,1349,9.03991,1540,10.1081,9.2296,"Sec13",29.855698,33.141642,30.752127,442,929,950,31.2498223333333,0.317198646686085
"SEC14L1",4471,6.0854,3944,5.76185,4642,6.64244,6.16323,"Sec14l1",48.673161,34.163249,29.016122,2548,2883,2411,37.2841773333333,0.187106802312377
"SEC14L2",644,3.96665,576,3.80804,583,3.77524,3.84997666667,"Sec14l2",17.066463,14.804888,13.084695,543,942,813,14.9853486666667,0.303401368828656
"SEC14L4",9,0.0935331,7,0.0780839,7,0.076482,0.0826996666667,"Sec14l4",0.245963,0.45492,0.295492,5,14,8,0.332125,0.812761314941691
"SEC14L5",370,1.06265,317,0.977207,270,0.815246,0.951701,"Sec14l5",2.956211,1.204876,1.204778,261,187,195,1.78862166666667,0.699880167800939
"SEC16A",1567,6.26955,1541,6.61775,1801,7.57563,6.82097666667,"Sec16a",18.374647,6.260876,7.569151,990,505,564,10.7348913333333,0.666472014483361
"SEC16B",704,2.03798,620,1.92646,911,2.77258,2.24567333333,"Sec16b",0.337788,0.185084,0.231568,20,19,23,0.25148,2.59346800055135
"SEC22A",505,1.22176,613,1.59182,589,1.49812,1.43723333333,"Sec22a",7.513569,8.926495,9.890301,177,321,373,8.77678833333333,0.249287726217863
"SEC22B",2736,18.6542,3182,23.2863,3497,25.0665,22.3356666667,"Sec22b",23.750577,25.236821,24.401266,726,1238,1211,24.462888,0.916457970780848
"SEC22C",2315,7.61463,2618,9.24289,2278,7.87752,8.24501333333,"Sec22c",19.447092,8.175167,5.613912,583,325,353,11.0787236666667,0.765396542586964
"SEC23A",1772,3.98269,2430,5.86219,2353,5.55998,5.13495333333,"Sec23a",50.172612,34.587276,21.725812,1537,2162,1766,35.4952333333333,0.16810286640164
"SEC23B",930,3.01451,833,2.89814,1112,3.78946,3.23403666667,"Sec23b",35.514615,26.811141,21.171051,565,798,728,27.832269,0.146850623052594
"SEC23IP",770,2.59048,754,2.72271,1159,4.09931,3.1375,"Sec23ip",11.603383,7.620738,7.528328,652,652,555,8.917483,0.417192547746238
"SEC24A",475,1.04875,672,1.59253,712,1.6527,1.43132666667,"Sec24a",3.361496,1.004329,1.174795,277,141,157,1.84687333333333,0.854034016266969
"SEC24B",1185,1.93249,1427,2.49784,1459,2.50146,2.31059666667,"Sec24b",27.08927,11.857067,11.807297,719,517,504,16.917878,0.184764996539769
"SEC24D",564,0.850418,746,1.20735,1248,1.97836,1.345376,"Sec24d",22.368316,10.366911,5.467291,241,298,300,12.7341726666667,0.170769368998273
"SEC31A",5100,10.7789,5359,12.1571,6421,14.2675,12.4011666667,"Sec31a",34.824707,21.119973,20.959002,1226,1275,1220,25.6345606666667,0.503149529455977
"SEC31B",523,2.75046,572,3.2288,571,3.15703,3.04543,"Sec31b",0.056806,0.131726,0.129796,3,6,5,0.106109333333333,3.65735093095077
"SEC61A1",4206,36.6604,3627,33.9325,4577,41.9418,37.5115666667,"Sec61a1",21.808055,15.869112,14.516589,768,1233,1152,17.3979186666667,2.0932567082425
"SEC61A2",1450,6.2818,1690,7.85857,1455,6.62701,6.92246,"Sec61a2",41.455849,26.431245,22.472252,594,757,670,30.119782,0.254579546861864
"SEC61G",612,13.8402,616,14.9525,647,15.3828,14.7251666667,"Sec61g",2.031941,2.427307,2.562845,53,91,91,2.34069766666667,4.70715049242708
"SEC62",3923,21.5931,4439,26.2254,4516,26.133,24.6505,"Sec62",88.949389,64.588071,48.137477,2608,3494,2782,67.224979,0.375969335219583
"SEC63",2229,4.30504,2507,5.19712,3257,6.61338,5.37184666667,"Sec63",26.043519,15.905005,15.576003,1435,1285,1167,19.1748423333333,0.315831299268311
"SECISBP2",1558,6.61212,1831,8.34069,2279,10.1685,8.37377,"Secisbp2",4.593146,3.36271,3.011595,171,222,229,3.655817,2.01334588537307
