"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,0.43565,0.43565,1.70192711779798
"ADAMTS16","Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.41491,0.41491,1.27272382460133
"ADAMTS18","Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,6.4103,6.4103,0.443340755435003
"ADAMTS19","Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,1.74261,1.74261,0.393765670899861
"ADAMTS2","Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,4.02459,4.02459,1.69864287434398
"ADAMTS20","Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.06224,0.06224,2.19338442034443
"ADAMTS4","Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,36.36652,36.36652,0.310901764467229
"ADAMTS5","Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.12447,0.12447,1.52673051897042
"ADAMTS7","Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,5.06186,5.06186,0.171780333648968
"ADAMTS8","Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,6.43105,6.43105,0.203028553614003
"ADAMTSL1","Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,7.07415,7.07415,0.390465291496112
"ADAMTSL2","Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,11.47216,11.47216,0.166680697917068
"ADAMTSL4","Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,1.95006,1.95006,6.23773053203438
"ADAP2","Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,7.26086,7.26086,0.285481818277193
"ADAR","Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,64.9743,64.9743,0.525780574152864
"ADARB1","Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,10.43489,10.43489,4.66274040823013
"ADARB2","Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,33.98081,33.98081,0.166297407064045
"ADAT1","Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,20.76605,20.76605,0.149173138902098
"ADAT2","Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,3.09105,3.09105,0.708607081311644
"ADAT3","Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,8.67154,8.67154,0.184908470281534
"ADCK1","Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,25.14331,25.14331,0.399807586211029
"ADCK2","Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,15.91165,15.91165,1.53450822362099
"ADCK5","Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,7.48906,7.48906,2.83051295824665
"ADCY1","Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,17.79947,17.79947,5.33744391020953
"ADCY10","Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.6431,0.6431,0.667567403079545
"ADCY2","Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,248.83996,248.83996,0.0566676363540884
"ADCY3","Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,59.08264,59.08264,0.226257323801573
"ADCY4","Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,10.14446,10.14446,0.327451068363414
"ADCY5","Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,63.0035,63.0035,0.245773944654068
"ADCY6","Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,16.90743,16.90743,0.940234621420643
"ADCY7","Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,3.21552,3.21552,0.666129840842095
"ADCY8","Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,7.01191,7.01191,0.713078030082714
"ADCY9","Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,14.23128,14.23128,0.573890222401969
"ADCYAP1","Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,2.96658,2.96658,6.32986544243824
"ADCYAP1R1","Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,22.09375,22.09375,1.38155248353631
"ADD1","Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,255.33325,255.33325,0.695353214354101
"ADD2","Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,36.0346,36.0346,0.588084862983984
"ADD3","Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,920.53153,920.53153,0.0384301131834306
"ADGB","Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,1.05801,1.05801,0.552340205667935
"ADH1C","Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,0.14522,0.14522,1.50530029164702
"ADH4","Adh4",0,0,0,0,0,0,0,0,0,1
"ADH5","Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,34.64466,34.64466,1.12894422334229
"ADH7","Adh7",0,0.14655,0.020772,0,2,1,0.055774,0.10373,0.10373,0.956550968080962
"ADHFE1","Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,16.92817,16.92817,0.431142442312852
"ADI1","Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,28.64927,28.64927,0.98740797553082
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,0.6431,0.6431,0.615697563548577
"ADIPOR1","Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,39.66503,39.66503,0.573869399170081
"ADIPOR2","Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,167.16569,167.16569,0.169261803641397
"ADK","Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,171.68817,171.68817,0.548535704559264
"ADM","Adm",1.084481,1.458994,1.012796,9,46,18,1.18542366666667,26.78219,26.78219,0.0786627572076452
"ADM2","Adm2",0.129944,0.1711,0.243971,1,5,4,0.181671666666667,0.4564,0.4564,0.811364780737893
"ADNP","Adnp",11.683257,12.076154,13.964542,141,1288,690,12.574651,12.46793,12.46793,1.00792408335951
"ADNP2","Adnp2",3.792306,4.264431,5.151077,130,555,379,4.40260466666667,5.24856,5.24856,0.86461595418251
"ADO","Ado",20.398217,18.600319,19.884655,625,2060,1251,19.6277303333333,13.62967,13.62967,1.40999286609564
"ADORA1","Adora1",43.438848,41.673367,46.811297,1360,4873,3148,43.974504,60.86673,60.86673,0.726957833394459
"ADORA2A","Adora2a",1.415185,0.991421,0.666315,17,47,21,1.024307,8.33961,8.33961,0.216744275189221
"ADORA2B","Adora2b",0.77331,2.175531,2.063558,9,95,51,1.67079966666667,4.4395,4.4395,0.491000949842204
"ADORA3","Adora3",0.394917,0.258343,0.268209,5,12,8,0.307156333333333,27.25933,27.25933,0.0462557439731704
"ADPGK","Adpgk",6.082975,6.29692,6.020875,105,418,237,6.13359,24.9981,24.9981,0.274388897650213
"ADPRH","Adprh",22.900852,26.665782,33.810938,341,1524,928,27.792524,1.41068,1.41068,11.9437353775698
"ADPRHL1","Adprhl1",0.591101,1.088274,0.458138,8,37,23,0.712504333333333,3.73416,3.73416,0.361733514146825
"ADPRM","Adprm",12.995828,12.178521,13.88118,59,236,143,13.0185096666667,2.6554,2.6554,3.83501386077219
"ADRA1A","Adra1a",2.189529,2.402153,2.322216,60,228,138,2.30463266666667,5.78794,5.78794,0.486838815114257
"ADRA1B","Adra1b",2.731138,2.962852,2.497766,41,161,74,2.73058533333333,3.63043,3.63043,0.805667148263408
"ADRA1D","Adra1d",1.576033,1.578587,1.763054,18,63,40,1.63922466666667,1.24472,1.24472,1.17574782897941
"ADRA2A","Adra2a",6.224169,5.212863,5.471706,147,444,270,5.636246,0.95428,0.95428,3.39574984137381
"ADRA2B","Adra2b",0.150476,0.13912,0.489809,4,14,28,0.259801666666667,3.56819,3.56819,0.275776985341386
"ADRA2C","Adra2c",2.135569,2.403806,1.683391,41,154,62,2.07425533333333,5.12409,5.12409,0.501993820034215
"ADRB1","Adrb1",1.695102,1.934742,0.944753,22,69,35,1.52486566666667,1.80484,1.80484,0.900181709711309
"ADRB2","Adrb2",1.090102,0.75578,1.266362,15,39,37,1.03741466666667,3.27776,3.27776,0.476280732595252
"ADRB3","Adrb3",0.247325,0.304165,0.231472,2,13,2,0.260987333333333,0,0,1.26098733333333
"ADRM1","Adrm1",31.577483,35.634879,35.815376,263,1124,619,34.3425793333333,65.53443,65.53443,0.531192336559182
"ADSL","Adsl",23.15599,37.521522,40.54203,159,565,350,33.7398473333333,21.13947,21.13947,1.56913635842833
"ADTRP","Adtrp",0,0.027205,0,0,1,0,0.00906833333333333,3.58894,3.58894,0.219891376512513
"AEBP1","Aebp1",4.346562,7.217415,5.57136,92,602,267,5.711779,62.75456,62.75456,0.10527527756446
"AEBP2","Aebp2",23.19834,19.975992,22.39774,403,1388,855,21.8573573333333,10.93278,10.93278,1.91550982531592
"AEN","Aen",22.291168,24.778421,15.0125,128,607,329,20.6940296666667,6.90819,6.90819,2.7432357678137
"AFAP1","Afap1",5.011372,4.246532,5.045449,105,536,315,4.76778433333333,4.39801,4.39801,1.06850197264053
"AFAP1L1","Afap1l1",4.872293,5.408317,5.10897,101,437,233,5.12986,3.50596,3.50596,1.36038935099291
"AFAP1L2","Afap1l2",147.627924,102.641946,176.128212,238,940,645,142.132694,27.57051,27.57051,5.00980535524217
"AFF1","Aff1",5.408857,4.387032,4.826274,295,922,565,4.87405433333333,10.31042,10.31042,0.519348913067183
"AFF2","Aff2",3.8533,3.38842,3.868895,82,377,219,3.70353833333333,3.38149,3.38149,1.07350201263345
"AFF3","Aff3",5.518619,7.461934,7.422348,227,936,569,6.800967,21.22245,21.22245,0.351039916840852
"AFF4","Aff4",60.744826,42.896219,67.531202,1599,6449,3914,57.0574156666667,7.5098,7.5098,6.82241834904071
"AFG3L1P","Afg3l1",15.69064,12.107221,12.160276,179,686,363,13.319379,32.65311,32.65311,0.425499426353166
"AFG3L2","Afg3l2",19.91661,21.227415,21.091449,412,1659,932,20.745158,18.79525,18.79525,1.09850383299024
"AFM","Afm",0,0.020674,0.029625,0,1,1,0.0167663333333333,0,0,1.01676633333333
"AFMID","Afmid",0,1.198287,2.782963,0,41,16,1.32708333333333,196.87297,196.87297,0.0117604912552398
"AFP","Afp",0.15407,0.127811,0.145691,2,3,1,0.142524,0.4564,0.4564,0.784485031584729
"AFTPH","Aftph",56.498377,64.949211,86.301579,545,2221,1452,69.2497223333333,12.42644,12.42644,5.23219277286707
"AGA","Aga",5.55121,5.978904,6.097457,38,158,91,5.875857,12.8206,12.8206,0.497507850599829
"AGAP1","Agap1",24.091042,36.349091,33.773968,1118,4601,2706,31.4047003333333,327.56841,327.56841,0.098623907068039
"AGAP2","Agap2",22.966337,25.262982,27.551297,742,3064,1923,25.2602053333333,112.35659,112.35659,0.23166015609091
"AGAP3","Agap3",111.942529,128.267366,130.857284,812,3463,1973,123.689059666667,335.1197,335.1197,0.370966235143809
"AGBL1","Agbl1",0,0.046881,0.020348,0,4,1,0.0224096666666667,0.20745,0.20745,0.846751142214308
"AGBL2","Agbl2",1.696074,1.74472,2.587374,44,151,116,2.00938933333333,2.05379,2.05379,0.985460471523364
"AGBL3","Agbl3",5.227028,6.424334,8.083678,35,142,97,6.57834666666667,3.69266,3.69266,1.61493623374944
"AGBL4","Agbl4",3.115861,3.595418,2.501066,14,145,71,3.07078166666667,18.65003,18.65003,0.207164145126835
"AGBL5","Agbl5",6.190271,7.650526,6.843566,39,204,144,6.89478766666667,12.21899,12.21899,0.597230776834438
"AGER","Ager",0.13592,0.256131,0.365975,1,8,6,0.252675333333333,14.72917,14.72917,0.0796402692153072
"AGFG1","Agfg1",17.435253,17.09983,18.839426,616,2409,1377,17.791503,23.04804,23.04804,0.781415158990088
"AGFG2","Agfg2",11.079632,21.595021,22.711854,204,785,469,18.462169,32.54939,32.54939,0.580105003399466
"AGGF1","Aggf1",19.28164,16.235581,17.833945,400,1253,780,17.783722,7.75875,7.75875,2.14456651919509
"AGK","Agk",15.73495,13.81339,16.28639,198,659,419,15.2782433333333,17.42606,17.42606,0.883435923541622
"AGMAT","Agmat",0.233842,0.625539,0.442829,2,20,8,0.43407,2.6554,2.6554,0.392315478470208
"AGMO","Agmo",3.625354,4.137189,3.495915,47,170,98,3.75281933333333,6.34806,6.34806,0.646812809548824
"AGPAT1","Agpat1",30.957458,35.201623,40.581492,357,1518,925,35.580191,67.15256,67.15256,0.536739793780307
"AGPAT2","Agpat2",0.948764,0.682288,1.462418,7,19,16,1.03115666666667,9.50135,9.50135,0.193418623954698
"AGPAT3","Agpat3",77.929759,80.807923,86.036119,1757,7215,4186,81.591267,170.07003,170.07003,0.482792146584647
"AGPAT4","Agpat4",22.646742,38.029041,38.72292,184,873,465,33.132901,189.84031,189.84031,0.178855824537279
"AGPAT5","Agpat5",24.610605,19.635465,21.438905,589,1889,1178,21.8949916666667,14.35575,14.35575,1.49097189435011
"AGPS","Agps",12.504687,14.766253,23.753802,340,1316,788,17.0082473333333,6.03688,6.03688,2.55912383518453
"AGR2","Agr2",0,0,0,0,0,0,0,0,0,1
"AGR3","Agr3",0.24222,0,0,1,0,0,0.08074,0,0,1.08074
"AGRN","Agrn",11.768153,17.352136,15.915665,382,2128,1092,15.0119846666667,105.36542,105.36542,0.15053750238251
"AGRP","Agrp",1.643238,0.690307,0.303274,5,8,2,0.878939666666667,1.63888,1.63888,0.712021640493947
"AGT","Agt",33.866784,44.922492,41.519024,402,2041,1060,40.1027666666667,94.05922,94.05922,0.43239116275798
"AGTPBP1","Agtpbp1",329.901521,267.709528,326.355805,1330,4702,2888,307.988951333333,25.95238,25.95238,11.4642547831892
"AGTR1","Agtr1a",0.071508,0.353783,0.346189,1,12,6,0.25716,0.82981,0.82981,0.687044010033829
"AGTR2","Agtr2",4.237737,2.254604,5.975748,19,100,53,4.15602966666667,0,0,5.15602966666667
"AGTRAP","Agtrap",16.76762,5.440376,14.509408,117,367,244,12.2391346666667,19.60432,19.60432,0.642541693521876
"AGXT","Agxt",0.405547,0,0,2,0,0,0.135182333333333,0,0,1.13518233333333
"AGXT2","Agxt2",0.071842,0,0,1,0,0,0.0239473333333333,0,0,1.02394733333333
"AHCTF1","Ahctf1",20.218376,28.447836,21.07159,385,1542,889,23.245934,8.02843,8.02843,2.68550944073333
"AHCY","Ahcy",31.916478,21.5643,21.640168,106,629,237,25.0403153333333,42.38266,42.38266,0.600247087968634
"AHCYL1","Ahcyl1",192.244475,182.532511,188.686744,3277,12100,7271,187.821243333333,98.29127,98.29127,1.90169028287515
"AHCYL2","Ahcyl2",317.293295,358.825095,399.012869,1445,5482,3164,358.377086333333,18.52556,18.52556,18.4054688486954
"AHDC1","Ahdc1",13.519046,15.279516,17.197688,310,1426,827,15.3320833333333,13.23551,13.23551,1.14727771139449
"AHI1","Ahi1",41.312939,43.568495,37.173669,1114,4173,2146,40.6850343333333,65.63815,65.63815,0.6255430910572
"AHR","Ahr",1.077549,0.952943,1.209367,40,132,85,1.079953,7.11564,7.11564,0.256289460843507
"AHRR","Ahrr",0.242499,0.286924,3.703395,7,11,13,1.41093933333333,6.30657,6.30657,0.329968690279205
"AHSA1","Ahsa1",90.686009,78.636221,84.000705,608,2087,1157,84.4409783333333,253.21722,253.21722,0.336094377608776
"AHSG","Ahsg",0,0,0,0,0,0,0,0.16596,0.16596,0.857662355483893
"AICDA","Aicda",0,0.069713,0.062479,0,3,1,0.044064,0.35267,0.35267,0.771854184686583
"AIDA","Aida",31.995461,36.323252,38.251521,264,1160,687,35.5234113333333,37.54901,37.54901,0.947453938073464
"AIF1","Aif1",7.146184,3.275136,4.275103,18,26,21,4.89880766666667,28.13064,28.13064,0.202494956055434
"AIF1L","Aif1l",56.908045,39.663229,60.91759,55,263,165,52.496288,337.42243,337.42243,0.158075479807884
"AIFM1","Aifm1",8.836467,12.847934,12.797819,100,580,362,11.4940733333333,23.73263,23.73263,0.505165578158624
"AIFM2","Aifm2",2.221908,3.655855,3.75303,33,158,97,3.21026433333333,4.93738,4.93738,0.709111482393469
"AIFM3","Aifm3",41.980928,58.874823,56.185567,399,2266,1226,52.347106,82.79452,82.79452,0.636641942695059
"AIG1","Aig1",36.377588,37.132775,39.745537,306,1023,596,37.7519666666667,439.07443,439.07443,0.0880577557452422
"AIM2","Aim2",1.788655,3.204997,4.546432,13,64,43,3.180028,1.5559,1.5559,1.63544270120114
"AIMP1","Aimp1",70.987698,75.579033,72.125797,207,621,380,72.8975093333333,25.78642,25.78642,2.75876766411239
"AIMP2","Aimp2",12.023744,9.572788,10.351281,48,209,119,10.649271,18.69152,18.69152,0.59158820649701
"AIP","Aip",113.496797,87.540896,84.994621,320,1133,658,95.3441046666667,72.00696,72.00696,1.31965643640917
"AIPL1","Aipl1",0,0,0.031273,0,0,1,0.0104243333333333,0.08298,0.08298,0.933003687356492
"AIRE","Aire",0.165672,0.127941,0.124536,1,5,3,0.139383,1.49366,1.49366,0.456911928651059
"AJAP1","Ajap1",19.470327,15.646682,14.316464,139,513,288,16.4778243333333,40.95124,40.95124,0.416622353316215
"AJUBA","Ajuba",0.710991,0.748205,0.937854,13,46,34,0.799016666666667,2.09528,2.09528,0.58121290050227
"AK1","Ak1",117.083766,86.62071,99.90911,516,1858,1184,101.204528666667,185.77423,185.77423,0.547208941333431
"AK2","Ak2",16.73312,16.778159,16.336483,74,318,173,16.6159206666667,63.58437,63.58437,0.272758264370569
"AK3","Ak3",42.715675,35.36447,37.245455,723,2450,1449,38.4418666666667,30.37113,30.37113,1.2572663677294
"AK4","Ak4",26.099208,26.5819,31.737999,526,1904,1227,28.1397023333333,6.36881,6.36881,3.95446514882774
"AK5","Ak5",11.13964,13.061348,15.701669,161,593,322,13.3008856666667,2070.54765,2070.54765,0.00690347898425926
"AK7","Ak7",1.274564,1.094796,1.29749,26,77,57,1.22228333333333,3.07031,3.07031,0.545973975774163
"AK8","Ak8",0.649432,0.742165,0.902293,4,27,12,0.76463,4.04533,4.04533,0.349755120081343
"AKAP1","Akap1",8.770284,9.791817,9.690993,173,700,417,9.417698,32.07225,32.07225,0.314998163112579
"AKAP10","Akap10",8.240824,9.760715,8.385378,201,908,457,8.795639,31.13871,31.13871,0.304792538343947
"AKAP12","Akap12",15.240378,15.486166,17.099347,607,2473,1402,15.9419636666667,14.85364,14.85364,1.0686481884707
"AKAP13","Akap13",6.526119,4.187093,4.768148,125,530,300,5.16045333333333,10.20669,10.20669,0.549712121360842
"AKAP3","Akap3",0.052855,0.01385,0.07345,1,1,3,0.0467183333333333,2.96658,2.96658,0.263884336968707
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",1.11025,1.17785,1.360829,43,205,128,1.21630966666667,0.85056,0.85056,1.19764269554441
"AKAP7","Akap7",40.819352,32.213799,41.582915,283,947,654,38.2053553333333,14.54246,14.54246,2.52246782898803
"AKAP8","Akap8",36.111518,46.332596,40.941751,406,1946,982,41.1286216666667,8.27738,8.27738,4.54100421311476
"AKAP8L","Akap8l",58.524899,71.31645,78.372067,277,1371,744,69.404472,38.66925,38.66925,1.77478707058994
"AKAP9","Akap9",25.008541,21.653114,19.708219,610,2561,1536,22.1232913333333,26.42952,26.42952,0.843007509184752
"AKIP1","Akip1",2.59865,4.147619,3.257221,9,50,35,3.33449666666667,30.68231,30.68231,0.136811257344135
"AKIRIN1","Akirin1",23.346428,19.434578,21.853038,293,1131,681,21.5446813333333,48.14986,48.14986,0.458692686679745
"AKIRIN2","Akirin2",38.099445,29.527637,30.277273,310,873,509,32.634785,25.45449,25.45449,1.27142065486804
"AKNA","Akna",0.534034,1.041899,1.134718,20,132,91,0.903550333333333,16.36805,16.36805,0.109600693994624
"AKR1A1","Akr1a1",193.237077,194.714896,225.20119,1091,4701,2792,204.384387666667,97.39922,97.39922,2.08725625738361
"AKR1B15","Akr1b8",0.943556,1.030488,0.657282,5,25,11,0.877108666666667,0.12447,0.12447,1.66932747575895
"AKR1C2","Akr1c21",0,0,0,0,0,0,0,2.07453,2.07453,0.325252965493913
"AKR1C3","Akr1c18",0,0,0,0,0,0,0,9.87477,9.87477,0.0919559678043766
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0,0.084122,0.054547,0,5,2,0.046223,0.12447,0.12447,0.930414328528106
"AKT1","Akt1",80.80516,95.351437,94.221368,676,3071,1744,90.1259883333333,102.46107,102.46107,0.880775622495817
"AKT1S1","Akt1s1",28.138801,47.674351,53.827584,130,430,289,43.2135786666667,57.00811,57.00811,0.76219650436235
"AKT2","Akt2",38.741945,28.584784,42.554198,511,1696,1113,36.6269756666667,74.28895,74.28895,0.499767571026913
"AKT3","Akt3",41.30122,32.282612,36.27031,804,3164,1778,36.6180473333333,77.83639,77.83639,0.477166031236759
"AKTIP","Aktip",61.334609,63.212296,66.123896,676,2629,1476,63.5569336666667,40.4326,40.4326,1.55811929897392
"ALAD","Alad",13.238151,14.898528,15.919052,94,399,243,14.6852436666667,115.69658,115.69658,0.134410482866479
"ALAS1","Alas1",33.305721,54.500741,44.870498,208,987,527,44.2256533333333,31.3669,31.3669,1.39728096707851
"ALAS2","Alas2",2.805865,1.153397,3.453827,34,55,93,2.47102966666667,1.92931,1.92931,1.18493080850667
"ALB","Alb",0,0.020596,0,0,1,0,0.00686533333333333,14.50097,14.50097,0.0649549888383329
"ALCAM","Alcam",20.080247,23.284569,20.425834,495,1857,1002,21.26355,52.1537,52.1537,0.418852309434715
"ALDH16A1","Aldh16a1",24.837762,30.215643,33.694059,34,171,116,29.582488,12.3642,12.3642,2.28838897951243
"ALDH18A1","Aldh18a1",31.19767,15.172856,15.08392,152,527,349,20.4848153333333,7.01191,7.01191,2.68160967027005
"ALDH1A1","Aldh1a7",0.15518,0.269361,0.256631,2,13,7,0.227057333333333,93.9555,93.9555,0.0129224461282741
"ALDH1A2","Aldh1a2",3.388512,3.667742,3.177226,49,202,99,3.41116,10.53862,10.53862,0.382295283144778
"ALDH1A3","Aldh1a3",2.146421,0.59219,0.753528,15,32,21,1.16404633333333,10.3934,10.3934,0.189938590177939
"ALDH1B1","Aldh1b1",1.017632,2.417772,2.642337,15,54,53,2.02591366666667,6.43105,6.43105,0.407198668649339
"ALDH1L1","Aldh1l1",34.531031,39.379414,35.763261,352,1446,870,36.557902,20.76605,20.76605,1.72552677219799
"ALDH1L2","Aldh1l2",4.388381,3.95483,4.934136,74,313,167,4.42578233333333,2.11602,2.11602,1.74125401420188
"ALDH2","Aldh2",65.283929,77.403924,72.506477,426,1756,931,71.7314433333333,165.00818,165.00818,0.438119635630806
"ALDH3A1","Aldh3a1",0.283109,0.29521,0.522312,3,12,12,0.366877,0.60161,0.60161,0.8534393516524
"ALDH3A2","Aldh3a2",31.17744,35.273232,37.676315,325,1374,823,34.7089956666667,25.72418,25.72418,1.33620547633891
"ALDH3B1","Aldh3b1",1.24347,1.964397,2.751831,15,91,44,1.986566,6.16136,6.16136,0.417038942323804
"ALDH3B2","Aldh3b3",0,0,0.018038,0,0,1,0.00601266666666667,1.03727,1.03727,0.493804290382064
"ALDH4A1","Aldh4a1",7.010492,7.610575,8.034844,160,597,366,7.55197033333333,18.69152,18.69152,0.434297115374198
"ALDH5A1","Aldh5a1",19.751522,19.860127,20.621745,757,2851,1678,20.077798,14.1483,14.1483,1.39142992943103
"ALDH6A1","Aldh6a1",25.630913,23.357302,24.455446,497,1859,1135,24.4812203333333,42.00925,42.00925,0.592459071788821
"ALDH7A1","Aldh7a1",58.492779,55.161584,65.096252,427,1561,912,59.5835383333333,54.14525,54.14525,1.09861752976609
