"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"SEC61A1","Sec61a1",24.409745,19.412414,21.025898,670,593,1210,21.616019,32.52864,32.52864,0.674528373354839
"SEC61A2","Sec61a2",53.05293,43.016886,58.965904,605,494,1284,51.6785733333333,33.81485,33.81485,1.5131064282435
"SEC61B","Sec61b",16.93815,27.467985,23.836536,77,117,188,22.747557,83.31316,83.31316,0.281658960475447
"SEC61G","Sec61g",2.160853,1.991633,2.887169,42,29,82,2.34655166666667,75.32621,75.32621,0.0438453798068405
"SEC62","Sec62",70.96113,69.898447,63.122723,2153,2056,3591,67.9941,170.8791,170.8791,0.401410642713396
"SEC63","Sec63",27.395538,25.315708,24.857547,1142,1171,1975,25.8562643333333,33.29622,33.29622,0.783067764707986
"SECISBP2L","Secisbp2l",21.419863,20.747997,19.855571,1955,1896,3336,20.674477,63.58437,63.58437,0.335599418249338
"SECTM1","Sectm1a",0,0,0,0,0,0,0,1.76335,1.76335,0.361879602656196
"SEH1L","Seh1l",10.637602,11.840285,9.928163,393,443,735,10.8020166666667,20.35115,20.35115,0.552757892041725
"SEL1L","Sel1l",49.226766,39.537061,39.687537,2366,2224,4147,42.8171213333333,11.99079,11.99079,3.37293739128516
"SEL1L2","Sel1l2",0,0,0.05396,0,0,3,0.0179866666666667,0,0,1.01798666666667
"SEL1L3","Sel1l3",10.273872,10.308571,9.658511,629,616,1135,10.080318,11.01576,11.01576,0.922148744648695
"SELE","Sele",0,0,0.026398,0,0,2,0.00879933333333333,0.37342,0.37342,0.73451626839083
"SELENBP1","Selenbp1",7.017324,8.63499,5.933333,83,69,152,7.19521566666667,29.97697,29.97697,0.264558336940852
"SELL","Sell",0.012346,0.050399,0.019433,1,4,3,0.0273926666666667,17.675,17.675,0.055014332887104
"SELP","Selp",0,0,0,0,0,0,0,0.20745,0.20745,0.828191643546317
"SELPLG","Selplg",10.156008,13.466697,15.999636,236,239,424,13.207447,21.67885,21.67885,0.626462408808207
"SEMA3A","Sema3a",5.341698,6.570458,3.820419,302,372,563,5.24419166666667,4.08683,4.08683,1.22752120017116
"SEMA3B","Sema3b",2.26934,1.388602,2.448413,20,17,59,2.03545166666667,377.46087,377.46087,0.00802051653759256
"SEMA3C","Sema3c",5.480026,6.870663,7.540805,390,431,687,6.630498,13.81637,13.81637,0.515004552397112
"SEMA3D","Sema3d",1.438864,1.105186,1.330514,126,93,218,1.29152133333333,1.05801,1.05801,1.11346462521238
"SEMA3E","Sema3e",4.674307,4.672139,3.411685,450,437,618,4.25271033333333,4.12832,4.12832,1.02425557167519
"SEMA3F","Sema3f",6.070801,7.462249,9.904412,85,111,188,7.81248733333333,2.94583,2.94583,2.23336720875794
"SEMA3G","Sema3g",1.506829,1.242698,1.375384,96,78,168,1.37497033333333,5.51825,5.51825,0.364357048798885
"SEMA4A","Sema4a",30.18319,24.580651,27.153671,444,422,885,27.3058373333333,13.40147,13.40147,1.96548250514241
"SEMA4B","Sema4b",3.189438,2.910535,2.850218,158,146,275,2.983397,17.32233,17.32233,0.217406683538611
"SEMA4C","Sema4c",3.109513,3.858913,3.136683,145,120,244,3.36836966666667,69.78721,69.78721,0.0617112846609814
"SEMA4D","Sema4d",28.839736,29.437158,30.758757,730,694,1341,29.6785503333333,338.6464,338.6464,0.0903249683592505
"SEMA4F","Sema4f",18.402751,15.077648,14.264665,399,432,786,15.9150213333333,5.39378,5.39378,2.6455432206509
"SEMA4G","Sema4g",3.436554,3.072143,3.82095,198,178,392,3.44321566666667,8.15291,8.15291,0.485442953843823
"SEMA5A","Sema5a",4.974183,4.831608,4.251377,774,740,1261,4.68572266666667,10.18595,10.18595,0.508291442985769
"SEMA5B","Sema5b",19.783705,7.236235,14.197973,206,214,398,13.7393043333333,13.9201,13.9201,0.9878824091885
"SEMA6A","Sema6a",5.032771,6.470221,4.86322,290,358,541,5.455404,86.69464,86.69464,0.0736122983115046
"SEMA6B","Sema6b",18.512138,20.580364,19.814196,780,905,1778,19.635566,69.33082,69.33082,0.293407157772368
"SEMA6C","Sema6c",10.871077,10.084866,7.766371,125,136,254,9.57410466666667,20.57935,20.57935,0.490010341676958
"SEMA6D","Sema6d",9.670587,9.620083,9.232014,833,794,1467,9.50756133333333,9.33539,9.33539,1.01665842637127
"SEMA7A","Sema7a",43.814644,39.878437,37.693138,1864,1768,3101,40.462073,38.62776,38.62776,1.04628858658678
"SENP1","Senp1",5.161476,3.660224,5.177385,177,178,382,4.66636166666667,4.04533,4.04533,1.12309039580497
"SENP2","Senp2",27.063023,26.773111,26.046713,1257,1278,2317,26.6276156666667,16.09836,16.09836,1.61580500508041
"SENP3","Senp3",282.512314,298.228997,385.648326,643,541,1170,322.129879,73.37615,73.37615,4.34453623910353
"SENP5","Senp5",9.887782,10.717206,9.647152,831,806,1517,10.0840466666667,13.09029,13.09029,0.786644325039915
"SENP6","Senp6",50.069166,62.007889,52.728363,873,875,1587,54.9351393333333,29.68654,29.68654,1.82279068716556
"SENP7","Senp7",19.090089,18.347258,18.220785,569,459,897,18.5527106666667,19.95699,19.95699,0.932992317439989
"SENP8","Senp8",3.576513,2.53688,2.866077,81,77,180,2.99315666666667,1.12025,1.12025,1.88334237314782
"SEPHS1","Sephs1",4.386236,5.754142,6.863673,252,265,466,5.668017,25.08108,25.08108,0.255664911115644
"SEPHS2","Sephs2",11.131753,11.401685,9.944977,296,309,536,10.8261383333333,17.86171,17.86171,0.626991843970315
"SEPSECS","Sepsecs",3.790788,3.097716,3.121952,229,205,376,3.33681866666667,2.48944,2.48944,1.24284087609091
"SERAC1","Serac1",7.184545,5.977208,7.991778,224,202,449,7.051177,6.43105,6.43105,1.08345079093802
"SERBP1","Serbp1",131.286909,151.46603,127.326767,2651,2560,4439,136.693235333333,61.09493,61.09493,2.21746341180082
"SERF1B","Serf1",17.177527,15.186627,9.746959,60,57,72,14.0370376666667,1.53515,1.53515,5.93141931115187
"SERF2","Serf2",53.052262,58.48363,46.605716,806,788,1340,52.7138693333333,646.05037,646.05037,0.0830134280478556
"SERGEF","Sergef",14.130448,11.557868,13.300709,200,172,348,12.9963416666667,582.59047,582.59047,0.0239831566589267
"SERHL2","Serhl",34.402062,23.384661,8.681904,44,34,48,22.156209,20.3304,20.3304,1.08559656640288
"SERINC1","Serinc1",281.522116,314.87998,279.174988,10916,11707,19524,291.859028,230.16919,230.16919,1.26686012093567
"SERINC2","Serinc2",2.907381,1.614473,1.442819,64,35,67,1.98822433333333,4.41875,4.41875,0.551460084582853
"SERINC3","Serinc3",66.253718,85.508697,76.561706,3090,3183,5698,76.1080403333333,68.16908,68.16908,1.11477614467813
"SERINC4","Serinc4",0.269222,0.038043,0.160319,1,1,1,0.155861333333333,10.12371,10.12371,0.103909696794804
"SERINC5","Serinc5",15.873026,14.586862,15.142769,1006,929,1799,15.2008856666667,13.0488,13.0488,1.15318644059754
"SERP1","Serp1",7.964418,8.100371,7.710852,503,500,933,7.92521366666667,39.64428,39.64428,0.219593351553199
"SERP2","Serp2",45.367792,62.283473,58.452478,314,407,735,55.3679143333333,62.36039,62.36039,0.889639636582624
"SERPINA1","Serpina1a",0.202343,0,0,1,0,0,0.0674476666666667,10.10296,10.10296,0.0961408189047485
"SERPINA10","Serpina10",0.113603,0.058127,0.119444,2,1,6,0.097058,0,0,1.097058
"SERPINA11","Serpina11",0,0,0.029282,0,0,1,0.00976066666666667,0,0,1.00976066666667
"SERPINA12","Serpina12",0,0,0.020327,0,0,2,0.00677566666666667,1.82559,1.82559,0.356306352537582
"SERPINA3","Serpina3n",4.168896,3.975042,3.484284,114,106,181,3.876074,53.73035,53.73035,0.0890926880606464
"SERPINA5","Serpina5",0,0,0,0,0,0,0,2.07453,2.07453,0.325252965493913
"SERPINA6","Serpina6",0,0,0,0,0,0,0,0,0,1
"SERPINA7","Serpina7",0.517734,0,0,1,0,0,0.172578,0,0,1.172578
"SERPINA9","Serpina9",2.40906,4.972596,5.596053,96,136,269,4.325903,0,0,5.325903
"SERPINB1","Serpinb1a",8.733519,14.742886,11.718523,62,102,152,11.7316426666667,18.62929,18.62929,0.648604339059979
"SERPINB10","Serpinb10",0,0,0.034533,0,0,1,0.011511,0,0,1.011511
"SERPINB11","Serpinb11",0.036759,0,0.038562,1,0,2,0.025107,0.24894,0.24894,0.820781622816148
"SERPINB12","Serpinb12",0.06724,0,0,1,0,0,0.0224133333333333,0,0,1.02241333333333
"SERPINB13","Serpinb13",0,0.068955,0.096752,0,1,3,0.0552356666666667,0.37342,0.37342,0.76832699878163
"SERPINB2","Serpinb2",0.040277,0,0.070127,1,0,1,0.0368013333333333,1.26546,1.26546,0.457655987452144
"SERPINB5","Serpinb5",0,0.060244,0.086598,0,2,3,0.0489473333333333,2.84211,2.84211,0.273013352905912
"SERPINB7","Serpinb7",0,0,0,0,0,0,0,0.58087,0.58087,0.632563082353388
"SERPINB8","Serpinb8",10.202307,2.224203,7.026951,197,118,298,6.484487,5.39378,5.39378,1.17058875970083
"SERPINC1","Serpinc1",0.076862,0.729353,0.037507,3,7,3,0.281240666666667,0.99577,0.99577,0.641978117050896
"SERPIND1","Serpind1",0.860939,0.877224,1.115744,23,23,58,0.951302333333333,0.29043,0.29043,1.51213342322585
"SERPINE1","Serpine1",0.463458,0.574627,0.573559,17,21,42,0.537214666666667,8.75452,8.75452,0.15758998563401
"SERPINE2","Serpine2",109.457749,123.86356,109.844953,1653,1756,3150,114.388754,44.99657,44.99657,2.5086382310681
"SERPINF1","Serpinf1",14.694945,10.675978,15.791164,75,69,168,13.7206956666667,46.15831,46.15831,0.312154860228593
"SERPINF2","Serpinf2",0.121541,0,0.054488,1,0,3,0.0586763333333333,2.55167,2.55167,0.298078462619932
"SERPING1","Serping1",2.854043,3.730552,3.669479,65,83,159,3.41802466666667,49.0834,49.0834,0.0882133534597625
"SERPINH1","Serpinh1",6.943184,5.656314,9.928249,139,152,349,7.509249,14.21054,14.21054,0.559431091861301
"SERPINI1","Serpini1",61.963283,79.840107,61.910467,2935,3260,5382,67.904619,297.23877,297.23877,0.231038436082606
"SERPINI2","Serpini2",0,0,0,0,0,0,0,2.69689,2.69689,0.270497634498186
"SERTAD1","Sertad1",5.177338,5.41967,4.951236,70,78,140,5.182748,4.06608,4.06608,1.22042052237628
"SERTAD2","Sertad2",4.288831,5.15162,5.036281,339,360,668,4.82557733333333,7.5098,7.5098,0.684572767084224
"SERTAD3","Sertad3",0.866065,1.200881,0.779554,14,19,24,0.948833333333333,24.74915,24.74915,0.0756853462476755
"SERTAD4","Sertad4",5.829747,8.192335,8.169606,250,271,459,7.39722933333333,3.00807,3.00807,2.09508050840762
"SERTM1","Sertm1",5.939005,6.103668,4.922597,241,247,391,5.65509,5.10335,5.10335,1.09039953468177
"SESN1","Sesn1",16.170885,17.130356,17.718106,598,617,1236,17.006449,24.33425,24.33425,0.71075516346448
"SESN2","Sesn2",2.871403,2.946469,2.31638,132,137,212,2.71141733333333,4.23204,4.23204,0.709363333103977
"SESN3","Sesn3",21.29194,24.353895,23.005222,2736,3093,5629,22.8836856666667,7.21937,7.21937,2.9057805728014
"SESTD1","Sestd1",9.12374,10.280134,9.364224,836,916,1746,9.589366,65.03654,65.03654,0.160356160392413
"SET","Set",75.147026,65.570543,66.152645,1577,1416,2620,68.956738,301.86497,301.86497,0.230983259635474
"SETBP1","Setbp1",3.479034,3.036574,3.204328,492,422,871,3.23997866666667,2.94583,2.94583,1.07454671556217
"SETD1A","Setd1a",15.894752,22.647979,18.6126,538,592,1127,19.051777,6.6385,6.6385,2.62509353930746
"SETD1B","Setd1b",5.128859,4.443314,5.615742,477,527,1087,5.06263833333333,4.27353,4.27353,1.1496356962667
"SETD2","Setd2",27.34626,31.032403,27.115211,1000,1087,1885,28.497958,16.72072,16.72072,1.66460267980082
"SETD3","Setd3",65.002775,212.396264,149.119002,1638,1642,3061,142.172680333333,52.92128,52.92128,2.65521664792329
"SETD4","Setd4",7.706274,5.118709,6.534694,82,56,159,6.45322566666667,18.79525,18.79525,0.376515864496112
"SETD5","Setd5",21.552412,24.297756,24.410925,1470,1402,2652,23.4203643333333,48.70998,48.70998,0.491256772449583
"SETD6","Setd6",14.481299,14.494593,11.061961,79,94,159,13.345951,19.47984,19.47984,0.700491361260635
"SETD7","Setd7",46.184325,35.832391,44.823799,2717,2400,4540,42.2801716666667,15.43451,15.43451,2.63349328131272
"SETDB1","Setdb1",7.149809,6.860572,7.686345,481,465,981,7.232242,13.0488,13.0488,0.585974745173965
"SETDB2","Setdb2",2.366905,1.894677,1.242996,52,54,95,1.83485933333333,3.23627,3.23627,0.669187595062008
"SETMAR","Setmar",2.72796,2.779739,2.394922,55,55,93,2.634207,11.74184,11.74184,0.285218382902312
"SETX","Setx",16.291691,13.836911,13.455572,1220,1188,2217,14.528058,16.38879,16.38879,0.892992439381924
"SEZ6","Sez6",94.117121,99.542697,90.196582,2332,2667,4863,94.6188,31.11796,31.11796,2.9771131167733
"SEZ6L","Sez6l",28.994382,26.838153,26.193369,2259,2097,4033,27.341968,41.80179,41.80179,0.66216782055143
"SEZ6L2","Sez6l2",105.125949,106.656369,100.018771,2943,3007,5539,103.933696333333,45.20403,45.20403,2.27109402217368
"SF1","Sf1",71.932017,65.570844,79.871782,1217,1142,2435,72.4582143333333,230.33515,230.33515,0.317540219604904
"SF3A1","Sf3a1",13.427079,15.748907,19.609886,692,731,1379,16.2619573333333,53.19097,53.19097,0.318539367967271
"SF3A2","Sf3a2",22.848127,17.980241,17.12037,201,234,384,19.316246,83.83179,83.83179,0.239488592660841
"SF3A3","Sf3a3",11.250792,12.782169,11.48451,253,283,498,11.839157,23.98158,23.98158,0.513944954642581
"SF3B1","Sf3b1",64.771886,51.360202,66.008114,3790,3196,7111,60.7134006666667,101.19561,101.19561,0.60387526104758
"SF3B3","Sf3b3",19.813778,24.398129,13.257823,842,854,1580,19.1565766666667,67.79567,67.79567,0.292991937816241
"SF3B4","Sf3b4",14.495519,14.172136,13.205237,328,326,601,13.9576306666667,21.72034,21.72034,0.658336568320134
"SF3B5","Sf3b5",2.048954,2.818503,2.816762,108,146,284,2.56140633333333,86.65315,86.65315,0.0406306713829832
"SFI1","Sfi1",17.0511,9.303899,20.156577,379,276,797,15.5038586666667,50.32812,50.32812,0.32153639499492
"SFMBT1","Sfmbt1",4.85124,5.21431,4.433815,497,480,785,4.83312166666667,10.41414,10.41414,0.511043465969987
"SFMBT2","Sfmbt2",0.458968,1.236909,0.580787,42,44,95,0.758888,5.89167,5.89167,0.255219417064369
"SFN","Sfn",0.954039,0.552737,0.668039,19,11,26,0.724938333333333,7.57204,7.57204,0.201228451259366
"SFPQ","Sfpq",99.291907,70.243411,95.839677,1947,1411,3605,88.4583316666667,215.54375,215.54375,0.413118973263678
"SFR1","Sfr1",38.483246,37.13709,35.668283,801,749,1399,37.0962063333333,10.43489,10.43489,3.33157610902539
"SFRP1","Sfrp1",1.900669,2.142412,2.487449,110,124,284,2.17684333333333,18.11065,18.11065,0.166234185301564
"SFRP2","Sfrp2",2.079545,2.420374,1.054599,9,19,25,1.851506,18.89898,18.89898,0.143299103773158
"SFRP4","Sfrp4",0.293742,0.299659,0.3575,11,15,25,0.316967,11.34768,11.34768,0.106657040026952
"SFRP5","Sfrp5",0.559142,0.571824,0.327854,12,13,15,0.486273333333333,1.57664,1.57664,0.57682615085279
"SFSWAP","Sfswap",58.646709,59.883476,65.926056,552,530,1251,61.4854136666667,86.17601,86.17601,0.716773039585852
"SFT2D1","Sft2d1",41.563891,40.196355,37.077888,199,166,386,39.6127113333333,138.99356,138.99356,0.290104140028537
"SFT2D2","Sft2d2",6.330391,5.751449,6.53053,490,442,964,6.20412333333333,1.28621,1.28621,3.15112055906209
"SFT2D3","Sft2d3",1.97744,1.71847,1.560605,61,55,101,1.75217166666667,4.35651,4.35651,0.513799407947837
"SFTA2","Sfta2",0.131452,0,0.338398,1,0,4,0.156616666666667,1.88782,1.88782,0.400515498426726
"SFTPA2","Sftpa1",0,0,0,0,0,0,0,3.63043,3.63043,0.215962664374583
"SFTPB","Sftpb",0.073648,0,0,1,0,0,0.0245493333333333,6.92893,6.92893,0.129216594588845
"SFTPC","Sftpc",0.891976,1.006064,0.906019,7,8,14,0.934686333333333,59.45605,59.45605,0.0320015338966627
"SFTPD","Sftpd",0,0,0,0,0,0,0,2.69689,2.69689,0.270497634498186
"SFXN1","Sfxn1",14.782964,16.727733,15.784938,566,623,1148,15.7652116666667,24.60393,24.60393,0.654790560147082
"SFXN2","Sfxn2",1.018627,1.576796,1.928328,61,68,173,1.507917,2.57242,2.57242,0.702021878726465
"SFXN3","Sfxn3",47.802471,43.184489,48.452527,1040,1007,1902,46.479829,66.38498,66.38498,0.704605521883363
"SFXN4","Sfxn4",5.21626,6.068565,6.179394,100,106,215,5.82140633333333,33.73187,33.73187,0.196401930945075
"SFXN5","Sfxn5",37.629687,35.5672,34.478593,1769,1673,3145,35.8918266666667,81.25937,81.25937,0.448481755533341
"SGCA","Sgca",0.844216,0.337577,0.885989,2,6,7,0.689260666666667,9.75029,9.75029,0.157136288106336
"SGCB","Sgcb",13.151405,13.900344,12.298555,696,684,1174,13.116768,22.90282,22.90282,0.590590064268568
"SGCD","Sgcd",1.321284,1.351817,1.280161,23,27,43,1.317754,12.98656,12.98656,0.165712941566761
"SGCE","Sgce",12.317168,11.988558,13.500781,224,224,463,12.602169,50.4111,50.4111,0.264576501961639
"SGCG","Sgcg",0.020443,0.065018,0.313084,1,2,5,0.132848333333333,1.16174,1.16174,0.524044673889244
"SGCZ","Sgcz",0.858318,1.464833,1.126926,28,49,72,1.15002566666667,0.4564,0.4564,1.47626041380573
"SGIP1","Sgip1",67.0419,65.806145,66.426313,2141,2363,4030,66.424786,61.38536,61.38536,1.08077898404369
"SGK1","Sgk1",83.537724,36.714488,67.897274,1341,709,2232,62.7164953333333,288.40127,288.40127,0.22016660581114
"SGK2","Sgk2",0.67684,0.691962,0.531294,15,14,33,0.633365333333333,21.34692,21.34692,0.0730912955044066
"SGK3","Sgk3",6.553533,6.783847,6.702267,274,268,511,6.67988233333333,21.8863,21.8863,0.335566794690856
"SGMS1","Sgms1",25.323353,25.336029,25.719179,472,436,928,25.4595203333333,25.55822,25.55822,0.996283649029692
"SGMS2","Sgms2",0.6295,0.403602,1.921012,52,33,91,0.984704666666667,37.8187,37.8187,0.051127540764288
"SGPL1","Sgpl1",9.981666,13.095878,12.384359,365,368,744,11.8206343333333,12.94507,12.94507,0.919366796533351
"SGPP1","Sgpp1",10.790821,11.486554,9.693311,451,476,795,10.6568953333333,10.01998,10.01998,1.05779641463354
"SGPP2","Sgpp2",4.496082,4.55451,4.128925,251,249,440,4.39317233333333,4.91664,4.91664,0.911526192794108
"SGSM1","Sgsm1",29.460327,17.137845,22.827643,1429,955,2291,23.1419383333333,7.13639,7.13639,2.96715599096569
"SGSM2","Sgsm2",18.197849,19.006944,18.826983,1073,1119,2147,18.6772586666667,244.08929,244.08929,0.0802860813161875
"SGSM3","Sgsm3",46.518923,51.613115,42.738083,513,495,1012,46.956707,101.13337,101.13337,0.469549834691639
"SGTA","Sgta",44.728162,41.536763,40.18705,887,923,1678,42.1506583333333,88.20905,88.20905,0.483702699819506
"SGTB","Sgtb",33.701935,42.931388,38.282536,1396,1726,2954,38.3052863333333,11.09874,11.09874,3.24870906667416
"SH2B1","Sh2b1",21.85127,21.792182,24.908765,645,633,1220,22.850739,122.91595,122.91595,0.192475133346434
"SH2B2","Sh2b2",1.104472,1.31947,4.238797,31,43,74,2.220913,9.45986,9.45986,0.307930794484821
"SH2B3","Sh2b3",4.91733,4.656453,5.884729,186,208,431,5.15283733333333,5.39378,5.39378,0.962316084277741
"SH2D1A","Sh2d1a",0.026258,0,0.164598,1,0,3,0.0636186666666667,2.07453,2.07453,0.345945125488015
"SH2D1B","Sh2d1b2",0,0,0,0,0,0,0,0,0,1
"SH2D2A","Sh2d2a",0,0,0.045206,0,0,3,0.0150686666666667,1.41068,1.41068,0.421071509560235
"SH2D3C","Sh2d3c",4.057454,4.420825,4.652564,138,155,280,4.37694766666667,16.30581,16.30581,0.310701877962757
"SH2D4A","Sh2d4a",0.298642,0.152419,0.147859,7,4,6,0.19964,2.61391,2.61391,0.331950712663016
"SH2D4B","Sh2d4b",0.282575,0.427631,0.31832,12,12,24,0.342842,0,0,1.342842
"SH2D5","Sh2d5",27.905908,26.176508,26.409929,1024,948,1927,26.8307816666667,14.72917,14.72917,1.76937382370886
"SH2D6","Sh2d6",0.346549,0.402955,0.346185,5,6,9,0.365229666666667,4.27353,4.27353,0.258883455041816
"SH2D7","Sh2d7",0,0,0.012517,0,0,1,0.00417233333333333,0.20745,0.20745,0.831647135147073
"SH3BGR","Sh3bgr",0.670389,2.118698,2.320623,4,3,9,1.70323666666667,260.24988,260.24988,0.010347322137207
"SH3BGRL","Sh3bgrl",36.868771,53.65959,42.266351,924,964,1772,44.264904,286.63791,286.63791,0.15736765713532
"SH3BGRL2","Sh3bgrl2",6.740216,7.609862,7.576673,404,469,671,7.308917,14.89513,14.89513,0.522733503909688
"SH3BGRL3","Sh3bgrl3",109.565084,123.684403,120.115244,479,616,1063,117.788243666667,195.81496,195.81496,0.603552919283507
"SH3BP1","Sh3bp1",10.548971,9.978114,18.456312,95,117,215,12.9944656666667,6.76297,6.76297,1.80272056528193
"SH3BP2","Sh3bp2",1.013799,0.666211,6.37553,39,24,74,2.68518,20.89052,20.89052,0.168345932394479
"SH3BP4","Sh3bp4",3.190154,3.483869,3.726018,226,242,504,3.46668033333333,23.37996,23.37996,0.183211142812922
"SH3BP5","Sh3bp5",29.25788,26.783618,28.210523,506,437,922,28.084007,63.54288,63.54288,0.45061526538636
"SH3BP5L","Sh3bp5l",39.743831,20.382566,23.059833,442,381,733,27.7287433333333,18.67078,18.67078,1.46047809661505
"SH3D19","Sh3d19",2.479749,1.876663,2.617524,187,137,333,2.32464533333333,24.20977,24.20977,0.131879240997968
"SH3D21","Sh3d21",0.371135,0.422929,0.290455,9,11,15,0.361506333333333,6.49328,6.49328,0.181696978270308
"SH3GL1","Sh3gl1",9.119456,8.404834,8.688561,247,225,456,8.737617,31.3669,31.3669,0.300851085522555
"SH3GL2","Sh3gl2",78.830246,85.433955,81.536376,2603,2861,4875,81.9335256666667,130.34277,130.34277,0.631428175807977
"SH3GL3","Sh3gl3",22.132564,28.010628,25.589573,298,349,607,25.244255,254.10927,254.10927,0.102874564299447
"SH3GLB1","Sh3glb1",23.582506,28.257054,28.108472,1148,1083,2057,26.649344,21.49214,21.49214,1.22928916501498
"SH3GLB2","Sh3glb2",110.248714,130.96949,123.319128,1316,1478,2813,121.512444,375.3241,375.3241,0.325550354069803
"SH3KBP1","Sh3kbp1",13.23158,13.411022,12.174703,484,463,831,12.9391016666667,57.09109,57.09109,0.239952489558496
"SH3PXD2A","Sh3pxd2a",4.777299,5.913535,5.339118,674,814,1397,5.34331733333333,49.53979,49.53979,0.125511351221153
"SH3PXD2B","Sh3pxd2b",2.373177,2.15301,2.350326,251,227,469,2.292171,16.20209,16.20209,0.191382035554982
"SH3RF1","Sh3rf1",5.092906,5.22155,5.105929,373,378,723,5.14012833333333,15.45525,15.45525,0.37314099350258
"SH3RF2","Sh3rf2",3.478779,3.790274,2.673643,199,264,328,3.314232,1.9708,1.9708,1.45221219873435
"SH3RF3","Sh3rf3",5.388458,3.906135,7.634398,368,288,719,5.642997,10.93278,10.93278,0.556701539792069
"SH3TC2","Sh3tc2",0.65241,0.607596,0.5434,40,38,66,0.601135333333333,18.11065,18.11065,0.0837823587022594
"SH3YL1","Sh3yl1",2.918047,3.538954,3.199386,66,79,136,3.21879566666667,48.60626,48.60626,0.0850456306656996
"SHANK1","Shank1",51.922097,43.717108,54.136466,4306,3988,9333,49.9252236666667,145.42461,145.42461,0.347791424314988
"SHANK2","Shank2",19.185408,16.266766,18.859962,2041,1753,3947,18.1040453333333,21.4299,21.4299,0.851722269530106
"SHANK3","Shank3",58.322219,60.923841,57.966956,2417,2596,5446,59.0710053333333,52.3819,52.3819,1.12530661766129
"SHARPIN","Sharpin",35.510548,47.951812,41.808121,200,230,424,41.756827,87.35849,87.35849,0.483901739380109
"SHB","Shb",10.11825,9.58414,8.364722,112,131,205,9.355704,22.03152,22.03152,0.449631808929675
"SHBG","Shbg",0,0,0,0,0,0,0,1.63888,1.63888,0.378948644879646
"SHC1","Shc1",3.5248,3.76491,4.670797,117,111,225,3.98683566666667,29.3961,29.3961,0.16406169431824
"SHC2","Shc2",13.092252,11.254184,10.883567,448,458,826,11.7433343333333,78.83217,78.83217,0.159626555727263
"SHC3","Shc3",15.882575,13.747172,16.623784,492,420,987,15.4178436666667,10.51787,10.51787,1.42542359539278
"SHC4","Shc4",1.57797,1.660977,1.186103,87,84,126,1.47501666666667,17.42606,17.42606,0.134321535188025
"SHCBP1","Shcbp1",0.613685,0.755791,0.87779,15,13,29,0.749088666666667,1.43143,1.43143,0.719366244007299
"SHCBP1L","Shcbp1l",1.021016,0.721488,0.923391,16,13,37,0.888631666666667,0,0,1.88863166666667
"SHD","Shd",18.798197,17.115434,20.080802,144,162,331,18.664811,3.92086,3.92086,3.99621427961779
"SHE","She",0.848226,1.33359,0.825689,66,94,126,1.00250166666667,2.44795,2.44795,0.580780367078022
"SHF","Shf",21.965963,18.610099,22.739408,201,224,449,21.1051566666667,19.95699,19.95699,1.05478681178293
"SHH","Shh",0.984131,0.921002,0.557585,33,32,39,0.820906,1.0995,1.0995,0.86730459633246
"SHISA2","Shisa2",1.263714,1.606062,1.120601,47,62,80,1.33012566666667,2.51018,2.51018,0.663819424265042
"SHISA3","Shisa3",0.462703,0.310632,0.31666,17,15,21,0.363331666666667,1.43143,1.43143,0.560711871888834
"SHISA4","Shisa4",51.17352,47.60541,47.397964,866,816,1596,48.7256313333333,203.05507,203.05507,0.24368731114269
"SHISA5","Shisa5",31.731485,33.60531,32.613965,352,388,708,32.6502533333333,93.74804,93.74804,0.355155139181067
"SHISA6","Shisa6",15.516601,5.269558,11.868385,242,203,405,10.884848,37.54901,37.54901,0.308304882537839
"SHISA7","Shisa7",28.896187,25.297354,31.888546,1636,1509,3435,28.694029,18.62929,18.62929,1.51274085817673
"SHISA8","Shisa8",0.889378,0.665293,0.907776,11,15,37,0.820815666666667,1.63888,1.63888,0.689995629458962
"SHISA9","Shisa9",13.518063,17.945918,14.953204,709,792,1451,15.472395,10.82905,10.82905,1.39253743960842
"SHKBP1","Shkbp1",14.698662,7.334265,14.884747,102,63,216,12.3058913333333,19.14792,19.14792,0.660410173026959
"SHMT1","Shmt1",3.52204,3.113567,2.044927,33,31,53,2.89351133333333,18.91972,18.91972,0.195460143683412
"SHMT2","Shmt2",8.987577,10.930324,10.222586,178,141,330,10.046829,19.56283,19.56283,0.537223183773829
"SHOC2","Shoc2",22.688912,27.869574,23.666673,712,715,1231,24.7417196666667,20.70382,20.70382,1.18604557477286
"SHOX2","Shox2",0,0.112056,0,0,3,0,0.037352,0.37342,0.37342,0.755305733133346
"SHPK","Shpk",0.893895,0.827047,0.903179,34,31,66,0.874707,8.89974,8.89974,0.189369316769935
"SHPRH","Shprh",7.292931,7.79482,6.837147,751,713,1255,7.30829933333333,2.96658,2.96658,2.09457500752117
"SHQ1","Shq1",1.43732,1.09299,1.674634,81,53,134,1.401648,2.32347,2.32347,0.722632670070739
"SHROOM1","Shroom1",21.633876,17.126063,12.523364,86,83,179,17.0944343333333,99.2663,99.2663,0.180463768318302
