"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"SLITRK4","Slitrk4",9.010766,8.66706,8.391094,753,683,1209,8.68964,0.22771,0.22771,7.89245017145743
"SLITRK5","Slitrk5",11.801118,12.354854,11.745436,703,761,1295,11.967136,0.11386,0.11386,11.6416210295728
"SLITRK6","Slitrk6",0.371571,0.574639,0.429811,22,33,48,0.458673666666667,0.7464,0.7464,0.835246029928233
"SLK","Slk",22.984092,21.320919,26.812647,1380,1339,2608,23.705886,33.49926,33.49926,0.716127998107786
"SLMAP","Slmap",53.47132,58.621962,53.484904,1631,1814,3112,55.1927286666667,403.85077,403.85077,0.138798621197304
"SLN","Sln",0.252698,0.064438,0.331231,4,1,10,0.216122333333333,14.95322,14.95322,0.0762305248303059
"SLPI","Slpi",0.565078,0,0.298454,3,0,3,0.287844,0.18976,0.18976,1.08244015599785
"SLTM","Sltm",17.336282,15.427537,16.938915,816,733,1517,16.567578,91.33861,91.33861,0.190251705110138
"SLU7","Slu7",36.992177,33.921941,29.241439,567,622,1068,33.3851856666667,53.48749,53.48749,0.63106569355033
"SLURP1","Slurp1",0,0.274017,0,0,1,0,0.091339,0,0,1.091339
"SLX1B","Slx1b",3.661531,4.208834,4.325072,132,133,295,4.06514566666667,0,0,5.06514566666667
"SLX4","Slx4",8.96285,9.213761,9.880459,327,303,577,9.35235666666667,1.27773,1.27773,4.54503240799685
"SMAD1","Smad1",5.04545,5.69614,5.190245,193,223,403,5.31061166666667,8.77964,8.77964,0.645280569291576
"SMAD2","Smad2",11.441665,11.543551,11.623954,413,464,748,11.53639,65.35392,65.35392,0.188932168589286
"SMAD3","Smad3",25.2354,24.444132,29.87238,825,798,1598,26.517304,11.03148,11.03148,2.28710881786779
"SMAD4","Smad4",19.682402,28.274934,24.5678,481,540,927,24.1750453333333,76.67636,76.67636,0.324101764466478
"SMAD5","Smad5",8.628399,8.777332,10.552767,529,514,960,9.31949933333333,18.91291,18.91291,0.518231606195846
"SMAD6","Smad6",0.364924,0.29526,1.131143,11,10,34,0.597109,4.94645,4.94645,0.268581927032095
"SMAD7","Smad7",8.479995,7.664812,6.865956,260,212,402,7.67025433333333,6.24948,6.24948,1.19598293026994
"SMAD9","Smad9",2.423843,2.450569,2.064391,186,184,302,2.31293433333333,3.66873,3.66873,0.709600755094712
"SMAGP","Smagp",1.294093,1.155684,0.829848,13,9,14,1.09320833333333,7.81818,7.81818,0.237374189836603
"SMAP1","Smap1",81.56226,83.252967,66.977025,897,1036,1683,77.264084,20.01353,20.01353,3.72446152550286
"SMAP2","Smap2",42.718465,44.333629,41.395424,1541,1602,2868,42.8158393333333,37.76257,37.76257,1.13036466192343
"SMARCA1","Smarca1",11.473006,9.418313,8.928412,542,490,976,9.93991033333333,47.08619,47.08619,0.227506282642341
"SMARCA2","Smarca2",114.948941,116.844334,115.451515,2554,2547,4992,115.748263333333,153.21357,153.21357,0.757055707440878
"SMARCA4","Smarca4",19.539984,20.505498,18.939994,1458,1515,2721,19.6618253333333,32.29743,32.29743,0.620523125458431
"SMARCA5","Smarca5",22.493393,20.962901,17.254786,1009,875,1664,20.2370266666667,36.87702,36.87702,0.56068367222835
"SMARCAD1","Smarcad1",9.485276,9.078788,8.497367,375,326,664,9.020477,14.05501,14.05501,0.665590856465721
"SMARCAL1","Smarcal1",16.056747,20.058276,15.702387,507,528,887,17.27247,7.23624,7.23624,2.21854511281847
"SMARCB1","Smarcb1",20.955743,26.354012,21.9724,472,530,994,23.0940516666667,20.72197,20.72197,1.10920195850867
"SMARCC1","Smarcc1",18.690777,16.147385,21.103529,758,795,1516,18.6472303333333,14.45984,14.45984,1.27085599419744
"SMARCC2","Smarcc2",45.629017,45.262635,46.409741,2646,2599,4904,45.767131,51.77963,51.77963,0.886082964204183
"SMARCD1","Smarcd1",65.471448,75.888767,64.256959,1639,1809,3095,68.539058,24.93468,24.93468,2.68131544325976
"SMARCD2","Smarcd2",7.583652,5.727235,9.472677,116,95,246,7.59452133333333,19.5328,19.5328,0.418575222733058
"SMARCD3","Smarcd3",35.396023,34.430749,37.988386,539,551,1153,35.938386,71.654,71.654,0.508415035648416
"SMARCE1","Smarce1",35.561703,32.228238,36.93264,466,444,930,34.907527,106.88642,106.88642,0.332827125045024
"SMC1A","Smc1a",27.393487,26.85057,26.627641,918,895,1699,26.9572326666667,25.60517,25.60517,1.05081954622604
"SMC1B","Smc1b",0.035222,1.57481,0.009348,2,3,1,0.539793333333333,0.0253,0.0253,1.50179784778439
"SMC2","Smc2",2.091839,2.863117,2.502346,114,133,245,2.48576733333333,12.1574,12.1574,0.26492827863661
"SMC3","Smc3",14.748465,11.402388,11.773887,712,659,1217,12.64158,38.14209,38.14209,0.348514348620628
"SMC4","Smc4",6.831292,4.839755,3.397104,98,111,188,5.022717,23.92262,23.92262,0.241656655680663
"SMC5","Smc5",10.842441,11.960789,15.920702,432,336,769,12.9079773333333,24.66902,24.66902,0.541819568231796
"SMC6","Smc6",27.452984,34.074993,28.236592,626,596,1018,29.921523,16.45866,16.45866,1.77112808199484
"SMCHD1","Smchd1",17.448109,11.931602,14.137708,604,508,1099,14.5058063333333,23.70756,23.70756,0.627573355415643
"SMCP","Smcp",0,0,0,0,0,0,0,0,0,1
"SMCR8","Smcr8",5.307038,6.297907,5.414422,563,629,1083,5.67312233333333,3.15004,3.15004,1.60796578667515
"SMG1","Smg1",30.788193,18.223165,31.146344,2549,2202,5021,26.719234,21.29126,21.29126,1.24350234127636
"SMG5","Smg5",31.269479,32.024226,34.45087,1006,1000,1951,32.581525,50.83082,50.83082,0.647906496559383
"SMG6","Smg6",7.475926,6.204476,8.785413,527,438,891,7.488605,18.33098,18.33098,0.439119227271458
"SMG7","Smg7",20.364145,18.356733,21.563144,1212,1102,2200,20.094674,36.6746,36.6746,0.559917663359399
"SMG8","Smg8",3.820956,3.731677,3.318907,157,162,281,3.62384666666667,15.43395,15.43395,0.281359421603855
"SMG9","Smg9",22.870487,17.314077,14.615483,227,225,441,18.2666823333333,3.76993,3.76993,4.03919603292571
"SMIM1","Smim1",8.671607,8.434627,9.797605,86,89,166,8.96794633333333,0,0,9.96794633333333
"SMN2","Smn1",64.381942,58.006911,59.783179,121,91,225,60.7240106666667,14.00441,14.00441,4.11372460940928
"SMNDC1","Smndc1",11.604553,11.696403,12.884577,299,275,510,12.0618443333333,32.09502,32.09502,0.394677033986785
"SMO","Smo",2.682128,2.750474,2.590363,128,132,250,2.67432166666667,1.85966,1.85966,1.28488060352163
"SMOC1","Smoc1",2.713506,2.832527,2.440004,125,130,220,2.66201233333333,2.10003,2.10003,1.18128286930557
"SMOC2","Smoc2",5.933156,5.602985,4.248813,88,100,228,5.26165133333333,16.97734,16.97734,0.348307999589112
"SMOX","Smox",26.292352,32.351357,27.632877,351,294,637,28.758862,0.60724,0.60724,18.5155060849655
"SMPD1","Smpd1",40.855327,44.959641,40.190191,958,1007,1795,42.0017196666667,40.55839,40.55839,1.03473016319128
"SMPD2","Smpd2",6.288067,5.202823,7.16352,120,75,160,6.21813666666667,2.27714,2.27714,2.20257195806913
"SMPD3","Smpd3",16.437141,19.559111,18.35888,1193,1389,2558,18.1183773333333,0.35422,0.35422,14.1176303210212
"SMPD4","Smpd4",34.015415,26.558523,40.711327,588,456,1214,33.761755,15.85142,15.85142,2.0628383246041
"SMPDL3A","Smpdl3a",11.659202,14.683416,13.543463,276,261,459,13.2953603333333,13.52368,13.52368,0.984279489312167
"SMPDL3B","Smpdl3b",1.228001,1.010401,1.056296,32,26,53,1.09823266666667,0,0,2.09823266666667
"SMPX","Smpx",0.511466,0,0,2,0,0,0.170488666666667,1873.88377,1873.88377,0.000624299322121001
"SMR3A","Smr3a",0,0,0,0,0,0,0,0,0,1
"SMS","Sms",59.540538,57.914586,46.243386,1089,1134,1906,54.56617,93.89407,93.89407,0.585559982831382
"SMTN","Smtn",3.193942,2.612207,3.706925,68,58,199,3.17102466666667,62.07737,62.07737,0.0661255322894196
"SMTNL1","Smtnl1",0,0,0,0,0,0,0,0.10121,0.10121,0.908092007882239
"SMTNL2","Smtnl2",0.405454,0.412676,0.2663,7,10,17,0.361476666666667,11.76522,11.76522,0.106655166669017
"SMU1","Smu1",36.550089,40.339599,35.501885,592,596,1077,37.4638576666667,71.12267,71.12267,0.533311615705113
"SMUG1","Smug1",5.109027,5.755582,6.081185,186,186,359,5.648598,17.62253,17.62253,0.357019051654099
"SMURF1","Smurf1",11.536507,10.458311,10.138608,663,633,1174,10.711142,7.47661,7.47661,1.38158320366278
"SMURF2","Smurf2",7.23089,7.489089,7.438571,442,454,789,7.38618333333333,9.817,9.817,0.775278111614434
"SMYD1","Smyd1",2.256046,0.765411,0.979481,27,22,43,1.333646,672.28762,672.28762,0.00346604620474085
"SMYD2","Smyd2",21.86363,25.716843,21.519319,337,393,663,23.033264,630.85632,630.85632,0.0380359636190709
"SMYD3","Smyd3",6.614738,7.762304,6.355197,308,353,622,6.91074633333333,14.39658,14.39658,0.51379893023862
"SMYD4","Smyd4",4.854199,4.968831,5.286989,110,120,214,5.036673,13.23271,13.23271,0.424140799608788
"SMYD5","Smyd5",17.77815,18.139937,15.499782,377,408,753,17.1392896666667,17.23036,17.23036,0.995004468736035
"SNAI1","Snai1",0.329452,0.103948,0.337541,6,2,13,0.256980333333333,0.0506,0.0506,1.19644044672885
"SNAI2","Snai2",0.150168,0.233374,0.226808,4,6,11,0.20345,19.11532,19.11532,0.0598275344364395
"SNAI3","Snai3",0.24748,0.099238,0.280101,5,2,11,0.208939666666667,0.10121,0.10121,1.09782844931182
"SNAP23","Snap23",11.2708,5.24145,12.107221,142,108,292,9.53982366666667,121.71313,121.71313,0.0858899423938308
"SNAP25","Snap25",845.93768,965.462549,837.388644,22471,25502,42646,882.929624333333,0.03795,0.03795,851.610987362911
"SNAP29","Snap29",7.085549,6.938827,6.594439,338,325,602,6.87293833333333,41.70961,41.70961,0.184336460420344
"SNAP47","Snap47",123.527675,143.858,119.700531,2493,2923,4752,129.028735333333,38.1674,38.1674,3.31982044591506
"SNAP91","Snap91",142.50774,146.713935,122.976247,3831,4035,6854,137.399307333333,1.55605,1.55605,54.1457746653365
"SNAPC1","Snapc1",10.549544,12.43299,12.820656,624,595,1152,11.9343966666667,12.00559,12.00559,0.994525943587847
"SNAPC2","Snapc2",21.277581,20.666088,20.693399,149,206,352,20.8790226666667,0.53133,0.53133,14.2875948793968
"SNAPC3","Snapc3",14.812052,14.593992,16.935617,274,256,527,15.4472203333333,46.76992,46.76992,0.344300771978126
"SNAPC4","Snapc4",18.268507,13.668959,23.136066,295,295,735,18.357844,0.69579,0.69579,11.4152365564132
"SNAPC5","Snapc5",7.686525,7.914464,8.34672,112,113,232,7.98256966666667,85.82287,85.82287,0.103458566466032
"SNAPIN","Snapin",19.238463,24.052871,20.872609,328,397,700,21.387981,112.12384,112.12384,0.197906833784992
"SNCA","Snca",112.858698,121.129646,119.442576,1685,1749,3374,117.810306666667,20.44366,20.44366,5.54057967094548
"SNCAIP","Sncaip",1.219462,1.963602,1.632447,45,58,94,1.60517033333333,1.594,1.594,1.00430621948085
"SNCB","Sncb",221.589711,277.678075,246.924145,1797,2429,4101,248.730643666667,0,0,249.730643666667
"SNCG","Sncg",2.325637,2.154278,1.633537,21,19,28,2.03781733333333,1.88497,1.88497,1.05298056247841
"SND1","Snd1",83.641109,85.00947,76.057822,648,698,1369,81.569467,88.6693,88.6693,0.920822031620633
"SNED1","Sned1",2.785316,5.364198,6.87817,154,186,457,5.009228,2.59341,2.59341,1.67229122198692
"SNF8","Snf8",44.767946,52.559287,47.683052,399,455,776,48.3367616666667,71.16062,71.16062,0.683707563303457
"SNIP1","Snip1",4.282349,4.100125,3.248867,128,123,183,3.87711366666667,8.57723,8.57723,0.509240528489622
"SNN","Snn",53.627521,70.631709,58.463694,2092,2707,4366,60.9076413333333,17.9641,17.9641,3.26446503305368
"SNPH","Snph",61.779432,54.995522,59.223172,3487,3246,6360,58.666042,1.41689,1.41689,24.6871152596932
"SNRK","Snrk",31.089664,40.854306,40.494404,909,886,1762,37.479458,20.57016,20.57016,1.78392084249723
"SNRNP200","Snrnp200",23.765436,27.918765,23.423492,1472,1547,2797,25.0358976666667,42.44336,42.44336,0.599306721825077
"SNRNP25","Snrnp25",9.218693,9.73988,14.471441,59,76,132,11.143338,49.6796,49.6796,0.239609981136394
"SNRNP27","Snrnp27",26.758722,23.866564,23.846144,251,221,421,24.82381,56.83994,56.83994,0.446470207265084
"SNRNP35","Snrnp35",9.04949,6.850425,8.591027,76,82,150,8.16364733333333,50.74227,50.74227,0.177101764830444
"SNRNP40","Snrnp40",8.077185,8.515107,7.66967,155,164,289,8.08732066666667,38.2939,38.2939,0.231265429663807
"SNRNP48","Snrnp48",15.814113,10.14832,15.849191,311,251,561,13.937208,22.24007,22.24007,0.642735069214508
"SNRNP70","Snrnp70",562.948286,460.324471,667.459752,2227,1727,4879,563.577503,52.13385,52.13385,10.6255711377963
"SNRPA","Snrpa",35.986133,39.754778,35.081559,307,342,572,36.9408233333333,10.15857,10.15857,3.4001510348847
"SNRPA1","Snrpa1",17.990589,13.856473,15.973771,157,161,283,15.9402776666667,45.80847,45.80847,0.36190624617012
"SNRPB","Snrpb",33.892517,29.972883,30.068274,375,400,769,31.3112246666667,15.93998,15.93998,1.90739449908835
"SNRPB2","Snrpb2",17.621275,15.352334,17.417093,188,175,381,16.7969006666667,58.69961,58.69961,0.298107486240977
"SNRPC","Snrpc",20.565172,24.633945,19.279395,162,201,311,21.4928373333333,203.3739,203.3739,0.110057288789485
"SNRPD1","Snrpd1",39.620394,34.659188,35.415764,250,300,419,36.5651153333333,34.14445,34.14445,1.06887759897604
"SNRPD2","Snrpd2",10.2408,10.6562,11.165824,178,181,370,10.687608,124.16738,124.16738,0.0933758300285586
"SNRPD3","Snrpd3",58.359575,50.498948,42.736915,547,586,920,50.5318126666667,152.21415,152.21415,0.336338469173158
"SNRPE","Snrpe",31.30535,48.487722,38.860569,106,127,234,39.5512136666667,166.8005,166.8005,0.241663246931128
"SNRPF","Snrpf",3.411151,3.98377,5.371262,30,33,88,4.25539433333333,39.71079,39.71079,0.129090944521915
"SNRPG","Snrpg",21.622081,26.625999,19.165983,57,65,112,22.4713543333333,195.92259,195.92259,0.119190765941751
"SNRPN","Snrpn",237.682001,262.737165,229.038211,5898,6299,10680,243.152459,123.76256,123.76256,1.95693691280461
"SNTA1","Snta1",8.724754,9.144779,8.652682,215,232,436,8.84073833333333,27.59135,27.59135,0.344185858077122
"SNTB1","Sntb1",0.471935,0.635082,1.304803,32,42,92,0.80394,4.99706,4.99706,0.300804060656388
"SNTB2","Sntb2",2.873665,2.733396,2.986147,387,377,805,2.86440266666667,6.26213,6.26213,0.532130747682383
"SNTG1","Sntg1",7.628133,7.764067,7.198709,311,319,554,7.530303,0,0,8.530303
"SNTG2","Sntg2",1.701489,1.585472,1.620809,35,36,53,1.63592333333333,0.11386,0.11386,2.36647633754092
"SNTN","Sntn",0.268109,0.205765,0.141045,4,3,4,0.204973,0,0,1.204973
"SNUPN","Snupn",4.650451,6.007147,5.028537,79,100,163,5.22871166666667,17.64783,17.64783,0.334018042135019
"SNURF","Snurf",4767.953515,4528.622615,4239.323583,850,793,1451,4511.966571,375.20941,375.20941,11.9958896589003
"SNW1","Snw1",25.856256,26.214459,23.321552,768,754,1319,25.1307556666667,82.48307,82.48307,0.313006645139747
"SNX1","Snx1",24.450462,28.330554,26.011208,611,596,1130,26.2640746666667,68.44071,68.44071,0.392623788936874
"SNX10","Snx10",51.386126,50.539582,50.282997,1331,1536,2674,50.736235,1.594,1.594,19.9445778720123
"SNX11","Snx11",13.870055,11.546151,15.525223,287,239,590,13.647143,11.4363,11.4363,1.17777337310937
"SNX12","Snx12",23.766196,25.273774,24.461652,372,421,755,24.5005406666667,39.10355,39.10355,0.635867414896354
"SNX13","Snx13",17.059935,17.778473,15.343892,1294,1352,2258,16.7274333333333,37.23124,37.23124,0.463689729481265
"SNX14","Snx14",15.136675,15.811872,15.47924,575,613,1083,15.475929,74.41187,74.41187,0.218479252669374
"SNX15","Snx15",30.157383,32.628201,26.976383,230,263,426,29.9206556666667,6.80612,6.80612,3.96107870064343
"SNX16","Snx16",11.290036,10.366175,10.282514,348,306,594,10.6462416666667,11.05678,11.05678,0.965949587424393
"SNX17","Snx17",40.663586,43.800897,38.02447,610,666,1133,40.829651,53.36098,53.36098,0.769479339776435
"SNX18","Snx18",4.504023,4.980042,4.37381,249,279,479,4.61929166666667,15.01647,15.01647,0.350844578528644
"SNX19","Snx19",13.955078,16.948853,14.904346,904,1008,1786,15.2694256666667,42.2536,42.2536,0.376140382919957
"SNX2","Snx2",26.228167,25.363719,24.619647,566,572,1046,25.4038443333333,61.04,61.04,0.425593880292285
"SNX20","Snx20",0.337816,0.537159,0.450655,7,11,18,0.441876666666667,0.61989,0.61989,0.89010776451899
"SNX21","Snx21",25.894841,30.876723,23.286081,300,283,511,26.6858816666667,3.75728,3.75728,5.81968723023801
"SNX24","Snx24",5.227888,3.748552,5.13208,116,93,236,4.70284,33.71432,33.71432,0.164279179312745
"SNX25","Snx25",39.985652,36.700711,27.973591,660,624,1110,34.8866513333333,11.55016,11.55016,2.85945767490879
"SNX27","Snx27",30.596576,27.51649,28.472913,1820,1662,3195,28.861993,19.97558,19.97558,1.42365517425501
"SNX29","Snx29",3.123689,4.162468,5.247874,88,89,204,4.17801033333333,5.11091,5.11091,0.847338666963404
"SNX3","Snx3",60.501239,68.027883,65.486105,853,946,1789,64.6717423333333,571.42297,571.42297,0.114725903353133
"SNX30","Snx30",6.102933,6.230065,6.644087,629,632,1161,6.325695,2.68196,2.68196,1.98961830112223
"SNX31","Snx31",0.064069,0.131168,0.033647,2,4,2,0.0762946666666667,1.87232,1.87232,0.374712659685086
"SNX32","Snx32",37.175738,35.551152,38.315966,600,569,1168,37.0142853333333,0.67049,0.67049,22.7563680915979
"SNX33","Snx33",1.501947,1.784339,1.426875,97,113,176,1.57105366666667,5.6296,5.6296,0.387814297494067
"SNX4","Snx4",10.437279,10.213849,9.613811,379,360,631,10.088313,34.37216,34.37216,0.313475710841521
"SNX5","Snx5",70.202578,85.676149,78.682136,824,902,1669,78.1869543333333,122.72519,122.72519,0.640022895364584
"SNX6","Snx6",124.237872,87.358415,119.378451,362,378,714,110.324912666667,99.92849,99.92849,1.10300780945664
"SNX7","Snx7",6.932187,9.328848,9.115639,124,158,294,8.45889133333333,45.5934,45.5934,0.203009253098794
"SNX8","Snx8",3.877676,4.880169,3.607554,85,127,200,4.12179966666667,2.03678,2.03678,1.68658897472542
"SNX9","Snx9",4.355633,4.244581,2.873208,198,165,241,3.824474,39.74874,39.74874,0.118395660822887
"SOAT1","Soat1",11.720448,11.480905,8.987456,443,402,847,10.729603,6.93263,6.93263,1.4786524771734
"SOAT2","Soat2",0.10349,0.099329,0.146899,3,2,8,0.116572666666667,0.0506,0.0506,1.06279522812361
"SOBP","Sobp",11.511869,12.829333,11.760565,670,801,1469,12.0339223333333,16.98999,16.98999,0.724509704192906
"SOCS1","Socs1",0.119847,0.173356,0.115191,4,6,8,0.136131333333333,0.39217,0.39217,0.816086636928919
"SOCS2","Socs2",7.301052,8.72613,8.716521,148,182,360,8.247901,55.73933,55.73933,0.162989252781096
"SOCS3","Socs3",3.542389,0.87274,1.845548,18,20,34,2.08689233333333,1.98617,1.98617,1.03372960458826
"SOCS4","Socs4",2.713084,2.826935,2.943506,262,260,428,2.82784166666667,7.26155,7.26155,0.463332143080495
"SOCS5","Socs5",26.601922,29.884701,27.111232,1567,1627,2862,27.8659516666667,17.0153,17.0153,1.60230202476044
"SOCS6","Socs6",5.610652,5.269563,5.451745,245,232,437,5.44398666666667,16.43336,16.43336,0.369635381054866
"SOCS7","Socs7",18.85082,18.920227,17.066535,1646,1443,2873,18.279194,4.65549,4.65549,3.40893432752953
"SOD1","Sod1",180.313483,223.390316,204.815372,1139,1328,2427,202.839723666667,734.30173,734.30173,0.277219154192207
"SOD2","Sod2",56.980304,64.114013,51.023681,2444,2505,4361,57.372666,444.25735,444.25735,0.131098714035827
"SOD3","Sod3",1.58387,1.829071,2.444826,79,92,242,1.952589,2.4922,2.4922,0.845481072103545
"SOGA1","Soga1",4.519611,2.913295,4.530473,322,300,630,3.987793,8.84289,8.84289,0.506740703187783
"SOGA3","Soga3",29.5246,29.025845,28.741196,595,601,1170,29.0972136666667,0,0,30.0972136666667
"SOHLH1","Sohlh1",0,0,0,0,0,0,0,0,0,1
"SOHLH2","Sohlh2",0,0,0,0,0,0,0,0.39217,0.39217,0.718303080801914
"SON","Son",95.429806,79.435692,96.40966,4488,3848,8786,90.4250526666667,220.98378,220.98378,0.411854652924041
"SORBS1","Sorbs1",94.335273,45.552932,75.020704,995,880,1838,71.636303,961.24403,961.24403,0.0754863638904572
"SORBS2","Sorbs2",68.29747,62.07761,63.525667,2450,2476,4937,64.6335823333333,986.8492,986.8492,0.0664408923278303
"SORBS3","Sorbs3",5.83953,5.863306,6.384986,227,228,490,6.029274,12.63813,12.63813,0.515413330126637
"SORCS1","Sorcs1",7.649369,7.417294,6.665062,646,645,1106,7.24390833333333,3.88379,3.88379,1.68801449966795
"SORCS2","Sorcs2",8.841145,11.361136,8.135239,663,684,1207,9.44584,0.67049,0.67049,6.25315925267436
"SORCS3","Sorcs3",10.849967,8.274874,5.957271,712,533,824,8.360704,0.26567,0.26567,7.39584883895486
"SORD","Sord",6.373551,7.090521,5.930226,200,218,355,6.464766,7.02118,7.02118,0.930631902039351
"SORL1","Sorl1",137.364761,107.320181,142.746439,5149,4267,7986,129.143793666667,2.82112,2.82112,34.0590700283337
"SORT1","Sort1",64.106471,69.910013,62.217056,6077,6529,11352,65.41118,76.30949,76.30949,0.859030113896755
"SOS1","Sos1",6.541869,6.93918,6.597605,796,817,1496,6.69288466666667,18.98882,18.98882,0.384859369721007
"SOS2","Sos2",10.915784,12.044826,14.574055,529,487,900,12.511555,42.16504,42.16504,0.313020791825978
"SOST","Sost",0,0,0.040116,0,0,2,0.013372,0,0,1.013372
"SOSTDC1","Sostdc1",0.396297,0.271401,0.209133,9,6,9,0.292277,0.72109,0.72109,0.750848009110506
"SOWAHA","Sowaha",20.157871,20.195473,20.339219,813,891,1852,20.2308543333333,0.0253,0.0253,20.7069680418739
"SOWAHB","Sowahb",4.330813,3.772664,3.692827,213,191,374,3.93210133333333,0,0,4.93210133333333
"SOWAHC","Sowahc",1.614022,1.863667,1.548236,99,112,182,1.67530833333333,2.84642,2.84642,0.695532035849786
"SOWAHD","Sowahd",0.056885,0,0,1,0,0,0.0189616666666667,0,0,1.01896166666667
"SOX1","Sox1",3.997361,3.82782,3.475565,207,214,402,3.76691533333333,0,0,4.76691533333333
"SOX10","Sox10",10.598775,12.263238,8.785416,311,356,525,10.549143,1.41689,1.41689,4.77851412352238
"SOX11","Sox11",2.132,1.855133,1.967174,242,212,445,1.984769,0.41748,0.41748,2.10568685272455
"SOX12","Sox12",2.930107,2.872282,2.667064,150,154,286,2.823151,1.70785,1.70785,1.41187695034806
"SOX13","Sox13",2.641567,3.357658,3.748757,77,94,200,3.24932733333333,11.22124,11.22124,0.34770017881437
"SOX14","Sox14",0,0,0.019207,0,0,1,0.00640233333333333,0,0,1.00640233333333
"SOX15","Sox15",0,0,0,0,0,0,0,0.64519,0.64519,0.60783252998134
"SOX17","Sox17",2.54301,1.315249,3.624018,47,42,106,2.49409233333333,6.32539,6.32539,0.476983796539615
"SOX18","Sox18",1.818076,1.897002,2.754803,29,34,102,2.156627,1.32833,1.32833,1.35574725232248
"SOX2","Sox2",10.099444,11.068999,9.212661,250,282,466,10.1270346666667,0.41748,0.41748,7.84987066249024
"SOX21","Sox21",1.880844,2.459128,2.169756,77,110,200,2.16990933333333,0,0,3.16990933333333
"SOX3","Sox3",0.385474,0.106455,0.365789,6,2,15,0.285906,0,0,1.285906
"SOX30","Sox30",0.02871,0,0.056802,1,0,4,0.028504,0.06325,0.06325,0.967320949917705
"SOX4","Sox4",4.5364,4.11699,3.521854,268,250,429,4.05841466666667,3.25125,3.25125,1.18986525531706
"SOX5","Sox5",11.799364,12.094236,13.863113,405,442,809,12.585571,1.10062,1.10062,6.46741009797107
"SOX6","Sox6",8.119768,5.232942,3.025484,319,303,555,5.459398,5.40188,5.40188,1.00898454828894
"SOX7","Sox7",0.335576,0.543806,0.439477,15,24,38,0.439619666666667,9.95616,9.95616,0.131398196691785
"SOX8","Sox8",15.897485,10.858773,10.262945,424,394,765,12.3397343333333,0.48073,0.48073,9.00889043467299
"SOX9","Sox9",3.606733,4.313587,3.127621,190,229,329,3.682647,18.05266,18.05266,0.245773923431164
"SP1","Sp1",10.354676,15.808674,10.789359,365,391,660,12.3175696666667,22.08826,22.08826,0.57681131738237
"SP100","Sp100",2.47039,1.957985,2.851463,40,38,97,2.42661266666667,109.75815,109.75815,0.030937792538668
"SP110","Sp110",0.704637,1.268725,0.915791,19,23,41,0.963051,14.32068,14.32068,0.128130800982724
"SP2","Sp2",3.708273,3.418188,3.226179,150,136,252,3.45088,7.00853,7.00853,0.555767412995893
"SP3","Sp3",17.958457,14.089015,15.31239,673,659,1103,15.7866206666667,38.54692,38.54692,0.42447352832197
"SP4","Sp4",4.115268,4.528427,4.354304,305,312,538,4.33266633333333,5.6802,5.6802,0.798279442731256
"SP5","Sp5",0,0.045975,0.043883,0,1,2,0.0299526666666667,0,0,1.02995266666667
"SP6","Sp6",0.218209,0,0,10,0,0,0.0727363333333333,0.16446,0.16446,0.921230727833788
"SP7","Sp7",0.471608,0.574419,0.387359,19,22,31,0.477795333333333,0,0,1.47779533333333
"SP8","Sp8",1.014985,0.959045,0.731769,56,46,84,0.901933,0,0,1.901933
"SP9","Sp9",0.930236,1.13331,1.524591,48,62,148,1.19604566666667,0,0,2.19604566666667
"SPA17","Spa17",3.602843,3.397421,2.683844,24,22,34,3.228036,7.03383,7.03383,0.526278997688525
"SPACA1","Spaca1",0.114957,0,0.268525,1,0,6,0.127827333333333,0,0,1.12782733333333
"SPACA3","Spaca3",0,0,0,0,0,0,0,0,0,1
"SPACA4","Spaca4",0,0,0,0,0,0,0,0,0,1
"SPACA5B","Spaca5",0,0.352244,0.090165,0,2,1,0.147469666666667,0,0,1.14746966666667
"SPACA7","Spaca7",0,0,0,0,0,0,0,0,0,1
"SPAG1","Spag1",2.936872,3.308034,5.179194,94,115,264,3.80803333333333,3.56752,3.56752,1.05265731366985
"SPAG16","Spag16",0.475986,0.231526,0.48407,10,9,24,0.397194,49.02176,49.02176,0.0279317241136657
"SPAG17","Spag17",0.071131,0.056693,0.117221,8,6,12,0.0816816666666667,0.80965,0.80965,0.597729763582276
"SPAG4","Spag4",2.22879,1.666375,2.29151,25,23,49,2.062225,1.42954,1.42954,1.26041349391243
"SPAG5","Spag5",4.449361,3.408838,7.248441,106,84,241,5.03554666666667,0.27832,0.27832,4.72146775976803
"SPAG6","Spag6",1.046943,1.705456,1.404196,13,29,46,1.38553166666667,0.0506,0.0506,2.27063741354147
"SPAG7","Spag7",47.11516,42.993487,40.650081,322,280,538,43.5862426666667,115.28654,115.28654,0.383417054688072
"SPAG8","Spag8",0.737909,0.751064,0.297311,10,9,11,0.595428,16.33215,16.33215,0.0920502072737658
"SPAG9","Spag9",59.651051,65.016473,61.868,5534,5624,10226,62.178508,37.02883,37.02883,1.66133188951645
"SPAM1","Hyal5",0,0,0,0,0,0,0,0,0,1
