"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"TNFRSF13B","Tnfrsf13b",0.180121,0.395979,0.810761,5,9,20,0.462287,0.01045,0.01045,1.44716413479143
"TNFRSF13C","Tnfrsf13c",0.040768,0.040894,0.154731,1,1,5,0.0787976666666667,0.63769,0.63769,0.658731302423943
"TNFRSF14","Tnfrsf14",0.976975,0.868699,0.498654,13,12,13,0.781442666666667,51.17199,51.17199,0.0341455763268119
"TNFRSF17","Tnfrsf17",0.117945,0.483331,0.3101,1,4,5,0.303792,0.1359,0.1359,1.14780526454794
"TNFRSF18","Tnfrsf18",1.737995,2.924733,2.238026,24,18,54,2.30025133333333,0.78404,0.78404,1.84987518964448
"TNFRSF19","Tnfrsf19",12.633178,13.933902,13.058238,704,760,1385,13.2084393333333,6.17827,6.17827,1.97936819502935
"TNFRSF1A","Tnfrsf1a",17.592463,29.710878,11.174517,87,85,179,19.4926193333333,100.62953,100.62953,0.201640402482756
"TNFRSF1B","Tnfrsf1b",0.792127,0.941855,0.825198,42,49,84,0.85306,20.27017,20.27017,0.0871201311508089
"TNFRSF21","Tnfrsf21",16.727947,16.480586,14.831978,787,785,1396,16.0135036666667,31.43497,31.43497,0.524541988682791
"TNFRSF4","Tnfrsf4",1.003854,1.253268,0.629743,9,7,14,0.962288333333333,0.97222,0.97222,0.994964219677994
"TNFRSF8","Tnfrsf8",0.316705,0.603908,0.465638,15,27,42,0.462083666666667,1.02449,1.02449,0.722198512547193
"TNFRSF9","Tnfrsf9",0.140997,0.235273,0.100724,2,6,5,0.158998,0.03136,0.03136,1.12375698107353
"TNFSF10","Tnfsf10",0.906925,0.741566,0.349715,53,51,47,0.666068666666667,23.87678,23.87678,0.0669728424123486
"TNFSF11","Tnfsf11",0.036339,0,0.018946,1,0,1,0.0184283333333333,0,0,1.01842833333333
"TNFSF12","Tnfsf12",3.197443,7.546482,9.575362,39,48,116,6.77309566666667,63.4449,63.4449,0.120616149092739
"TNFSF13","Tnfsf13",1.591424,0.946414,0.251816,28,16,9,0.929884666666667,28.90512,28.90512,0.0645335871137339
"TNFSF13B","Tnfsf13b",0.689408,0.559029,0.394308,12,20,23,0.547581666666667,2.96892,2.96892,0.389925134965347
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.32407,0.32407,0.755247079081922
"TNFSF15","Tnfsf15",0.043448,0.044382,0.057047,2,2,5,0.0482923333333333,0.02091,0.02091,1.02682149585501
"TNFSF18","Tnfsf18",0,0,0,0,0,0,0,0.77359,0.77359,0.563828167727603
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.62724,0.62724,0.614537499078194
"TNFSF8","Tnfsf8",0,0,0,0,0,0,0,1.3172,1.3172,0.431555325392715
"TNFSF9","Tnfsf9",0.130157,0.196828,0.30245,2,3,9,0.209811666666667,6.54416,6.54416,0.160363998996133
"TNIK","Tnik",35.059027,38.667075,38.515314,2637,2830,5369,37.4138053333333,6.74279,6.74279,4.96123559251037
"TNIP1","Tnip1",12.144472,8.042224,8.494003,204,205,390,9.560233,65.5566,65.5566,0.158665451660692
"TNIP2","Tnip2",8.046397,9.589234,9.068084,91,89,218,8.90123833333333,38.4391,38.4391,0.251051325545799
"TNK1","Tnk1",0,0.031102,0.04692,0,1,2,0.0260073333333333,2.06988,2.06988,0.334217406977906
"TNK2","Tnk2",313.290449,311.892702,299.89911,2079,2427,4248,308.360753666667,62.43087,62.43087,4.8771324383012
"TNKS","Tnks",11.690836,14.000946,11.754785,1380,1548,2584,12.482189,7.50592,7.50592,1.58503595143147
"TNKS1BP1","Tnks1bp1",15.757828,20.768864,20.119923,736,661,1346,18.882205,54.51725,54.51725,0.35812661830332
"TNKS2","Tnks2",55.98898,75.236585,69.360245,2252,2176,3812,66.8619366666667,8.33178,8.33178,7.27213207626698
"TNMD","Tnmd",0.242262,0.309966,0.19086,4,5,6,0.247696,0.47043,0.47043,0.848524581244942
"TNN","Tnn",0.03603,0.091399,0.028114,2,5,4,0.0518476666666667,0.01045,0.01045,1.04096953502565
"TNNC1","Tnnc1",12.883512,8.854911,8.970505,83,61,111,10.2363093333333,160.25875,160.25875,0.0696787574834441
"TNNC2","Tnnc2",0.294246,0,0.73053,2,0,2,0.341592,2.93755,2.93755,0.340717451206969
"TNNI1","Tnni1",6.405602,3.286994,4.072019,37,24,63,4.588205,0.15681,0.15681,4.83070253542068
"TNNI2","Tnni2",0.701098,0.32667,0.365265,3,2,2,0.464344333333333,2.50894,2.50894,0.417318145460832
"TNNI3","Tnni3",2.738071,1.623766,1.861577,11,7,12,2.07447133333333,1.11857,1.11857,1.4512012033274
"TNNT1","Tnnt1",3.256177,4.359263,3.895457,23,29,42,3.83696566666667,11.41569,11.41569,0.389584925740468
"TNNT2","Tnnt2",3.235532,5.323528,4.988104,38,45,74,4.51572133333333,18.03303,18.03303,0.289797333022295
"TNNT3","Tnnt3",0.723714,0.14509,0.181507,1,1,2,0.350103666666667,0.76314,0.76314,0.765738209482325
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0.113675,0,0,1,0.0378916666666667,0,0,1.03789166666667
"TNPO1","Tnpo1",9.808657,10.199606,9.553617,1195,1054,1947,9.85396,19.06797,19.06797,0.540859887671748
"TNPO2","Tnpo2",38.500667,44.188016,47.444511,1911,1808,3458,43.3777313333333,36.92328,36.92328,1.17019760245773
"TNPO3","Tnpo3",32.290306,37.863969,30.458122,882,943,1673,33.5374656666667,12.06384,12.06384,2.64374530510682
"TNR","Tnr",20.971246,20.722825,19.238906,2721,2549,4878,20.3109923333333,0.06272,0.06272,20.0532523461809
"TNRC18","Tnrc18",21.458122,21.248536,18.308036,941,1069,2058,20.3382313333333,9.45035,9.45035,2.04186762484829
"TNRC6A","Tnrc6a",17.486314,15.923312,19.091803,974,903,1943,17.5004763333333,7.67318,7.67318,2.13306726406385
"TNRC6B","Tnrc6b",49.33122,49.351369,46.209745,1572,1410,2866,48.2974446666667,1.39037,1.39037,20.6233531489546
"TNRC6C","Tnrc6c",11.454977,12.344916,11.664117,1051,1030,2073,11.8213366666667,2.33123,2.33123,3.84882961148485
"TNS3","Tns3",11.863111,9.552322,10.225328,950,707,1626,10.5469203333333,26.40663,26.40663,0.421318503345115
"TNS4","Tns4",0.253891,0.060825,0.120675,4,4,5,0.145130333333333,0.07318,0.07318,1.06704404977109
"TOB1","Tob1",9.928178,10.784476,9.393101,283,293,500,10.0352516666667,15.96315,15.96315,0.650542597728999
"TOB2","Tob2",5.631924,5.323768,4.739406,278,268,462,5.23169933333333,12.42972,12.42972,0.464023027533957
"TOE1","Toe1",6.329193,7.257114,5.966759,101,117,180,6.51768866666667,7.715,7.715,0.862614878561866
"TOLLIP","Tollip",30.483159,30.729646,28.112299,1588,1565,2769,29.7750346666667,163.11268,163.11268,0.187523807829271
"TOM1","Tom1",35.694423,37.29654,30.0725,289,314,586,34.3544876666667,76.66913,76.66913,0.455193558453232
"TOM1L1","Tom1l1",8.093303,8.092816,8.255953,231,224,458,8.14735733333333,6.18873,6.18873,1.27245804659979
"TOM1L2","Tom1l2",52.681888,66.388097,57.22112,3194,3508,6043,58.7637016666667,81.43612,81.43612,0.724969851403325
"TOMM20","Tomm20",70.704619,93.677186,95.313134,3897,4529,7815,86.5649796666667,98.69556,98.69556,0.878323765538472
"TOMM20L","Tomm20l",0,0.228055,0,0,1,0,0.0760183333333333,0.10454,0.10454,0.97417778743489
"TOMM22","Tomm22",45.203242,49.671281,42.001148,444,497,857,45.6252236666667,67.40694,67.40694,0.681586161676968
"TOMM34","Tomm34",22.075495,25.422478,25.509245,557,628,1239,24.3357393333333,123.71181,123.71181,0.203154290947532
"TOMM40","Tomm40",28.870633,31.794529,27.012211,451,484,839,29.225791,79.96211,79.96211,0.373332550250975
"TOMM40L","Tomm40l",47.922915,41.757465,44.409739,586,543,1013,44.6967063333333,27.74473,27.74473,1.5897420617043
"TOMM5","Tomm5",22.655952,24.945768,23.800878,126,142,261,23.800866,352.02565,352.02565,0.0702523060293211
"TOMM6","Tomm6",60.449659,59.554392,65.430241,385,409,815,61.8114306666667,287.51445,287.51445,0.217706359825883
"TOMM7","Tomm7",25.679062,25.146897,22.215294,335,321,552,24.3470843333333,336.41793,336.41793,0.0751207392367481
"TONSL","Tonsl",3.028197,2.04728,3.194602,44,42,103,2.756693,2.08033,2.08033,1.21957485074651
"TOP1","Top1",26.30423,21.475782,20.807514,1082,1021,1908,22.8625086666667,7.23412,7.23412,2.89800351059575
"TOP1MT","Top1mt",4.141642,3.518976,4.137102,89,80,169,3.93257333333333,8.61404,8.61404,0.513059372889372
"TOP2A","Top2a",1.860327,0.704351,1.208933,42,26,79,1.25787033333333,2.42531,2.42531,0.659172551778768
"TOP2B","Top2b",51.583353,52.32889,47.578689,1586,1460,2713,50.4969773333333,34.86386,34.86386,1.43590169416603
"TOP3A","Top3a",1.013166,0.886205,1.282882,48,41,94,1.060751,9.47126,9.47126,0.196800671552421
"TOP3B","Top3b",22.057917,18.315119,28.166377,314,258,632,22.846471,9.0322,9.0322,2.37699318195411
"TOPBP1","Topbp1",13.120512,9.535784,10.955574,269,274,490,11.2039566666667,6.49189,6.49189,1.6289556662827
"TOPORS","Topors",4.655685,4.999062,4.869603,241,254,484,4.84145,3.69024,3.69024,1.2454479941325
"TOR1A","Tor1a",20.740945,23.057625,24.563944,186,197,424,22.7875046666667,33.84983,33.84983,0.682571612735749
"TOR1AIP1","Tor1aip1",14.301198,14.838723,14.378588,457,434,876,14.5061696666667,12.48199,12.48199,1.1501395318248
"TOR1AIP2","Tor1aip2",17.244155,14.880162,18.240257,521,577,1084,16.7881913333333,8.69767,8.69767,1.83427476221952
"TOR1B","Tor1b",8.994583,8.454433,10.661557,331,330,719,9.370191,11.49932,11.49932,0.829660413526496
"TOR2A","Tor2a",17.016424,11.227085,20.032159,167,154,311,16.0918893333333,18.20029,18.20029,0.890189123879553
"TOR3A","Tor3a",3.838765,3.11422,5.451731,61,72,128,4.13490533333333,18.39892,18.39892,0.264700577832855
"TOR4A","Tor4a",0.606355,0.521661,0.570543,26,23,49,0.566186333333333,2.37304,2.37304,0.464324862240985
"TOX","Tox",5.239969,6.563916,6.033402,225,254,430,5.94576233333333,1.70399,1.70399,2.56870858743314
"TOX3","Tox3",2.140657,3.159807,2.973831,79,117,201,2.75809833333333,1.91307,1.91307,1.29008171219138
"TOX4","Tox4",14.722451,17.131675,17.900476,799,806,1605,16.5848673333333,33.48394,33.48394,0.509943681996122
"TP53I11","Trp53i11",20.066879,19.120996,18.177379,646,614,1141,19.1217513333333,73.5434,73.5434,0.269933372147411
"TP53INP1","Trp53inp1",2.611144,3.062095,4.554635,196,195,437,3.40929133333333,3.43934,3.43934,0.993231276120625
"TPBG","Tpbg",3.360374,3.855955,5.040654,148,170,319,4.085661,2.2685,2.2685,1.55596175615726
"TPBGL","Tpbgl",1.309864,1.72734,1.440354,41,60,104,1.49251933333333,79.41851,79.41851,0.0309943486062268
"TPCN1","Tpcn1",7.065226,6.931936,7.631749,442,447,942,7.209637,47.68038,47.68038,0.168643650686375
"TPCN2","Tpcn2",1.441917,0.922678,1.76617,31,21,64,1.37692166666667,7.73591,7.73591,0.272086327201936
"TPD52","Tpd52",27.792266,32.741432,25.317707,728,777,1254,28.617135,175.61558,175.61558,0.167692652029906
"TPD52L1","Tpd52l1",12.55227,15.881766,15.766686,139,182,371,14.733574,62.19043,62.19043,0.24898665826455
"TPD52L2","Tpd52l2",40.422995,39.899815,39.694628,392,452,868,40.0058126666667,149.50166,149.50166,0.272460866323113
"TPGS1","Tpgs1",20.464361,25.124102,24.654844,94,159,404,23.4144356666667,69.09003,69.09003,0.348329650688788
"TPGS2","Tpgs2",9.516136,11.267935,9.247376,525,614,992,10.0104823333333,174.87335,174.87335,0.0626046091311352
"TPH1","Tph1",0.091086,0.419077,0.119056,1,4,4,0.209739666666667,0.11499,0.11499,1.08497804165658
"TPH2","Tph2",0.224627,0.200995,0.324399,8,7,22,0.250007,1.85035,1.85035,0.438545090953743
"TPI1","Tpi1",612.034968,595.609401,533.090822,4216,4348,8008,580.245063666667,1909.81808,1909.81808,0.304186499882117
"TPK1","Tpk1",6.412584,3.325834,2.722642,31,30,53,4.15368666666667,8.31087,8.31087,0.553512901229065
"TPM1","Tpm1",96.210835,100.214311,100.033712,2025,2068,3915,98.8196193333333,122.11236,122.11236,0.810800957217726
"TPM2","Tpm2",14.254386,14.199944,17.84246,92,84,187,15.4322633333333,159.71515,159.71515,0.102244644225098
"TPM3","Tpm3",135.457427,158.158944,133.437704,1458,1455,2696,142.351358333333,163.10222,163.10222,0.873549171567169
"TPM4","Tpm4",12.125046,10.399096,10.426835,328,277,550,10.983659,133.22489,133.22489,0.0892804531260931
"TPMT","Tpmt",9.67071,12.455318,10.551795,88,94,156,10.8926076666667,8.35269,8.35269,1.27157081723725
"TPO","Tpo",0.173618,0.113467,0.126032,5,1,11,0.137705666666667,0.21953,0.21953,0.932905026253283
"TPP1","Tpp1",31.157465,32.157568,31.152878,703,673,1271,31.4893036666667,36.72466,36.72466,0.86122190807463
"TPP2","Tpp2",17.280005,18.380931,14.861301,725,776,1244,16.8407456666667,13.51693,13.51693,1.22896133457051
"TPPP","Tppp",136.727305,122.790642,118.278438,6713,6922,11971,125.932128333333,11.60386,11.60386,10.0708932290055
"TPPP2","Tppp2",0,0,0,0,0,0,0,0.64814,0.64814,0.606744572669797
"TPPP3","Tppp3",25.286012,19.883844,22.306012,259,192,421,22.491956,2364.97176,2364.97176,0.00992909399730114
"TPR","Tpr",194.74496,211.998274,191.529105,1366,1445,2728,199.424113,19.52794,19.52794,9.76347909239797
"TPRA1","Tpra1",67.63476,60.996833,62.229312,174,174,349,63.6203016666667,32.80443,32.80443,1.91159270150885
"TPRKB","Tprkb",50.582936,58.325627,51.363193,600,661,1198,53.4239186666667,40.41489,40.41489,1.31411477047667
"TPRN","Tprn",18.737025,20.920368,18.802185,152,166,276,19.486526,30.08641,30.08641,0.659018715895467
"TPSB2","Tpsab1",0,0,0,0,0,0,0,8.47814,8.47814,0.10550593259859
"TPSG1","Tpsg1",0.132393,0.08647,0.132078,1,1,2,0.116980333333333,0.42861,0.42861,0.781865122975013
"TPST1","Tpst1",11.307766,12.428529,11.2509,249,292,498,11.6623983333333,30.29549,30.29549,0.404607767232062
"TPST2","Tpst2",24.25109,27.761858,25.515462,148,195,328,25.8428033333333,20.82423,20.82423,1.22995419922413
"TPT1","Tpt1",439.040594,459.678865,421.218564,2716,2747,4859,439.979341,3662.62859,3662.62859,0.120366824902412
"TPX2","Tpx2",1.962135,1.256212,2.357457,37,37,68,1.85860133333333,1.52627,1.52627,1.13155020379189
"TRA2A","Tra2a",34.025591,23.471258,31.361129,961,638,1747,29.619326,26.60525,26.60525,1.10918488331024
"TRA2B","Tra2b",33.287811,27.941767,31.221232,772,741,1450,30.8169366666667,49.68753,49.68753,0.627707380230733
"TRABD","Trabd",5.826292,5.333745,4.372273,148,143,246,5.17743666666667,36.92328,36.92328,0.162892995190993
"TRABD2B","Trabd2b",0.647839,0.657941,0.685754,61,61,124,0.663844666666667,1.97579,1.97579,0.559127044135059
"TRADD","Tradd",2.588651,2.526249,3.308125,25,33,61,2.807675,20.76151,20.76151,0.174972922375331
"TRAF1","Traf1",0.546925,0.499735,0.255953,7,8,12,0.434204333333333,5.36287,5.36287,0.225402111520954
"TRAF2","Traf2",3.081536,2.978262,2.716312,102,99,174,2.92537,11.81294,11.81294,0.306359820618843
"TRAF3","Traf3",8.975258,8.325618,8.130838,756,637,1332,8.477238,6.41871,6.41871,1.27747789036099
"TRAF3IP1","Traf3ip1",4.780991,4.341912,5.096637,208,178,382,4.73984666666667,17.92849,17.92849,0.303238486887579
"TRAF3IP2","Traf3ip2",19.187722,7.847799,16.811551,41,34,95,14.6156906666667,11.13344,11.13344,1.28699615827553
"TRAF3IP3","Traf3ip3",1.606313,0.823019,0.753795,8,8,12,1.06104233333333,5.81239,5.81239,0.302543209260382
"TRAF4","Traf4",2.267236,2.498949,2.701538,61,54,133,2.489241,10.84073,10.84073,0.29468124009246
"TRAF5","Traf5",4.816698,2.897051,3.156509,46,41,97,3.62341933333333,2.88528,2.88528,1.18998356188829
"TRAF6","Traf6",3.058139,3.276164,2.979887,237,233,470,3.10473,2.09079,2.09079,1.32805205141728
"TRAF7","Traf7",42.171515,30.731323,41.382255,447,414,855,38.095031,17.46852,17.46852,2.11684699152937
"TRAFD1","Trafd1",22.422813,23.144924,27.82954,443,429,929,24.465759,11.71886,11.71886,2.00220452147441
"TRAIP","Traip",9.238353,7.247182,10.982237,181,138,401,9.155924,2.33123,2.33123,3.04870093028701
"TRAK1","Trak1",54.092291,59.123627,68.910266,1964,1993,4011,60.708728,27.70292,27.70292,2.14991115886467
"TRAM1","Tram1",8.169969,7.970739,6.628542,263,247,457,7.58975,24.99535,24.99535,0.330434096867324
"TRAM1L1","Tram1l1",5.436725,5.685022,5.359681,289,295,545,5.49380933333333,5.5824,5.5824,0.986541281801977
"TRAM2","Tram2",0.31005,0.316083,0.21929,23,18,39,0.281807666666667,2.98982,2.98982,0.321269547665475
"TRANK1","Trank1",86.740362,69.499384,95.656707,5040,4006,10853,83.9654843333333,1.60991,1.60991,32.554947999484
"TRAP1","Trap1",21.478647,18.47717,18.671103,593,560,1102,19.5423066666667,97.63971,97.63971,0.208255951550006
"TRAPPC1","Trappc1",28.35604,34.974724,31.26772,184,219,388,31.532828,494.38727,494.38727,0.0656715058503623
"TRAPPC10","Trappc10",19.832172,22.253898,19.414619,1214,1249,2196,20.5002296666667,11.80249,11.80249,1.67937875106067
"TRAPPC11","Trappc11",13.831373,12.949588,12.665552,758,717,1399,13.1488376666667,11.29024,11.29024,1.15122549817308
"TRAPPC12","Trappc12",14.954669,17.879449,16.10081,651,784,1344,16.3116426666667,123.79544,123.79544,0.1387201540911
"TRAPPC2","Trappc2",21.927659,23.318083,21.122177,383,391,687,22.1226396666667,12.62835,12.62835,1.69665731116875
"TRAPPC2L","Trappc2l",28.709967,37.996502,33.19656,187,240,375,33.3010096666667,131.29091,131.29091,0.259284705704018
"TRAPPC3","Trappc3",29.412149,30.535603,28.577966,447,469,834,29.5085726666667,65.45206,65.45206,0.459106499733291
"TRAPPC4","Trappc4",58.940145,75.007706,78.031377,298,317,622,70.6597426666667,162.98723,162.98723,0.436983676513511
"TRAPPC5","Trappc5",7.822408,8.606057,7.410555,265,298,498,7.94634,347.78136,347.78136,0.0256502813109049
"TRAPPC6A","Trappc6a",6.265078,7.479096,8.093597,28,41,93,7.279257,82.48151,82.48151,0.0991747394123561
"TRAPPC6B","Trappc6b",103.603861,120.687239,111.28443,590,683,1111,111.85851,26.11392,26.11392,4.16238264330646
"TRAPPC9","Trappc9",11.561956,12.799493,11.947708,574,643,1161,12.1030523333333,51.95603,51.95603,0.247432678267864
"TRAT1","Trat1",0.404796,0.305264,0.297786,26,19,36,0.335948666666667,0.07318,0.07318,1.24485050659411
"TRDMT1","Trdmt1",2.288661,1.049906,1.461711,66,52,108,1.60009266666667,2.21623,2.21623,0.808428708975001
"TRDN","Trdn",0.782962,0.1447,0.025171,5,5,3,0.317611,2.61348,2.61348,0.364637689983063
"TREH","Treh",0,0.137006,0,0,1,0,0.0456686666666667,24.72355,24.72355,0.040650247211861
"TREM1","Trem1",0,0.024983,0,0,1,0,0.00832766666666667,1.11857,1.11857,0.475947297784197
"TREM2","Trem2",5.234452,7.018154,8.125348,88,106,217,6.79265133333333,64.09305,64.09305,0.119715566152352
"TREML1","Treml1",0.112348,0.228922,0.058846,1,2,1,0.133372,4.56837,4.56837,0.2035374804476
"TREML2","Treml2",0.124762,0.233585,0.134747,7,10,12,0.164364666666667,0.05227,0.05227,1.10652652519474
"TREML4","Treml4",0,0,0,0,0,0,0,0.06272,0.06272,0.940981632038542
"TRERF1","Trerf1",6.413575,5.768999,6.328134,554,516,1052,6.170236,0.66905,0.66905,4.29599832239897
"TREX1","Trex1",1.775835,5.325841,3.460561,21,63,80,3.52074566666667,97.93242,97.93242,0.0456952904484361
"TREX2","Trex2",0,0,0,0,0,0,0,1.77717,1.77717,0.36007878523821
"TRH","Trh",1.530388,3.436579,1.301972,26,57,42,2.08964633333333,0.05227,0.05227,2.936172591952
"TRHDE","Trhde",4.739288,5.072053,4.150148,359,391,612,4.65382966666667,0.51224,0.51224,3.73871188876545
"TRHR","Trhr",1.234962,0.762742,0.823238,46,36,76,0.940314,0,0,1.940314
"TRIAP1","Triap1",9.565708,9.214713,7.731506,120,113,185,8.837309,29.07238,29.07238,0.327121065908319
"TRIB1","Trib1",4.427892,3.791547,3.471865,256,221,400,3.89710133333333,7.40138,7.40138,0.58289249305868
"TRIB2","Trib2",20.687132,10.788123,15.980239,655,521,1031,15.818498,33.79756,33.79756,0.483324060652528
"TRIB3","Trib3",0.115282,0.269849,0.445973,3,6,20,0.277034666666667,5.72875,5.72875,0.189787801102235
"TRIL","Tril",6.833766,6.457113,6.458934,475,467,930,6.583271,1.11857,1.11857,3.57942904883955
"TRIM10","Trim10",0.066923,0.068339,0.070228,2,2,4,0.0684966666666667,0.01045,0.01045,1.05744635228529
"TRIM11","Trim11",5.587988,4.869874,5.726755,185,167,382,5.39487233333333,12.10565,12.10565,0.487947742640261
"TRIM13","Trim13",3.564993,3.858463,4.040945,69,73,149,3.821467,18.09575,18.09575,0.252489009334538
"TRIM14","Trim14",0.316576,0.325877,1.095794,2,4,16,0.579415666666667,19.1516,19.1516,0.0783766880380053
"TRIM16","Trim16",0.553845,0.697008,0.434442,19,22,43,0.561765,21.84871,21.84871,0.0683524365270512
"TRIM17","Trim17",1.676275,1.6397,1.721514,70,78,161,1.679163,0.18817,0.18817,2.25486504456433
"TRIM2","Trim2",40.742889,37.973035,37.496088,3898,3736,6856,38.7373373333333,36.58876,36.58876,1.0571601014062
"TRIM21","Trim21",1.308535,0.637546,0.975234,37,18,40,0.973771666666667,24.67128,24.67128,0.0768863752281408
"TRIM23","Trim23",18.095932,22.326251,18.432456,854,1005,1611,19.618213,6.20963,6.20963,2.85981569095779
"TRIM24","Trim24",7.163538,7.107201,7.00712,304,291,542,7.09261966666667,5.62421,5.62421,1.22167317561893
"TRIM25","Trim25",1.60073,1.118023,1.303487,107,87,168,1.34074666666667,5.90647,5.90647,0.338920847649619
"TRIM26","Trim26",6.759187,8.785902,7.080133,194,218,354,7.54174066666667,15.60772,15.60772,0.51432349935251
"TRIM27","Trim27",11.804737,14.00865,12.628555,173,191,389,12.8139806666667,32.8567,32.8567,0.408013204673423
"TRIM28","Trim28",85.444147,96.769369,92.137695,933,1013,1818,91.4504036666667,75.90599,75.90599,1.20212227508763
"TRIM29","Trim29",0.081052,0.104158,0.028189,3,3,2,0.071133,3.36617,3.36617,0.245325537026731
"TRIM3","Trim3",41.694007,44.177086,48.262954,917,948,1785,44.711349,38.26139,38.26139,1.16428249229077
"TRIM31","Trim31",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"TRIM32","Trim32",36.737275,43.709329,41.060214,1561,1868,3178,40.5022726666667,5.34196,5.34196,6.54407669973741
"TRIM33","Trim33",16.665789,17.578476,16.592359,1016,1034,1874,16.9455413333333,2.88528,2.88528,4.61885406800368
"TRIM34","Trim34a",0.661176,0.623086,0.65826,23,21,43,0.647507333333333,4.74608,4.74608,0.286718481701148
"TRIM35","Trim35",32.248951,35.330987,31.956811,1572,1703,3018,33.1789163333333,6.56507,6.56507,4.51799075663984
"TRIM36","Trim36",1.146288,1.023109,1.276755,73,60,136,1.14871733333333,119.17481,119.17481,0.0178799311880196
"TRIM37","Trim37",63.567369,70.051239,63.854809,4623,4968,8333,65.8244723333333,41.85754,41.85754,1.55922323897576
"TRIM39","Trim39",7.380263,5.409407,6.737176,317,244,588,6.50894866666667,9.26218,9.26218,0.731710871049491
"TRIM40","Trim40",0.262703,0.05307,0.027229,2,1,1,0.114334,0,0,1.114334
"TRIM41","Trim41",32.007135,24.927287,29.523795,503,428,829,28.8194056666667,20.47925,20.47925,1.38828896105156
"TRIM42","Trim42",0,0,0,0,0,0,0,0,0,1
"TRIM44","Trim44",121.326824,143.318108,114.638219,3895,4124,7231,126.427717,12.07429,12.07429,9.74643494981372
"TRIM45","Trim45",2.416632,2.887413,2.146151,91,99,170,2.48339866666667,4.30702,4.30702,0.656375643330281
"TRIM46","Trim46",19.723581,18.712147,20.455788,722,660,1442,19.6305053333333,6.17827,6.17827,2.87402192078779
"TRIM47","Trim47",2.012749,2.78997,3.025433,18,31,64,2.609384,56.48259,56.48259,0.0627909076469936
"TRIM50","Trim50",0,0,0.022643,0,0,1,0.00754766666666667,0.16726,0.16726,0.863173300435778
"TRIM54","Trim54",0.118203,0.23142,0.364144,2,4,12,0.237922333333333,1.21266,1.21266,0.55947245999536
"TRIM56","Trim56",1.25169,0.993547,1.125027,132,131,228,1.12342133333333,1.11857,1.11857,1.00228990938857
"TRIM58","Trim58",0,0.035652,0,0,1,0,0.011884,4.29657,4.29657,0.191045148086403
"TRIM59","Trim59",4.560752,6.545029,4.415101,186,237,294,5.17362733333333,2.37304,2.37304,1.83028583513191
"TRIM6","Trim6",0.052745,0.190538,0.027811,2,5,2,0.0903646666666667,2.19533,2.19533,0.341236951008712
"TRIM60","Trim60",0,0,0,0,0,0,0,0,0,1
"TRIM62","Trim62",5.181792,5.629916,4.659087,240,267,444,5.15693166666667,9.14719,9.14719,0.60676223335393
"TRIM63","Trim63",0.081605,0.192466,0.35666,2,3,12,0.210243666666667,0.04182,0.04182,1.1616629232177
"TRIM65","Trim65",1.533406,1.147326,1.647095,74,55,160,1.442609,14.19644,14.19644,0.160735606497311
"TRIM66","Trim66",3.977679,4.329633,3.942547,523,540,925,4.08328633333333,0.71087,0.71087,2.97117041816931
"TRIM67","Trim67",0.517261,0.440383,0.4345,61,52,103,0.464048,7.48501,7.48501,0.172545229764019
"TRIM68","Trim68",2.173914,1.435845,2.989647,48,32,78,2.199802,5.10152,5.10152,0.524427028019248
"TRIM69","Trim69",0.044703,0,0.023377,1,0,1,0.0226933333333333,70.71038,70.71038,0.0142614407193677
"TRIM7","Trim7",0.41601,0.511523,3.857692,14,18,36,1.595075,4.82972,4.82972,0.44514573598732
"TRIM71","Trim71",0.050662,0.098787,0.094784,6,12,23,0.081411,0.01045,0.01045,1.07022712652778
"TRIM72","Trim72",0.240988,0.344695,0.317872,5,8,17,0.301185,0.19862,0.19862,1.08556923795698
"TRIM8","Trim8",21.434838,14.835316,16.304302,537,581,1081,17.5248186666667,51.80968,51.80968,0.350784527887059
"TRIM9","Trim9",95.771224,72.416833,82.383361,3021,2702,5764,83.523806,6.18873,6.18873,11.7578217571115
"TRIML1","Triml1",0.122385,0.126596,0.176896,3,3,8,0.141959,0,0,1.141959
"TRIO","Trio",71.673526,58.898485,79.845055,2494,2119,4576,70.139022,16.62175,16.62175,4.03700097890391
"TRIOBP","Triobp",2.793937,6.599885,5.001989,59,86,162,4.79860366666667,20.38516,20.38516,0.271150819852022
"TRIP10","Trip10",3.022344,4.428781,3.281719,41,52,100,3.57761466666667,41.00031,41.00031,0.108990020946671
"TRIP12","Trip12",70.628071,80.552542,77.280787,2608,2639,4953,76.1538,25.60168,25.60168,2.90033561790082
"TRIP13","Trip13",0.687949,0.112329,0.144208,6,4,11,0.314828666666667,1.39037,1.39037,0.550052362883849
"TRIP4","Trip4",11.918481,10.753074,10.386378,546,493,934,11.019311,16.20359,16.20359,0.698651328007701
