"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"MYL7",2.340283,0.525682,0.985812,7,3,8,2.076619,1.826121,0.21736,0,4,1,0,0.612543666666667,1.90792910827634
"MYL9",13.586178,0.321192,1.116342,250,9,29,13.0479903333333,21.452561,7.367558,7.045716,459,107,103,17.813957,0.746679198497867
"MYLIP",2.589139,1.043219,1.117696,121,66,78,0,8.056262,3.309039,3.065657,437,139,111,0,1
"MYLK",22.755942,8.823142,2.441214,268,100,135,3.35056,29.307481,17.042903,25.055252,317,205,147,5.45476866666667,0.67400711391361
"MYLK.AS1",2.704106,1.703818,1.050598,32,20,19,30.7808873333333,2.84416,1.055414,2.317962,33,9,18,41.1730433333333,0.75358297199799
"MYLK.AS2",0,0,0,0,0,0,12.1851183333333,0.201895,0,0,2,0,0,6.39815366666667,1.7822174190218
"MYLK2",0.126907,0.065673,0.085526,4,4,3,14.901954,0.906262,0.479633,0.771677,28,13,15,1.479176,6.41420939860663
"MYLK3",1.207915,0.633986,0.467302,64,38,54,1.11557866666667,0.711493,0.52345,0.625358,39,26,32,1.39764433333333,0.882357169182585
"MYLK4",0.164818,0.113251,0.106456,15,14,14,20.6907643333333,1.066658,0.266606,0.379076,115,22,28,19.3280963333333,1.06703372404653
"MYLPF",1.491241,0.48171,1.228259,3,1,5,0,399.482882,0.754688,0,2846,2,0,0,1
"MYMK",0,0,0,0,0,0,0.424945,13.347153,0,0,158,0,0,4.50281266666667,0.258948484405369
"MYMX",0,0,0,0,0,0,0,2.637292,0,0,27,0,0,0.00488866666666667,0.995135116128951
"MYNN",5.619485,4.904746,3.908797,217,285,251,0.1866,7.030913,8.97922,8.927331,324,281,263,0.316825666666667,0.901106372724104
"MYO10",1.091248,0.534822,0.397819,130,56,78,4.66789833333333,34.97152,20.88408,14.143081,2773,1258,1099,33.986441,0.162002712231671
"MYO15A",7.161351,3.817305,3.171489,163,137,152,11.6435416666667,3.468469,1.977415,2.028778,136,46,45,9.39218933333333,1.21663888725661
"MYO15B",36.22818,20.533526,31.746409,173,210,165,0.134669,90.499552,65.982485,19.511451,540,179,191,0.149002333333333,0.987525409725017
"MYO16",1.805106,3.403536,2.665086,155,332,234,0.198297333333333,2.240065,3.135255,3.642791,145,274,299,0.199752,0.998787527200066
"MYO16.AS1",0.173003,0,0,1,0,0,3.188783,0.150862,0,0,1,0,0,5.23634833333333,0.671672391615927
"MYO18A",77.911581,67.300989,56.065932,2741,3565,2653,0,83.404087,79.019758,62.101811,2755,2339,1876,0,1
"MYO18B",0.887514,0.054675,0.329655,28,4,12,0,3.716354,0.010579,0.024343,385,1,2,2.63335166666667,0.275227969033184
"MYO19",18.643161,15.788383,11.588964,310,343,338,11.4235416666667,31.412023,21.223631,27.805466,587,314,313,14.8644453333333,0.783105958363583
"MYO1A",0,0.029542,0.027826,0,2,2,11.7803066666667,0.017409,0.265054,0,1,1,0,3.177822,3.05908357672171
"MYO1B",16.076365,22.288381,15.858863,858,1434,1241,0,29.050002,47.833182,41.863089,1491,1812,1805,0,1
"MYO1C",32.581232,32.453108,32.863931,827,1009,1103,11.1511313333333,37.150089,18.485752,14.224572,1213,468,541,10.7090656666667,1.03775413677328
"MYO1D",4.412603,2.902177,3.790689,93,109,100,44.2791236666667,4.295897,5.172918,4.587749,150,122,139,28.1384693333333,1.55392938279256
"MYO1E",11.122593,1.213821,3.290047,161,34,65,0,39.847886,18.68364,11.371769,594,175,159,0,1
"MYO1F",1.455276,0.87182,0.744398,8,13,12,0.06918,1.913991,0.266153,0.48752,16,5,7,0.0927583333333333,0.978423103613943
"MYO1G",0.124773,0.097105,0.043769,6,7,3,74.6020313333333,0.602364,0.5376,0.686462,40,24,29,50.0569676666667,1.48073876668338
"MYO1H",0.654753,0.426124,0.62421,5,5,5,4.56105333333333,0.35542,0.23196,0.740732,3,1,4,12.0282663333333,0.426845229522608
"MYO3A",0.159169,0.007968,0.159904,6,1,1,0,0.275545,0.021306,0.023344,8,1,1,0,1
"MYO3B",0.051399,0.066647,0.036983,4,6,4,0.417553,0.259017,0.265055,0.176517,12,10,10,1.18488133333333,0.648800911231792
"MYO3B.AS1",0.934128,0.980078,0.178844,10,12,2,3.47748333333333,0.616122,1.119734,0.319575,8,9,2,4.13369066666667,0.872176300454929
"MYO5A",22.552239,21.524575,18.773793,4441,5824,5329,4.696493,25.665118,27.383066,22.439611,5505,4672,3369,6.18721466666667,0.792587012381802
"MYO5B",6.732526,4.830477,0.333197,61,34,35,0.254651666666667,2.250299,1.144489,0.316079,172,49,32,0.662576,0.754643196260903
"MYO5C",0.298731,0.351604,0.193939,13,15,27,35.2994136666667,0.928893,1.318117,0.975149,100,55,52,73.396144,0.487920632911655
"MYO6",6.600173,5.581898,5.710417,674,896,800,0.0907966666666667,6.9813,4.854907,5.047427,780,508,496,0.919210333333333,0.568357020448167
"MYO7A",10.941925,10.899124,9.172429,571,867,762,24.112032,1.92405,4.253675,6.988502,120,166,185,27.1337056666667,0.892595959363903
"MYO7B",0.0173,0,0,1,0,0,0.426227,0.164836,0.163352,0.205982,9,5,9,0.24808,1.14273684379206
"MYO9A",8.349754,7.150157,16.157533,1029,1376,1401,28.771827,21.409375,17.170205,14.165275,1450,1230,1004,24.9241616666667,1.14842004855573
"MYO9B",95.771946,68.369198,48.539497,893,1027,823,0.0180253333333333,113.829085,79.91353,66.855965,2066,799,1016,0.030267,0.988117966831252
"MYOC",0,0.031953,0,0,1,0,12.263085,0,0.09944,0.056306,0,2,1,11.270537,1.08088871742125
"MYOCD",0.006989,0,0,1,0,0,13.615726,0.023671,0.078613,0.044547,3,9,5,16.0905906666667,0.855191390693499
"MYOCD.AS1",0,0,0,0,0,0,4.96585533333333,0,0,0,0,0,0,4.00253833333333,1.192565640843
"MYOCOS",0.128102,0.023453,0.022102,4,1,1,3.196163,0.273646,0.617509,1.201236,5,7,9,3.13886,1.01384511677128
"MYOD1",0,0,0.050331,0,0,2,0.08897,8.73207,0,0,255,0,0,0.127994333333333,0.965403786011927
"MYOF",5.274325,0.18997,0.17842,490,8,19,2.702184,11.686084,4.249801,4.32979,929,312,282,5.47411066666667,0.571844410856534
"MYOG",0.091691,0.033254,0.062513,2,1,2,15.1402516666667,39.898279,0,0,1014,0,0,19.3110856666667,0.794652335751558
"MYOM1",1.937003,2.05288,2.934781,78,92,139,0.164943,22.799006,6.605042,6.89216,1109,192,183,0.073595,1.08508608926085
"MYOM2",37.328335,21.124855,18.970463,168,99,138,0.249922333333333,54.895085,31.020991,7.515971,371,27,36,0.119639,1.11636191069919
"MYOM3",0.68822,0.96718,0.410682,51,47,43,1.98027933333333,3.093321,0.080759,1.830068,263,4,13,0.814223,1.64273043244041
"MYORG",1.859498,0.957251,0.927164,198,140,145,71.5586116666667,5.633725,4.634996,5.237413,697,434,431,40.1396076666667,1.76371666581199
"MYOSLID",0.46417,0,0.05499,7,0,1,0.177776666666667,0.178352,0,0,5,0,0,0.188555333333333,0.990931287450928
"MYOT",0.198234,0.130237,0.177092,3,2,4,1.435992,11.615369,1.178026,0.437987,302,11,4,0.224929333333333,1.98867961906918
"MYOZ1",0.762844,0.841047,0.98184,14,21,26,1.029526,3.068741,0.809536,0.499144,65,13,7,1.140616,0.948103723414195
"MYOZ2",0.159404,0.019632,0.153537,6,1,8,0.0140493333333333,8.214341,0.031006,0.102336,342,1,3,0,1.01404933333333
"MYOZ3",8.650349,8.262999,11.853134,266,362,531,4.64077066666667,0.651075,0.269487,0.124999,19,4,5,2.48621266666667,1.61802253792511
"MYPN",0.153071,0.100349,0.233352,8,6,22,0.153165333333333,2.801693,3.850523,3.221006,213,280,172,0.598645,0.721339217483139
"MYPOP",2.145118,2.14988,2.848731,54,76,120,15.971508,2.443246,2.210797,3.235527,74,50,63,12.7683376666667,1.23264757234188
"MYRF",6.368817,1.837252,3.063667,337,150,210,0,1.841615,1.000754,1.403541,100,58,56,0,1
"MYRF.AS1",0,0,0.05824,0,0,1,0.04722,0.072386,0.304971,0.34982,1,1,1,0.035143,1.01166698707328
"MYRFL",0.054859,0,0,1,0,0,8.76145966666667,0.48632,0.375514,0.531238,12,10,5,9.80550466666667,0.903378413854124
"MYRIP",2.57793,4.529157,3.48729,170,453,374,0,0.569699,0.299735,0.439869,47,20,27,0.377455666666667,0.725976177817701
"MYSM1",4.180518,3.644611,3.017509,389,403,352,0.0275233333333333,11.740995,6.530553,5.953324,821,358,317,0,1.02752333333333
"MYT1",16.43652,19.709027,12.593162,1303,2285,1482,4.08078966666667,2.4376,6.360369,6.384479,185,453,426,4.85612433333333,0.867602765492285
"MYT1L",13.493806,13.800808,9.260741,687,823,652,0.0140913333333333,7.023895,5.410571,6.759995,282,274,222,0,1.01409133333333
"MYT1L.AS1",0.020047,0,0,1,0,0,16.56276,0.017515,0,0,1,0,0,31.866459,0.534367270900708
"MYZAP",0.94922,0.222899,0.122663,12,4,6,9.08280633333333,0.109821,0,0,4,0,0,9.82405166666667,0.931518681159289
"MZB1",0.140478,0,0.098731,2,0,2,4.423407,0.327685,0.286757,0.216327,5,4,2,4.869026,0.924072750742628
"MZF1",10.754034,12.265892,9.965967,390,578,562,0.003898,13.146275,13.318886,14.996959,576,413,420,0.0138083333333333,0.99022464798573
"MZF1.AS1",1.116424,1.627147,1.110669,40,64,41,0.418369,2.214763,1.666732,2.201784,61,36,47,0.450947333333333,0.977546853297225
"MZT1",5.498951,6.828673,5.728128,164,272,223,0.116887,6.710697,6.10857,8.089158,213,153,178,0.022425,1.09239015086681
"MZT2A",63.684719,92.455031,75.635054,212,324,405,0,67.155038,53.031261,97.671563,271,206,212,0.0247586666666667,0.975839514734526
"MZT2B",129.928365,126.872759,151.012867,397,549,777,6.01960966666667,133.6135,167.027925,130.60563,451,340,298,12.9578306666667,0.502915519918902
"N4BP1",37.278793,32.23578,32.92915,627,867,746,1.096776,21.760798,36.731335,24.211802,723,459,512,0.586225,1.32186543523145
"N4BP2",1.63817,1.560007,1.157958,260,334,256,0,1.430789,1.156062,1.369205,252,157,168,0,1
"N4BP2L1",3.303237,3.077983,2.541903,65,78,78,0,2.944866,3.663762,4.289675,83,57,66,0.125755666666667,0.888292219714935
"N4BP2L2",26.681391,25.876444,30.001281,803,866,888,0.246494,54.633901,59.830478,83.054433,1786,838,840,0.563571333333333,0.797209550614256
"N4BP2L2.IT2",0.462846,0.562016,0.375973,37,61,43,0,0.828382,0.317253,0.375829,75,22,24,0,1
"N4BP3",4.503666,4.766685,4.880731,442,647,715,19.148097,3.802642,2.95796,3.468557,437,257,262,12.0330333333333,1.54592537935656
"N6AMT1",3.578797,2.226572,2.008143,233,237,210,27.0032366666667,3.636658,3.422732,3.981151,281,196,195,31.971839,0.849307697598143
"NAA10",42.403556,46.652991,49.243168,483,750,721,0.047116,52.049574,50.154027,57.121925,684,521,499,7.52777,0.122788958895467
"NAA11",0.171371,0.02402,0.02272,4,1,1,237.951777333333,0,0.037387,0.083918,0,1,2,155.897653,1.52297866006532
"NAA15",9.532678,10.331968,8.25611,629,924,805,0.0987546666666667,14.382085,14.397158,13.238153,913,670,742,0.420337,0.773587301229685
"NAA16",15.658386,13.435164,11.36614,261,401,281,0,15.277482,14.449021,16.759682,361,222,281,0,1
"NAA20",34.604658,38.560675,33.181539,459,694,638,3.04436433333333,30.313117,32.488682,35.082355,457,371,362,3.673933,0.865302162725339
"NAA25",8.540478,7.937413,7.187697,668,806,893,0.325389666666667,11.234511,11.106244,7.910586,744,562,557,0.0370296666666667,1.27806340480777
"NAA30",9.178037,7.464793,6.92124,615,716,686,0,8.188304,9.768017,10.484298,549,532,554,0,1
"NAA35",8.832665,11.851566,8.986295,708,1097,903,7.22738933333333,11.448481,10.949696,9.227007,824,865,639,4.84633866666667,1.40727210694146
"NAA38",23.032039,28.627283,29.15498,118,192,201,22.99332,50.328523,39.062824,45.902099,300,177,170,16.7466706666667,1.35198992817658
"NAA40",26.314443,27.924464,23.854049,644,873,804,37.724871,29.883878,28.021274,35.437945,785,618,639,39.3367813333333,0.960038697187738
"NAA50",61.021831,96.919234,52.97341,844,1128,1054,0.042514,87.240913,43.815965,66.968778,1163,640,809,0,1.042514
"NAA60",38.508288,34.246858,25.220934,492,724,584,0.009777,35.125632,52.414997,39.088279,746,593,580,0.0647263333333333,0.948391120222129
"NAA80",12.320114,11.060429,10.357467,156,200,229,9.13468566666667,10.236834,9.067352,9.483503,162,100,97,11.7421143333333,0.795369230062107
"NAAA",4.676792,1.466329,1.826694,50,33,32,0.746200333333333,4.877404,9.052635,8.609049,62,97,88,0.91034,0.91407829670809
"NAALAD2",3.216223,3.45903,2.858091,143,233,202,0,3.680556,1.860506,2.38101,193,78,85,0,1
"NAALADL1",0.263855,0.383845,0.151615,3,6,2,0,0.111483,0.265055,0.209994,1,1,1,0,1
"NAALADL2",0.182139,0.06952,0.019148,3,3,4,0,2.18958,0.252503,0.66752,67,33,30,0,1
"NAALADL2.AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAB1",31.657992,17.201305,25.233697,365,315,374,2.28233133333333,94.540566,23.561142,32.401938,946,351,379,3.38348566666667,0.748794813746777
"NAB2",10.622633,13.154751,16.020998,341,559,849,2.56934366666667,24.566754,12.227738,14.841719,865,311,386,2.217031,1.10951484976883
"NABP1",7.857236,5.737899,7.045274,196,261,279,0.442111,5.493591,4.046316,4.503545,184,117,98,0.543089,0.934561130304214
"NABP2",33.104756,38.027814,37.140417,554,881,897,0,20.833687,22.893792,24.644179,394,353,371,0,1
"NACA",441.12124,468.053198,466.037547,2562,3788,3853,0,704.977562,407.742016,470.678299,5873,2120,2250,0,1
"NACA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NACA4P",0.101764,0.229896,0.108381,2,4,2,0,0.403896,0.205021,0.114714,6,4,2,0.030493,0.970409308942419
"NACAD",83.925015,89.373248,80.231877,3198,4443,4025,0.339355333333333,49.648502,65.032685,55.698863,2288,2086,1928,2.03314566666667,0.441573033584385
"NACC1",16.353424,12.625676,9.722291,596,671,687,1.09439666666667,18.417701,16.787152,24.657648,937,707,705,0.788756333333333,1.17086750589655
"NACC2",11.328846,17.244154,16.601741,1242,2554,2702,0,6.406879,7.469972,9.505964,822,724,804,0,1
"NADK",64.458054,56.727416,49.079842,667,884,808,0,69.271225,89.663456,117.480067,822,691,748,0,1
"NADK2",18.078868,13.197908,12.302905,348,428,419,1.80809133333333,21.489311,14.993533,20.183075,498,308,337,0.311494666666667,2.14113820262072
"NADSYN1",33.148712,34.838928,29.849381,673,894,871,11.750726,35.182773,23.381111,34.316563,741,442,447,1.63139733333333,4.84561029171827
"NAE1",68.484595,69.189958,74.759097,830,1180,1179,0.011154,53.940348,64.747044,75.275438,710,600,605,0.0199683333333333,0.991358228441733
"NAF1",2.761345,2.989263,4.232623,57,97,108,0,8.20811,4.152082,4.153062,141,74,72,0,1
"NAGA",7.706656,5.945459,7.302067,351,395,492,0.833529666666667,13.223335,10.809174,11.86036,669,412,447,0.876347333333333,0.977180308834079
"NAGK",172.495416,170.173309,143.759758,1202,1616,1301,0.0213576666666667,134.906765,160.784218,182.186234,1130,1083,1029,0.454187,0.702356482809065
"NAGLU",15.593497,11.252991,8.569781,253,269,220,0.387853333333333,20.529423,29.177685,27.022284,455,419,429,0.310579,1.05896198041731
"NAGPA",3.621554,7.543078,7.76433,101,175,177,1.20835533333333,10.021093,8.121699,11.767567,131,111,104,5.120243,0.360828047731656
"NAGS",2.178985,1.125344,1.570506,65,46,71,0.44433,0.522794,0.307342,0.347277,18,8,8,0.412832666666667,1.02229374651115
"NAIF1",2.926272,4.783127,4.17574,56,92,106,7.83433866666667,3.582271,6.107643,6.427687,95,78,73,4.52664266666667,1.59850006586277
"NAIP",9.38295,12.980798,9.070152,517,879,612,0.0894086666666667,10.321248,9.216946,12.107383,607,409,427,0,1.08940866666667
"NALCN",14.033518,11.667195,11.553869,889,1132,1138,0.00919333333333333,14.711242,18.592442,15.57606,850,960,648,0,1.00919333333333
"NALCN.AS1",0.135907,0.065665,0.061732,6,4,4,0.0812526666666667,0.058087,0,0,3,0,0,0,1.08125266666667
"NAMA",0.447963,0.022841,0.116417,4,1,2,0.0954106666666667,0.35278,0,0.31184,6,0,4,0.0717556666666667,1.02207126188898
"NAMPT",76.47176,90.642071,87.595915,1364,1574,1822,4.125857,51.072415,34.071256,40.53673,957,509,549,1.538379,2.01934265923253
"NANOG",0.096716,0.039509,0.050714,8,5,6,5.713649,0.041606,0.052256,0.244639,4,4,6,5.31700066666667,1.06279061128272
"NANOGNB",0.08845,0.065218,0,1,1,0,31.1418396666667,0.077614,0.115739,0,1,1,0,35.30384,0.885356471014269
"NANOGP8",0.111153,0.039995,0.024758,3,2,1,0.0484666666666667,0.069911,0.232846,0.291836,2,6,2,0.009101,1.03901063091471
"NANOS1",6.013484,4.094696,3.124107,170,141,141,0.0202776666666667,2.552008,5.139415,8.404426,83,129,154,0.304121,0.782348928256402
"NANOS2",0.043849,0,0.059733,1,0,2,5.99029533333333,0,0,0,0,0,0,8.05874666666667,0.771662525794591
"NANOS3",15.391071,16.321389,18.902428,53,80,97,1.25041733333333,4.025665,5.757495,3.503662,16,18,11,11.296941,0.183006272318728
"NANP",1.884423,1.565501,1.365729,111,125,114,0,1.71751,1.745689,2.033619,114,89,94,0.0277103333333333,0.973036825227342
"NANS",20.646353,23.6782,21.980566,335,520,518,0,24.722406,23.529773,25.422034,469,335,319,0,1
"NAP1L1",199.076187,182.888297,208.150251,3834,4916,5674,20.9089606666667,278.913796,166.909721,209.25047,5492,2900,3318,10.419304,1.91858984283689
"NAP1L2",44.925373,45.028009,39.525857,1776,2417,2209,0.131464666666667,21.45221,32.459383,33.692127,953,1109,1047,0.168100333333333,0.968636541210358
"NAP1L3",99.261854,72.700848,58.268608,3991,3986,3401,3.56208333333333,39.010293,46.076476,54.793296,1772,1607,1737,4.48563266666667,0.831642147870152
"NAP1L4",164.706027,164.794597,132.538037,1783,2408,2251,0.391026333333333,159.729645,153.942622,177.93795,1884,1386,1532,1.39644266666667,0.580454668363997
"NAP1L5",76.65537,85.104125,75.95313,2194,3320,3101,1.21591766666667,41.174641,56.097547,64.531103,1334,1393,1456,1.063749,1.07373409589377
"NAP1L6P",0.310874,0.528949,0.125227,6,12,4,196.704911666667,1.355034,0.969835,1.498156,37,21,27,218.357995666667,0.901288831828571
"NAPA",118.924376,102.430392,79.43703,750,947,765,0.0896743333333333,133.757716,160.401541,170.259849,1045,1000,926,0.0370093333333333,1.05078546384025
"NAPA.AS1",0.809415,1.026675,0.890856,8,28,28,12.9247126666667,1.307679,0.521093,0.824356,19,8,5,13.7968276666667,0.941060677352846
"NAPB",88.564044,73.364612,70.304533,5378,6087,6153,28.3880233333333,48.68341,64.776988,69.402565,3361,3450,3380,31.3267206666667,0.90909386189724
"NAPEPLD",4.453657,3.284719,2.807321,195,236,223,0.432906333333333,11.631075,8.258174,9.020022,542,348,324,7.49865633333333,0.168603868321302
"NAPG",22.256751,25.473511,24.807703,1122,1647,1787,67.4787486666667,20.975591,22.470973,21.366165,1176,910,836,60.005063,1.12250926888915
"NAPRT",14.630793,17.834489,16.35555,121,220,263,12.6349706666667,22.698712,17.472723,18.831341,198,129,120,1.688735,5.07114708837675
"NAPSA",0.450593,0.826699,1.070696,12,21,35,0.0114063333333333,0.187966,0.53011,0.596093,7,3,4,7.73237033333333,0.115822656933431
"NAPSB",0.940651,0.797381,0.331107,8,9,4,0.227719,0,0,0,0,0,0,0.055613,1.16303891672422
"NARF",126.58623,114.380545,126.040197,1333,1829,1986,47.2832246666667,109.633182,77.498865,75.895713,1320,817,812,32.5184196666667,1.44049824385615
"NARS1",89.431081,86.777912,73.597925,2329,3120,2882,0.017102,84.485992,88.758328,94.090401,2224,1913,1979,0,1.017102
"NARS2",17.439647,26.195959,24.391753,291,511,435,65.4734313333333,14.182975,23.900398,29.532824,265,324,367,62.4877643333333,1.04702743956023
"NASP",66.27577,59.19145,34.062455,762,1178,800,0.398739,149.347569,127.089585,101.329249,2448,915,1246,0.277263333333333,1.09510620362807
"NAT1",1.381458,0.053487,0.209966,10,1,6,0,2.06948,1.787716,1.285865,29,15,16,0,1
"NAT10",16.055612,16.586102,13.009713,387,490,427,0.034395,14.493742,23.067176,22.620464,439,401,364,0.016144,1.01796103701838
"NAT14",36.114559,31.490302,37.66261,343,421,508,0,41.265689,36.532327,62.747842,429,315,335,0,1
"NAT16",8.499674,8.65066,6.285804,197,302,233,0,2.741372,2.751841,3.75189,77,67,72,0,1
"NAT2",0,0,0,0,0,0,0,0.050375,0,0,1,0,0,0,1
"NAT8",0.068371,0.100289,0.047397,1,2,1,0.205862,0.059174,0.077934,0.178431,1,1,2,0.31394,0.917745102516097
"NAT8B",0,0,0,0,0,0,22.36757,0.380822,0.125379,0,4,1,0,14.5900833333333,1.49887396368418
"NAT8L",8.588817,12.451601,11.316947,776,1572,1642,2.85849266666667,5.308963,4.86545,6.143418,571,393,428,2.61676666666667,1.06683483405989
"NAT9",21.209223,22.342779,21.112254,273,419,407,58.2207563333333,28.893465,18.750428,21.624568,446,241,246,50.2477026666667,1.15557875283749
"NATD1",2.499761,2.991934,2.625057,202,332,311,0,3.704955,3.59756,3.513738,348,256,217,0,1
"NAV1",54.59291,44.941402,41.888123,7420,9205,8832,3.261504,28.105692,27.437579,24.329433,5094,4600,3642,8.600569,0.443880357507977
"NAV2",11.604615,7.657755,6.450438,1092,1452,1371,0.255819,19.709084,12.856201,9.88123,2013,1405,1115,0.654786,0.758901150964536
"NAV2.AS2",0,0,0,0,0,0,0,0.092459,0,0,1,0,0,0,1
"NAV2.AS4",0.124953,0,0,2,0,0,11.0099343333333,0,0,0,0,0,0,12.4171743333333,0.895116515218567
"NAV2.AS5",0,0.02821,0.013248,0,2,1,0,0.033286,0.043797,0,2,2,0,0,1
"NAV3",10.310751,7.679239,7.645536,473,513,441,40.3672613333333,27.070719,25.614298,20.467052,1301,1117,986,42.36393,0.953955541698673
"NAXD",16.423247,16.60535,14.569315,631,867,823,9.42729666666667,19.071845,20.141098,23.796898,849,677,716,5.81061166666667,1.5310367375226
"NAXE",28.315392,20.603546,26.18345,334,385,466,0,30.811375,26.194393,36.558099,430,306,291,0,1
"NBAS",22.67495,23.73563,19.215655,1091,1565,1501,125.746723666667,18.474604,11.776679,17.601784,1231,747,682,142.086000333333,0.885807999185087
"NBDY",159.680644,155.17983,141.365539,643,848,824,14.9029656666667,113.851468,120.65056,145.435229,518,437,438,90.2089946666667,0.174357427409279
"NBEA",23.064343,18.072041,19.86399,1755,1809,1890,11.3034406666667,7.537567,7.931433,6.966462,643,447,415,10.947732,1.02977206608473
"NBEAL1",1.150476,1.220285,1.020645,35,36,38,0.0119543333333333,1.141366,1.246233,1.093035,51,25,13,0.0255146666666667,0.986777045932059
"NBEAL2",35.133439,38.472905,30.707416,774,1245,1010,15.295345,27.988029,31.209705,36.850151,729,723,655,26.1645086666667,0.599876301830405
"NBL1",43.293699,32.246432,43.914563,884,960,1374,2.005569,32.614337,35.683857,30.0096,782,584,490,1.684732,1.11950429316595
"NBN",10.028359,8.96925,8.466386,415,558,467,0.16554,26.326946,19.594503,17.262679,1052,670,667,0.342578666666667,0.868135349486659
