"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ADAMDEC1",0.08856,0.08856,0,0,0.041296,0.0137653333333333,0,0,1,1.07377907313198
"ADAMTS1",36.80111,36.80111,58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,0.427084691314811
"ADAMTS10",0.27832,0.27832,42.167717,37.796595,30.528394,36.830902,656,454,461,0.0337903653473555
"ADAMTS12",1.32833,1.32833,2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,0.37723638443386
"ADAMTS13",2.06208,2.06208,8.033716,6.591312,8.465815,7.69694766666667,314,196,249,0.35208674552984
"ADAMTS14",0.11386,0.11386,1.42471,0.587428,0.773549,0.928562333333333,121,40,57,0.577559760837391
"ADAMTS15",5.11091,5.11091,17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,0.236201715344718
"ADAMTS16",0,0,38.407432,28.686978,28.018399,31.7042696666667,364,175,311,0.0305770472844173
"ADAMTS17",1.13857,1.13857,1.589791,1.49711,1.624783,1.57056133333333,80,45,50,0.83194669283648
"ADAMTS18",0,0,0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,0.936943104442297
"ADAMTS19",0.17711,0.17711,0.180133,0.223756,0.149189,0.184359333333333,4,5,10,0.993879109887258
"ADAMTS2",2.34039,2.34039,2.426145,2.693979,2.505131,2.54175166666667,114,108,129,0.943146305665135
"ADAMTS20",0,0,0.301329,0.112757,0.27111,0.228398666666667,27,9,20,0.814067962735225
"ADAMTS3",0.45543,0.45543,0.311518,0.618834,0.46883,0.466394,30,34,23,0.992523155441171
"ADAMTS4",2.37835,2.37835,6.532971,7.047095,3.966088,5.848718,241,351,176,0.493282100387255
"ADAMTS5",4.52898,4.52898,9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,0.495638443610173
"ADAMTS6",1.05001,1.05001,0.660235,2.234675,0.319661,1.07152366666667,44,48,29,0.989614568728879
"ADAMTS7",0.97411,0.97411,47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,0.0440063241336509
"ADAMTS8",0.35422,0.35422,3.929698,1.378664,3.233674,2.84734533333333,189,53,134,0.351988158761591
"ADAMTS9",29.72933,29.72933,15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,1.37448696777836
"ADAMTSL1",1.82171,1.82171,28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,0.0957187628056508
"ADAMTSL2",0.0506,0.0506,0.121693,0.420352,0.182929,0.241658,7,20,9,0.846126711219998
"ADAMTSL3",8.1724,8.1724,0.847963,1.791333,1.116183,1.25182633333333,48,72,20,4.07331589662258
"ADAMTSL4",11.84113,11.84113,1.589016,2.016736,1.720831,1.77552766666667,70,68,61,4.62655449420248
"ADAMTSL5",17.72374,17.72374,3.215463,1.806809,1.858656,2.29364266666667,27,25,26,5.68481219577756
"ADAP1",2.4163,2.4163,12.000304,6.450336,13.338759,10.5964663333333,167,77,148,0.2945983631393
"ADAP2",3.88379,3.88379,0.829332,2.203443,4.074633,2.369136,11,7,13,1.44956748555119
"ADAR",42.98734,42.98734,81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,0.491534093645772
"ADARB1",10.68991,10.68991,105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,0.0994096875778345
"ADARB2",0.10121,0.10121,1.462916,2.153002,0.868352,1.49475666666667,39,48,24,0.441409783452494
"ADAT1",23.21418,23.21418,27.014364,30.208847,30.118773,29.1139946666667,245,210,212,0.804083957244065
"ADAT2",4.28861,4.28861,6.534624,5.544724,3.678619,5.25265566666667,206,149,184,0.845818206205395
"ADAT3",0,0,1.184894,0.938623,1.665099,1.262872,19,10,19,0.441916290448598
"ADCK1",9.7917,9.7917,8.663261,7.385662,8.66168,8.23686766666667,168,137,156,1.16832896057874
"ADCK2",7.2742,7.2742,5.161437,5.534839,5.097272,5.264516,89,65,99,1.32080435264273
"ADCK5",0.24036,0.24036,4.175554,5.241788,5.289252,4.902198,108,76,89,0.210152217868665
"ADCY1",1.29038,1.29038,3.661098,3.382841,3.704939,3.58295933333333,707,474,576,0.49976005314761
"ADCY10",0.50603,0.50603,0.053466,0.167833,0.0602,0.093833,2,3,2,1.37683723200891
"ADCY10P1",1.44219,1.44219,2.866743,2.976731,2.767627,2.870367,99,83,71,0.630997008810792
"ADCY2",0.13916,0.13916,14.593373,4.981748,9.636167,9.737096,252,113,245,0.106095726442234
"ADCY3",11.71462,11.71462,8.478605,7.57696,7.556443,7.87066933333333,116,100,113,1.43333265193667
"ADCY4",34.05589,34.05589,0.732117,2.361618,0.879664,1.32446633333333,10,24,9,15.0812638141027
"ADCY5",55.96704,55.96704,6.913004,4.761138,6.939458,6.20453333333333,315,229,233,7.90711033793537
"ADCY6",57.8267,57.8267,71.638608,61.951681,41.722674,58.4376543333333,2644,1920,1815,0.989721089430834
"ADCY7",0.27832,0.27832,3.441974,6.103553,3.220625,4.255384,163,210,102,0.243240075320852
"ADCY8",0,0,0.058901,0.222647,0.022424,0.101324,3,2,1,0.907998009668363
"ADCY9",12.91644,12.91644,4.428433,4.191662,3.639031,4.08637533333333,316,208,256,2.73602301992919
"ADCYAP1",0.36687,0.36687,7.110352,6.317393,10.156609,7.86145133333333,315,201,354,0.154248999242186
"ADCYAP1R1",5.16152,5.16152,2.195651,1.502736,1.773417,1.82393466666667,188,124,120,2.18189183791315
"ADD1",128.91142,128.91142,150.96491,139.708909,137.07957,142.584463,2838,2435,2477,0.904773519959468
"ADD2",1.17652,1.17652,6.548549,5.855028,6.811138,6.404905,746,441,638,0.293929496732234
"ADD3",173.44216,173.44216,97.347876,172.838369,100.827951,123.671398666667,878,926,703,1.39921555277009
"ADGB",0,0,0.13078,0.101871,0.27447,0.169040333333333,14,9,8,0.855402479697735
"ADH1A",0.25302,0.25302,0,0.28708,0,0.0956933333333333,0,1,0,1.14358640495516
"ADH1B",134.288,134.288,0.029989,0.062248,0.071387,0.0545413333333333,2,3,2,128.290846194112
"ADH1C",12.208,12.208,0,0,0,0,0,0,0,13.208
"ADH4",0.16446,0.16446,1.290315,1.367892,0.212889,0.957032,2,3,1,0.595013264984936
"ADH5",226.60073,226.60073,76.959503,86.168655,82.454942,81.8610333333333,1696,1475,1511,2.74677638986721
"ADH5P2",0,0,0,0,0,0,0,0,0,1
"ADH5P3",0,0,0,0,0.078034,0.0260113333333333,0,0,1,0.974648103302303
"ADH6",0.29097,0.29097,0.777976,0.635664,0.832316,0.748652,6,4,6,0.738265818470456
"ADH7",0,0,0,0.6155,0.091923,0.235807666666667,0,2,0,0.809187405915106
"ADHFE1",136.10972,136.10972,3.612077,1.660634,1.699188,2.32396633333333,46,14,26,41.2488293353152
"ADI1",300.50657,300.50657,17.326181,16.261081,19.47173,17.6863306666667,527,366,495,16.1351404606062
"ADIG",0,0,0,0,0,0,0,0,0,1
"ADIPOQ",0.80965,0.80965,0.1147,0.075441,0.114203,0.101448,8,4,7,1.64297361291681
"ADIPOR1",121.2071,121.2071,30.493186,27.281306,32.096849,29.9571136666667,837,647,861,3.94762578048701
"ADIPOR2",53.12061,53.12061,16.741018,13.05599,12.04823,13.9484126666667,661,550,612,3.62049210219377
"ADK",79.81376,79.81376,13.766121,18.841969,23.19694,18.6016766666667,259,258,321,4.12279833884959
"ADM",6.5531,6.5531,15.026798,16.142901,17.121325,16.097008,270,231,253,0.441779052802689
"ADM2",0,0,0.42261,0.969139,0.313733,0.568494,27,49,17,0.637554239926962
"ADNP",34.11915,34.11915,27.523905,27.482241,27.784613,27.5969196666667,1721,1428,1541,1.22807457619066
"ADNP2",6.79347,6.79347,5.877211,21.001039,6.256465,11.044905,403,362,366,0.64703457603028
"ADO",30.9691,30.9691,5.947504,6.811487,7.434627,6.731206,324,292,350,4.13507284633212
"ADORA1",4.0609,4.0609,1.750507,1.680488,2.577846,2.002947,57,33,59,1.68531112936725
"ADORA2A",1.79641,1.79641,2.003383,1.598708,1.956107,1.85273266666667,23,19,34,0.980256591399264
"ADORA2B",0.91086,0.91086,1.200438,1.212285,1.628527,1.34708333333333,29,23,33,0.814142375288479
"ADORA3",8.70373,8.70373,0,0,0,0,0,0,0,9.70373
"ADPGK",21.91115,21.91115,64.980334,66.371842,64.372561,65.241579,1304,1008,1157,0.345872642921148
"ADPRH",15.21889,15.21889,0.781045,1.206392,1.554821,1.18075266666667,42,51,53,7.43728999987466
"ADPRHL1",185.67546,185.67546,1.066431,1.419368,2.062092,1.51596366666667,81,67,74,74.196405326998
"ADPRM",7.91939,7.91939,3.131769,4.114158,3.045369,3.430432,54,55,42,2.01320999848322
"ADRA1A",11.61341,11.61341,0.041722,0.311486,0.076231,0.143146333333333,1,2,2,11.0339417030016
"ADRA1B",1.15122,1.15122,0.436715,0.415504,0.381474,0.411231,15,11,11,1.52435710383346
"ADRA1D",0.03795,0.03795,0.242277,0.601873,0.152821,0.332323666666667,8,7,5,0.779052437458265
"ADRA2A",0.32892,0.32892,0.840648,0.260631,0.973903,0.691727333333333,46,11,45,0.785540301805925
"ADRA2B",3.99765,3.99765,0,0,0,0,0,0,0,4.99765
"ADRA2C",0.25302,0.25302,2.671014,1.643481,1.970426,2.09497366666667,64,29,35,0.404856433350375
"ADRB1",20.94969,20.94969,0,0.032684,0.059701,0.030795,0,1,2,21.2939430245587
"ADRB2",4.92115,4.92115,0,0.118423,0.095772,0.0713983333333333,0,5,4,5.52656263854558
"ADRB3",0.0253,0.0253,0,0,0,0,0,0,0,1.0253
"ADRM1",6.62901,6.62901,30.596008,35.894301,30.990759,32.4936893333333,527,475,479,0.227774549530067
"ADSL",61.87495,61.87495,98.667279,121.695775,97.760954,106.041336,657,550,593,0.587389436170714
"ADTRP",0.32892,0.32892,0.703793,1.038476,0.250741,0.664336666666667,6,11,3,0.798468258625558
"AEBP1",5.7308,5.7308,148.329282,159.399551,135.468321,147.732384666667,5113,4065,4134,0.0452544347694338
"AEBP2",24.13768,24.13768,9.774554,13.114601,9.045276,10.6448103333333,223,240,178,2.15870239878818
"AEN",2.06208,2.06208,12.221923,15.814314,12.118926,13.3850543333333,605,567,501,0.212865376038552
"AFAP1",2.26449,2.26449,11.414392,18.878347,10.857382,13.716707,1185,1189,1084,0.221822042118526
"AFAP1L1",41.81082,41.81082,43.154279,28.296213,23.234102,31.5615313333333,922,621,738,1.31476678912132
"AFAP1L2",4.8579,4.8579,67.596494,68.986782,58.190006,64.9244273333333,3560,2831,2760,0.0888578063845853
"AFF1",90.81993,90.81993,2.550373,4.359369,2.451292,3.12034466666667,376,455,321,22.2845265210014
"AFF2",0.18976,0.18976,1.551388,1.045382,1.283172,1.293314,221,158,196,0.518795071237519
"AFF3",2.391,2.391,7.025677,8.144299,5.172561,6.78084566666667,272,220,231,0.435813810641063
"AFF4",19.40629,19.40629,15.971536,21.62636,14.708176,17.4353573333333,2292,2474,1934,1.10691046726298
"AFG3L1P",12.76463,12.76463,17.475138,18.029507,14.875935,16.7935266666667,398,292,319,0.773575146616991
"AFG3L2",129.68312,129.68312,25.219494,23.738809,21.773039,23.577114,782,564,662,5.31726874034112
"AFG3L2P1",0,0,0,0,0,0,0,0,0,1
"AFM",0,0,0,0,0,0,0,0,0,1
"AFMID",26.0606,26.0606,26.96464,27.93122,29.271657,28.055839,238,196,211,0.931330876385982
"AFP",0,0,0.257539,0.332894,0.158925,0.249786,2,1,1,0.800136983451567
"AFTPH",16.06649,16.06649,9.727295,10.164764,10.721943,10.2046673333333,331,274,312,1.52315900974838
"AGA",13.28332,13.28332,17.00481,17.181787,20.357837,18.181478,165,138,163,0.74464126278486
"AGAP1",5.25007,5.25007,13.303698,15.908109,10.578891,13.263566,1294,1174,1092,0.438184252100772
"AGAP11",14.94057,14.94057,0,0.071079,0,0.023693,0,3,0,15.5716313386924
"AGAP2",12.42306,12.42306,10.381987,5.38262,7.009163,7.59125666666667,441,191,342,1.56240937976866
"AGAP3",8.36216,8.36216,58.144732,59.352732,56.895104,58.130856,810,610,666,0.158329519193837
"AGAP4",1.48014,1.48014,35.699948,24.693991,28.650189,29.681376,404,261,322,0.0808353575797904
"AGAP5",2.68196,2.68196,6.707718,5.626615,4.877243,5.737192,147,96,106,0.546512553004278
"AGAP6",8.69108,8.69108,9.715045,7.36607,9.101908,8.72767433333333,359,219,310,0.996238121047295
"AGAP9",0.27832,0.27832,9.167947,7.506247,7.493556,8.05591666666667,325,216,235,0.141158542757497
"AGBL1",0,0,0.015081,0.025667,0.009357,0.0167016666666667,2,1,1,0.983572696677655
"AGBL2",0.21506,0.21506,1.874314,3.325726,0.899436,2.03315866666667,10,9,9,0.400592297842205
"AGBL3",2.77052,2.77052,0.853667,0.554972,1.292472,0.900370333333333,17,11,16,1.98409748556027
"AGBL4",0.17711,0.17711,0.565165,0.500807,0.469889,0.511953666666667,14,15,12,0.77853576200858
"AGBL5",10.13327,10.13327,20.870896,23.718706,19.720139,21.4365803333333,352,308,304,0.496210645053589
"AGER",2.50485,2.50485,21.050291,11.803503,15.183288,16.0123606666667,161,89,117,0.206017851882676
"AGFG1",53.28507,53.28507,30.173989,38.29485,33.467354,33.978731,1018,1032,956,1.5519450948635
"AGFG2",5.80671,5.80671,2.150888,2.454613,3.148164,2.584555,50,38,54,1.89889958446725
"AGGF1",22.46778,22.46778,4.61457,4.669677,5.720978,5.00174166666667,314,255,336,3.9101616336369
"AGGF1P4",0,0,0,0,0,0,0,0,0,1
"AGK",47.02294,47.02294,18.880444,18.35524,13.675367,16.9703503333333,427,332,354,2.67234300440553
"AGKP1",0,0,0,0,0,0,0,0,0,1
"AGL",54.47425,54.47425,1.712754,1.846137,1.568564,1.70915166666667,182,157,146,20.4766129126522
"AGMAT",0.10121,0.10121,0.460195,0.517354,0.648429,0.541992666666667,21,19,26,0.714147365162567
"AGMO",0.60724,0.60724,0.283943,0.437407,0.397104,0.372818,10,11,8,1.17075970740477
"AGPAT1",36.49749,36.49749,65.201364,52.656335,63.701726,60.5198083333333,1940,1343,1709,0.609518966587591
"AGPAT2",6.46455,6.46455,9.88829,9.157679,10.707988,9.91798566666667,192,143,179,0.68369296570793
"AGPAT3",23.619,23.619,11.763277,12.491678,12.391999,12.2156513333333,767,598,713,1.86286694306957
"AGPAT4",1.80906,1.80906,13.529601,13.856249,11.01793,12.80126,1293,868,880,0.203536488697409
"AGPAT5",5.40188,5.40188,11.650893,12.061258,12.390637,12.0342626666667,377,308,340,0.491157817186846
"AGPAT5P1",0,0,0,0,0,0,0,0,0,1
"AGPS",13.37187,13.37187,7.022595,8.329482,6.230222,7.19409966666667,631,513,529,1.75392911785834
"AGR2",0,0,0.38196,0,0.214213,0.198724333333333,2,0,1,0.834220155704411
"AGR3",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"AGRN",1.27773,1.27773,215.311497,232.003651,197.500184,214.938444,6537,4514,4448,0.0105480522958663
"AGRP",0,0,0.240967,0.296779,0.276156,0.271300666666667,1,1,1,0.786595984899455
"AGT",61.35627,61.35627,0.288487,0.397017,0.217491,0.300998333333333,9,10,6,47.9295540988395
"AGTPBP1",30.1468,30.1468,10.652492,10.074386,10.931323,10.5527336666667,545,430,498,2.69605453554846
"AGTR1",8.62783,8.62783,0.101738,0.378128,0.106041,0.195302333333333,3,9,2,8.05472367242095
"AGTR2",0.45543,0.45543,0.024039,0.059504,0,0.0278476666666667,1,2,0,1.41599776620595
"AGTRAP",3.188,3.188,8.933926,11.098989,12.585898,10.8729376666667,116,113,136,0.352734943750091
"AGXT",0,0,0,0.052118,0.075671,0.0425963333333333,0,2,3,0.959143983177894
"AGXT2",0,0,0,0,0,0,0,0,0,1
"AHCTF1",17.74904,17.74904,20.197629,31.148006,20.967824,24.1044863333333,512,664,431,0.746840216169065
"AHCY",49.11032,49.11032,57.015485,54.041683,59.050879,56.7026823333333,1756,1331,1621,0.868422714052109
"AHCYL1",76.15768,76.15768,22.517616,28.109231,19.490449,23.372432,1108,945,977,3.16577680881416
"AHCYL2",9.34892,9.34892,12.897679,9.764747,9.993471,10.885299,717,430,605,0.870732827167411
"AHDC1",4.69344,4.69344,10.219585,12.986592,7.937431,10.3812026666667,652,613,520,0.500249417109053
"AHI1",17.36952,17.36952,12.209963,11.220466,9.615874,11.0154343333333,239,171,192,1.52882696458497
"AHNAK",146.4201,146.4201,8.675474,20.658156,11.394673,13.576101,2633,4881,2171,10.1138226196429
"AHNAK2",2.16328,2.16328,4.095521,2.904346,4.174624,3.72483033333333,480,354,348,0.669501289323193
"AHR",20.73462,20.73462,22.652588,67.228693,14.843183,34.9081546666667,1496,2686,1195,0.605283680037619
"AHRR",0.60724,0.60724,2.209317,1.720533,2.288998,2.07294933333333,198,124,179,0.523028473839682
"AHSA1",285.64191,285.64191,204.835439,209.208276,219.759975,211.267896666667,908,765,889,1.35037805763971
"AHSG",0.0759,0.0759,0,0,0,0,0,0,0,1.0759
"AHSP",0,0,0,0,0,0,0,0,0,1
"AICDA",0.20241,0.20241,0.097996,0,0,0.0326653333333333,4,0,0,1.1643752929313
"AIDA",85.73432,85.73432,12.697632,20.31143,13.7621,15.5903873333333,498,568,457,5.22798643921554
"AIF1",32.94262,32.94262,0.064468,0,0,0.0214893333333333,1,0,0,33.2285603896011
"AIF1L",40.44454,40.44454,19.860179,17.409586,14.264286,17.178017,724,691,519,2.27992635280295
"AIFM1",293.48539,293.48539,29.7,34.149142,32.899225,32.2494556666667,627,550,644,8.85684845346892
"AIFM2",4.99706,4.99706,2.249038,1.836996,1.730631,1.93888833333333,99,68,71,2.0405879093739
"AIFM3",0.13916,0.13916,0.055289,0.272966,0.06288,0.130378333333333,2,4,1,1.00776878537717
"AIG1",138.3236,138.3236,11.515835,8.307928,12.752914,10.8588923333333,280,163,273,11.7484496936012
"AIG1P1",0,0,0,0,0,0,0,0,0,1
"AIM2",0.24036,0.24036,1.650022,2.072062,1.97288,1.89832133333333,18,14,15,0.427958068601549
"AIMP1",68.37745,68.37745,15.717096,19.748073,17.430576,17.631915,430,385,431,3.72358128512287
"AIMP1P1",0,0,0.088843,0,0,0.0296143333333333,1,0,0,0.971237450398094
"AIMP2",22.822,22.822,12.638227,11.50765,13.158015,12.4346306666667,183,126,167,1.77317862999434
"AIP",8.77964,8.77964,14.343695,16.460942,15.582314,15.462317,205,182,191,0.594062184563692
"AIPL1",0,0,0.205832,0.041304,0.037722,0.0949526666666667,6,1,1,0.913281487358053
"AIRE",0,0,0.075742,0.063906,0.088489,0.0760456666666667,4,3,3,0.929328587975046
"AJAP1",0,0,1.422734,0.920701,1.410257,1.25123066666667,239,137,214,0.444201482685322
"AJUBA",9.07061,9.07061,11.902275,17.310422,9.417268,12.876655,292,376,255,0.725723165993534
"AK1",105.84906,105.84906,29.413162,27.402362,33.401959,30.0724943333333,235,180,230,3.43870237303017
"AK2",173.40421,173.40421,121.379433,87.104954,76.493772,94.9927196666667,1098,812,970,1.81684830480495
"AK3",285.74311,285.74311,13.001941,14.523406,14.348741,13.9580293333333,412,388,422,19.1698454127915
"AK3P3",9.03266,9.03266,1.34696,1.484498,1.179164,1.336874,9,8,7,4.29319680907058
"AK3P4",0,0,0,0,0,0,0,0,0,1
"AK4",71.76786,71.76786,1.761813,2.463005,1.766352,1.99705666666667,189,147,168,24.2797744898606
"AK4P5",0,0,0,0,0,0,0,0,0,1
"AK5",1.23978,1.23978,1.196617,4.010342,7.34397,4.183643,11,21,19,0.43208608308867
"AK7",0.55663,0.55663,1.035193,0.645899,0.06323,0.581440666666667,8,8,1,0.98431135154823
"AK8",0.12651,0.12651,0.32425,0.932109,0.231858,0.496072333333333,8,9,5,0.752978298509185
"AKAP1",180.51394,180.51394,28.508303,18.790556,30.818165,26.039008,536,252,546,6.71303991625728
"AKAP10",13.06825,13.06825,29.716609,26.918757,28.578693,28.4046863333333,280,242,264,0.478435642554437
"AKAP11",12.99235,12.99235,5.563924,5.3601,5.870908,5.59831066666667,862,670,808,2.12059581715158
"AKAP12",10.50015,10.50015,50.805308,79.277151,48.102135,59.3948646666667,6114,7224,5238,0.190416024002571
"AKAP13",97.52484,97.52484,17.758323,29.20661,19.839733,22.268222,940,1346,807,4.23430892141222
"AKAP14",0.10121,0.10121,0.09125,0,0,0.0304166666666667,1,0,0,1.06870359886777
"AKAP17A",0,0,14.997943,14.822131,13.107856,14.30931,659,502,493,0.0653197302817697
"AKAP3",3.45366,3.45366,0.70888,0.629977,0.580212,0.639689666666667,19,14,11,2.71616031407569
"AKAP4",0,0,0,0,0,0,0,0,0,1
"AKAP5",0.27832,0.27832,0.288088,0.341529,0.23124,0.286952333333333,25,24,20,0.99329242186385
"AKAP6",66.02441,66.02441,15.926612,22.283002,10.059728,16.0897806666667,2164,1342,1788,3.92189995338735
"AKAP7",17.63518,17.63518,4.326932,2.771448,3.870165,3.65618166666667,65,51,63,4.00224504413309
"AKAP8",13.56163,13.56163,15.420055,12.751209,12.604553,13.591939,566,419,457,0.99792289427745
"AKAP8L",26.81965,26.81965,120.424535,107.702585,84.459699,104.195606333333,1510,1058,1107,0.264456387197844
"AKAP9",60.43276,60.43276,39.143846,34.77582,44.774309,39.5646583333333,934,760,819,1.51444046428757
"AKIP1",32.39864,32.39864,8.984393,6.093178,11.656813,8.91146133333333,121,69,83,3.36969886445268
"AKIRIN1",92.35068,92.35068,65.543335,75.196831,62.393456,67.7112073333333,1763,1605,1547,1.35859466923838
"AKIRIN2",50.4513,50.4513,19.949966,17.643877,25.133755,20.9091993333333,337,232,339,2.34838796330272
"AKNA",0.88555,0.88555,5.48779,11.100359,5.558256,7.382135,211,215,147,0.224948655682592
"AKNAD1",0,0,0.5395,0.300936,1.234543,0.691659666666667,7,2,11,0.591135451003837
"AKR1A1",51.66578,51.66578,134.250287,123.414466,143.559255,133.741336,699,564,699,0.390865799341636
"AKR1B1",278.2159,278.2159,45.972647,42.407377,50.770267,46.3834303333333,789,603,761,5.89269071563139
"AKR1B10",1.72051,1.72051,0.226402,0.166352,0.222618,0.205124,5,3,2,2.25745234515286
"AKR1B15",0.0506,0.0506,0.518505,0.398933,0.365214,0.427550666666667,15,9,9,0.73594585784696
"AKR1B1P1",0,0,0,0,0,0,0,0,0,1
"AKR1C1",20.96234,20.96234,20.287859,11.682093,20.503372,17.491108,249,118,236,1.18772439163732
"AKR1C2",4.25066,4.25066,14.637915,11.141498,17.493747,14.4243866666667,225,131,277,0.34041288729795
"AKR1C3",15.5225,15.5225,0.677574,0.240098,0.163752,0.360474666666667,7,1,2,12.1446583349341
"AKR1C4",0,0,0,0,0,0,0,0,0,1
"AKR1D1",0.03795,0.03795,0.026099,0.12652,0,0.050873,1,4,0,0.987702605357641
"AKR1E2",1.72051,1.72051,2.735824,1.806344,2.132758,2.22497533333333,21,9,14,0.843575444401332
"AKR7A2",16.53457,16.53457,19.080807,18.194816,17.365234,18.213619,248,187,198,0.912611517903004
"AKR7A3",0.16446,0.16446,0.467564,0.474687,0.521861,0.488037333333333,8,6,7,0.782547570491063
"AKT1",47.36451,47.36451,122.818511,118.708203,101.001374,114.176029333333,1916,1625,1617,0.419918192005276
"AKT1S1",11.82848,11.82848,25.337571,29.652858,25.009876,26.6667683333333,656,534,571,0.463678296121924
"AKT2",30.34922,30.34922,134.958261,114.466575,91.309146,113.577994,1229,1071,1055,0.273605942167219
"AKT3",9.66519,9.66519,11.81949,19.014815,11.470562,14.1016223333333,1197,1187,1011,0.706228096862088
"AKTIP",110.34008,110.34008,14.366249,13.406264,12.53683,13.4364476666667,188,149,159,7.71242916337937
"ALAD",53.20917,53.20917,14.782884,11.687946,11.945931,12.805587,390,288,364,3.92661101625016
"ALAS1",185.65016,185.65016,20.270101,29.271424,22.91399,24.1518383333333,441,382,391,7.42093510328569
"ALAS2",0,0,0,0,0,0,0,0,0,1
"ALB",14.61165,14.61165,2.697076,0.922776,1.636664,1.752172,6,3,3,5.67248340583365
"ALCAM",11.08208,11.08208,246.140645,213.958999,231.908214,230.669286,15160,10315,12681,0.0521522736509837
