"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"CYP20A1","Cyp20a1",5.108434,4.614833,5.14598,162,252,280,4.95641566666667,4.42201,4.42201,1.09856227979415
"CYP24A1","Cyp24a1",0.018724,0,0.020932,1,0,2,0.0132186666666667,0.60633,0.60633,0.63076619789624
"CYP26A1","Cyp26a1",0.249229,0.0444,0.108774,6,2,5,0.134134333333333,0.03136,0.03136,1.09964933033406
"CYP26B1","Cyp26b1",2.397342,1.241636,1.565995,154,143,181,1.734991,5.51968,5.51968,0.419497736085207
"CYP27A1","Cyp27a1",4.862882,5.20075,3.704433,61,149,120,4.589355,57.16209,57.16209,0.0960996243429354
"CYP27B1","Cyp27b1",0.243261,0,0,1,0,0,0.081087,0.18817,0.18817,0.909875691188971
"CYP2A13","Cyp2a5",0.757989,0.180702,0,3,1,0,0.312897,0,0,1.312897
"CYP2B6","Cyp2b10",0,0.140062,0,0,1,0,0.0466873333333333,0.09409,0.09409,0.956673887279231
"CYP2C18","Cyp2c55",0.035694,0,0,1,0,0,0.011898,0.11499,0.11499,0.907539977937022
"CYP2C8","Cyp2c29",0,0,0,0,0,0,0,1.00358,1.00358,0.499106599187454
"CYP2E1","Cyp2e1",0,0.1061,0.215468,0,4,4,0.107189333333333,3.97249,3.97249,0.22266295826303
"CYP2J2","Cyp2j6",5.448019,6.729057,7.529664,296,636,709,6.56891333333333,14.7714,14.7714,0.479913852500941
"CYP2R1","Cyp2r1",0.373906,0.054204,0.286967,10,1,6,0.238359,18.69163,18.69163,0.0628875821859338
"CYP2S1","Cyp2s1",2.172848,2.378665,1.599958,59,103,94,2.05049033333333,1.91307,1.91307,1.04717371478658
"CYP2U1","Cyp2u1",2.743113,1.688427,1.870198,114,117,124,2.10057933333333,15.1582,15.1582,0.191888906767668
"CYP2W1","Cyp2w1",0,0,0,0,0,0,0,1.48446,1.48446,0.402501952134468
"CYP39A1","Cyp39a1",1.150691,1.09733,1.546719,40,60,78,1.26491333333333,1.63081,1.63081,0.860918627089502
"CYP3A5","Cyp3a16",0,0,0,0,0,0,0,0.64814,0.64814,0.606744572669797
"CYP3A7","Cyp3a13",0.366032,0.079225,0.06583,16,6,5,0.170362333333333,0,0,1.17036233333333
"CYP46A1","Cyp46a1",61.412903,56.253789,46.802126,1746,3024,2547,54.8229393333333,12.69107,12.69107,4.07732480612058
"CYP4A11","Cyp4a10",0,0,0,0,0,0,0,0.11499,0.11499,0.896869030215518
"CYP4A22","Cyp4a12a",0,0,0,0,0,0,0,0.06272,0.06272,0.940981632038542
"CYP4B1","Cyp4b1",0.418519,0.324467,0.164427,8,12,7,0.302471,75.60282,75.60282,0.0170029119032433
"CYP4F12","Cyp4f14",2.750581,3.983439,3.662093,81,169,163,3.465371,12.14747,12.14747,0.339637283827231
"CYP4X1","Cyp4x1",4.08514,3.264408,2.597025,258,334,290,3.31552433333333,5.21651,5.21651,0.694203714517202
"CYP7A1","Cyp7a1",0,0,0,0,0,0,0,0.03136,0.03136,0.969593546385355
"CYP7B1","Cyp7b1",5.253733,5.457834,5.78751,162,293,307,5.49969233333333,1.22311,1.22311,2.92369353443299
"CYP8B1","Cyp8b1",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"CYS1","Cys1",5.534338,7.980418,6.444796,100,240,241,6.653184,4.62064,4.62064,1.3616214523613
"CYSLTR1","Cysltr1",0.15213,0.219976,0.134665,6,13,9,0.168923666666667,2.3835,2.3835,0.345477661198956
"CYSLTR2","Cysltr2",0.409442,0.023889,0.072903,6,1,3,0.168744666666667,5.51968,5.51968,0.179264115212199
"CYSTM1","Cystm1",43.386732,78.58012,91.523811,266,739,788,71.1635543333333,344.61381,344.61381,0.208798237354385
"CYTH1","Cyth1",46.468822,38.165645,32.958184,813,1126,1128,39.1975503333333,45.70458,45.70458,0.860676840115752
"CYTH2","Cyth2",82.422722,86.056223,83.189496,667,1220,1179,83.8894803333333,42.15025,42.15025,1.96729984955668
"CYTH3","Cyth3",13.624877,10.723684,11.322347,502,787,789,11.8903026666667,25.05807,25.05807,0.494676031903616
"CYTH4","Cyth4",7.840357,11.837804,8.541808,110,181,209,9.40665633333333,21.12739,21.12739,0.470306544664027
"CYTIP","Cytip",0.010581,0.319444,0.159547,1,8,5,0.163190666666667,2.50894,2.50894,0.331493461463196
"CYYR1","Cyyr1",1.580568,0.740207,1.811936,132,106,164,1.37757033333333,6.82642,6.82642,0.303787725848259
"D2HGDH","D2hgdh",15.239229,8.195483,11.869418,113,204,201,11.7680433333333,28.70649,28.70649,0.42980652824798
"DAAM1","Daam1",11.772821,5.585272,5.374849,1046,872,833,7.57764733333333,10.12986,10.12986,0.770687801403911
"DAAM2","Daam2",13.099532,5.945316,6.246843,1419,1157,1184,8.43056366666667,11.3007,11.3007,0.766668861663699
"DAB1","Dab1",23.622689,11.581579,11.341811,1404,992,888,15.5153596666667,3.16754,3.16754,3.96285570544414
"DAB2","Dab2",7.018874,2.906314,2.200926,219,172,181,4.042038,10.99753,10.99753,0.420256336095846
"DAB2IP","Dab2ip",22.381974,12.206159,11.175525,1503,1481,1406,15.2545526666667,28.61241,28.61241,0.548910158499989
"DACH1","Dach1",2.268538,1.019807,0.766584,167,131,94,1.351643,1.81898,1.81898,0.834217695762297
"DACH2","Dach2",0.28866,0.291553,0.307703,14,23,13,0.295972,0.20908,0.20908,1.07186621232673
"DACT1","Dact1",2.244341,1.133117,1.060724,105,103,101,1.479394,4.70427,4.70427,0.434655792941077
"DACT2","Dact2",13.591292,15.00526,12.157574,415,925,821,13.5847086666667,0.01045,0.01045,14.4338746762993
"DACT3","Dact3",40.981255,35.401417,33.349226,1179,2098,2111,36.5772993333333,11.39478,11.39478,3.03170361501643
"DAD1","Dad1",44.213093,67.026309,64.057652,448,1243,1206,58.4323513333333,348.41904,348.41904,0.170089046473636
"DAG1","Dag1",18.881729,8.318705,7.879739,1602,1134,1224,11.693391,34.27844,34.27844,0.359805904115942
"DAGLA","Dagla",18.801611,5.81672,5.398199,1604,881,880,10.00551,5.89602,5.89602,1.59592199558586
"DAGLB","Daglb",6.816243,5.324117,4.917498,447,667,602,5.68595266666667,15.23138,15.23138,0.411915232510524
"DALRD3","Dalrd3",36.931845,41.420351,40.313211,386,924,874,39.5551356666667,54.9354,54.9354,0.725035231117801
"DAND5","Dand5",4.586633,4.956971,5.467442,80,160,180,5.003682,0.15681,0.15681,5.18986004616143
"DAO","Dao",0.259143,0.490764,1.17375,4,22,51,0.641219,0.05227,0.05227,1.55969380482196
"DAP","Dap",5.343865,7.697457,5.602302,57,137,119,6.21454133333333,41.07349,41.07349,0.171474753659212
"DAP3","Dap3",54.549249,72.97107,70.09712,673,1471,1403,65.8724796666667,136.74786,136.74786,0.485470189276746
"DAPK1","Dapk1",24.642893,10.313781,9.39414,1356,1359,1137,14.7836046666667,15.73317,15.73317,0.943252513819358
"DAPK2","Dapk2",0.942481,1.505367,1.20666,23,40,40,1.21816933333333,12.47154,12.47154,0.164655958660505
"DAPK3","Dapk3",28.95495,37.082526,43.940328,238,570,584,36.659268,77.09774,77.09774,0.482206885884278
"DAPL1","Dapl1",0.576677,1.100426,0.650281,3,10,6,0.775794666666667,95.98799,95.98799,0.0183094284835335
"DAPP1","Dapp1",1.573863,1.906338,1.08135,56,87,59,1.520517,0.87813,0.87813,1.34203542885743
"DARS2","Dars2",13.290737,14.559593,11.658075,247,419,400,13.1694683333333,4.15021,4.15021,2.75124088791201
"DAXX","Daxx",15.40726,11.74939,10.077419,231,396,357,12.4113563333333,22.77911,22.77911,0.563997405005206
"DAZAP1","Dazap1",25.226879,16.870451,16.620364,309,451,445,19.5725646666667,73.04161,73.04161,0.277851395541867
"DAZAP2","Dazap2",63.322075,65.149809,62.524418,1519,2787,2628,63.665434,199.58644,199.58644,0.322381881846051
"DAZL","Dazl",1.394441,1.367167,0.668401,52,56,33,1.14333633333333,0.02091,0.02091,2.09943710349917
"DBF4","Dbf4",0.513911,0.284327,0.404327,18,16,19,0.400855,1.80853,1.80853,0.498785841703667
"DBH","Dbh",0.162114,0.118439,0.116777,6,8,8,0.132443333333333,0.21953,0.21953,0.928589975919685
"DBI","Dbi",290.233075,438.787426,528.06422,824,2264,2744,419.028240333333,612.47487,612.47487,0.684670653800918
"DBIL5P","Dbil5",1.49647,0.21091,1.34944,8,2,13,1.01894,0.81541,0.81541,1.11211241537724
"DBN1","Dbn1",72.583663,54.534913,46.685845,1785,2397,2349,57.934807,85.22044,85.22044,0.683536374901358
"DBNDD1","Dbndd1",8.454008,12.657712,13.682335,180,511,541,11.5980183333333,122.46779,122.46779,0.10203485729625
"DBNDD2","Dbndd2",63.095204,79.42518,89.530077,1665,2963,3202,77.3501536666667,161.24142,161.24142,0.482923248987014
"DBNL","Dbnl",23.897032,26.974431,25.69825,688,1439,1406,25.5232376666667,146.38639,146.38639,0.179957170174713
"DBP","Dbp",35.659979,50.229148,53.072264,560,1595,1728,46.3204636666667,10.69437,10.69437,4.04643120293497
"DBR1","Dbr1",8.774861,6.204423,6.966479,130,184,177,7.31525433333333,5.16424,5.16424,1.34895045185349
"DBT","Dbt",10.163713,5.511779,5.731156,249,303,299,7.13554933333333,5.25833,5.25833,1.29995531289231
"DBX1","Dbx1",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"DCAF10","Dcaf10",3.774711,3.527947,2.92649,332,387,311,3.409716,11.81294,11.81294,0.344161137100462
"DCAF11","Dcaf11",276.51863,205.409753,204.603041,908,1728,1650,228.843808,41.81572,41.81572,5.36821074128848
"DCAF12","Dcaf12",12.646583,10.222701,10.053728,645,929,927,10.9743373333333,9.01129,9.01129,1.19608335522528
"DCAF12L1","Dcaf12l1",16.543798,10.9639,9.130499,838,1009,823,12.2127323333333,0.07318,0.07318,12.3117578908788
"DCAF12L2","Dcaf12l2",0.696513,0.35504,0.211796,27,25,15,0.421116333333333,1.97579,1.97579,0.477559348385919
"DCAF13","Dcaf13",10.538459,11.384094,10.251334,263,388,395,10.724629,23.04046,23.04046,0.48770402063854
"DCAF15","Dcaf15",4.717046,5.518193,5.247939,149,323,312,5.16105933333333,38.40774,38.40774,0.156341351555134
"DCAF17","Dcaf17",1.771508,1.72111,2.15135,175,155,166,1.88132266666667,2.82256,2.82256,0.753767806565931
"DCAF5","Dcaf5",35.232285,17.437752,18.698922,1316,1348,1319,23.789653,10.81982,10.81982,2.09729530568147
"DCAF6","Dcaf6",40.904719,29.491083,29.217904,1158,1722,1556,33.2045686666667,65.66114,65.66114,0.513111066907447
"DCAF7","Dcaf7",38.358859,15.847238,15.637424,3371,2484,2490,23.2811736666667,14.39506,14.39506,1.57720552350343
"DCAF8","Dcaf8",58.292607,57.150871,60.806871,1875,3309,3288,58.7501163333333,54.13045,54.13045,1.08379518638671
"DCAKD","Dcakd",15.300962,12.813514,12.989328,290,483,482,13.701268,37.01737,37.01737,0.386698711667851
"DCBLD1","Dcbld1",2.602805,4.118673,5.625658,114,241,244,4.115712,2.23714,2.23714,1.58031842923074
"DCBLD2","Dcbld2",8.200273,2.910823,2.419319,584,441,370,4.51013833333333,6.34554,6.34554,0.750133868079588
"DCC","Dcc",4.738226,0.670022,0.605385,434,190,170,2.00454433333333,0.17772,0.17772,2.55115335846664
"DCDC2C","Dcdc2c",0,0.078255,0,0,3,0,0.026085,0.50179,0.50179,0.683241332010467
"DCHS1","Dchs1",2.648645,0.554031,1.0928,255,148,189,1.43182533333333,0.62724,0.62724,1.49444785854166
"DCK","Dck",8.101517,7.533202,6.812981,348,563,498,7.48256666666667,9.69079,9.69079,0.793446196835469
"DCLK1","Dclk1",197.844588,77.028827,65.096085,12222,8511,6979,113.323166666667,18.69163,18.69163,5.80567310408873
"DCLK2","Dclk2",18.737428,10.372869,10.559176,931,858,925,13.2231576666667,14.16508,14.16508,0.937888732975142
"DCLK3","Dclk3",9.541081,5.398426,3.716719,409,429,301,6.218742,2.68666,2.68666,1.95807099108678
"DCLRE1A","Dclre1a",3.136556,3.533554,2.994175,115,115,105,3.22142833333333,2.27896,2.27896,1.28742904254194
"DCLRE1B","Dclre1b",3.303546,4.150056,2.220023,105,179,134,3.22454166666667,1.65172,1.65172,1.59313263341026
"DCLRE1C","Dclre1c",2.609206,2.399694,1.684358,116,94,87,2.231086,2.77029,2.77029,0.856986067384737
"DCN","Dcn",17.121136,19.023002,15.375756,412,750,627,17.173298,839.53424,839.53424,0.0216211275343167
"DCP1A","Dcp1a",7.150303,4.971121,3.812178,344,318,289,5.31120066666667,2.54031,2.54031,1.78266893765424
"DCP1B","Dcp1b",3.957495,3.063163,2.914015,131,193,175,3.31155766666667,7.06686,7.06686,0.534477810035958
"DCP2","Dcp2",11.028589,2.892166,3.673993,1478,671,645,5.864916,8.01816,8.01816,0.761232446530113
"DCPS","Dcps",9.804845,11.831403,11.962441,137,305,323,11.199563,15.28365,15.28365,0.74919093692139
"DCST1","Dcst1",1.442168,0.995607,0.732435,48,58,44,1.05673666666667,0.06272,0.06272,1.93535142527351
"DCSTAMP","Dcstamp",0.704866,0.403969,0.100234,2,3,5,0.403023,0.07318,0.07318,1.30735105015002
"DCT","Dct",1.431286,0.474243,0.686178,44,26,38,0.863902333333333,0.11499,0.11499,1.67167627811311
"DCTD","Dctd",4.307906,2.642083,3.668721,63,92,100,3.53957,68.44188,68.44188,0.0653722220654164
"DCTN1","Dctn1",115.937304,67.920043,58.869886,4480,5113,4961,80.9090776666667,405.30933,405.30933,0.201592903777687
"DCTN2","Dctn2",89.750067,115.171693,114.146834,2185,5117,5164,106.356198,538.04289,538.04289,0.199160771789421
"DCTN3","Dctn3",89.225809,130.653695,124.940009,547,1154,1300,114.939837666667,315.17555,315.17555,0.366694507739978
"DCTN4","Dctn4",27.358374,26.309948,24.033516,1366,2339,2121,25.9006126666667,38.38683,38.38683,0.682984963924913
"DCTN5","Dctn5",41.15881,42.488711,38.330008,792,1497,1343,40.6591763333333,27.55656,27.55656,1.45883034697923
"DCTN6","Dctn6",86.116241,123.326552,115.751802,538,1149,1059,108.398198333333,102.68896,102.68896,1.055061197772
"DCTPP1","Dctpp1",9.304977,10.030145,11.945572,63,127,154,10.426898,78.96899,78.96899,0.142891613361629
"DCUN1D1","Dcun1d1",60.064319,34.351471,27.817475,759,889,824,40.7444216666667,6.6487,6.6487,5.45771460073825
"DCUN1D2","Dcun1d2",12.902228,12.004426,9.914866,491,851,717,11.6071733333333,12.53426,12.53426,0.931500749456072
"DCUN1D3","Dcun1d3",8.43487,4.71485,3.338919,308,238,212,5.496213,1.9967,1.9967,2.16778890112457
"DCUN1D4","Dcun1d4",43.896031,27.758053,27.342116,1573,1911,1658,32.9987333333333,18.09575,18.09575,1.78043456441006
"DCUN1D5","Dcun1d5",34.548324,29.092685,33.137396,345,543,607,32.2594683333333,38.67954,38.67954,0.838201963362814
"DCX","Dcx",2.737446,0.640843,0.729349,338,158,164,1.36921266666667,1.04539,1.04539,1.1583182995256
"DCXR","Dcxr",4.592007,7.764897,7.812541,45,140,143,6.72314833333333,411.64442,411.64442,0.0187162311157227
"DDA1","Dda1",20.312954,22.578876,22.064644,482,1052,1068,21.652158,21.71281,21.71281,0.99732961267232
"DDAH1","Ddah1",31.913426,22.220779,19.852335,1550,1839,1706,24.66218,51.37061,51.37061,0.490011095918111
"DDAH2","Ddah2",4.588778,14.018616,12.761937,75,238,234,10.4564436666667,130.98775,130.98775,0.0867992951366067
"DDB1","Ddb1",115.165296,71.802369,69.894925,3546,4707,4513,85.6208633333333,128.36381,128.36381,0.669591157939252
"DDB2","Ddb2",2.26194,2.475345,2.706787,52,102,110,2.48135733333333,14.03963,14.03963,0.23147892157808
"DDC","Ddc",13.949302,16.835148,16.957422,235,567,654,15.9139573333333,0.74223,0.74223,9.70822298624942
"DDHD1","Ddhd1",21.957038,14.340769,16.211027,958,996,978,17.5029446666667,5.45695,5.45695,2.86558586742451
"DDHD2","Ddhd2",23.496096,17.369678,15.829872,831,1015,946,18.8985486666667,39.65176,39.65176,0.489487999207578
"DDI1","Ddi1",0.009036,0,0,1,0,0,0.003012,0,0,1.003012
"DDI2","Ddi2",7.041733,2.68056,2.900164,1049,560,619,4.20748566666667,3.52297,3.52297,1.15134207537673
"DDIT3","Ddit3",21.632178,21.115897,21.198459,198,342,349,21.3155113333333,84.94864,84.94864,0.259637748000822
"DDIT4","Ddit4",17.031421,17.540049,16.701939,403,790,772,17.0911363333333,245.17603,245.17603,0.0734886184220833
"DDIT4L","Ddit4l",33.006223,36.927004,40.693854,224,355,302,36.8756936666667,0.6586,0.6586,22.8359421600547
"DDN","Ddn",219.46309,145.154621,130.918687,11361,14586,13571,165.178799333333,0.05227,0.05227,157.92410629718
"DDO","Ddo",2.296236,2.464563,2.701939,91,165,168,2.48757933333333,1.474,1.474,1.40969253570466
"DDOST","Ddost",30.147272,36.398181,32.463087,883,1949,1774,33.0028466666667,112.30657,112.30657,0.300095984431147
"DDR1","Ddr1",22.499947,17.940083,19.758862,909,1462,1714,20.0662973333333,21.671,21.671,0.929217826003852
"DDR2","Ddr2",2.349208,0.740248,0.657922,213,113,118,1.249126,1.39037,1.39037,0.94091123968256
"DDRGK1","Ddrgk1",93.351161,114.007583,114.498858,476,1144,1239,107.285867333333,109.25403,109.25403,0.982148836948031
"DDT","Ddt",30.717235,58.338287,61.629309,193,677,729,50.228277,107.88456,107.88456,0.470482472446047
"DDX1","Ddx1",75.737959,60.628348,60.144593,1808,2754,2585,65.5036333333333,121.44331,121.44331,0.543138153757305
"DDX10","Ddx10",6.135261,4.454963,3.532928,285,359,285,4.70771733333333,31.77995,31.77995,0.174122209867109
"DDX11","Ddx11",0.287472,0.319783,0.052829,15,21,6,0.220028,5.61376,5.61376,0.184468139152313
"DDX17","Ddx17",65.87194,39.942758,35.109379,4162,4735,4129,46.9746923333333,81.32112,81.32112,0.58277501974382
"DDX18","Ddx18",13.081415,20.024042,15.36766,228,460,400,16.1577056666667,14.85504,14.85504,1.08216098266965
"DDX19A","Ddx19a",8.076344,7.273039,7.264368,265,442,416,7.537917,14.18598,14.18598,0.56222364312346
"DDX20","Ddx20",4.170094,4.125358,3.219635,170,304,241,3.83836233333333,3.69024,3.69024,1.03158097098087
"DDX21","Ddx21",6.056521,3.243481,2.407771,324,350,302,3.902591,11.38433,11.38433,0.395870507326597
"DDX24","Ddx24",93.319453,84.871076,81.311793,2147,4159,3969,86.500774,193.87859,193.87859,0.449001473173631
"DDX25","Ddx25",6.384752,6.300055,6.444502,689,1191,1232,6.37643633333333,14.47869,14.47869,0.4765543035834
"DDX27","Ddx27",28.060622,12.375271,15.50414,263,398,377,18.6466776666667,26.38572,26.38572,0.71740592055519
"DDX28","Ddx28",4.083733,4.442821,4.853591,127,260,291,4.46004833333333,8.53041,8.53041,0.572908021095979
"DDX31","Ddx31",1.639003,2.207407,1.38622,66,118,110,1.74421,3.65888,3.65888,0.589027835016141
"DDX39B","Ddx39b",58.86907,55.067469,50.238871,1296,2176,2202,54.7251366666667,272.46079,272.46079,0.203777428810422
"DDX3X","Ddx3x",58.606495,22.261248,20.63538,3833,2755,2342,33.8343743333333,47.79537,47.79537,0.713886877655264
"DDX3Y","Ddx3y",15.355307,11.81072,11.353369,885,1135,940,12.8397986666667,0,0,13.8397986666667
"DDX4","Ddx4",0.828256,0.649001,0.282225,36,46,19,0.586494,0.12545,0.12545,1.40965302767782
"DDX41","Ddx41",11.768611,11.008135,10.57397,339,593,570,11.1169053333333,77.59953,77.59953,0.154160022755013
"DDX42","Ddx42",21.681319,9.042507,9.296916,1149,954,990,13.3402473333333,37.03828,37.03828,0.376995156808703
"DDX46","Ddx46",23.127307,7.632059,8.296217,988,716,719,13.0185276666667,9.40854,9.40854,1.34682939842347
"DDX47","Ddx47",25.951828,29.080968,22.659166,436,921,879,25.8973206666667,26.87705,26.87705,0.964855343971714
"DDX49","Ddx49",26.976078,34.145438,32.088321,237,596,611,31.0699456666667,58.23885,58.23885,0.541366783228686
"DDX5","Ddx5",292.277244,147.772746,139.388745,10761,9336,8015,193.146245,235.04617,235.04617,0.822492671666734
"DDX50","Ddx50",25.489991,42.099473,18.407364,716,1223,1013,28.6656093333333,26.08256,26.08256,1.09537685260675
"DDX51","Ddx51",9.821949,13.88555,12.985693,185,297,243,12.231064,16.37085,16.37085,0.761682013257843
"DDX52","Ddx52",7.67892,7.077757,5.433993,276,456,451,6.73022333333333,6.34554,6.34554,1.05236964652474
"DDX54","Ddx54",8.022611,7.806694,6.467449,431,784,649,7.43225133333333,24.4831,24.4831,0.330895822460114
"DDX55","Ddx55",4.984385,5.37424,5.27601,182,280,252,5.211545,7.68364,7.68364,0.71531581226306
"DDX56","Ddx56",12.732408,17.197195,16.755306,331,780,747,15.5616363333333,82.52333,82.52333,0.198287548321329
"DDX58","Ddx58",2.354034,1.237398,1.5738,68,82,85,1.721744,8.5095,8.5095,0.286213155265787
"DDX59","Ddx59",4.741112,3.212791,2.77834,83,176,151,3.57741433333333,13.72601,13.72601,0.310838735905607
"DDX6","Ddx6",34.418219,11.457418,10.584383,3207,1858,1707,18.8200066666667,8.54086,8.54086,2.07738156378635
"DEAF1","Deaf1",50.73045,61.347172,55.385515,389,851,826,55.8210456666667,64.07214,64.07214,0.873200814767528
"DECR1","Decr1",5.263709,6.07552,6.578839,228,456,486,5.97268933333333,55.30129,55.30129,0.123845995950241
"DECR2","Decr2",59.602996,104.366978,72.517876,303,721,682,78.8292833333333,26.52162,26.52162,2.90060262925414
"DEDD","Dedd",75.227484,33.084032,73.629155,301,553,566,60.6468903333333,26.43799,26.43799,2.24677136821368
"DEDD2","Dedd2",4.442913,4.342929,4.078851,221,356,360,4.288231,35.25065,35.25065,0.145879618710285
"DEF6","Def6",2.343134,0.946284,1.180589,22,31,33,1.49000233333333,14.44733,14.44733,0.161193056232587
"DEF8","Def8",23.912173,20.364052,24.409699,613,980,1018,22.895308,162.18228,162.18228,0.146433227921561
"DEFB1","Defb1",0.302077,0.703633,0.545664,3,12,9,0.517124666666667,0.19862,0.19862,1.26572614061727
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,1
"DEFB105B","Defb12",0,0,0,0,0,0,0,0,0,1
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,1
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,1
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,1
"DEFB119","Defb19",0,0,0,0,0,0,0,0.24044,0.24044,0.806165554158202
"DEFB123","Defb36",0,0.156146,0.153993,0,1,1,0.103379666666667,0,0,1.10337966666667
"DEFB124","Defb25",0,0,0,0,0,0,0,11.1648,11.1648,0.0822043930027621
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,1
"DEFB128","Defb20",0,0,0,0,0,0,0,0,0,1
"DEFB135","Defb30",0,0,0.075923,0,0,1,0.0253076666666667,0,0,1.02530766666667
"DEFB136","Defb42",0.057368,0.238936,0.470843,2,9,16,0.255715666666667,0,0,1.25571566666667
"DEGS1","Degs1",49.328572,54.466057,54.011143,1026,2080,2075,52.601924,80.61026,80.61026,0.65680374011797
"DEGS2","Degs2",1.176583,2.006462,1.978839,19,65,64,1.720628,1.39037,1.39037,1.13816187452152
"DEK","Dek",43.25063,32.9619,33.075212,767,1108,908,36.4292473333333,21.8069,21.8069,1.64113699509067
"DENND1A","Dennd1a",20.55064,10.643411,10.873575,692,576,606,14.022542,8.26906,8.26906,1.62071903731338
"DENND1B","Dennd1b",1.72761,1.442637,0.910015,204,213,184,1.36008733333333,7.51638,7.51638,0.27712330043203
"DENND1C","Dennd1c",1.319055,1.68998,0.354272,23,21,11,1.12110233333333,2.47758,2.47758,0.609936315867164
"DENND2A","Dennd2a",5.813077,4.524969,4.758643,347,493,480,5.03222966666667,15.1582,15.1582,0.37332312179987
"DENND2C","Dennd2c",0.162303,0.144737,0.11707,8,15,12,0.14137,0.47043,0.47043,0.776215120746992
"DENND2D","Dennd2d",0.169686,0.175567,0.114989,8,10,8,0.153414,4.46383,4.46383,0.211099906109817
"DENND3","Dennd3",1.837463,1.284858,1.230142,84,81,92,1.450821,26.96069,26.96069,0.0876523791079548
"DENND4B","Dennd4b",9.264114,3.996022,7.005161,576,517,595,6.755099,15.9527,15.9527,0.457455095648481
