"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,0.43565,0.43565,1.3726952948142
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.41491,0.41491,0.86760759812756
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,6.4103,6.4103,0.169030763486858
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,1.74261,1.74261,0.408593638906006
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,4.02459,4.02459,1.08900328185981
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.06224,0.06224,1.93885029120852
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,36.36652,36.36652,0.125164327139197
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,0.12447,0.12447,1.06555592115989
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,5.06186,5.06186,0.170847176719137
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,6.43105,6.43105,0.231824170204749
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,7.07415,7.07415,0.277972872273449
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,11.47216,11.47216,0.681387720063458
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,1.95006,1.95006,2.40136370107727
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,7.26086,7.26086,0.289787746070022
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,64.9743,64.9743,0.426669950773761
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,10.43489,10.43489,2.81262253798098
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,33.98081,33.98081,0.136583667826255
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,20.76605,20.76605,0.104964459176868
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,3.09105,3.09105,0.696606820579884
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,8.67154,8.67154,0.188577620523722
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,25.14331,25.14331,0.535789347255569
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,15.91165,15.91165,1.51526505889924
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,7.48906,7.48906,3.83140225969267
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,17.79947,17.79947,1.98018039870273
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.6431,0.6431,0.690067758099527
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,248.83996,248.83996,0.0998397627558591
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,59.08264,59.08264,0.220634462799904
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,10.14446,10.14446,0.285181964850697
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,63.0035,63.0035,0.30106092635559
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,16.90743,16.90743,0.649701380935176
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,3.21552,3.21552,0.512023664933389
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,7.01191,7.01191,0.586687901719648
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,14.23128,14.23128,0.509643203547787
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,2.96658,2.96658,8.0155626929664
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,22.09375,22.09375,1.05059354442941
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,255.33325,255.33325,0.776195326461419
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,36.0346,36.0346,0.656175423342856
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,920.53153,920.53153,0.0264089661696111
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,1.05801,1.05801,0.594383247246936
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,0.14522,0.14522,1.31459835955828
"ADH4","Adh4",0,0,0,0,0,0,0,0,0,1
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,34.64466,34.64466,1.11027263737869
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0.10373,0.10373,1.16965713233007
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,16.92817,16.92817,0.792461565606901
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,28.64927,28.64927,0.734480837695723
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.6431,0.6431,0.615321445235632
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,39.66503,39.66503,0.535209277684864
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,167.16569,167.16569,0.121010197343663
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,171.68817,171.68817,0.339235883963563
"ADM","Adm",1.472719,1.50672,1.165264,17,38,29,1.38156766666667,26.78219,26.78219,0.085722819787305
"ADM2","Adm2",0.06019,0,0.031469,1,0,1,0.030553,0.4564,0.4564,0.707602993683054
"ADNP","Adnp",20.207349,3.567829,2.782489,1436,375,352,8.85255566666667,12.46793,12.46793,0.731556792073219
"ADNP2","Adnp2",5.170136,3.315508,2.893259,396,452,398,3.79296766666667,5.24856,5.24856,0.767051555345018
"ADO","Ado",14.29054,12.785446,12.317421,920,1503,1462,13.1311356666667,13.62967,13.62967,0.965923063655343
"ADORA1","Adora1",47.408391,27.936659,26.511368,3304,3483,3281,33.9521393333333,60.86673,60.86673,0.564958570354912
"ADORA2A","Adora2a",6.502209,9.171842,4.196263,183,459,188,6.623438,8.33961,8.33961,0.816248001790225
"ADORA2B","Adora2b",1.29334,2.563907,2.562096,33,118,118,2.139781,4.4395,4.4395,0.577218678187333
"ADORA3","Adora3",0.448499,0.477412,0.433475,10,20,22,0.453128666666667,27.25933,27.25933,0.0514212002431291
"ADPGK","Adpgk",5.807193,6.712856,5.905743,223,432,388,6.14193066666667,24.9981,24.9981,0.274709715966423
"ADPRH","Adprh",26.683697,34.371945,32.540055,763,1869,1846,31.1985656666667,1.41068,1.41068,13.3566320153096
"ADPRHL1","Adprhl1",0.498761,0.146616,0.289214,2,4,4,0.311530333333333,3.73416,3.73416,0.277035489576468
"ADPRM","Adprm",12.160991,10.413378,10.967549,116,229,211,11.1806393333333,2.6554,2.6554,3.33223158432274
"ADRA1A","Adra1a",2.620797,0.933185,0.773686,160,82,79,1.442556,5.78794,5.78794,0.359837594321694
"ADRA1B","Adra1b",6.359223,5.133998,4.918324,193,311,310,5.470515,3.63043,3.63043,1.3973896592757
"ADRA1D","Adra1d",8.659682,4.829933,4.16054,189,213,192,5.883385,1.24472,1.24472,3.06647822445561
"ADRA2A","Adra2a",5.112267,2.856024,3.347331,252,274,324,3.771874,0.95428,0.95428,2.44175553144892
"ADRA2B","Adra2b",0.220139,0.281649,0.31414,13,30,34,0.271976,3.56819,3.56819,0.278442008760581
"ADRA2C","Adra2c",3.923102,4.984747,3.927721,137,357,299,4.27852333333333,5.12409,5.12409,0.861927785733608
"ADRB1","Adrb1",6.765694,4.472971,3.578121,245,299,236,4.93892866666667,1.80484,1.80484,2.11738589961162
"ADRB2","Adrb2",0.694167,0.58929,0.548708,21,32,30,0.610721666666667,3.27776,3.27776,0.376533902478556
"ADRB3","Adrb3",0.486277,0.398212,0.480951,16,26,26,0.455146666666667,0,0,1.45514666666667
"ADRM1","Adrm1",30.962133,37.057862,35.119415,572,1345,1251,34.3798033333333,65.53443,65.53443,0.531751806295377
"ADSL","Adsl",17.650191,23.588878,38.168756,228,505,604,26.469275,21.13947,21.13947,1.24073769606951
"ADTRP","Adtrp",0.234314,0.229955,0.807253,3,2,6,0.423840666666667,3.58894,3.58894,0.310276592560955
"AEBP1","Aebp1",6.758276,3.484979,4.486671,305,287,379,4.90997533333333,62.75456,62.75456,0.0926988647295712
"AEBP2","Aebp2",22.832316,8.537368,7.13301,918,638,547,12.8342313333333,10.93278,10.93278,1.15934688591706
"AEN","Aen",9.5282,11.860819,14.729045,249,455,506,12.0393546666667,6.90819,6.90819,1.64884185466797
"AFAP1","Afap1",4.956789,1.515847,1.625117,274,146,181,2.699251,4.39801,4.39801,0.685299026863603
"AFAP1L1","Afap1l1",6.53758,4.847107,5.262005,298,419,464,5.54889733333333,3.50596,3.50596,1.45338559004814
"AFAP1L2","Afap1l2",2.241576,10.620168,2.048348,118,168,171,4.97003066666667,27.57051,27.57051,0.208957791326324
"AFF1","Aff1",3.365918,0.816005,0.843899,424,189,190,1.675274,10.31042,10.31042,0.236531799880111
"AFF2","Aff2",3.566507,0.840743,1.32994,208,98,116,1.91239666666667,3.38149,3.38149,0.664704624834626
"AFF3","Aff3",9.105746,3.723128,3.256042,738,434,497,5.36163866666667,21.22245,21.22245,0.286270805724241
"AFF4","Aff4",43.948923,12.871168,11.380485,3895,2426,2195,22.7335253333333,7.5098,7.5098,2.78896393961472
"AFG3L1P","Afg3l1",10.092773,9.068235,6.603585,301,442,368,8.58819766666667,32.65311,32.65311,0.284912677213686
"AFG3L2","Afg3l2",21.800312,16.782605,15.745274,993,1367,1299,18.109397,18.79525,18.79525,0.965352647731148
"AFM","Afm",0,0.039929,0.016053,0,2,1,0.0186606666666667,0,0,1.01866066666667
"AFMID","Afmid",2.006966,2.131569,3.24086,15,34,61,2.45979833333333,196.87297,196.87297,0.017484946697537
"AFP","Afp",0,0.078832,0.077632,0,1,1,0.0521546666666667,0.4564,0.4564,0.722435228417102
"AFTPH","Aftph",72.188208,41.162176,44.907084,1323,1499,1308,52.7524893333333,12.42644,12.42644,4.003480396392
"AGA","Aga",4.821519,5.055691,5.538842,74,141,150,5.138684,12.8206,12.8206,0.444169138821759
"AGAP1","Agap1",24.856339,10.955201,9.047835,2133,1270,1393,14.953125,327.56841,327.56841,0.0485534351887328
"AGAP2","Agap2",135.656189,73.452508,67.2393,9100,9569,9190,92.115999,112.35659,112.35659,0.82144319090756
"AGAP3","Agap3",156.669064,128.506526,129.502142,2325,3672,3677,138.225910666667,335.1197,335.1197,0.41421526517686
"AGBL1","Agbl1",0.058622,0.074482,0,3,5,0,0.044368,0.20745,0.20745,0.86493685038718
"AGBL2","Agbl2",0.499955,0.379418,0.312879,28,28,30,0.397417333333333,2.05379,2.05379,0.457600991991372
"AGBL3","Agbl3",6.784083,6.182012,7.516724,80,132,152,6.82760633333333,3.69266,3.69266,1.66805315819457
"AGBL4","Agbl4",5.013033,4.084514,4.151939,133,196,207,4.41649533333333,18.65003,18.65003,0.275648196635493
"AGBL5","Agbl5",4.189095,4.766971,5.182703,104,151,163,4.712923,12.21899,12.21899,0.43217545364661
"AGER","Ager",0.125757,0.200953,0.329448,3,6,11,0.218719333333333,14.72917,14.72917,0.0774814776198193
"AGFG1","Agfg1",18.638075,11.103742,9.913344,1573,1406,1273,13.218387,23.04804,23.04804,0.591249307635882
"AGFG2","Agfg2",22.672683,21.468917,19.756163,446,776,753,21.2992543333333,32.54939,32.54939,0.664669442077288
"AGGF1","Aggf1",18.345202,11.153594,10.220517,831,907,845,13.239771,7.75875,7.75875,1.62577662337662
"AGK","Agk",18.177968,15.875113,11.550907,475,757,652,15.2013293333333,17.42606,17.42606,0.879261726778993
"AGMAT","Agmat",0.3862,0.728524,0.512814,7,25,18,0.542512666666667,2.6554,2.6554,0.421981908044719
"AGMO","Agmo",3.9206,3.245419,3.64135,82,163,155,3.60245633333333,6.34806,6.34806,0.626349857422685
"AGPAT1","Agpat1",43.115412,35.605705,32.64613,1137,1642,1519,37.1224156666667,67.15256,67.15256,0.559368799450331
"AGPAT2","Agpat2",2.470116,0.98033,1.086903,20,26,34,1.51244966666667,9.50135,9.50135,0.239250159900076
"AGPAT3","Agpat3",67.885278,56.179387,63.720075,3825,4799,4697,62.5949133333333,170.07003,170.07003,0.371747835277362
"AGPAT4","Agpat4",43.200797,33.403564,37.79349,553,848,852,38.132617,189.84031,189.84031,0.20505425190307
"AGPAT5","Agpat5",15.13271,16.130411,15.541167,843,1310,1255,15.6014293333333,14.35575,14.35575,1.08112136061953
"AGPS","Agps",8.133218,8.561675,11.835603,638,780,773,9.51016533333333,6.03688,6.03688,1.49358314101325
"AGR2","Agr2",0,0,0,0,0,0,0,0,0,1
"AGR3","Agr3",0,0,0,0,0,0,0,0,0,1
"AGRN","Agrn",24.511307,10.078522,12.245765,1869,1421,1514,15.6118646666667,105.36542,105.36542,0.156177305243252
"AGRP","Agrp",0.292798,0.330654,0.732413,2,4,9,0.451955,1.63888,1.63888,0.550216379676226
"AGT","Agt",24.636142,38.630912,43.058485,645,1866,2110,35.4418463333333,94.05922,94.05922,0.383359408307088
"AGTPBP1","Agtpbp1",329.171694,144.485496,160.080693,3030,2568,2452,211.245961,25.95238,25.95238,7.8748504213728
"AGTR1","Agtr1a",0.319277,0.164019,0.177383,8,9,4,0.220226333333333,0.82981,0.82981,0.666859582871081
"AGTR2","Agtr2",1.918311,1.073092,0.53215,11,37,27,1.17451766666667,0,0,2.17451766666667
"AGTRAP","Agtrap",3.541017,8.409958,2.543255,151,256,229,4.83141,19.60432,19.60432,0.283018803823664
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",17.691296,7.152206,7.889562,790,609,533,10.9110213333333,8.02843,8.02843,1.31927935790977
"AHCY","Ahcy",11.940204,17.740642,21.048502,245,588,637,16.9097826666667,42.38266,42.38266,0.412832746232404
"AHCYL1","Ahcyl1",138.162235,108.242731,87.083386,5679,7420,6913,111.162784,98.29127,98.29127,1.12963389429907
"AHCYL2","Ahcyl2",269.314121,132.143313,140.12238,2753,2688,2764,180.526604666667,18.52556,18.52556,9.29687059765081
"AHDC1","Ahdc1",17.72598,4.463136,4.968801,911,434,599,9.052639,13.23551,13.23551,0.706166410616831
"AHI1","Ahi1",56.553012,44.270584,41.192026,3148,4134,4056,47.3385406666667,65.63815,65.63815,0.725388394885912
"AHR","Ahr",1.730506,0.676089,0.434307,142,98,62,0.946967333333333,7.11564,7.11564,0.239903117108858
"AHRR","Ahrr",0.720399,1.827892,1.00315,10,20,20,1.18381366666667,6.30657,6.30657,0.298883561871941
"AHSA1","Ahsa1",77.647894,78.831428,78.188863,1209,2187,2237,78.2227283333333,253.21722,253.21722,0.311633996836773
"AHSG","Ahsg",0,0,0,0,0,0,0,0.16596,0.16596,0.857662355483893
"AICDA","Aicda",0.028862,0.034002,0,1,1,0,0.0209546666666667,0.35267,0.35267,0.754769948817277
"AIDA","Aida",31.991439,28.59095,31.176697,688,1090,1064,30.586362,37.54901,37.54901,0.819381924464467
"AIF1","Aif1",7.304654,8.084613,8.397708,36,76,85,7.92899166666667,28.13064,28.13064,0.306515465045281
"AIF1L","Aif1l",34.542793,40.149207,55.149777,110,274,331,43.2805923333333,337.42243,337.42243,0.130844141546213
"AIFM1","Aifm1",10.879339,6.708452,7.016053,259,336,324,8.20128133333333,23.73263,23.73263,0.372030040207343
"AIFM2","Aifm2",4.119718,2.559799,3.431569,92,140,150,3.370362,4.93738,4.93738,0.736075844901286
"AIFM3","Aifm3",28.629909,23.222468,22.374908,667,1104,1112,24.7424283333333,82.79452,82.79452,0.307208971819796
"AIG1","Aig1",27.451352,33.621267,32.341096,439,914,903,31.137905,439.07443,439.07443,0.0730283397742514
"AIM2","Aim2",1.590907,1.358786,2.430723,39,31,49,1.793472,1.5559,1.5559,1.09295042842052
"AIMP1","Aimp1",65.5153,103.599464,100.624808,373,770,847,89.9131906666667,25.78642,25.78642,3.39400303088903
"AIMP2","Aimp2",13.737881,18.489672,18.690802,153,425,475,16.972785,18.69152,18.69152,0.912716996961128
"AIP","Aip",68.11778,107.33468,109.777164,524,1431,1590,95.0765413333333,72.00696,72.00696,1.31599153468838
"AIPL1","Aipl1",0,0,0.033089,0,0,2,0.0110296666666667,0.08298,0.08298,0.933562638891454
"AIRE","Aire",0.023436,0,0.088063,1,0,3,0.0371663333333333,1.49366,1.49366,0.415921309774923
"AJAP1","Ajap1",21.119505,16.864998,14.499878,433,554,524,17.4947936666667,40.95124,40.95124,0.440864052329959
"AJUBA","Ajuba",0.884013,0.77143,0.636819,33,52,44,0.764087333333333,2.09528,2.09528,0.569928191741404
"AK1","Ak1",76.573928,113.763488,101.222765,926,2275,2214,97.186727,185.77423,185.77423,0.525697399475292
"AK2","Ak2",11.653287,16.837719,18.646921,120,303,277,15.7126423333333,63.58437,63.58437,0.258772243707469
"AK3","Ak3",33.010303,33.454311,32.082783,1352,2416,2338,32.8491323333333,30.37113,30.37113,1.07898989718679
"AK4","Ak4",22.250708,20.701807,18.647676,707,1016,947,20.533397,6.36881,6.36881,2.92223534057738
"AK5","Ak5",84.513262,63.327181,57.311635,2157,2779,2386,68.384026,2070.54765,2070.54765,0.0334938112574915
"AK7","Ak7",0.544859,0.755696,0.878624,25,61,72,0.726393,3.07031,3.07031,0.424142878552248
"AK8","Ak8",0.863153,2.322998,1.373442,18,55,44,1.51986433333333,4.04533,4.04533,0.499444899210425
"AKAP1","Akap1",10.356696,7.534214,6.260469,498,668,604,8.05045966666667,32.07225,32.07225,0.273657210098093
"AKAP10","Akap10",6.775427,3.815756,3.665501,390,385,372,4.752228,31.13871,31.13871,0.178981297009121
"AKAP12","Akap12",5.909893,1.848971,2.745559,555,312,431,3.50147433333333,14.85364,14.85364,0.28393948224719
"AKAP13","Akap13",3.725956,1.208087,1.420935,477,215,246,2.118326,10.20669,10.20669,0.278255756159937
"AKAP3","Akap3",0.117819,0.07946,0.026067,5,6,2,0.0744486666666667,2.96658,2.96658,0.270875330049228
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",13.026879,2.181316,2.006899,1353,373,303,5.73836466666667,0.85056,0.85056,3.6412570609257
"AKAP7","Akap7",21.382734,18.060142,17.944176,358,513,477,19.1290173333333,14.54246,14.54246,1.29509854510376
"AKAP8","Akap8",27.923842,13.602911,12.024912,704,543,568,17.850555,8.27738,8.27738,2.03188346278799
"AKAP8L","Akap8l",83.654003,60.283041,50.996625,851,1074,1057,64.9778896666667,38.66925,38.66925,1.66319982522147
"AKAP9","Akap9",13.821355,3.007416,3.111023,1439,354,369,6.646598,26.42952,26.42952,0.278772577865016
"AKIP1","Akip1",2.27115,3.728828,2.175458,15,46,42,2.72514533333333,30.68231,30.68231,0.117578084847138
"AKIRIN1","Akirin1",20.536586,22.491827,19.881167,808,1451,1234,20.96986,48.14986,48.14986,0.446997407520591
"AKIRIN2","Akirin2",34.843798,31.178833,27.031515,607,969,847,31.0180486666667,25.45449,25.45449,1.21030678220093
"AKNA","Akna",0.660719,0.23694,0.310824,54,36,48,0.402827666666667,16.36805,16.36805,0.0807705912101051
"AKR1A1","Akr1a1",209.1607,300.301611,306.104594,2801,7599,7741,271.855635,97.39922,97.39922,2.77294510058108
"AKR1B15","Akr1b8",0.520141,0.508385,0.801812,8,16,20,0.610112666666667,0.12447,0.12447,1.43188583658672
"AKR1C2","Akr1c21",0,0,0.07476,0,0,2,0.02492,2.07453,2.07453,0.333358269394021
"AKR1C3","Akr1c18",0.656984,0.681187,1.19493,10,18,32,0.844367,9.87477,9.87477,0.169600552471455
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.155068,0.015046,0,6,1,0,0.0567046666666667,0.12447,0.12447,0.939735756993665
"AKT1","Akt1",83.958424,79.399325,78.231383,1666,3307,3280,80.5297106666667,102.46107,102.46107,0.788023076377102
"AKT1S1","Akt1s1",34.010989,61.147788,49.544858,257,609,641,48.234545,57.00811,57.00811,0.848752786463824
"AKT2","Akt2",34.302723,32.858271,27.294217,1075,2045,1807,31.4850703333333,74.28895,74.28895,0.431471953498267
"AKT3","Akt3",47.803827,20.398382,24.561359,2441,2580,2446,30.9211893333333,77.83639,77.83639,0.404904249589984
"AKTIP","Aktip",51.227966,57.046642,60.644859,1277,2500,2588,56.306489,40.4326,40.4326,1.38312558227097
"ALAD","Alad",10.95258,13.556839,13.328189,167,384,382,12.612536,115.69658,115.69658,0.116648971203783
"ALAS1","Alas1",50.068718,45.604604,52.745632,563,994,1033,49.4729846666667,31.3669,31.3669,1.55940126075301
"ALAS2","Alas2",2.592223,3.081057,3.717027,61,151,188,3.13010233333333,1.92931,1.92931,1.4099232697575
"ALB","Alb",0,0,0.019558,0,0,1,0.00651933333333333,14.50097,14.50097,0.0649326676545618
"ALCAM","Alcam",48.677782,24.717682,21.542692,2392,2305,1918,31.646052,52.1537,52.1537,0.614182117143303
"ALDH16A1","Aldh16a1",3.323192,7.893283,8.802586,66,126,151,6.67302033333333,12.3642,12.3642,0.574147373829584
"ALDH18A1","Aldh18a1",13.982354,11.926727,12.967723,323,408,429,12.9589346666667,7.01191,7.01191,1.7422730243683
"ALDH1A1","Aldh1a7",0.277699,0.340262,0.316219,8,17,16,0.311393333333333,93.9555,93.9555,0.0138106095311312
"ALDH1A2","Aldh1a2",4.468115,3.73606,4.469738,145,215,261,4.22463766666667,10.53862,10.53862,0.452795712716657
"ALDH1A3","Aldh1a3",0.85542,0.264278,0.373443,14,14,16,0.497713666666667,10.3934,10.3934,0.131454497047999
"ALDH1B1","Aldh1b1",7.316005,2.972701,4.657777,109,148,159,4.982161,6.43105,6.43105,0.805022305057832
"ALDH1L1","Aldh1l1",34.44336,28.134243,31.388225,856,1228,1207,31.3219426666667,20.76605,20.76605,1.48497052366721
"ALDH1L2","Aldh1l2",1.295726,0.499244,0.595176,80,51,74,0.796715333333333,2.11602,2.11602,0.576605841211973
"ALDH2","Aldh2",64.213267,69.542368,70.273546,861,1684,1796,68.009727,165.00818,165.00818,0.415700762456404
"ALDH3A1","Aldh3a1",0.462092,0.910598,0.437137,11,39,19,0.603275666666667,0.60161,0.60161,1.00103999517153
"ALDH3A2","Aldh3a2",31.570977,28.602553,27.485908,660,1170,1067,29.2198126666667,25.72418,25.72418,1.13080411322879
"ALDH3B1","Aldh3b1",2.329792,2.259279,2.141484,44,94,107,2.24351833333333,6.16136,6.16136,0.452919324448615
"ALDH3B2","Aldh3b3",0,0.020534,0.138996,0,2,1,0.0531766666666667,1.03727,1.03727,0.516954879160183
"ALDH4A1","Aldh4a1",5.686843,5.32672,5.346358,287,492,502,5.453307,18.69152,18.69152,0.327720104897946
"ALDH5A1","Aldh5a1",19.267165,10.252878,10.42851,1634,1537,1585,13.3161843333333,14.1483,14.1483,0.945068709580173
"ALDH6A1","Aldh6a1",21.885879,20.720701,18.263963,1049,1746,1511,20.290181,42.00925,42.00925,0.495014002801723
"ALDH7A1","Aldh7a1",58.704928,60.431991,49.706448,998,1725,1656,56.2811223333333,54.14525,54.14525,1.03873175537935
