"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"CCDC73","Ccdc73",6.439898,4.431435,6.669171,117,98,77,5.84683466666667,3.2586,3.2586,1.60776655864995
"CCDC77","Ccdc77",1.438167,1.059494,1.119453,35,65,62,1.20570466666667,9.65167,9.65167,0.207075948341121
"CCDC78","Ccdc78",0.268737,0.244809,0.265948,6,11,12,0.259831333333333,22.53091,22.53091,0.0535394225439362
"CCDC8","Ccdc8",0.815628,0.66219,0.506354,59,88,68,0.661390666666667,1.39654,1.39654,0.693245540098086
"CCDC80","Ccdc80",2.693959,1.311006,1.124126,86,89,110,1.709697,32.77223,32.77223,0.0802344707471198
"CCDC81","Ccdc81",0.227103,0.209823,0.143143,8,13,10,0.193356333333333,0.9931,0.9931,0.598743832890138
"CCDC82","Ccdc82",8.141225,3.767998,4.046386,479,369,409,5.31853633333333,23.80331,23.80331,0.254745690528132
"CCDC83","Ccdc83",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"CCDC85A","Ccdc85a",33.517276,20.079908,14.232248,984,1113,855,22.6098106666667,18.86886,18.86886,1.18828209905685
"CCDC85B","Ccdc85b",5.7903,6.234527,7.594166,386,790,986,6.53966433333333,92.73051,92.73051,0.0804398091222734
"CCDC85C","Ccdc85c",14.116512,13.693095,13.210878,782,1456,1449,13.673495,18.34128,18.34128,0.758662043049891
"CCDC86","Ccdc86",2.149136,2.363081,2.257968,95,190,184,2.25672833333333,16.41715,16.41715,0.186983997573273
"CCDC87","Ccdc87",0.787749,0.609671,0.553854,37,51,47,0.650424666666667,0.06207,0.06207,1.55396976344936
"CCDC88A","Ccdc88a",16.734175,7.002528,6.73527,1230,860,738,10.1573243333333,42.79631,42.79631,0.254754894495297
"CCDC88B","Ccdc88b",1.058788,1.199335,1.155027,35,42,56,1.13771666666667,22.2516,22.2516,0.0919384759185031
"CCDC88C","Ccdc88c",4.791659,1.019705,1.394908,391,180,155,2.40209066666667,12.04131,12.04131,0.260870316453383
"CCDC89","Ccdc89",0.270807,0.307486,0.23642,8,16,12,0.271571,0.46551,0.46551,0.867664499048113
"CCDC9","Ccdc9",109.932201,51.6042,38.007394,340,335,327,66.5145983333333,13.18958,13.18958,4.75804064202981
"CCDC90B","Ccdc90b",5.747217,5.525876,6.331668,120,205,231,5.86825366666667,89.3788,89.3788,0.0759940789949265
"CCDC91","Ccdc91",37.407052,27.900404,34.589778,448,821,868,33.299078,291.97076,291.97076,0.117073383022934
"CCDC92","Ccdc92",45.915929,44.383909,46.869432,804,1296,1347,45.72309,107.81318,107.81318,0.429388149487038
"CCDC93","Ccdc93",3.915925,1.894276,1.321101,395,295,225,2.37710066666667,10.89304,10.89304,0.28395605048555
"CCDC96","Ccdc96",0.487704,0.345343,0.412631,26,33,40,0.415226,1.45861,1.45861,0.575620370859957
"CCDC97","Ccdc97",18.179454,9.672015,11.118815,563,601,647,12.9900946666667,14.15164,14.15164,0.923338639689609
"CCER1","Ccer1",0,0,0,0,0,0,0,0.77586,0.77586,0.563107452164022
"CCHCR1","Cchcr1",1.069458,1.425895,1.6361,33,55,42,1.377151,20.1723,20.1723,0.112276465003802
"CCIN","Ccin",0,0,0,0,0,0,0,0.31034,0.31034,0.76316070638155
"CCK","Cck",234.928139,336.680949,287.920783,1056,2618,2380,286.509957,12.13441,12.13441,21.8898265700553
"CCKAR","Cckar",0.352919,0.392193,0.579684,11,28,29,0.441598666666667,0.12414,0.12414,1.28240136163349
"CCKBR","Cckbr",11.960812,7.582925,7.218196,440,513,501,8.92064433333333,2.32757,2.32757,2.9813480507798
"CCL1","Ccl1",0,0,0,0,0,0,0,0,0,1
"CCL11","Ccl11",0,0.221292,0.092419,0,5,2,0.104570333333333,0,0,1.10457033333333
"CCL13","Ccl2",0,0.063492,0.12865,0,1,2,0.0640473333333333,0.27931,0.27931,0.831735336496497
"CCL19","Ccl19",1.497719,0.897159,0.816024,10,11,10,1.07030066666667,8.34823,8.34823,0.22146445548159
"CCL2","Ccl12",0.53686,1.111147,1.594053,2,9,13,1.08068666666667,19.92402,19.92402,0.0994401012170064
"CCL20","Ccl20",0,0,0,0,0,0,0,0.55862,0.55862,0.641593204244781
"CCL21","Ccl21a",0,0,0,0,0,0,0,3.32067,3.32067,0.231445585985507
"CCL22","Ccl22",0.094577,0.431497,0.156777,3,4,9,0.227617,0.43448,0.43448,0.85579234286989
"CCL24","Ccl24",0.059145,0.221947,0.109282,1,3,1,0.130124666666667,0.46551,0.46551,0.771147700572952
"CCL25","Ccl25",3.003558,2.741352,2.830912,51,69,67,2.85860733333333,1.42758,1.42758,1.58948719849947
"CCL28","Ccl28",0.448711,0.457702,0.139265,25,44,13,0.348559333333333,5.49307,5.49307,0.207692098396187
"CCL3L3","Ccl3",0.119333,0.270039,0.269153,1,4,4,0.219508333333333,2.76205,2.76205,0.324160586205216
"CCL4","Ccl4",0,0,0,0,0,0,0,9.31029,9.31029,0.0969904823239695
"CCL5","Ccl5",1.101974,0.490635,0.362368,5,4,3,0.651659,51.45488,51.45488,0.0314872324557791
"CCL7","Ccl7",0.112577,0,0.065163,1,0,1,0.0592466666666667,0,0,1.05924666666667
"CCM2","Ccm2",29.802321,30.790111,24.541982,455,959,856,28.378138,63.49619,63.49619,0.455501914144076
"CCNA1","Ccna1",0.8781,0.559914,1.980978,7,11,17,1.139664,3.94136,3.94136,0.433011154823773
"CCNA2","Ccna2",0.885893,0.215355,0.352407,21,14,15,0.484551666666667,1.42758,1.42758,0.611535630820268
"CCNB1","Ccnb1",0.291983,0.255681,0.65683,10,11,19,0.401498,7.75858,7.75858,0.160014294554597
"CCNB1IP1","Ccnb1ip1",0,0,0,0,0,0,0,23.71021,23.71021,0.0404691016385535
"CCNB2","Ccnb2",0.193372,0.219556,0.10818,4,8,4,0.173702666666667,2.48274,2.48274,0.337005537785384
"CCNB3","Ccnb3",0,0,0,0,0,0,0,1.45861,1.45861,0.406733886220263
"CCNC","Ccnc",15.926044,21.965561,17.956071,406,713,564,18.615892,16.26198,16.26198,1.13636396288259
"CCND1","Ccnd1",14.482504,8.622585,8.843367,660,785,699,10.6494853333333,35.93773,35.93773,0.31538173388926
"CCND2","Ccnd2",67.881296,20.943905,19.417062,928,810,664,36.0807543333333,13.56199,13.56199,2.54640707302596
"CCND3","Ccnd3",26.134454,38.649636,33.72997,258,498,463,32.83802,126.06135,126.06135,0.266312454574109
"CCNDBP1","Ccndbp1",36.621067,42.012543,53.772789,427,974,1098,44.1354663333333,37.086,37.086,1.18509337639378
"CCNE1","Ccne1",9.282194,8.422887,10.008376,161,344,317,9.237819,3.63101,3.63101,2.21070975877832
"CCNE2","Ccne2",2.464119,2.477495,2.014115,94,129,108,2.31857633333333,17.25507,17.25507,0.181789296526024
"CCNF","Ccnf",2.17123,1.096299,0.779937,59,86,58,1.34915533333333,1.05517,1.05517,1.14304672281774
"CCNG1","Ccng1",30.949921,27.259811,24.393059,1189,1896,1601,27.5342636666667,45.27905,45.27905,0.616569779774362
"CCNG2","Ccng2",12.416668,10.468475,9.969363,446,626,514,10.951502,11.29649,11.29649,0.971944188951481
"CCNH","Ccnh",104.62064,110.067799,85.363842,547,1008,903,100.017427,39.07219,39.07219,2.52088610580056
"CCNI","Ccni",166.37694,161.672616,171.205791,3149,5955,5463,166.418449,187.69549,187.69549,0.88724139087797
"CCNJ","Ccnj",1.698445,1.198632,1.048303,97,121,106,1.31512666666667,1.9862,1.9862,0.775275154600049
"CCNJL","Ccnjl",0.865555,0.752934,0.554554,33,52,39,0.724347666666667,1.95516,1.95516,0.583503995271548
"CCNK","Ccnk",9.774061,4.500921,5.466058,318,313,337,6.58034666666667,22.4378,22.4378,0.323423984617441
"CCNL1","Ccnl1",20.455314,9.162308,6.963736,356,362,275,12.193786,52.60315,52.60315,0.246138258665769
"CCNL2","Ccnl2",13.384091,9.931538,8.121805,523,678,564,10.4791446666667,88.47881,88.47881,0.12828897329621
"CCNO","Ccno",0.599472,0.48022,1.088713,11,18,29,0.722801666666667,0.86896,0.86896,0.921796970864367
"CCNT1","Ccnt1",15.783222,7.448109,6.237327,636,562,460,9.822886,3.47584,3.47584,2.41806811682276
"CCNT2","Ccnt2",9.867778,4.315269,3.588979,808,643,553,5.92400866666667,5.92755,5.92755,0.999488804363255
"CCNY","Ccny",39.553572,33.13586,30.580793,2129,2578,2313,34.4234083333333,165.19561,165.19561,0.213142864202811
"CCP110","Ccp110",20.859907,12.352282,11.937279,1255,1130,1125,15.0498226666667,21.10333,21.10333,0.726126907876174
"CCPG1","Ccpg1",44.096191,21.371735,19.036309,1572,1440,1224,28.1680783333333,26.99985,26.99985,1.04172266399046
"CCR1","Ccr1",0.103956,0.092662,0.06585,4,6,4,0.0874893333333333,5.30687,5.30687,0.17242932442453
"CCR10","Ccr10",0.043362,0.319196,0.200357,1,14,9,0.187638333333333,1.9862,1.9862,0.397708905409327
"CCR2","Ccr2",0.186926,0.138862,0.040851,8,11,4,0.122213,1.33448,1.33448,0.48071219286522
"CCR3","Ccr3",0.020722,0,0.012345,1,0,1,0.0110223333333333,0,0,1.01102233333333
"CCR4","Ccr4",0,0,0,0,0,0,0,0.34138,0.34138,0.745500902056091
"CCR5","Ccr5",2.92121,3.579708,3.099838,66,101,67,3.200252,1.67585,1.67585,1.56968888390605
"CCR6","Ccr6",0.067142,0.657099,0,1,4,0,0.241413666666667,0.55862,0.55862,0.796482572189929
"CCR7","Ccr7",0,0.01981,0.05856,0,1,3,0.0261233333333333,1.61378,1.61378,0.39258213519628
"CCR8","Ccr8",0,0,0,0,0,0,0,0,0,1
"CCR9","Ccr9",0.04763,0.078219,0.087515,3,6,7,0.0711213333333333,0,0,1.07112133333333
"CCRL2","Ccrl2",0.77427,0.345469,0.384117,12,18,19,0.501285333333333,3.35171,3.35171,0.344987449378137
"CCS","Ccs",11.89735,14.101632,16.218161,132,292,305,14.072381,38.76185,38.76185,0.379066391528563
"CCSAP","Ccsap",19.062452,12.814544,9.695723,621,760,592,13.857573,8.78271,8.78271,1.51875840130189
"CCT2","Cct2",85.080467,82.241424,79.059082,1717,3166,2967,82.126991,49.37558,49.37558,1.6501445938687
"CCT3","Cct3",106.381571,121.273567,134.741614,1315,2797,3009,120.798917333333,137.88542,137.88542,0.876974108105324
"CCT4","Cct4",50.135411,58.886531,56.006254,1278,2478,2491,55.0093986666667,61.66517,61.66517,0.893788346328058
"CCT5","Cct5",72.189782,86.662759,94.517328,1722,3812,4017,84.456623,64.24101,64.24101,1.30986051564806
"CCT6A","Cct6a",151.470229,175.791033,168.484188,1952,3762,3685,165.248483333333,98.65806,98.65806,1.66818903893306
"CCT6B","Cct6b",0.161661,0.09245,0.114244,4,4,5,0.122785,1.76896,1.76896,0.405489786779152
"CCT7","Cct7",909.786795,930.553913,853.877761,2150,4423,4348,898.072823,236.88486,236.88486,3.77944532913948
"CCT8","Cct8",162.191351,141.574614,139.593744,2303,3912,3860,147.786569666667,39.87908,39.87908,3.63967510195109
"CCZ1B","Ccz1",17.127776,15.364218,15.105475,380,623,610,15.865823,11.23442,11.23442,1.37855517466296
"CD101","Cd101",0.041791,0.057911,0.034247,2,5,3,0.0446496666666667,1.30344,1.30344,0.453517203255421
"CD109","Cd109",0.590285,0.260697,0.30213,53,41,48,0.384370666666667,1.39654,1.39654,0.577653895477091
"CD14","Cd14",1.068671,1.187874,1.317249,21,48,54,1.19126466666667,60.64104,60.64104,0.0355487945477018
"CD151","Cd151",19.459379,24.793823,27.518629,251,621,716,23.9239436666667,86.95813,86.95813,0.283361454667882
"CD160","Cd160",0.335215,0.095807,0.063806,12,6,4,0.164942666666667,2.57585,2.57585,0.325780630246422
"CD163","Cd163",0.451217,0.187882,0.1427,28,18,17,0.260599666666667,20.85505,20.85505,0.0576800175093018
"CD164","Cd164",30.222399,26.860943,20.426533,1088,1811,1454,25.836625,66.90997,66.90997,0.395179455976788
"CD164L2","Cd164l2",25.794024,33.497697,22.704388,26,46,52,27.3320363333333,0.21724,0.21724,23.2756369601174
"CD177","Cd177",0.025186,0,0,1,0,0,0.00839533333333333,2.85516,2.85516,0.261570293667016
"CD180","Cd180",1.404908,0.578047,0.600255,19,24,35,0.86107,1.02413,1.02413,0.919441933077421
"CD19","Cd19",0,0.528417,0.138713,0,1,1,0.222376666666667,0.31034,0.31034,0.932869840397658
"CD1D","Cd1d1",0.640464,0.839053,0.96893,6,18,19,0.816149,0.55862,0.55862,1.16522885629595
"CD2","Cd2",0.151559,0.086412,0.170003,1,2,3,0.135991333333333,5.95859,5.95859,0.163250217836276
"CD200","Cd200",85.743661,97.732863,84.762661,1409,2522,2305,89.4130616666667,11.60683,11.60683,7.17175226973527
"CD200R1L","Cd200r1",0.292399,0.111703,0.209021,5,5,9,0.204374333333333,0,0,1.20437433333333
"CD207","Cd207",0,0,0,0,0,0,0,0,0,1
"CD209","Cd209d",0,0,0,0,0,0,0,1.14827,1.14827,0.465490836812877
"CD22","Cd22",0.213908,0.118908,0.480414,8,6,6,0.271076666666667,47.38939,47.38939,0.0262676728652018
"CD226","Cd226",0.015874,0.02938,0.138359,1,3,1,0.0612043333333333,7.23099,7.23099,0.128927909441432
"CD247","Cd247",0.04477,0.243219,0.138359,1,4,4,0.142116,4.56204,4.56204,0.205341205744655
"CD248","Cd248",1.316917,0.820196,0.972311,47,56,68,1.03647466666667,4.12756,4.12756,0.397162523045399
"CD27","Cd27",0.183745,0.026306,0,2,1,0,0.070017,8.16202,8.16202,0.116788328338074
"CD274","Cd274",0.650195,0.440792,0.708059,35,42,67,0.599682,0.86896,0.86896,0.855920939988015
"CD276","Cd276",8.620918,3.628739,3.680502,116,127,120,5.310053,10.92408,10.92408,0.529185731729408
"CD28","Cd28",0.148644,0.008671,0.00875,7,1,1,0.055355,0.89999,0.89999,0.555452923436439
"CD2AP","Cd2ap",4.995373,2.220068,1.778465,380,302,232,2.99796866666667,5.98962,5.98962,0.571986555301528
"CD2BP2","Cd2bp2",33.902893,30.270094,27.131417,921,1443,1263,30.4348013333333,27.21709,27.21709,1.11403413085238
"CD300A","Cd300a",0.57161,0.321289,0.235353,16,28,30,0.376084,10.70684,10.70684,0.117545298304239
"CD300C","Cd300c2",1.320492,1.575884,2.261155,21,43,64,1.719177,1.1793,1.1793,1.24772954618455
"CD300E","Cd300e",0.134817,0.095915,0.113303,4,5,6,0.114678333333333,0.86896,0.86896,0.596416367034786
"CD300LB","Cd300lb",0.025863,0,0.014441,1,0,1,0.0134346666666667,0.37241,0.37241,0.738434335706288
"CD300LD","Cd300ld",0.027332,0.029672,0,1,2,0,0.0190013333333333,0,0,1.01900133333333
"CD300LF","Cd300lf",0.083458,0.321072,0.115532,3,9,5,0.173354,3.44481,3.44481,0.263982937403399
"CD300LG","Cd300lg",0.212813,0.173534,0.07222,6,7,5,0.152855666666667,1.1793,1.1793,0.529002737882195
"CD302","Cd302",7.735736,8.132313,8.831151,133,248,265,8.23306666666667,7.16892,7.16892,1.13026773020995
"CD320","Cd320",6.533845,9.53089,9.155474,111,237,235,8.40673633333333,43.78941,43.78941,0.210021438847561
"CD33","Cd33",2.037422,0.727464,2.219251,97,62,78,1.661379,8.87581,8.87581,0.269484629615191
"CD34","Cd34",26.412175,25.990754,24.420158,702,1380,1275,25.6076956666667,22.06539,22.06539,1.15357666472003
"CD36","Cd36",0.296264,0.567661,0.677692,11,39,31,0.513872333333333,6.64134,6.64134,0.198116080861908
"CD37","Cd37",3.392465,3.377045,2.816715,27,50,48,3.19540833333333,45.55836,45.55836,0.0901107413004524
"CD38","Cd38",2.566643,2.318901,2.179755,124,193,174,2.35509966666667,1.24137,1.24137,1.496896838392
"CD3D","Cd3d",0,0,1.729489,0,0,4,0.576496333333333,12.59993,12.59993,0.115919444683416
"CD3E","Cd3e",0.053951,0.031001,0,2,2,0,0.0283173333333333,11.14132,11.14132,0.0846956783392031
"CD3G","Cd3g",0.027279,0,0.045553,1,0,1,0.0242773333333333,9.89994,9.89994,0.0939709148246076
"CD4","Cd4",12.06679,8.952398,2.205635,38,71,27,7.74160766666667,16.35508,16.35508,0.503691580025368
"CD40","Cd40",0.031776,0.42337,0.346048,1,12,9,0.267064666666667,7.47927,7.47927,0.149430866886733
"CD40LG","Cd40lg",0,0,0,0,0,0,0,0.93103,0.93103,0.517858345028301
"CD44","Cd44",0.696735,0.690782,0.874226,54,82,98,0.753914333333333,69.42374,69.42374,0.0249051574558996
"CD46","Cd46",0.568164,0.287191,0.28221,46,29,31,0.379188333333333,50.9273,50.9273,0.026559985466861
"CD47","Cd47",36.352761,17.564241,16.44935,2192,1583,1539,23.4554506666667,62.90654,62.90654,0.382675242106155
"CD48","Cd48",0.331383,0.650907,0.380491,5,17,10,0.454260333333333,16.32405,16.32405,0.083944593402428
"CD5","Cd5",0.06872,0.056035,0.036779,2,3,2,0.0538446666666667,0.9931,0.9931,0.528746508788654
"CD52","Cd52",1.404545,2.756545,2.455876,6,21,19,2.20565533333333,40.00322,40.00322,0.0781805754117197
"CD53","Cd53",2.863891,4.230173,3.519825,69,176,145,3.537963,42.36183,42.36183,0.104653401390117
"CD55","Cd55",2.682385,2.337915,2.14433,70,133,106,2.38821,20.85505,20.85505,0.155030988261294
"CD59","Cd59a",4.929373,6.38713,6.72495,114,199,238,6.01381766666667,154.61292,154.61292,0.0450722065151574
"CD5L","Cd5l",0,0,0.038219,0,0,2,0.0127396666666667,0.18621,0.18621,0.853760857408609
"CD6","Cd6",0.705464,0.643908,0.476893,24,28,18,0.608755,5.58618,5.58618,0.244262227877161
"CD63","Cd63",43.512965,53.473006,63.393248,444,1052,1250,53.4597396666667,1020.19076,1020.19076,0.0533296439801969
"CD68","Cd68",5.48754,7.440236,5.923259,76,145,118,6.28367833333333,120.84759,120.84759,0.0597769585211602
"CD69","Cd69",0.056598,0.049682,0,2,2,0,0.0354266666666667,8.31719,8.31719,0.111130788002248
"CD7","Cd7",0.93117,0.702923,0.369404,11,15,8,0.667832333333333,8.22409,8.22409,0.18081266914496
"CD70","Cd70",0.106782,0.113126,0.222486,1,2,4,0.147464666666667,0.34138,0.34138,0.855435944077492
"CD72","Cd72",0.47491,0.970412,0.529657,3,10,6,0.658326333333333,8.09995,8.09995,0.182234664293027
"CD74","Cd74",3.744466,4.748345,5.546968,62,127,166,4.67992633333333,1636.78037,1636.78037,0.00346806350678958
"CD79A","Cd79a",0.154189,0.451826,0.318949,3,16,11,0.308321333333333,0.55862,0.55862,0.839410076435137
"CD79B","Cd79b",0.065553,0.145969,0.251681,1,4,7,0.154401,4.12756,4.12756,0.22513651717386
"CD80","Cd80",0.457038,0.247525,0.42673,17,16,14,0.377097666666667,0.18621,0.18621,1.16092232123036
"CD81","Cd81",228.759737,290.02711,304.296613,2987,6827,6886,274.361153333333,554.33479,554.33479,0.495847114734759
"CD82","Cd82",16.510835,16.96237,23.634148,252,504,583,19.0357843333333,36.93082,36.93082,0.528219119263262
"CD83","Cd83",8.926784,13.621329,17.217543,272,741,958,13.2552186666667,8.5965,8.5965,1.48546018513694
"CD84","Cd84",1.24389,1.444939,1.152586,42,69,60,1.28047166666667,2.48274,2.48274,0.654792395259671
"CD86","Cd86",1.335029,0.968519,1.43048,21,36,43,1.244676,6.95168,6.95168,0.282289528753672
"CD8A","Cd8a",0,0.020595,0.062075,0,1,5,0.0275566666666667,17.50335,17.50335,0.0555335475287808
"CD9","Cd9",28.40461,41.511122,47.962752,420,1118,1242,39.292828,259.4468,259.4468,0.154706558114747
"CD93","Cd93",1.346982,0.712151,0.696271,140,130,128,0.918468,4.40687,4.40687,0.354820441401402
"CD96","Cd96",0,0,0,0,0,0,0,2.32757,2.32757,0.300519598385609
"CD99L2","Cd99l2",25.621372,24.92245,37.257063,1278,2197,2235,29.2669616666667,115.75796,115.75796,0.259228250190965
"CDA","Cda",1.7756,3.384445,4.3745,17,56,76,3.17818166666667,5.95859,5.95859,0.600435097723341
"CDADC1","Cdadc1",41.603934,30.729881,31.420858,642,987,981,34.584891,40.15839,40.15839,0.864584134607792
"CDAN1","Cdan1",7.57384,7.326837,5.965149,288,389,348,6.95527533333333,8.96891,8.96891,0.79800854189007
"CDC123","Cdc123",170.142293,184.813525,165.016279,700,1291,1179,173.324032333333,51.48591,51.48591,3.32134914557704
"CDC14A","Cdc14a",1.371812,1.437836,0.795801,51,62,60,1.20181633333333,4.65515,4.65515,0.389347114282262
"CDC14B","Cdc14b",4.666292,1.151836,1.761382,147,149,149,2.52650333333333,23.39987,23.39987,0.14452959517134
"CDC16","Cdc16",19.624735,18.275174,18.170436,505,1047,1013,18.690115,42.11355,42.11355,0.456703634936116
"CDC20","Cdc20",0.480364,0.926978,0.442168,4,20,12,0.616503333333333,1.1793,1.1793,0.741753468239037
"CDC23","Cdc23",20.2409,16.155417,18.88883,494,973,884,18.4283823333333,11.14132,11.14132,1.60018699229848
"CDC25A","Cdc25a",1.685743,1.76678,1.583627,87,119,116,1.67871666666667,0.24827,0.24827,2.14594331888667
"CDC25B","Cdc25b",3.388013,3.06993,2.604742,117,145,160,3.020895,17.75162,17.75162,0.214429206649879
"CDC25C","Cdc25c",0.966146,0.347087,0.064459,6,13,3,0.459230666666667,0.12414,0.12414,1.29808624074107
"CDC26","Cdc26",13.333004,19.169317,17.425889,201,432,462,16.6427366666667,20.57575,20.57575,0.817711396668328
"CDC27","Cdc27",14.71771,7.784725,5.383718,894,845,752,9.29538433333333,8.75167,8.75167,1.05575602264364
"CDC34","Cdc34",52.071662,83.161943,72.855001,289,669,674,69.3628686666667,85.40641,85.40641,0.814324639418148
"CDC37","Cdc37",58.834266,66.2687,63.448496,1169,2431,2448,62.8504873333333,136.9544,136.9544,0.462837628472403
"CDC37L1","Cdc37l1",90.260692,54.265484,57.90566,1950,2546,2522,67.4772786666667,9.74477,9.74477,6.37307998837264
"CDC40","Cdc40",8.693597,6.74635,6.273865,452,613,572,7.23793733333333,5.05859,5.05859,1.35971196818622
"CDC42","Cdc42",144.605612,158.298312,150.089683,3438,6602,6308,150.997869,131.64753,131.64753,1.14587786896597
"CDC42BPA","Cdc42bpa",67.351776,13.352966,19.382158,5085,2023,2246,33.3623,21.3516,21.3516,1.53735303065552
"CDC42BPB","Cdc42bpb",34.721948,17.421491,24.570871,2094,1822,1950,25.5714366666667,33.39291,33.39291,0.77258471779988
"CDC42BPG","Cdc42bpg",4.088203,2.225518,1.097041,68,67,72,2.470254,1.02413,1.02413,1.71444225420304
"CDC42EP1","Cdc42ep1",7.843544,6.17633,7.880622,286,425,552,7.30016533333333,208.02296,208.02296,0.0397093474005599
"CDC42EP2","Cdc42ep2",2.780035,3.524123,4.06201,142,319,373,3.45538933333333,20.76195,20.76195,0.204733001102076
"CDC42EP3","Cdc42ep3",8.516956,7.976837,7.9614,130,220,203,8.151731,6.5172,6.5172,1.21743880700261
"CDC42EP4","Cdc42ep4",9.403183,11.134447,13.124331,415,833,910,11.2206536666667,35.90669,35.90669,0.331122993329032
"CDC42EP5","Cdc42ep5",0.724943,1.173452,1.72562,8,17,22,1.208005,16.78956,16.78956,0.124118022030899
"CDC42SE1","Cdc42se1",23.571646,28.100267,25.403433,704,1411,1251,25.691782,63.34102,63.34102,0.414848598918699
"CDC42SE2","Cdc42se2",48.106236,43.959017,38.693738,2025,3430,3128,43.5863303333333,81.8685,81.8685,0.53803713513981
"CDC45","Cdc45",0.522871,0.857972,0.83346,16,33,34,0.738101,3.19653,3.19653,0.414175759496536
"CDC5L","Cdc5l",21.94382,20.480589,16.346603,820,1388,1233,19.5903373333333,7.13789,7.13789,2.53018132873919
"CDC6","Cdc6",0.139776,0.091453,0.078754,2,9,7,0.103327666666667,0.89999,0.89999,0.580701828255237
"CDC7","Cdc7",4.656437,2.483481,2.508829,112,118,112,3.216249,1.70689,1.70689,1.55759894195922
