"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0,0,1.22758666666667
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0,0,1.25256866666667
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.17711,0.17711,0.952003636023821
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,2.34039,2.34039,1.63807070431896
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0,0,2.05952433333333
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,2.37835,2.37835,1.38439040754609
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,4.52898,4.52898,0.216710074311476
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,0.97411,0.97411,0.524617000403557
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,0.35422,0.35422,1.27209537593596
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,1.82171,1.82171,0.795402315144599
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,0.0506,0.0506,8.08906973792753
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,11.84113,11.84113,0.551677850781045
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,3.88379,3.88379,0.490171772332553
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,42.98734,42.98734,0.639939840266161
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,10.68991,10.68991,2.751264067331
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,0.10121,0.10121,4.33868865460115
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,23.21418,23.21418,0.0943522211640727
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,4.28861,4.28861,0.538866230131043
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,0,0,1.823836
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,9.7917,9.7917,1.29797038464746
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,7.2742,7.2742,3.09705256500125
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,0.24036,0.24036,26.2222287615423
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,1.29038,1.29038,16.2533474794576
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.50603,0.50603,0.752873670068547
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,0.13916,0.13916,21.8968032000187
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,11.71462,11.71462,1.04260300347159
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,34.05589,34.05589,0.0906609131874843
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,55.96704,55.96704,0.338247397091371
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,57.8267,57.8267,0.197775533898723
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,0.27832,0.27832,1.68850209650166
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,0,0,4.70049066666667
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,12.91644,12.91644,0.557794833544594
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,0.36687,0.36687,23.2607129183219
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,5.16152,5.16152,3.93768821113405
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,128.91142,128.91142,1.53154103516586
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,1.17652,1.17652,11.1651601333015
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,173.44216,173.44216,0.139511543539704
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0,0,1.22324666666667
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,12.208,12.208,0.113984277205734
"ADH4","Adh4",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,226.60073,226.60073,0.173880332750544
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0,0,1.29098566666667
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,136.10972,136.10972,0.10362055780339
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,300.50657,300.50657,0.0722266870226631
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.80965,0.80965,0.558690722883799
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,121.2071,121.2071,0.17809359139799
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,53.12061,53.12061,0.376007649088459
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,79.81376,79.81376,0.724901600915488
"ADM","Adm",1.472719,1.50672,1.165264,17,38,29,1.38156766666667,6.5531,6.5531,0.315309961031453
"ADM2","Adm2",0.06019,0,0.031469,1,0,1,0.030553,0,0,1.030553
"ADNP","Adnp",20.207349,3.567829,2.782489,1436,375,352,8.85255566666667,34.11915,34.11915,0.28054652993215
"ADNP2","Adnp2",5.170136,3.315508,2.893259,396,452,398,3.79296766666667,6.79347,6.79347,0.614997897812742
"ADO","Ado",14.29054,12.785446,12.317421,920,1503,1462,13.1311356666667,30.9691,30.9691,0.442024819799953
"ADORA1","Adora1",47.408391,27.936659,26.511368,3304,3483,3281,33.9521393333333,4.0609,4.0609,6.90630902276934
"ADORA2A","Adora2a",6.502209,9.171842,4.196263,183,459,188,6.623438,1.79641,1.79641,2.7261517445582
"ADORA2B","Adora2b",1.29334,2.563907,2.562096,33,118,118,2.139781,0.91086,0.91086,1.64312456171567
"ADORA3","Adora3",0.448499,0.477412,0.433475,10,20,22,0.453128666666667,8.70373,8.70373,0.149749494953659
"ADPGK","Adpgk",5.807193,6.712856,5.905743,223,432,388,6.14193066666667,21.91115,21.91115,0.311722923845668
"ADPRH","Adprh",26.683697,34.371945,32.540055,763,1869,1846,31.1985656666667,15.21889,15.21889,1.98525088132829
"ADPRHL1","Adprhl1",0.498761,0.146616,0.289214,2,4,4,0.311530333333333,185.67546,185.67546,0.00702572439534009
"ADPRM","Adprm",12.160991,10.413378,10.967549,116,229,211,11.1806393333333,7.91939,7.91939,1.36563591605853
"ADRA1A","Adra1a",2.620797,0.933185,0.773686,160,82,79,1.442556,11.61341,11.61341,0.193647554467824
"ADRA1B","Adra1b",6.359223,5.133998,4.918324,193,311,310,5.470515,1.15122,1.15122,3.00783508892628
"ADRA1D","Adra1d",8.659682,4.829933,4.16054,189,213,192,5.883385,0.03795,0.03795,6.63171154679898
"ADRA2A","Adra2a",5.112267,2.856024,3.347331,252,274,324,3.771874,0.32892,0.32892,3.59079101827047
"ADRA2B","Adra2b",0.220139,0.281649,0.31414,13,30,34,0.271976,3.99765,3.99765,0.254514821966324
"ADRA2C","Adra2c",3.923102,4.984747,3.927721,137,357,299,4.27852333333333,0.25302,0.25302,4.21264092618899
"ADRB1","Adrb1",6.765694,4.472971,3.578121,245,299,236,4.93892866666667,20.94969,20.94969,0.27057004753446
"ADRB2","Adrb2",0.694167,0.58929,0.548708,21,32,30,0.610721666666667,4.92115,4.92115,0.272028519234721
"ADRB3","Adrb3",0.486277,0.398212,0.480951,16,26,26,0.455146666666667,0.0253,0.0253,1.41923989726584
"ADRM1","Adrm1",30.962133,37.057862,35.119415,572,1345,1251,34.3798033333333,6.62901,6.62901,4.63753532022285
"ADSL","Adsl",17.650191,23.588878,38.168756,228,505,604,26.469275,61.87495,61.87495,0.436887424960179
"ADTRP","Adtrp",0.234314,0.229955,0.807253,3,2,6,0.423840666666667,0.32892,0.32892,1.07142692311551
"AEBP1","Aebp1",6.758276,3.484979,4.486671,305,287,379,4.90997533333333,5.7308,5.7308,0.878049464154831
"AEBP2","Aebp2",22.832316,8.537368,7.13301,918,638,547,12.8342313333333,24.13768,24.13768,0.550338429534203
"AEN","Aen",9.5282,11.860819,14.729045,249,455,506,12.0393546666667,2.06208,2.06208,4.2583324624656
"AFAP1","Afap1",4.956789,1.515847,1.625117,274,146,181,2.699251,2.26449,2.26449,1.13317884263698
"AFAP1L1","Afap1l1",6.53758,4.847107,5.262005,298,419,464,5.54889733333333,41.81082,41.81082,0.152972947804628
"AFAP1L2","Afap1l2",2.241576,10.620168,2.048348,118,168,171,4.97003066666667,4.8579,4.8579,1.01914178573664
"AFF1","Aff1",3.365918,0.816005,0.843899,424,189,190,1.675274,90.81993,90.81993,0.0291360927850849
"AFF2","Aff2",3.566507,0.840743,1.32994,208,98,116,1.91239666666667,0.18976,0.18976,2.44788584812623
"AFF3","Aff3",9.105746,3.723128,3.256042,738,434,497,5.36163866666667,2.391,2.391,1.87603617418657
"AFF4","Aff4",43.948923,12.871168,11.380485,3895,2426,2195,22.7335253333333,19.40629,19.40629,1.16304949764672
"AFG3L1P","Afg3l1",10.092773,9.068235,6.603585,301,442,368,8.58819766666667,12.76463,12.76463,0.696582303096172
"AFG3L2","Afg3l2",21.800312,16.782605,15.745274,993,1367,1299,18.109397,129.68312,129.68312,0.146226972542437
"AFM","Afm",0,0.039929,0.016053,0,2,1,0.0186606666666667,0,0,1.01866066666667
"AFMID","Afmid",2.006966,2.131569,3.24086,15,34,61,2.45979833333333,26.0606,26.0606,0.127853718444282
"AFP","Afp",0,0.078832,0.077632,0,1,1,0.0521546666666667,0,0,1.05215466666667
"AFTPH","Aftph",72.188208,41.162176,44.907084,1323,1499,1308,52.7524893333333,16.06649,16.06649,3.14959252507887
"AGA","Aga",4.821519,5.055691,5.538842,74,141,150,5.138684,13.28332,13.28332,0.429779911113103
"AGAP1","Agap1",24.856339,10.955201,9.047835,2133,1270,1393,14.953125,5.25007,5.25007,2.55247141232018
"AGAP2","Agap2",135.656189,73.452508,67.2393,9100,9569,9190,92.115999,12.42306,12.42306,6.93701726729971
"AGAP3","Agap3",156.669064,128.506526,129.502142,2325,3672,3677,138.225910666667,8.36216,8.36216,14.871131305881
"AGBL1","Agbl1",0.058622,0.074482,0,3,5,0,0.044368,0,0,1.044368
"AGBL2","Agbl2",0.499955,0.379418,0.312879,28,28,30,0.397417333333333,0.21506,0.21506,1.15008092878815
"AGBL3","Agbl3",6.784083,6.182012,7.516724,80,132,152,6.82760633333333,2.77052,2.77052,2.07600180700098
"AGBL4","Agbl4",5.013033,4.084514,4.151939,133,196,207,4.41649533333333,0.17711,0.17711,4.60152010715509
"AGBL5","Agbl5",4.189095,4.766971,5.182703,104,151,163,4.712923,10.13327,10.13327,0.513139715465447
"AGER","Ager",0.125757,0.200953,0.329448,3,6,11,0.218719333333333,2.50485,2.50485,0.347723678141242
"AGFG1","Agfg1",18.638075,11.103742,9.913344,1573,1406,1273,13.218387,53.28507,53.28507,0.261920763849066
"AGFG2","Agfg2",22.672683,21.468917,19.756163,446,776,753,21.2992543333333,5.80671,5.80671,3.27606939818699
"AGGF1","Aggf1",18.345202,11.153594,10.220517,831,907,845,13.239771,22.46778,22.46778,0.606779635738873
"AGK","Agk",18.177968,15.875113,11.550907,475,757,652,15.2013293333333,47.02294,47.02294,0.337366461389772
"AGMAT","Agmat",0.3862,0.728524,0.512814,7,25,18,0.542512666666667,0.10121,0.10121,1.40074342465712
"AGMO","Agmo",3.9206,3.245419,3.64135,82,163,155,3.60245633333333,0.60724,0.60724,2.86357752005508
"AGPAT1","Agpat1",43.115412,35.605705,32.64613,1137,1642,1519,37.1224156666667,36.49749,36.49749,1.01666579994199
"AGPAT2","Agpat2",2.470116,0.98033,1.086903,20,26,34,1.51244966666667,6.46455,6.46455,0.336584210256032
"AGPAT3","Agpat3",67.885278,56.179387,63.720075,3825,4799,4697,62.5949133333333,23.619,23.619,2.58316395196122
"AGPAT4","Agpat4",43.200797,33.403564,37.79349,553,848,852,38.132617,1.80906,1.80906,13.9308583654319
"AGPAT5","Agpat5",15.13271,16.130411,15.541167,843,1310,1255,15.6014293333333,5.40188,5.40188,2.59321157743246
"AGPS","Agps",8.133218,8.561675,11.835603,638,780,773,9.51016533333333,13.37187,13.37187,0.731301169112533
"AGR2","Agr2",0,0,0,0,0,0,0,0,0,1
"AGR3","Agr3",0,0,0,0,0,0,0,0.37952,0.37952,0.724889816747854
"AGRN","Agrn",24.511307,10.078522,12.245765,1869,1421,1514,15.6118646666667,1.27773,1.27773,7.29316673471687
"AGRP","Agrp",0.292798,0.330654,0.732413,2,4,9,0.451955,0,0,1.451955
"AGT","Agt",24.636142,38.630912,43.058485,645,1866,2110,35.4418463333333,61.35627,61.35627,0.584413505383393
"AGTPBP1","Agtpbp1",329.171694,144.485496,160.080693,3030,2568,2452,211.245961,30.1468,30.1468,6.81437454248911
"AGTR1","Agtr1a",0.319277,0.164019,0.177383,8,9,4,0.220226333333333,8.62783,8.62783,0.12673949720065
"AGTR2","Agtr2",1.918311,1.073092,0.53215,11,37,27,1.17451766666667,0.45543,0.45543,1.49407231310792
"AGTRAP","Agtrap",3.541017,8.409958,2.543255,151,256,229,4.83141,3.188,3.188,1.39240926456542
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",17.691296,7.152206,7.889562,790,609,533,10.9110213333333,17.74904,17.74904,0.635286997805399
"AHCY","Ahcy",11.940204,17.740642,21.048502,245,588,637,16.9097826666667,49.11032,49.11032,0.357407070373262
"AHCYL1","Ahcyl1",138.162235,108.242731,87.083386,5679,7420,6913,111.162784,76.15768,76.15768,1.45368269237748
"AHCYL2","Ahcyl2",269.314121,132.143313,140.12238,2753,2688,2764,180.526604666667,9.34892,9.34892,17.5406327101443
"AHDC1","Ahdc1",17.72598,4.463136,4.968801,911,434,599,9.052639,4.69344,4.69344,1.76565292687725
"AHI1","Ahi1",56.553012,44.270584,41.192026,3148,4134,4056,47.3385406666667,17.36952,17.36952,2.6314536616453
"AHR","Ahr",1.730506,0.676089,0.434307,142,98,62,0.946967333333333,20.73462,20.73462,0.089579083201516
"AHRR","Ahrr",0.720399,1.827892,1.00315,10,20,20,1.18381366666667,0.60724,0.60724,1.35873526459438
"AHSA1","Ahsa1",77.647894,78.831428,78.188863,1209,2187,2237,78.2227283333333,285.64191,285.64191,0.276382223148504
"AHSG","Ahsg",0,0,0,0,0,0,0,0.0759,0.0759,0.929454410261177
"AICDA","Aicda",0.028862,0.034002,0,1,1,0,0.0209546666666667,0.20241,0.20241,0.849090299204653
"AIDA","Aida",31.991439,28.59095,31.176697,688,1090,1064,30.586362,85.73432,85.73432,0.364173743450113
"AIF1","Aif1",7.304654,8.084613,8.397708,36,76,85,7.92899166666667,32.94262,32.94262,0.263061356685685
"AIF1L","Aif1l",34.542793,40.149207,55.149777,110,274,331,43.2805923333333,40.44454,40.44454,1.06843005938378
"AIFM1","Aifm1",10.879339,6.708452,7.016053,259,336,324,8.20128133333333,293.48539,293.48539,0.0312452897351999
"AIFM2","Aifm2",4.119718,2.559799,3.431569,92,140,150,3.370362,4.99706,4.99706,0.728750754536389
"AIFM3","Aifm3",28.629909,23.222468,22.374908,667,1104,1112,24.7424283333333,0.13916,0.13916,22.5977284431804
"AIG1","Aig1",27.451352,33.621267,32.341096,439,914,903,31.137905,138.3236,138.3236,0.230670934428912
"AIM2","Aim2",1.590907,1.358786,2.430723,39,31,49,1.793472,0.24036,0.24036,2.25214615111742
"AIMP1","Aimp1",65.5153,103.599464,100.624808,373,770,847,89.9131906666667,68.37745,68.37745,1.31041412831787
"AIMP2","Aimp2",13.737881,18.489672,18.690802,153,425,475,16.972785,22.822,22.822,0.754461632104777
"AIP","Aip",68.11778,107.33468,109.777164,524,1431,1590,95.0765413333333,8.77964,8.77964,9.82413885719038
"AIPL1","Aipl1",0,0,0.033089,0,0,2,0.0110296666666667,0,0,1.01102966666667
"AIRE","Aire",0.023436,0,0.088063,1,0,3,0.0371663333333333,0,0,1.03716633333333
"AJAP1","Ajap1",21.119505,16.864998,14.499878,433,554,524,17.4947936666667,0,0,18.4947936666667
"AJUBA","Ajuba",0.884013,0.77143,0.636819,33,52,44,0.764087333333333,9.07061,9.07061,0.175171844936239
"AK1","Ak1",76.573928,113.763488,101.222765,926,2275,2214,97.186727,105.84906,105.84906,0.918929254033681
"AK2","Ak2",11.653287,16.837719,18.646921,120,303,277,15.7126423333333,173.40421,173.40421,0.0958270579209833
"AK3","Ak3",33.010303,33.454311,32.082783,1352,2416,2338,32.8491323333333,285.74311,285.74311,0.118046889891559
"AK4","Ak4",22.250708,20.701807,18.647676,707,1016,947,20.533397,71.76786,71.76786,0.295919063718515
"AK5","Ak5",84.513262,63.327181,57.311635,2157,2779,2386,68.384026,1.23978,1.23978,30.9780540945986
"AK7","Ak7",0.544859,0.755696,0.878624,25,61,72,0.726393,0.55663,0.55663,1.10905802920411
"AK8","Ak8",0.863153,2.322998,1.373442,18,55,44,1.51986433333333,0.12651,0.12651,2.23687702136096
"AKAP1","Akap1",10.356696,7.534214,6.260469,498,668,604,8.05045966666667,180.51394,180.51394,0.0498609620102272
"AKAP10","Akap10",6.775427,3.815756,3.665501,390,385,372,4.752228,13.06825,13.06825,0.40888013789917
"AKAP12","Akap12",5.909893,1.848971,2.745559,555,312,431,3.50147433333333,10.50015,10.50015,0.391427445149266
"AKAP13","Akap13",3.725956,1.208087,1.420935,477,215,246,2.118326,97.52484,97.52484,0.0316501503580214
"AKAP3","Akap3",0.117819,0.07946,0.026067,5,6,2,0.0744486666666667,3.45366,3.45366,0.241250716639049
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",13.026879,2.181316,2.006899,1353,373,303,5.73836466666667,0.27832,0.27832,5.27126593236957
"AKAP7","Akap7",21.382734,18.060142,17.944176,358,513,477,19.1290173333333,17.63518,17.63518,1.08016221648159
"AKAP8","Akap8",27.923842,13.602911,12.024912,704,543,568,17.850555,13.56163,13.56163,1.2945360512525
"AKAP8L","Akap8l",83.654003,60.283041,50.996625,851,1074,1057,64.9778896666667,26.81965,26.81965,2.37162903439356
"AKAP9","Akap9",13.821355,3.007416,3.111023,1439,354,369,6.646598,60.43276,60.43276,0.124471015139154
"AKIP1","Akip1",2.27115,3.728828,2.175458,15,46,42,2.72514533333333,32.39864,32.39864,0.111535838984262
"AKIRIN1","Akirin1",20.536586,22.491827,19.881167,808,1451,1234,20.96986,92.35068,92.35068,0.235347616107349
"AKIRIN2","Akirin2",34.843798,31.178833,27.031515,607,969,847,31.0180486666667,50.4513,50.4513,0.622298147309527
"AKNA","Akna",0.660719,0.23694,0.310824,54,36,48,0.402827666666667,0.88555,0.88555,0.74398857981314
"AKR1A1","Akr1a1",209.1607,300.301611,306.104594,2801,7599,7741,271.855635,51.66578,51.66578,5.18089041878806
"AKR1B15","Akr1b8",0.520141,0.508385,0.801812,8,16,20,0.610112666666667,0.0506,0.0506,1.5325648835586
"AKR1C2","Akr1c21",0,0,0.07476,0,0,2,0.02492,4.25066,4.25066,0.195198317925746
"AKR1C3","Akr1c18",0.656984,0.681187,1.19493,10,18,32,0.844367,15.5225,15.5225,0.111627598729006
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.155068,0.015046,0,6,1,0,0.0567046666666667,0.03795,0.03795,1.01806895001365
"AKT1","Akt1",83.958424,79.399325,78.231383,1666,3307,3280,80.5297106666667,47.36451,47.36451,1.68573424328431
"AKT1S1","Akt1s1",34.010989,61.147788,49.544858,257,609,641,48.234545,11.82848,11.82848,3.83790947953304
"AKT2","Akt2",34.302723,32.858271,27.294217,1075,2045,1807,31.4850703333333,30.34922,30.34922,1.03623217207105
"AKT3","Akt3",47.803827,20.398382,24.561359,2441,2580,2446,30.9211893333333,9.66519,9.66519,2.9930258470157
"AKTIP","Aktip",51.227966,57.046642,60.644859,1277,2500,2588,56.306489,110.34008,110.34008,0.514697753046342
"ALAD","Alad",10.95258,13.556839,13.328189,167,384,382,12.612536,53.20917,53.20917,0.251111315668548
"ALAS1","Alas1",50.068718,45.604604,52.745632,563,994,1033,49.4729846666667,185.65016,185.65016,0.270414901689164
"ALAS2","Alas2",2.592223,3.081057,3.717027,61,151,188,3.13010233333333,0,0,4.13010233333333
"ALB","Alb",0,0,0.019558,0,0,1,0.00651933333333333,14.61165,14.61165,0.0644723224856651
"ALCAM","Alcam",48.677782,24.717682,21.542692,2392,2305,1918,31.646052,11.08208,11.08208,2.70202249943718
"ALDH16A1","Aldh16a1",3.323192,7.893283,8.802586,66,126,151,6.67302033333333,0.44278,0.44278,5.31821922492226
"ALDH18A1","Aldh18a1",13.982354,11.926727,12.967723,323,408,429,12.9589346666667,12.208,12.208,1.0568545326065
"ALDH1A1","Aldh1a7",0.277699,0.340262,0.316219,8,17,16,0.311393333333333,37.66136,37.66136,0.03392000005518
"ALDH1A2","Aldh1a2",4.468115,3.73606,4.469738,145,215,261,4.22463766666667,12.35981,12.35981,0.391071255254878
"ALDH1A3","Aldh1a3",0.85542,0.264278,0.373443,14,14,16,0.497713666666667,1.39159,1.39159,0.626241816810852
"ALDH1B1","Aldh1b1",7.316005,2.972701,4.657777,109,148,159,4.982161,15.24419,15.24419,0.368264653392998
"ALDH1L1","Aldh1l1",34.44336,28.134243,31.388225,856,1228,1207,31.3219426666667,21.68343,21.68343,1.42491425091649
"ALDH1L2","Aldh1l2",1.295726,0.499244,0.595176,80,51,74,0.796715333333333,1.88497,1.88497,0.62278475454973
"ALDH2","Aldh2",64.213267,69.542368,70.273546,861,1684,1796,68.009727,277.83638,277.83638,0.24749183374135
"ALDH3A1","Aldh3a1",0.462092,0.910598,0.437137,11,39,19,0.603275666666667,0,0,1.60327566666667
"ALDH3A2","Aldh3a2",31.570977,28.602553,27.485908,660,1170,1067,29.2198126666667,82.45777,82.45777,0.362097054194794
"ALDH3B1","Aldh3b1",2.329792,2.259279,2.141484,44,94,107,2.24351833333333,2.25184,2.25184,0.997440936003412
"ALDH3B2","Aldh3b3",0,0.020534,0.138996,0,2,1,0.0531766666666667,0,0,1.05317666666667
"ALDH4A1","Aldh4a1",5.686843,5.32672,5.346358,287,492,502,5.453307,3.99765,3.99765,1.29126829609917
"ALDH5A1","Aldh5a1",19.267165,10.252878,10.42851,1634,1537,1585,13.3161843333333,27.81906,27.81906,0.496760974623507
"ALDH6A1","Aldh6a1",21.885879,20.720701,18.263963,1049,1746,1511,20.290181,97.86641,97.86641,0.21534291575875
"ALDH7A1","Aldh7a1",58.704928,60.431991,49.706448,998,1725,1656,56.2811223333333,83.48248,83.48248,0.678023684121647
"ALDH8A1","Aldh8a1",0.312469,0.139502,0.138359,2,3,1,0.196776666666667,1.05001,1.05001,0.5837906481757
"ALDH9A1","Aldh9a1",10.506039,12.75201,13.973009,391,850,872,12.4103526666667,102.5472,102.5472,0.129509563432586
"ALDOA","Aldoa",835.56642,974.644376,956.082378,14542,30761,30936,922.097724666667,463.17027,463.17027,1.98870497385941
"ALDOB","Aldob",0.351368,0.169588,0.166981,10,8,5,0.229312333333333,1.6952,1.6952,0.45611172949441
