"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"NSUN4",6.703762,6.345684,6.907471,6.65230566666667,371,229,248,6.795714,5.915594,5.867168,6.19282533333333,264,217,241,1.06388036856727
"NSUN5",18.114751,19.455883,14.432025,17.3342196666667,230,214,207,14.104352,13.328611,16.271304,14.568089,202,135,171,1.17767952551316
"NSUN5P1",18.178297,14.963942,13.762148,15.6347956666667,1365,791,778,24.24696,20.669105,22.965955,22.62734,1349,1025,1170,0.704048600759403
"NSUN5P2",10.127343,8.423127,10.671029,9.74049966666667,277,171,172,14.751861,10.167875,14.785537,13.235091,329,195,292,0.754508676247076
"NSUN6",13.435688,14.327558,16.147417,14.6368876666667,240,133,140,24.418096,18.445041,12.391821,18.4183193333333,188,151,141,0.805264729570314
"NSUN7",2.178533,0.247144,0.824414,1.08336366666667,42,10,18,0.825373,1.528564,1.088996,1.14764433333333,25,37,22,0.970069221579675
"NT5C",34.061776,20.659928,29.268053,27.9965856666667,222,116,134,19.410596,17.78296,17.076171,18.089909,107,75,84,1.51894834420985
"NT5C1A",0.057163,0.150583,0.173353,0.127033,1,2,2,0,0,0,0,0,0,0,1.127033
"NT5C1B",0.239467,0.101695,0.298046,0.213069333333333,2,1,1,0,0.300937,0,0.100312333333333,0,1,0,1.10247726630348
"NT5C1B.RDH14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NT5C2",57.449224,61.340603,66.596659,61.7954953333333,1471,1170,1147,61.333955,46.222977,50.800662,52.7858646666667,1261,943,969,1.16750926516666
"NT5C3A",35.369151,34.995914,32.304791,34.2232853333333,353,266,317,23.893673,33.489392,24.692843,27.358636,192,182,206,1.24206556808068
"NT5C3AP1",0.041781,0.056436,0,0.032739,1,1,0,0,0,0,0,0,0,0,1.032739
"NT5C3B",93.20656,104.114104,121.136927,106.152530333333,1182,1064,1052,47.643824,38.473302,50.748396,45.6218406666667,477,361,436,2.29833333049728
"NT5DC1",16.745039,9.225771,9.84015,11.9369866666667,499,278,251,5.822794,6.11367,6.990845,6.309103,163,124,155,1.76998281002014
"NT5DC1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NT5DC1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NT5DC2",193.676656,146.681196,183.965019,174.774290333333,1357,734,843,310.590188,394.645131,320.554134,341.929817666667,1784,1777,1631,0.512566365705151
"NT5DC3",7.184401,7.696165,4.629582,6.50338266666667,397,438,359,6.849511,4.143013,4.094664,5.02906266666667,365,286,372,1.2445355242617
"NT5DC4",0,0.043137,0.098004,0.047047,0,1,2,0,0,0,0,0,0,0,1.047047
"NT5E",4.218536,4.765413,6.900911,5.29495333333333,227,205,226,21.147724,36.487206,21.568451,26.401127,686,1006,765,0.229733373132183
"NT5M",9.010115,7.265601,9.900148,8.725288,146,111,112,2.735391,0.760261,2.340228,1.94529333333333,32,12,28,3.30197603407923
"NTAN1",71.251466,53.16961,70.466897,64.9626576666667,441,258,287,45.151676,48.0238,38.488257,43.887911,197,198,163,1.46949715852597
"NTAN1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NTAN1P2",0.882007,0.672615,1.183682,0.912768,12,7,11,0.178437,0.984311,0.694258,0.619002,2,9,7,1.18144881846965
"NTAN1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NTAQ1",24.058256,18.714122,21.990588,21.5876553333333,192,132,123,5.215554,4.039104,4.910363,4.72167366666667,36,31,33,3.94773568875913
"NTF3",1.712534,0,0.119861,0.610798333333333,23,0,1,0.323296,0.334186,0.262988,0.306823333333333,2,3,3,1.23260603958199
"NTF4",0.356758,0,0,0.118919333333333,4,0,0,0.08842,0.563972,0.102314,0.251568666666667,1,5,1,0.894013539275778
"NTHL1",22.02608,11.680627,22.060944,18.589217,185,91,123,8.127851,6.670208,9.991184,8.263081,64,38,53,2.11476257197794
"NTM",106.210741,70.798351,84.07665,87.0285806666667,2169,1113,1270,113.781635,119.893374,118.584497,117.419835333333,2022,1686,1858,0.743360100264284
"NTMT1",26.478211,22.395055,27.823329,25.5655316666667,279,173,204,19.071975,27.301308,19.869128,22.0808036666667,164,192,166,1.15097949145647
"NTN1",4.149663,0.791397,1.846645,2.26256833333333,452,65,131,1.933767,3.284201,1.975436,2.39780133333333,176,219,154,0.960199850805482
"NTN3",0.591683,0.575578,0.954338,0.707199666666667,18,13,18,0.610371,0.363311,0.191605,0.388429,16,7,4,1.22959090213952
"NTN4",1.6045,1.541018,3.465657,2.203725,93,47,61,3.873621,12.851512,2.66714,6.464091,150,498,113,0.429218373677384
"NTN5",0.832293,0.031563,0.166426,0.343427333333333,14,1,3,0.186728,0.248232,0.513739,0.316233,6,6,8,1.0206607290148
"NTNG1",35.558206,45.903365,44.126148,41.862573,1877,1694,1762,5.112977,3.945745,4.039062,4.365928,201,137,195,7.98791429926007
"NTNG2",12.566766,21.937945,26.570952,20.3585543333333,945,1297,1307,8.022304,4.080376,11.501506,7.868062,523,194,532,2.40848049250595
"NTPCR",29.189433,26.355213,29.515372,28.3533393333333,590,447,479,10.254799,13.02727,12.552688,11.944919,243,197,186,2.26755681772388
"NTRK1",0.779946,0.657115,0.298047,0.578369333333333,30,6,1,1.00674,0.843414,1.32027,1.056808,39,7,38,0.767387784048552
"NTRK2",31.838776,17.27664,15.747604,21.6210066666667,4533,2016,1636,7.076702,6.82461,7.071661,6.990991,867,650,777,2.83081368339254
"NTRK3",18.416027,18.852727,15.329292,17.532682,605,313,368,53.824171,44.335373,37.295503,45.1516823333333,829,663,688,0.401560269594217
"NTRK3.AS1",0.020527,0,0,0.00684233333333333,1,0,0,0,0,0,0,0,0,0,1.00684233333333
"NTS",1.669579,228.552119,230.945044,153.722247333333,30,3199,2928,20.832158,16.559055,25.563588,20.9849336666667,320,206,344,7.03764904089393
"NTSR1",0.052939,0.052647,0.139304,0.08163,4,3,5,0,0.110334,0,0.036778,0,5,0,1.04326094882415
"NTSR2",0,0,0,0,0,0,0,0,0.061423,0,0.0204743333333333,0,1,0,0.979936454387388
"NUAK1",5.216862,3.248685,6.083247,4.849598,377,228,302,7.128602,15.668865,5.04094,9.279469,505,916,434,0.569056436670026
"NUAK2",0.542528,0.489988,0.866179,0.632898333333333,34,24,36,1.549926,2.15565,1.559938,1.75517133333333,81,91,72,0.592666711350317
"NUB1",37.27624,40.441974,41.691211,39.8031416666667,655,498,513,29.73201,28.539301,32.300613,30.1906413333333,478,378,383,1.30818540185195
"NUBP1",16.255368,13.502176,19.932947,16.563497,165,151,161,18.855912,14.256957,21.569584,18.2274843333333,178,128,164,0.913457876002603
"NUBP2",21.525108,20.400254,24.40679,22.1107173333333,399,275,315,21.357493,24.689063,23.717928,23.254828,329,293,290,0.952829569986368
"NUBPL",7.765028,7.71019,10.080109,8.51844233333333,298,226,235,6.228336,5.666282,5.818319,5.90431233333333,149,132,163,1.37862279019146
"NUCB1",110.315089,98.534844,122.679465,110.509799333333,2228,1520,1585,204.165984,191.658459,180.808005,192.210816,3746,2605,3008,0.577140564083811
"NUCB1.AS1",0,0.356348,0,0.118782666666667,0,1,0,0,0,0.369343,0.123114333333333,0,0,1,0.996143165002791
"NUCB2",73.601373,86.608583,96.26818,85.492712,741,636,705,161.126925,144.791304,163.684479,156.534236,1201,805,1048,0.54904073042256
"NUCKS1",727.22124,511.177559,521.579808,586.659535666667,6968,3344,3780,246.603792,419.161277,249.963234,305.242767666667,2554,2693,2188,1.91893359684599
"NUCKS1P1",0,0,0.161748,0.053916,0,0,1,0,0,0,0,0,0,0,1.053916
"NUDC",36.578118,37.093013,44.964131,39.5450873333333,1007,804,875,27.462543,32.762581,29.623829,29.949651,629,600,606,1.31003374911508
"NUDCD1",7.977598,7.09237,7.958866,7.676278,339,247,262,6.464452,10.47939,7.088981,8.010941,237,283,230,0.962860371630444
"NUDCD2",30.975213,26.303411,28.104915,28.4611796666667,466,380,366,15.160512,14.350549,18.19727,15.902777,242,195,222,1.74297866360461
"NUDCD3",76.565436,75.63015,83.809581,78.668389,2217,1882,1733,52.059546,48.241965,42.213913,47.5051413333333,1035,742,882,1.64247308244107
"NUDT1",26.726309,17.836066,10.23556,18.2659783333333,91,36,38,26.078341,27.953668,19.504999,24.512336,64,51,43,0.75516324076844
"NUDT10",6.627095,5.708875,6.484171,6.27338033333333,217,143,148,2.575931,2.068944,2.517202,2.387359,70,45,61,2.14721272039171
"NUDT11",8.999315,8.948163,12.23796,10.0618126666667,367,280,347,5.327945,4.558673,5.500437,5.12901833333333,183,126,166,1.80482616710506
"NUDT12",2.4684,2.036658,2.682419,2.39582566666667,111,75,75,1.369119,1.632728,1.337358,1.44640166666667,62,50,49,1.38808999067338
"NUDT13",3.290884,2.36273,1.561632,2.405082,64,42,37,3.108207,3.261536,2.824874,3.06487233333333,71,55,43,0.837684857179196
"NUDT14",29.970229,39.878616,35.488639,35.1124946666667,231,203,189,31.182397,18.82375,28.816818,26.2743216666667,190,91,146,1.32404739916233
"NUDT15",6.910353,8.232691,9.300897,8.14798033333333,227,207,214,5.77928,5.595309,6.249775,5.874788,158,123,153,1.33065635381532
"NUDT16",12.577102,10.11364,10.537645,11.076129,1289,772,699,5.792892,6.473423,5.260781,5.84236533333333,454,408,391,1.76490561548502
"NUDT16L1",11.654686,13.28785,17.106751,14.016429,261,225,247,12.720125,11.363752,14.505399,12.863092,227,168,237,1.08319478800256
"NUDT16L2P",0.790233,0.894947,1.428938,1.03803933333333,28,26,25,0.253619,0.131961,0.180184,0.188588,8,3,5,1.71467264799353
"NUDT17",2.81157,3.345578,1.850715,2.66928766666667,33,22,17,3.955219,4.255609,2.905738,3.705522,40,25,25,0.77978334107601
"NUDT18",3.167924,4.89935,4.083713,4.050329,90,108,79,2.964308,2.934214,2.993451,2.963991,70,54,60,1.27405158084365
"NUDT19",2.998893,3.745506,4.489764,3.744721,151,143,153,2.129097,2.667719,2.206801,2.334539,91,89,81,1.42290163647809
"NUDT19P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUDT19P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUDT19P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUDT2",17.736996,15.748223,16.840957,16.775392,246,170,140,10.208001,10.233322,12.076125,10.8391493333333,121,93,121,1.50140787142139
"NUDT21",54.516231,57.626161,53.21005,55.1174806666667,2467,2033,2077,25.108964,34.174006,31.859515,30.3808283333333,1181,1136,1103,1.78827276547884
"NUDT22",32.702058,25.971611,36.485229,31.7196326666667,337,200,214,25.972456,28.410444,30.799065,28.3939883333333,228,190,191,1.11314028894684
"NUDT3",23.399317,32.26074,31.621479,29.0938453333333,4397,4615,4068,13.565429,12.556653,13.572874,13.231652,2121,1578,1883,2.11457147303302
"NUDT4",34.594663,34.358361,45.451198,38.1347406666667,2278,1728,2091,28.830148,48.628365,29.125004,35.527839,1616,2141,1431,1.07136753057488
"NUDT4B",0.196667,0.261169,0.299764,0.252533333333333,4,4,4,0.640663,0,0,0.213554333333333,10,0,0,1.03211969907679
"NUDT5",38.518001,32.033348,36.888609,35.8133193333333,736,478,521,32.754751,42.798823,30.094254,35.2159426666667,622,529,523,1.01649485344521
"NUDT6",3.740308,3.413557,5.869796,4.34122033333333,74,50,54,3.399293,3.179952,3.438519,3.33925466666667,43,50,48,1.23090732018187
"NUDT7",1.86119,0.296324,2.679058,1.61219066666667,20,2,21,1.314979,0.804824,2.276352,1.465385,12,5,12,1.05954675098075
"NUDT8",2.130263,1.37054,2.179061,1.893288,27,13,14,1.037283,1.470014,0.906909,1.13806866666667,10,9,6,1.35322501335317
"NUDT9",35.013468,42.542621,44.137535,40.5645413333333,447,411,415,29.976451,29.918747,31.264749,30.386649,379,314,354,1.32427457717239
"NUF2",14.6954,9.035967,8.550139,10.760502,193,24,75,11.012609,7.701523,1.345439,6.68652366666667,18,47,9,1.53001571451611
"NUFIP1",2.704189,3.384803,4.017631,3.36887433333333,166,160,174,2.575796,2.185826,2.597842,2.45315466666667,133,91,119,1.26518350756371
"NUFIP2",9.335995,8.964735,8.806948,9.03589266666667,1902,1259,1270,9.982776,11.87038,9.524067,10.4590743333333,1325,1313,1130,0.875803086246961
"NUGGC",0.055185,0.036154,0.022065,0.0378013333333333,4,2,1,0.069912,0.145835,0.062154,0.0926336666666667,4,7,3,0.949816361140864
"NUMA1",167.005075,106.925102,122.040365,131.990180666667,4558,2465,2361,104.643476,131.139845,70.070268,101.951196333333,2771,2201,1864,1.29177887584787
"NUMB",27.082161,13.000661,17.235469,19.106097,851,422,409,24.603487,31.336194,18.798418,24.9126996666667,677,591,564,0.775916722635577
"NUMBL",27.00852,37.067845,31.769547,31.9486373333333,860,694,666,25.070478,26.424913,21.95891,24.484767,627,544,521,1.29287575332093
"NUP107",36.935165,11.7179,34.874717,27.842594,595,269,371,30.409262,34.448826,38.181861,34.3466496666667,478,483,413,0.815992301165667
"NUP133",19.797425,20.605477,27.075381,22.492761,1133,914,993,19.826289,17.266929,15.279067,17.4574283333333,783,586,726,1.27280792186922
"NUP153",9.414592,7.468075,9.49682,8.79316233333333,1045,630,721,6.446453,9.129517,7.766973,7.780981,596,680,628,1.11526973277056
"NUP153.AS1",0.067228,0.278808,0.214219,0.186751666666667,1,3,2,0.234164,0.198106,0.099348,0.177206,3,2,1,1.00810874788836
"NUP155",10.797093,5.745807,6.794534,7.77914466666667,658,479,383,4.918201,6.521897,5.704198,5.71476533333333,351,379,322,1.30743879061348
"NUP160",16.121339,10.979438,10.655959,12.5855786666667,869,483,544,7.497983,13.110073,8.58467,9.73090866666667,433,526,444,1.26602313827043
"NUP188",43.014109,34.132086,22.928417,33.358204,1018,665,747,41.100992,37.206829,23.716225,34.0080153333333,1035,873,855,0.981438212730826
"NUP205",26.623993,13.862915,24.743049,21.743319,1166,622,654,19.679794,28.337794,19.53725,22.5182793333333,633,691,593,0.967048595590284
"NUP210",3.242848,3.942723,4.968232,4.05126766666667,433,411,453,3.45271,1.888112,2.689056,2.676626,312,160,261,1.37388672839355
"NUP210L",0.160338,0,0.079232,0.0798566666666667,7,0,3,0.161347,0.16024,0.072723,0.131436666666667,8,5,3,0.954411942338796
"NUP210P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUP214",59.181146,49.642068,76.102867,61.642027,824,554,548,68.391205,53.307838,68.683038,63.4606936666667,733,583,636,0.971786424203389
"NUP35",6.64383,7.83765,9.821988,8.101156,109,75,104,3.907701,4.856104,3.591758,4.118521,58,70,69,1.7780831611319
"NUP37",5.250675,3.487566,3.538134,4.092125,113,53,48,6.489693,4.68952,7.575271,6.25149466666667,82,69,71,0.702217299201397
"NUP42",72.535816,63.48437,59.470902,65.163696,434,316,305,39.875551,75.041246,56.781424,57.2327403333333,323,266,263,1.1361941001105
"NUP43",10.110942,7.635828,12.915384,10.220718,503,340,418,10.990117,12.50575,10.778225,11.4246973333333,412,388,395,0.903097894376609
"NUP50",21.838183,19.317766,16.763103,19.3063506666667,1089,746,817,11.914431,16.68545,9.600416,12.7334323333333,620,584,554,1.47860710809925
"NUP50.DT",7.523736,8.313665,8.663693,8.16703133333333,180,145,138,4.439829,4.589532,4.514658,4.514673,91,64,83,1.66229826017487
"NUP54",34.840916,23.701546,29.654881,29.3991143333333,474,235,317,19.725464,22.916625,24.052971,22.2316866666667,228,256,236,1.30851947039001
"NUP58",20.288206,13.550949,15.782384,16.540513,1407,786,874,9.35819,12.930949,8.782801,10.3573133333333,621,595,526,1.54442450297811
"NUP62",22.080885,21.330791,22.506138,21.9726046666667,675,454,486,17.70251,20.003854,19.140229,18.9488643333333,459,439,413,1.15157455997537
"NUP62CL",0.348846,0.21549,0.338623,0.300986333333333,4,4,4,0.139659,0,0.166803,0.102154,2,0,3,1.18040340400101
"NUP85",84.025146,69.829439,105.842583,86.5657226666667,418,244,350,72.081412,81.384508,70.438568,74.6348293333333,341,312,301,1.15774337614688
"NUP88",47.683612,51.464806,58.964229,52.7042156666667,377,307,326,41.080696,62.493524,42.629257,48.7344923333333,319,305,254,1.07981831415363
"NUP93",92.915508,79.249713,88.403523,86.856248,1331,1054,1126,63.639623,65.424556,59.902436,62.9888716666667,574,477,472,1.37299261124128
"NUP98",31.140109,47.315727,41.260603,39.9054796666667,1196,808,796,43.570731,48.580647,43.584956,45.2454446666667,1087,992,850,0.884529924223023
"NUPR1",3.155331,0.370419,0.247538,1.25776266666667,44,13,7,0.120061,0.243052,0.095644,0.152919,10,9,7,1.95830120473916
"NUPR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUS1",15.095569,13.279055,15.698366,14.6909966666667,1256,854,918,13.110041,15.336972,13.860622,14.102545,930,872,859,1.038963741983
"NUSAP1",29.173916,8.974626,15.996099,18.0482136666667,524,107,250,2.953879,5.399589,1.500078,3.28451533333333,34,74,30,4.44582693367262
"NUTF2",73.264514,71.043754,79.126757,74.4783416666667,1287,1029,1131,65.630772,69.326522,54.048402,63.0018986666667,1083,923,975,1.1793141022233
"NUTF2P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUTF2P5",0,0,0,0,0,0,0,0,1.157447,0,0.385815666666667,0,2,0,0.721596691431063
"NUTF2P6",0.370599,0,0.54788,0.306159666666667,1,0,1,0,0,0.509901,0.169967,0,0,1,1.11640727188602
"NUTM1",0.041729,0.018324,0.042089,0.0340473333333333,3,1,2,0,0.041723,0.019067,0.0202633333333333,0,2,1,1.01351023755305
"NUTM2A",0.701507,1.108365,1.596225,1.13536566666667,44,53,64,1.560023,0.398188,1.065515,1.00790866666667,80,20,47,1.06347748884992
"NUTM2A.AS1",23.350474,25.640191,29.338142,26.1096023333333,592,556,540,24.30335,24.625264,22.381374,23.769996,458,425,361,1.09445323823764
"NUTM2B",0.716573,1.760501,1.101266,1.19278,35,54,42,1.010917,0.997679,0.98008,0.996225333333333,44,33,32,1.09846316614891
"NUTM2B.AS1",14.449603,14.17551,16.493712,15.0396083333333,330,246,248,11.494669,13.040197,10.146842,11.5605693333333,262,230,190,1.27698099565975
"NUTM2D",1.972577,3.544683,3.689257,3.068839,107,110,80,1.628522,2.816735,2.233385,2.226214,62,68,72,1.26118075242374
"NUTM2E",0.288646,0.361352,0.371049,0.340349,19,19,15,0.308,0.540488,0.208939,0.352475666666667,17,22,9,0.991033726546405
"NUTM2F",0.345362,0.211393,0,0.185585,16,7,0,0.079911,0,0,0.026637,3,0,0,1.15482395432855
"NUTM2G",0.393021,0.250618,0.435791,0.35981,20,10,15,0.333974,0.548362,0.363985,0.415440333333333,14,19,13,0.960697507324576
"NVL",33.635793,26.749922,29.303994,29.8965696666667,400,313,325,36.44867,31.282725,29.882563,32.537986,317,235,288,0.921241056832294
"NWD1",0.410691,0.16212,0.054308,0.209039666666667,21,5,1,0.130571,0.319962,0.010171,0.153568,5,5,1,1.04808703662607
"NWD2",0.034168,0.008986,0.049819,0.030991,5,1,5,0.024606,0.020457,0.009256,0.0181063333333333,3,2,1,1.01265552157453
"NXF1",63.625488,82.706149,102.984858,83.1054983333333,1139,1050,1080,115.374852,103.916527,96.299395,105.196924666667,1529,1270,1283,0.791976778963474
"NXF2",0.066418,0.075635,0.187435,0.109829333333333,3,2,5,0.270408,0.566722,1.5e-05,0.279048333333333,8,14,0,0.867699292051773
"NXF2B",0.21152,0.01715,0.229481,0.152717,9,0,1,0.356694,0.230238,0.131012,0.239314666666667,3,1,4,0.930124552709777
"NXF3",0.171092,0.096657,0,0.0892496666666667,3,3,0,0.742396,0.644685,1.362117,0.916399333333333,7,7,14,0.568383451048303
"NXF4",0,0,0,0,0,0,0,0.01825,0,0.077259,0.0318363333333333,1,0,2,0.969145946595536
"NXF5",0.11732,0,0,0.0391066666666667,3,0,0,0,0.071557,0.083986,0.0518476666666667,0,1,2,0.987887029268814
"NXN",28.070993,17.253595,20.501876,21.9421546666667,780,338,421,25.321272,26.425534,25.448433,25.7317463333333,553,450,492,0.85823628507423
"NXNL1",0.077673,0.10337,0,0.0603476666666667,1,1,0,0,0.118503,0,0.039501,0,1,0,1.0200544940954
"NXNL2",1.539126,0.755236,1.282989,1.19245033333333,28,11,15,0.620663,0.793727,0.651555,0.688648333333333,9,9,8,1.29834631051067
"NXPE1",0.02495,0,0,0.00831666666666667,1,0,0,0,0.63909,0,0.21303,0,3,0,0.831238029287542
"NXPE2",0,0.041162,0.045408,0.0288566666666667,0,1,1,0,0.046804,0,0.0156013333333333,0,1,0,1.0130517092665
"NXPE2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NXPE3",11.116861,11.773679,13.886392,12.2589773333333,1056,829,795,6.807634,10.070616,9.956426,8.944892,639,597,593,1.33324497976784
"NXPE4",0,0.068613,0,0.022871,0,2,0,0.04284,0.156369,0,0.066403,1,4,0,0.959178659474889
"NXPH1",24.09974,4.523119,2.214004,10.2789543333333,709,69,46,2.942409,2.3016,2.58065,2.60821966666667,73,31,55,3.12590567518108
"NXPH2",0.718804,0.082681,0.030042,0.277175666666667,34,3,1,0.075829,0.156733,0.113489,0.115350333333333,3,5,4,1.14508924101874
"NXPH3",1.435125,0.659833,0.771275,0.955411,103,40,34,0.590142,0.518709,0.355345,0.488065333333333,49,34,26,1.314062599402
"NXPH4",4.610278,1.957796,2.480768,3.01628066666667,135,43,45,0.473568,0.573812,0.527902,0.525094,6,11,11,2.63346434165151
"NXT1",6.365546,4.870786,6.325699,5.85401033333333,102,59,67,5.842239,7.50637,5.162438,6.170349,78,80,60,0.955882389174269
"NXT2",1.872094,0.877064,1.287868,1.34567533333333,71,24,29,1.559684,1.658913,1.103262,1.44061966666667,53,40,29,0.961098267530145
"NYAP1",12.330836,16.376946,19.785334,16.164372,635,616,573,4.475286,3.341465,3.253446,3.69006566666667,191,96,127,3.6597295688184
"NYAP2",2.204312,2.360966,2.219441,2.261573,216,172,141,0.429763,0.389296,0.27819,0.365749666666667,33,22,19,2.38811919900401
"NYNRIN",14.530549,8.686381,8.964611,10.7271803333333,1166,521,488,2.753152,18.573032,4.08956,8.47191466666667,313,804,270,1.23810029397787
"NYX",0.025808,0.034602,0,0.0201366666666667,1,1,0,0.060088,0.040074,0,0.0333873333333333,2,1,0,0.987177444275493
"OAF",27.340177,15.38762,19.817307,20.848368,758,341,307,39.878711,51.863074,39.494824,43.7455363333333,978,1008,964,0.488280391528663
"OARD1",16.8173,18.248117,22.343106,19.1361743333333,254,211,243,14.386991,16.678851,13.828502,14.9647813333333,204,162,187,1.26128719917325
"OAS1",21.323545,12.448641,7.906891,13.8930256666667,309,135,97,0.995651,3.667721,1.425816,2.02972933333333,9,18,13,4.91562909690063
"OAS2",10.6174,5.020544,3.907185,6.515043,320,172,94,0.033559,0.401559,0.073702,0.169606666666667,1,5,3,6.42527373874978
"OAS3",7.550958,4.042996,3.405803,4.999919,576,271,189,0.372596,0.426229,0.520097,0.439640666666667,17,25,14,4.16765039979884
"OASL",0.082968,0.051967,0.024794,0.053243,5,2,1,0.060516,0.1182,0.054162,0.077626,3,4,1,0.977373411554658
"OASL2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OAT",84.301854,89.190023,90.561889,88.017922,1938,1708,1811,75.140026,85.033971,81.523687,80.5658946666667,1485,1382,1478,1.09136204983452
