"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"NUDCD1","Nudcd1",4.721092,5.79787,6.058796,214,248,461,5.52591933333333,7.912401,7.564568,6.750144,307,289,187,0.146378333333333,5.69264015515529
"NUDCD2","Nudcd2",12.672755,12.701218,15.00107,120,118,250,13.4583476666667,21.267859,23.63333,26.116006,259,283,249,18.8674026666667,0.727742217201081
"NUDCD3","Nudcd3",30.896712,36.535691,34.700779,1322,1496,2773,34.044394,95.15015,108.119473,121.691912,2124,2388,1827,5.467448,5.4185814868554
"NUDT1","Nudt1",28.537504,29.358965,5.009345,25,30,52,20.9686046666667,7.903527,12.215989,11.936383,13,19,21,0,21.9686046666667
"NUDT11","Nudt10",9.691158,9.850467,7.602861,199,205,317,9.048162,16.489127,15.743937,16.432461,491,506,349,0.00650233333333333,9.98324759637914
"NUDT12","Nudt12",2.979037,3.152279,2.610663,82,91,140,2.913993,2.979391,1.566218,2.586185,72,70,60,3.96730766666667,0.787950588658927
"NUDT13","Nudt13",10.520119,12.757834,11.11166,102,101,173,11.4632043333333,0.71652,1.719587,3.967411,16,25,26,20.332816,0.584226870626613
"NUDT14","Nudt14",24.796476,25.538681,25.826443,362,356,717,25.3872,32.745634,39.989143,57.1556,179,240,203,22.310329,1.1319960348908
"NUDT15","Nudt15",1.785224,2.264087,1.771921,89,72,122,1.94041066666667,11.009071,11.3354,14.04192,265,294,241,0.026383,2.86482791186786
"NUDT16","Nudt16",7.130937,14.876608,12.853298,79,117,209,11.620281,11.027183,12.879457,11.989974,798,1019,616,0.0319766666666667,12.2292309580643
"NUDT16L1","Nudt16l1",20.133793,22.992208,23.349477,310,343,668,22.1584926666667,13.244244,14.702928,16.118813,198,250,169,1.15203866666667,10.7611879960025
"NUDT17","Nudt17",3.39102,3.307753,3.834763,29,36,74,3.51117866666667,3.994254,2.739024,2.799798,21,29,20,0.160545333333333,3.88711973336673
"NUDT18","Nudt18",11.555025,15.899655,13.373458,253,355,584,13.6093793333333,2.422488,2.82523,2.271855,42,64,29,9.273119,1.42209774201324
"NUDT19","Nudt19",41.220083,50.890437,37.287699,451,534,848,43.1327396666667,2.115103,2.80954,2.473881,75,111,62,0.067559,41.3398600608179
"NUDT2","Nudt2",12.7684,11.170951,10.478577,115,98,179,11.4726426666667,15.884958,18.772464,17.600776,148,199,116,1.02023,6.17387261186433
"NUDT21","Nudt21",20.907368,18.173538,16.35371,899,801,1624,18.4782053333333,47.884015,50.621797,66.514239,1942,2246,1674,0.240840666666667,15.6975878181512
"NUDT22","Nudt22",2.23963,3.824079,4.099543,22,41,67,3.38775066666667,20.668399,18.654459,21.49029,136,142,91,1.567492,1.70896371504436
"NUDT3","Nudt3",244.488192,258.896777,237.042584,2648,2643,4789,246.809184333333,46.782698,41.153024,53.043421,6329,6052,5087,0,247.809184333333
"NUDT4","Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,25.574328,27.683576,34.080612,1197,1402,1188,11.616221,3.73049425814592
"NUDT5","Nudt5",8.164894,8.622885,8.253326,214,209,376,8.347035,13.415657,18.689201,16.698607,264,282,247,16.0265343333333,0.548968734154022
"NUDT6","Nudt6",2.876515,2.727161,2.592211,15,8,32,2.73196233333333,1.439589,3.216549,1.387263,27,42,12,19.6943686666667,0.18033709524778
"NUDT7","Nudt7",3.497351,3.216829,3.239272,41,36,82,3.31781733333333,0.551927,0.966178,4.685353,4,5,9,0.25381,3.44375729443323
"NUDT8","Nudt8",1.936942,3.625088,3.379864,17,31,57,2.98063133333333,2.29432,2.376209,1.973522,17,20,10,0.797363333333333,2.21470598599059
"NUDT9","Nudt9",19.835034,27.809965,21.357919,327,324,588,23.0009726666667,30.460819,40.452479,31.570798,339,425,219,0,24.0009726666667
"NUF2","Nuf2",0.991685,0.931044,0.774675,27,19,41,0.899134666666667,3.274377,0.634646,4.806705,3,4,15,11.6507413333333,0.15012042509024
"NUFIP1","Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,3.992052,3.931375,3.941692,181,191,128,23.4435863333333,0.145085461340991
"NUFIP2","Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,8.461942,7.177143,7.516685,1071,1157,811,24.980021,0.300050886538288
"NUGGC","Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,0.13348,0.098119,0.03957,7,6,1,0.131246666666667,0.892652943360422
"NUMA1","Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,100.900493,83.935607,97.533897,1715,2039,1553,50.503384,0.473408983508087
"NUMB","Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,16.331942,17.275461,17.849607,328,423,333,77.2424836666667,0.256051014672332
"NUMBL","Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,38.029735,42.574158,38.587334,729,919,576,0.0577356666666667,22.9264923467016
"NUP107","Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,22.858967,19.315513,24.522821,229,217,189,9.77985766666667,0.981708632949483
"NUP133","Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,25.721264,17.959384,20.050668,1052,994,747,112.004409666667,0.0696793841045064
"NUP155","Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,6.673417,5.862757,7.299309,415,466,337,0,6.56585533333333
"NUP160","Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,14.33721,12.865869,11.465155,595,502,427,0,34.2788146666667
"NUP188","Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,14.52296,13.091797,20.062769,519,518,387,19.1762606666667,0.256448130742165
"NUP210","Nup210",17.585939,14.009062,15.799592,345,307,674,15.7981976666667,5.683208,5.543121,5.641882,551,602,394,3.157441,4.04051378399998
"NUP210L","Nup210l",0.086479,0.050454,0.045295,7,4,7,0.0607426666666667,0.187693,0.206911,0.105656,7,6,3,53.7621416666667,0.0193699996819579
"NUP214","Nup214",26.394918,20.388866,27.998667,425,452,795,24.9274836666667,49.310298,67.961982,48.048978,509,546,404,20.983559,1.1794033744339
"NUP35","Nup35",7.947644,7.918519,6.079003,133,135,216,7.31505533333333,11.292142,8.352764,7.231434,97,97,69,0,8.31505533333333
"NUP37","Nup37",3.02234,1.892383,2.357026,37,23,56,2.42391633333333,1.386213,1.889827,2.181397,17,19,16,14.474141,0.221266972643802
"NUP43","Nup43",1.984422,4.022625,3.318758,29,41,81,3.10860166666667,4.850988,7.439622,6.580689,222,268,203,8.44660833333333,0.434928761910139
"NUP50","Nup50",6.437051,7.037542,6.621826,431,422,755,6.69880633333333,15.484747,23.234261,19.179135,704,738,523,0.0317393333333333,7.46196843001042
"NUP54","Nup54",17.814472,14.943489,16.078669,159,125,275,16.2788766666667,20.634043,25.1858,22.798192,224,277,173,3.300351,4.01801542866307
"NUP62","Nup62",10.451437,6.537507,7.10929,230,216,425,8.03274466666667,13.880786,20.331163,23.312879,285,388,353,105.931463333333,0.0844722814510565
"NUP85","Nup85",29.300285,26.23166,31.410204,271,261,531,28.9807163333333,44.859741,50.58743,91.226924,198,198,204,4.86592566666667,5.11099492850716
"NUP88","Nup88",30.023022,30.276511,32.396092,507,556,1010,30.8985416666667,37.248472,47.234945,45.799338,240,300,214,10.8893393333333,2.68295325521031
"NUP93","Nup93",8.135835,13.684841,9.891346,237,266,454,10.570674,139.967056,156.460512,167.363523,1725,2172,1436,5.14590866666667,1.8826628620037
"NUP98","Nup98",6.497277,6.195001,6.000033,519,493,947,6.23077033333333,29.580102,29.416161,32.814314,720,727,525,0.976258666666667,3.65881777284215
"NUPR1","Nupr1",10.901081,11.764363,9.646494,35,45,89,10.770646,0.378546,0.244896,0.327153,11,19,8,2.506861,3.35646208960093
"NUS1","Nus1",21.896393,25.234722,21.617195,1200,1208,2211,22.9161033333333,17.283447,16.350708,18.430882,1063,1078,811,3.821325,4.96048354618976
"NUSAP1","Nusap1",1.087885,0.962666,1.113188,52,46,86,1.05457966666667,1.870309,0.835463,2.544401,13,24,28,7.09239966666667,0.253890038962073
"NUTF2","Nutf2",3.777156,4.080701,8.212723,16,12,55,5.35686,74.145263,107.878959,81.766266,1203,1516,987,275.824995666667,0.0229634610295614
"NUTM1","Nutm1",0.038343,0.117714,0.080602,2,6,8,0.0788863333333333,0.078693,0.035966,0,4,2,0,3.697874,0.229654165550914
"NUTM2B","Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,2.148332,2.352732,2.033316,83,97,50,11.0646526666667,0.0837052140028454
"NVL","Nvl",15.905265,13.201104,17.096215,758,559,1495,15.4008613333333,42.125711,33.593189,33.956531,287,336,256,13.62812,1.12118722934549
"NWD1","Nwd1",9.298213,9.514592,8.277586,1172,1033,2027,9.03013033333333,0.246696,0.086125,0.14321,5,6,4,25.6853456666667,0.375866607036769
"NWD2","Nwd2",7.263258,7.718664,7.05622,499,576,941,7.34604733333333,0.161422,0.331828,0.348126,17,38,26,7.13272633333333,1.0262299493745
"NXF1","Nxf1",53.346683,54.28487,54.895142,708,614,1418,54.175565,57.185969,79.007627,79.203136,712,896,666,0,55.175565
"NXN","Nxn",3.577895,2.7936,2.94938,125,90,200,3.10695833333333,17.759846,11.142584,14.747774,285,288,210,16.7279796666667,0.231665334152854
"NXNL1","Nxnl1",0.034452,0.02797,0,1,1,0,0.0208073333333333,0,0,0.166511,0,0,1,0,1.02080733333333
"NXNL2","Nxnl2",0.026511,0,0.043549,1,0,3,0.0233533333333333,1.392227,0.986552,1.46437,17,14,12,216.394036333333,0.00470736617523496
"NXPE2","Nxpe2",0.378473,0.360757,0.258473,8,4,12,0.332567666666667,0.086476,0,0.060752,2,0,1,81.6093366666667,0.0161309571101346
"NXPE4","Nxpe4",2.647528,3.200647,3.284631,134,142,306,3.04426866666667,0,0,0.068804,0,0,1,42.079548,0.0938790877440651
"NXPH1","Nxph1",8.503451,10.419662,8.363929,308,368,571,9.09568066666667,4.882371,10.975276,8.700157,121,221,105,0,10.0956806666667
"NXPH2","Nxph2",0.595129,0.622536,0.806584,21,21,53,0.674749666666667,0.172433,0.080327,0.40171,6,3,10,10.084426,0.151090337620249
"NXPH3","Nxph3",7.307741,8.091899,6.792585,189,212,351,7.39740833333333,0.339243,0.565868,0.358032,24,46,18,0.00595066666666667,8.34773375235101
"NXT1","Nxt1",4.323777,5.861458,4.42524,46,63,92,4.87015833333333,4.476889,6.029324,4.322032,50,75,34,0.254868,4.67790901778779
"NXT2","Nxt2",10.235224,11.061487,9.992208,319,300,569,10.4296396666667,0.42202,0.236311,0.343896,10,7,8,33.1526143333333,0.33466368211558
"NYAP1","Nyap1",15.140426,18.105622,17.087445,639,747,1417,16.777831,22.988858,25.371657,29.492347,757,980,631,2.16622,5.61484388324248
"NYAP2","Nyap2",5.638934,7.099832,5.967076,579,649,1092,6.23528066666667,2.754871,3.811475,2.376866,200,294,123,0.390187666666667,5.20453521502972
"NYNRIN","Nynrin",1.278287,1.379224,2.069138,138,144,290,1.57554966666667,19.597318,18.548768,20.109887,974,1283,935,3.64577,0.554385961135972
"NYX","Nyx",0.267211,0.101763,0.109582,18,7,15,0.159518666666667,0,0,0,0,0,0,21.280232,0.052042486212292
"OAF","Oaf",16.568893,13.663589,14.415248,114,108,232,14.8825766666667,0.38788,0.797422,1.156266,5,14,14,0.124563666666667,14.1233236831707
"OARD1","Oard1",6.291803,9.453056,7.496928,83,120,196,7.74726233333333,9.009981,17.171675,14.310795,146,228,149,89.2742843333333,0.0968965015666532
"OAS1","Oas1c",1.193628,0.534691,0.325724,19,16,19,0.684681,0.050732,0.888156,0.627111,1,15,3,11.895237,0.13064366323783
"OAS2","Oas2",0.147221,0.075364,0.106332,8,4,11,0.109639,0,0.258935,0,0,1,0,0.460437333333333,0.759799119533144
"OAS3","Oas3",0.131064,0.064621,0.12532,5,3,12,0.107001666666667,0.300909,0.089011,0.388831,5,4,3,0.44926,0.763839246696015
"OASL","Oasl1",0.256003,0.316538,0.081437,6,3,1,0.217992666666667,0.023302,0.021348,0.135912,1,1,4,30.349567,0.038851977338847
"OAT","Oat",32.990296,30.871847,29.182314,816,840,1463,31.014819,98.277111,92.461499,86.396454,1628,1888,1206,0,32.014819
"OAZ1","Oaz1",327.024834,336.595391,332.784329,1630,1652,3241,332.134851333333,253.430872,320.396662,338.452409,2256,3001,2076,0,333.134851333333
"OAZ2","Oaz2",74.877547,98.99265,83.034484,1434,1607,2803,85.6348936666667,180.973986,227.821387,308.278967,1495,1728,1226,0,86.6348936666667
"OAZ3","Oaz3",1.551744,0.713092,1.524136,8,7,15,1.26299066666667,5.377729,4.11294,5.673123,53,39,29,1.906674,0.77854987063106
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,0,0,0,0,38.1871016666667,0.0255186006994393
"OBSCN","Obscn",0.513904,0.754602,1.238126,58,85,147,0.835544,17.177884,15.950228,16.432966,951,1031,615,1.793169,0.657154651222321
"OBSL1","Obsl1",7.169064,4.878369,11.672321,121,105,376,7.90658466666667,48.229056,46.844791,55.873707,1178,1300,928,0,8.90658466666667
"OC90","Oc90",0,0,0.02573,0,0,1,0.00857666666666667,0.045442,0,0,1,0,0,55.7273606666667,0.0177793688057007
"OCA2","Oca2",0.027282,0.331598,0.073297,1,5,6,0.144059,0.142536,0.02277,0.105381,3,1,3,10.7981196666667,0.0969696046762706
"OCEL1","Ocel1",3.716897,5.188884,8.091438,164,163,370,5.66573966666667,13.370642,10.799531,19.259886,51,48,45,186.655934333333,0.0355210704651968
"OCIAD1","Ociad1",221.930515,233.129737,217.728793,2753,2766,4976,224.263015,335.499686,348.076622,343.278299,2342,2608,1607,0,225.263015
"OCIAD2","Ociad2",59.588411,53.871467,55.24207,816,701,1504,56.2339826666667,585.389195,538.270827,567.046296,547,604,357,0,57.2339826666667
"OCLN","Ocln",4.773432,3.886767,4.973817,107,114,203,4.544672,3.13494,3.290112,3.496589,203,191,180,0.256794,4.41175880852391
"OCM2","Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0.225543,0,0,1,0,0,0.0527566666666667,3.62168972253797
"OCRL","Ocrl",18.638859,17.600264,21.088083,845,868,1777,19.1090686666667,23.689134,23.060546,25.009762,1510,1603,1175,0.837091,10.9461472875686
"OCSTAMP","Ocstamp",0.140327,0.094758,0.114456,7,5,11,0.116513666666667,0,0,0,0,0,0,2.01131833333333,0.370772380424742
"ODAM","Odam",0,0,0,0,0,0,0,0,0,0,0,0,0,0.159217,0.862651255114444
"ODC1","Odc1",31.945932,31.83919,31.346168,603,561,1034,31.71043,32.836865,38.898194,46.842866,845,1092,841,0,32.71043
"ODF1","Odf1",0,0,0.041103,0,0,1,0.013701,0,0,0,0,0,0,0,1.013701
"ODF2","Odf2",31.717081,24.42187,31.011889,680,646,1476,29.05028,16.387,14.521269,17.26473,450,445,316,2.187652,9.42708928076214
"ODF2L","Odf2l",16.537532,13.798915,14.828377,182,114,294,15.0549413333333,51.098503,48.714457,52.552084,828,888,691,0.658981,9.67759204797001
"ODF3","Odf3",0.126948,0.155875,0.053371,2,3,2,0.112064666666667,0.025113,0.061502,0,1,2,0,231.307684333333,0.00478703349765645
"ODF3B","Odf3b",0.449422,3.535658,3.957676,4,17,17,2.64758533333333,1.011175,3.440345,1.463194,7,14,7,3.83725133333333,0.754061569676553
"ODF3L1","Odf3l1",0.159995,0,0,2,0,0,0.0533316666666667,0,0.143925,0,0,2,0,8.48719666666667,0.111026650303093
"ODF3L2","Odf3l2",0.277778,0.068565,0.210641,4,1,6,0.185661333333333,0,0,0.385883,0,0,1,2.719846,0.318739359998595
"ODF4","Odf4",0,0.38661,0.705124,0,5,12,0.363911333333333,0,0,0,0,0,0,0.160822666666667,1.1749523613713
"ODR4","Odr4",22.103306,32.474766,26.148208,522,514,985,26.90876,14.543152,13.990758,13.364441,288,343,245,29.2069253333333,0.923919256661409
"OFD1","Ofd1",1.587742,1.85724,1.419385,99,114,170,1.62145566666667,8.471284,10.20026,7.468639,233,280,178,0,2.62145566666667
"OGA","Oga",53.501865,60.160009,49.94987,2993,3273,5342,54.537248,124.847688,151.065299,187.346149,4937,5887,4774,0,55.537248
"OGDH","Ogdh",47.37355,50.961392,46.38008,2697,2804,4791,48.2383406666667,36.243313,31.479915,27.223639,1574,1275,776,4.43017033333333,9.06754993750656
"OGFOD1","Ogfod1",33.727917,28.811302,28.594929,1359,1326,2461,30.3780493333333,27.713467,25.856261,17.390079,603,568,348,1.444389,12.8367658884627
"OGFOD2","Ogfod2",11.558689,11.121321,11.970004,187,182,349,11.5500046666667,9.290238,11.453135,11.07292,91,121,74,19.698294,0.606330389676882
"OGFOD3","Ogfod3",2.335839,2.947817,2.952159,36,45,89,2.74527166666667,8.585505,12.933001,13.462566,227,233,167,8.50468466666667,0.39404481032406
"OGFR","Ogfr",10.982135,12.112875,12.801772,299,329,598,11.965594,12.618385,13.659568,12.864181,294,391,290,6.58377133333333,1.70964991296766
"OGFRL1","Ogfrl1",24.692599,33.157422,27.892087,1632,1707,2914,28.5807026666667,3.34749,4.336191,4.024143,341,444,306,42.664814,0.677449414227819
"OGG1","Ogg1",3.711317,3.149902,2.817892,45,41,85,3.22637033333333,12.944188,18.612894,24.735536,303,371,236,0,4.22637033333333
"OGN","Ogn",2.634929,2.771312,4.055074,93,94,268,3.15377166666667,0.120888,0,0.169792,1,0,2,3.02134533333333,1.03293085332305
"OGT","Ogt",73.814424,60.3628,75.413537,4123,3579,8151,69.863587,44.51692,36.884814,49.72337,2590,2454,2006,0.887738333333333,37.5388822426837
"OIP5","Oip5",0.634505,0.602723,0.462094,8,10,12,0.566440666666667,0.645826,0.592091,0.314284,3,3,3,0.456367,1.07558099480877
"OIT3","Oit3",0.054025,0.027706,0.20269,2,1,1,0.094807,0.071112,0,0,2,0,0,7.95503233333333,0.122256063322608
"OLA1","Ola1",41.678031,50.831866,47.170614,885,1009,1766,46.5601703333333,165.725918,167.947387,166.650977,1792,1995,1336,11.994246,3.66009465522919
"OLAH","Olah",0.089623,0,0,2,0,0,0.0298743333333333,0.732771,0.047544,0.098939,4,1,1,5.49891166666667,0.158468738483649
"OLFM1","Olfm1",339.591305,414.944753,354.858012,6375,7496,12943,369.798023333333,165.250094,182.846093,221.332685,2661,3282,2453,30.526198,11.7615839161238
"OLFM2","Olfm2",38.445406,42.326236,37.34203,908,1045,1710,39.371224,100.647861,109.768881,101.559584,1393,1628,1007,63.6614716666667,0.624347435333916
"OLFM3","Olfm3",13.338322,14.439422,13.095112,628,617,938,13.6242853333333,30.259909,35.545396,53.808778,1035,1269,1358,1.51455333333333,5.81585808480234
"OLFM4","Olfm4",0.291431,0.23823,0.223315,11,9,16,0.250992,0.027129,0,0,1,0,0,110.743133666667,0.0111952471615102
"OLFML2A","Olfml2a",0.692058,0.696545,0.709226,55,54,108,0.699276333333333,0.28419,0.754254,1.51076,24,74,54,1.43185633333333,0.698756875577491
"OLFML2B","Olfml2b",1.407296,1.1751,1.405039,60,49,114,1.329145,1.576979,3.944795,3.213656,63,83,57,2.64724966666667,0.638603115461705
"OLFML3","Olfml3",3.463864,3.110306,3.389706,201,178,380,3.321292,0.326116,0.682142,1.217538,7,16,16,0.118314333333333,3.86411214735988
"OLIG1","Olig1",26.376405,26.235934,25.539288,625,678,1343,26.0505423333333,0.269971,0.428702,0.519163,3,8,8,0,27.0505423333333
"OLIG2","Olig2",6.236535,5.440242,6.104223,174,161,366,5.927,0.218479,0.196463,0,2,3,0,2.71372766666667,1.86524177908217
"OLIG3","Olig3",0,0,0.01958,0,0,1,0.00652666666666667,0,0,0,0,0,0,0.684493,0.59752499218855
"OLR1","Olr1",0,0.405351,0.021446,0,5,2,0.142265666666667,0.460768,0,0.590507,3,0,2,2.58511033333333,0.318613811141656
"OMA1","Oma1",3.018134,2.707518,2.632747,57,43,89,2.786133,6.793921,9.751103,5.791379,32,38,20,0,3.786133
"OMD","Omd",0.899453,0.730879,0.892584,18,15,38,0.840972,0,0,0,0,0,0,0.0626466666666667,1.73244038469984
"OMG","Omg",39.445855,45.235623,38.166584,1160,1294,2125,40.949354,0.05248,0.256065,0.11041,2,6,3,7.63857733333333,4.8560489049663
"OMP","Omp",0.177598,0.180669,0.13003,5,5,7,0.162765666666667,0.291713,0,0,1,0,0,0,1.16276566666667
"ONECUT1","Onecut1",0,0.071292,0.021661,0,2,2,0.0309843333333333,3.72659,5.268742,7.362464,158,172,137,0,1.03098433333333
"ONECUT2","Onecut2",0.700855,0.539625,0.617141,163,123,275,0.619207,17.502621,12.595296,13.857197,3924,3059,2207,3.476239,0.361733812694094
"ONECUT3","Onecut3",0.091555,0.074459,0.104055,5,4,12,0.090023,85.172167,63.601598,69.797286,7223,6092,4126,20.525369,0.0506389925301629
"OOEP","Ooep",0.143505,0.077662,0.076311,4,2,4,0.0991593333333333,0,0.089164,0,0,1,0,0.0800493333333333,1.01769363621662
"OOSP2","Oosp2",0.331554,0,0,1,0,0,0.110518,0,0,0,0,0,0,26.8719793333333,0.0398435283952684
"OPA1","Opa1",28.115721,28.806564,25.693027,2206,2310,3945,27.5384373333333,74.945252,69.81828,67.563541,2114,2234,1506,0.045211,27.3039963541652
"OPA3","Opa3",13.01449,13.680793,11.981083,595,618,1058,12.892122,5.424762,5.231223,5.305856,465,484,337,2.424603,4.05656422072865
"OPALIN","Opalin",6.613894,9.079815,6.407057,170,218,306,7.366922,0,0,0,0,0,0,0.479149,5.65657820814536
"OPHN1","Ophn1",28.009089,23.189363,27.536895,584,499,1045,26.2451156666667,14.119951,6.047776,6.218171,496,569,458,0.221161666666667,22.3108179779636
"OPLAH","Oplah",9.162535,12.511397,11.718407,198,205,414,11.1307796666667,0.265359,0.226062,1.05837,10,13,7,0.593646,7.61196631288672
"OPN1LW","Opn1mw",0.318952,0.154036,0.315616,3,1,4,0.262868,0.069988,0.063968,0,1,1,0,0.270731,0.993812223043272
"OPN1SW","Opn1sw",0,0,0.032511,0,0,2,0.010837,0,0.15076,0.237091,0,2,2,0.705195333333333,0.592798361712617
"OPN3","Opn3",1.345709,1.617332,1.282347,29,36,57,1.41512933333333,5.203009,8.377434,3.646891,83,152,43,1.67998933333333,0.90117124844278
"OPN4","Opn4",0.036896,0,0.138327,1,0,5,0.0584076666666667,0,0,0,0,0,0,9.38180333333333,0.1019483448765
"OPN5","Opn5",0,0.08213,0.042156,0,2,2,0.0414286666666667,0.426372,0.728994,0.140525,4,5,3,0.0161116666666667,1.02491556866289
"OPRD1","Oprd1",4.29481,4.11653,3.921771,231,223,419,4.111037,0.264464,0.476855,0.34886,33,66,31,0.00467366666666667,5.08726083859402
"OPRK1","Oprk1",3.203728,4.001951,3.361898,167,239,367,3.52252566666667,3.059671,3.775782,6.809743,164,256,265,0,4.52252566666667
"OPRL1","Oprl1",13.081983,14.231876,11.456118,397,515,803,12.9233256666667,9.636358,9.428286,10.752004,394,426,315,43.183082,0.31512798646927
"OPRM1","Oprm1",16.20994,9.180128,11.130655,35,30,72,12.1735743333333,0.27017,0.445509,0.482627,45,56,41,0.275269333333333,10.3300330283172
