"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"DDAH2",130.98775,130.98775,46.652957,48.0522,42.641189,45.7821153333333,682,554,492,2.82132924215925
"DDB1",128.36381,128.36381,439.291827,425.62308,403.141265,422.685390666667,4923,3919,4263,0.305329881203708
"DDB2",14.03963,14.03963,31.314693,42.381436,34.997214,36.2311143333333,349,368,318,0.403953259774846
"DDC",0.74223,0.74223,0.958092,0.475875,0.346552,0.593506333333333,5,6,4,1.0933310797426
"DDHD1",5.45695,5.45695,6.776157,6.964435,6.37592,6.705504,457,389,418,0.837965952648912
"DDHD2",39.65176,39.65176,78.422477,95.93218,82.049369,85.4680086666667,771,660,720,0.470136419548091
"DDI1",0,0,0,0,0,0,0,0,0,1
"DDI2",3.52297,3.52297,2.688801,3.638114,2.455995,2.92763666666667,450,464,372,1.15157545971241
"DDIT3",84.94864,84.94864,12.240347,13.541062,13.283454,13.021621,135,123,128,6.12972209133309
"DDIT4",245.17603,245.17603,34.558716,38.639832,32.213592,35.13738,804,713,649,6.81222684101614
"DDIT4L",0.6586,0.6586,0.182424,0,0.08748,0.089968,7,0,3,1.52169604979229
"DDN",0.05227,0.05227,0.123632,0.180139,0.062063,0.121944666666667,7,8,3,0.937898303956761
"DDO",1.474,1.474,0.034299,0.044428,0.040209,0.0396453333333333,1,1,1,2.37965767813126
"DDOST",112.30657,112.30657,472.401282,335.979665,488.565367,432.315438,6090,3665,5333,0.261487498629116
"DDR1",21.671,21.671,63.171826,134.114167,62.141717,86.4759033333333,581,770,509,0.259168515398012
"DDR2",1.39037,1.39037,2.040188,6.292758,1.487539,3.273495,326,771,212,0.559347793784712
"DDRGK1",109.25403,109.25403,24.84604,14.248112,26.624592,21.906248,307,183,260,4.81327321698429
"DDT",107.88456,107.88456,78.500009,52.662033,64.808542,65.323528,219,119,172,1.6417184562317
"DDTL",2.3835,2.3835,2.031406,1.926833,2.493414,2.150551,45,34,48,1.0739391300125
"DDX1",121.44331,121.44331,62.064849,67.015433,60.815584,63.298622,1635,1428,1604,1.90429135479762
"DDX10",31.77995,31.77995,9.641251,9.228033,10.527307,9.79886366666667,195,142,153,3.03549993886702
"DDX11",5.61376,5.61376,18.179421,24.58562,13.26402,18.6763536666667,259,261,184,0.336127318711711
"DDX11L16",0,0,0,0.34466,0.370008,0.238222666666667,0,7,8,0.807609186069926
"DDX11L2",0.57497,0.57497,0.556636,0.056675,0.714471,0.442594,13,1,15,1.09176247786973
"DDX17",81.32112,81.32112,151.322536,152.044982,143.960394,149.109304,8524,7535,7405,0.548407845525684
"DDX18",14.85504,14.85504,21.464914,29.853714,25.015025,25.444551,708,634,709,0.599557920268716
"DDX18P1",0,0,0,0,0,0,0,0,0,1
"DDX19A",14.18598,14.18598,27.571951,26.956546,27.778369,27.435622,848,557,727,0.534047751795266
"DDX19B",11.03935,11.03935,17.433138,14.743407,16.184499,16.120348,343,248,297,0.703218766347507
"DDX20",3.69024,3.69024,10.872755,17.072375,21.969993,16.6383743333333,347,320,282,0.265911127146015
"DDX21",11.38433,11.38433,20.893916,24.044864,20.66071,21.8664966666667,1488,1382,1310,0.541592801928994
"DDX23",38.575,38.575,54.194424,69.534523,56.880723,60.2032233333333,782,723,650,0.646616270265068
"DDX24",193.87859,193.87859,90.718055,88.06426,94.345159,91.0424913333333,2015,1518,1820,2.11726765732844
"DDX25",14.47869,14.47869,6.125556,2.836455,6.071884,5.01129833333333,140,66,132,2.57493292491722
"DDX27",26.38572,26.38572,14.047055,13.238465,11.151383,12.812301,545,434,420,1.98270512639422
"DDX28",8.53041,8.53041,1.844738,1.717896,1.811368,1.791334,63,47,54,3.41428506943275
"DDX31",3.65888,3.65888,6.14242,5.746647,5.261657,5.716908,233,186,178,0.693604855091063
"DDX39A",58.7929,58.7929,26.331754,27.664283,25.24772,26.4145856666667,432,366,360,2.18106159717387
"DDX39B",272.46079,272.46079,276.006179,267.66608,258.11705,267.263103,4831,3694,4113,1.01937533317804
"DDX3X",47.79537,47.79537,97.530161,119.182621,78.73721,98.4833306666667,4255,3915,3950,0.490487900565935
"DDX3Y",0,0,24.623794,35.325878,23.55321,27.834294,954,953,913,0.0346809254285886
"DDX4",0.12545,0.12545,0.432414,0,0.238384,0.223599333333333,6,0,5,0.919786378874566
"DDX41",77.59953,77.59953,117.839122,108.10741,77.318998,101.08851,639,413,489,0.769915537017829
"DDX42",37.03828,37.03828,80.419381,93.082131,78.303382,83.9349646666667,2125,1814,1801,0.447851837571063
"DDX43",0.73178,0.73178,0.151408,0.034851,0.031557,0.0726053333333333,3,1,1,1.61455471661524
"DDX46",9.40854,9.40854,22.537812,33.968953,25.941543,27.4827693333333,751,780,626,0.365432864978438
"DDX47",26.87705,26.87705,16.228811,18.701859,17.952957,17.6278756666667,331,309,313,1.49652330189664
"DDX49",58.23885,58.23885,77.433665,58.76402,60.291184,65.4962896666667,508,361,407,0.890859479483038
"DDX5",235.04617,235.04617,783.674773,954.985119,715.981978,818.213956666667,10833,9378,9722,0.288137388381978
"DDX50",26.08256,26.08256,20.015765,19.906304,18.956615,19.626228,423,352,422,1.31301564202626
"DDX51",16.37085,16.37085,7.774709,8.001255,7.271969,7.68264433333333,308,225,262,2.00064051147552
"DDX52",6.34554,6.34554,14.111436,14.743305,10.575286,13.1433423333333,664,659,604,0.519363798660793
"DDX53",0,0,0,0.022679,0,0.00755966666666667,0,1,0,0.992497053110833
"DDX54",24.4831,24.4831,21.465385,22.872986,21.24014,21.8595036666667,286,238,261,1.11477048546592
"DDX55",7.68364,7.68364,34.831402,15.866443,22.652976,24.4502736666667,418,269,351,0.341200260308923
"DDX56",82.52333,82.52333,42.994132,35.33935,36.543732,38.2924046666667,815,643,687,2.12568639431875
"DDX58",8.5095,8.5095,1.514026,2.948634,1.66268,2.04178,108,166,106,3.12629447231555
"DDX59",13.72601,13.72601,9.265234,9.49226,6.958975,8.57215633333333,132,121,115,1.53842138460686
"DDX6",8.54086,8.54086,22.359315,27.691063,21.620242,23.8902066666667,2078,2022,1847,0.38331782968991
"DDX60",9.26218,9.26218,0.247192,1.32987,0.608555,0.728539,11,22,7,5.9369097254965
"DDX60L",3.93068,3.93068,0.780794,2.918604,1.472793,1.72406366666667,34,52,32,1.81004580044691
"DEAF1",64.07214,64.07214,48.612413,28.037035,26.52807,34.392506,379,278,267,1.83858526434946
"DECR1",55.30129,55.30129,52.490018,51.535054,56.658547,53.5612063333333,323,276,302,1.03189232393499
"DECR2",26.52162,26.52162,49.131598,30.135832,45.468327,41.5785856666667,251,139,214,0.646372338796254
"DEDD",26.43799,26.43799,22.75961,14.668526,24.694417,20.7075176666667,278,222,257,1.26398561186629
"DEDD2",35.25065,35.25065,13.145027,9.879748,8.449962,10.491579,201,172,176,3.15454038126527
"DEF6",14.44733,14.44733,0.95465,1.558778,0.101228,0.871552,9,8,3,8.25375410354615
"DEF8",162.18228,162.18228,133.37321,123.852126,129.462528,128.895954666667,855,606,766,1.25625374876955
"DEFA1",0,0,0,0,0,0,0,0,0,1
"DEFA10P",0.10454,0.10454,0,0,0,0,0,0,0,1.10454
"DEFA11P",0,0,0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,0,0,1
"DEFA3",0.1359,0.1359,0,0,0,0,0,0,0,1.1359
"DEFA4",0.07318,0.07318,0,0,0,0,0,0,0,1.07318
"DEFA5",0.4077,0.4077,0,0,0,0,0,0,0,1.4077
"DEFA6",0,0,0,0,0,0,0,0,0,1
"DEFA7P",0,0,0,0,0,0,0,0,0,1
"DEFA8P",0,0,0,0,0,0,0,0,0,1
"DEFA9P",0,0,0,0,0,0,0,0,0,1
"DEFB1",0.19862,0.19862,0,0,0,0,0,0,0,1.19862
"DEFB103B",0,0,0,0,0,0,0,0,0,1
"DEFB104A",0,0,0,0,0,0,0,0,0,1
"DEFB104B",0,0,0,0,0,0,0,0,0,1
"DEFB105A",0,0,0,0,0,0,0,0,0,1
"DEFB106A",0,0,0,0,0,0,0,0,0,1
"DEFB106B",0,0,0,0,0,0,0,0,0,1
"DEFB107A",0,0,0,0,0,0,0,0,0,1
"DEFB108B",0,0,0,0,0,0,0,0,0,1
"DEFB110",0,0,0,0,0,0,0,0,0,1
"DEFB112",0,0,0.085555,0,0.048149,0.044568,2,0,1,0.957333557987608
"DEFB113",0,0,0,0,0,0,0,0,0,1
"DEFB114",0,0,0,0,0,0,0,0,0,1
"DEFB115",0,0,0,0,0,0,0,0,0,1
"DEFB116",0,0,0,0,0,0,0,0,0,1
"DEFB118",0,0,0,0,0,0,0,0,0,1
"DEFB119",0.24044,0.24044,0,0,0,0,0,0,0,1.24044
"DEFB121",0,0,0,0,0,0,0,0,0,1
"DEFB122",0,0,0.24325,0,0,0.0810833333333333,1,0,0,0.924998072920681
"DEFB123",0,0,0,0,0,0,0,0,0,1
"DEFB124",11.1648,11.1648,0,0,0,0,0,0,0,12.1648
"DEFB125",0,0,0,0,0,0,0,0,0,1
"DEFB126",0,0,0,0,0,0,0,0,0,1
"DEFB127",0,0,0,0,0,0,0,0,0,1
"DEFB128",0,0,0,0,0,0,0,0,0,1
"DEFB129",0,0,0,0,0,0,0,0,0,1
"DEFB132",0.12545,0.12545,0,0,0,0,0,0,0,1.12545
"DEFB133",0,0,0,0,0.230077,0.0766923333333333,0,0,1,0.928770428692567
"DEFB134",0.01045,0.01045,0.074246,0,0,0.0247486666666667,1,0,0,0.986046659896443
"DEFB135",0,0,0,0,0,0,0,0,0,1
"DEFB136",0,0,0,0,0,0,0,0,0,1
"DEFB4A",0,0,0,0,0,0,0,0,0,1
"DEFT1P",0,0,0,0,0,0,0,0,0,1
"DEFT1P2",0,0,0,0,0,0,0,0,0,1
"DEGS1",80.61026,80.61026,81.524341,93.755974,88.867031,88.0491153333333,1122,1017,1062,0.916463456088387
"DEGS2",1.39037,1.39037,0.242277,0,0.019462,0.0872463333333333,1,0,1,2.19855420682035
"DEK",21.8069,21.8069,18.107704,23.608054,18.097368,19.9377086666667,440,531,391,1.08927392023126
"DENND1A",8.26906,8.26906,6.286756,4.262419,3.468063,4.67241266666667,190,132,165,1.63405953422054
"DENND1B",7.51638,7.51638,0.716688,1.50719,1.077785,1.10055433333333,83,67,72,4.05434882823788
"DENND1C",2.47758,2.47758,0.351228,0,0.062765,0.137997666666667,3,0,2,3.05587621298579
"DENND2A",15.1582,15.1582,6.47547,8.222007,5.574444,6.757307,275,216,259,2.08296513210061
"DENND2C",0.47043,0.47043,0.383623,0.593034,0.160819,0.379158666666667,18,16,9,1.06617899415006
"DENND2D",4.46383,4.46383,0.265812,0.075603,0.469454,0.270289666666667,3,3,7,4.30124730081249
"DENND3",26.96069,26.96069,10.300831,14.289174,9.351651,11.3138853333333,222,169,201,2.27066350246995
"DENND4A",8.28997,8.28997,4.318767,5.384696,4.194993,4.63281866666667,167,169,161,1.64925777834377
"DENND4B",15.9527,15.9527,34.869371,30.431222,29.220196,31.5069296666667,764,585,688,0.521510341759027
"DENND4C",4.21293,4.21293,5.28555,5.461209,4.573822,5.10686033333333,259,252,224,0.853618670717921
"DENND5A",58.35384,58.35384,75.740167,89.997767,83.975997,83.237977,1597,1483,1443,0.704597167617166
"DENND5B",2.50894,2.50894,2.91444,3.967616,3.137533,3.339863,419,431,362,0.808537043680872
"DENR",27.70292,27.70292,26.735633,25.70009,22.874735,25.103486,796,730,731,1.09958187193848
"DEPDC1",0.12545,0.12545,0.216129,3.362765,0.433361,1.33741833333333,12,83,15,0.481492758035753
"DEPDC1B",0.62724,0.62724,1.279599,1.663325,1.80885,1.58392466666667,20,33,24,0.62975520184154
"DEPDC4",1.44264,1.44264,0.482532,2.500195,1.675611,1.55277933333333,10,12,11,0.956855129663904
"DEPDC5",14.69823,14.69823,10.970742,28.680011,31.019698,23.556817,161,156,140,0.639261594855718
"DEPDC7",4.66245,4.66245,3.06021,2.996221,3.075659,3.04403,67,54,60,1.40019980069386
"DEPTOR",6.08419,6.08419,1.1343,0.522182,0.641874,0.766118666666667,19,16,12,4.0111630853042
"DERA",20.68833,20.68833,4.496953,3.846584,5.187101,4.51021266666667,62,52,68,3.93602412683648
"DERL1",16.23495,16.23495,39.548498,43.680187,43.37823,42.202305,946,812,946,0.398935890110493
"DERL2",33.79756,33.79756,27.151046,48.072401,38.968545,38.0639973333333,459,474,529,0.890783390728609
"DERL3",4.62064,4.62064,0.487006,0.349776,0.555703,0.464161666666667,11,7,1,3.83881106025405
"DES",18.70208,18.70208,0.252039,1.072624,0.295141,0.539934666666667,3,10,3,12.7941012216103
"DESI1",17.14445,17.14445,43.696992,34.305896,42.949563,40.3174836666667,775,609,768,0.439147024208501
"DESI2",4.652,4.652,10.333232,13.115279,9.950833,11.1331146666667,579,592,523,0.465832571048533
"DET1",4.05612,4.05612,2.847622,3.268455,2.86181,2.992629,102,102,98,1.26636359150825
"DEXI",113.19516,113.19516,22.163019,26.64075,25.491897,24.765222,465,369,369,4.43214345290718
"DFFA",27.42066,27.42066,9.3314,11.87252,11.224226,10.809382,556,494,503,2.40661704397402
"DFFB",2.47758,2.47758,6.190565,3.87983,4.480347,4.85024733333333,138,88,118,0.594432987505599
"DGAT1",44.80555,44.80555,28.078341,18.956289,20.179758,22.404796,446,257,320,1.95710101468092
"DGAT2",4.86108,4.86108,4.702765,2.847618,3.73301,3.761131,88,47,82,1.23102682954953
"DGAT2L6",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"DGCR2",38.51228,38.51228,35.963188,27.975424,29.66222,31.2002773333333,1435,944,1216,1.22707887236416
"DGCR5",23.75133,23.75133,4.101431,2.895017,3.780724,3.59239066666667,193,101,166,5.38963947027735
"DGCR6",78.25812,78.25812,15.306621,14.595054,17.418237,15.773304,263,185,252,4.72525389154099
"DGCR6L",80.8507,80.8507,10.754221,10.336478,9.302668,10.1311223333333,156,129,125,7.35331959787104
"DGCR8",9.89987,9.89987,23.547914,25.585993,18.144436,22.4261143333333,733,647,592,0.465287151121363
"DGKA",19.24569,19.24569,70.561948,78.467554,87.738741,78.9227476666667,310,303,290,0.2533157404002
"DGKB",2.19533,2.19533,0.248235,0.236911,0.793684,0.426276666666667,10,10,12,2.24032971630095
"DGKD",8.49905,8.49905,41.510091,38.924394,45.087455,41.8406466666667,582,383,465,0.221729846281499
"DGKE",4.22339,4.22339,1.402737,2.051391,1.689417,1.714515,150,107,169,1.92424429410042
"DGKG",4.22339,4.22339,2.496129,8.379257,0.271662,3.71568266666667,8,16,8,1.10766359172599
"DGKH",16.02588,16.02588,2.110699,2.609666,2.214319,2.31156133333333,271,268,224,5.14134521037609
"DGKI",4.10839,4.10839,2.833811,3.624584,3.623505,3.36063333333333,402,289,389,1.17147891361347
"DGKK",0.10454,0.10454,0.067782,0.052808,0.057487,0.059359,8,5,6,1.04264937570739
"DGKQ",20.44789,20.44789,12.794922,8.366428,12.048377,11.069909,417,248,323,1.77697197219962
"DGKZ",92.26639,92.26639,39.024618,65.059998,56.645406,53.576674,690,592,637,1.70890571308908
"DGKZP1",1.04539,1.04539,0,0,0,0,0,0,0,2.04539
"DGUOK",96.83476,96.83476,42.28613,42.315158,44.124689,42.908659,445,359,413,2.22814274514738
"DHCR24",185.42136,185.42136,53.338295,55.720533,46.325106,51.7946446666667,2859,2574,2698,3.53106572034004
"DHCR7",89.08839,89.08839,50.140677,56.284981,59.815926,55.4138613333333,850,739,824,1.59691940723032
"DHDDS",40.01765,40.01765,41.794355,42.941965,38.632337,41.1228856666667,851,688,787,0.973761634580005
"DHDH",0.39725,0.39725,0.456139,0.473465,0.807035,0.578879666666667,4,3,7,0.884962945244508
"DHFR",5.1956,5.1956,11.779815,17.323367,12.935421,14.0128676666667,550,505,502,0.412685979625078
"DHH",12.83743,12.83743,6.03155,5.032089,5.892618,5.65208566666667,438,292,373,2.08016413097907
"DHODH",7.4432,7.4432,4.365923,2.752105,5.091543,4.069857,98,74,84,1.66537241582948
"DHPS",81.86473,81.86473,56.259325,42.408109,63.188682,53.9520386666667,264,227,238,1.5079464203803
"DHRS1",25.17306,25.17306,19.00313,15.387459,15.799971,16.7301866666667,274,184,224,1.47618637592836
"DHRS11",17.17581,17.17581,5.061711,2.951057,4.061411,4.02472633333333,102,67,89,3.61727361735588
"DHRS12",15.69135,15.69135,4.373064,4.397141,3.799673,4.18995933333333,47,30,27,3.21608493014525
"DHRS13",27.50429,27.50429,4.976243,3.960175,6.105481,5.01396633333333,107,54,97,4.73968233609999
"DHRS2",6.86823,6.86823,7.116073,8.254337,8.072571,7.814327,146,140,143,0.892663728041857
"DHRS3",78.21631,78.21631,1.096213,1.183655,0.964479,1.081449,31,31,27,38.0582517275225
"DHRS4",39.2336,39.2336,7.220334,6.944991,6.174113,6.77981266666667,95,63,59,5.17153840636608
"DHRS4L2",25.0058,25.0058,5.175936,11.499939,9.119267,8.59838066666667,61,61,78,2.70939452217322
"DHRS7",164.55532,164.55532,75.112523,51.439485,74.631636,67.0612146666667,610,365,560,2.4324473315796
"DHRS7B",56.82757,56.82757,18.873357,14.489226,18.597381,17.319988,176,146,198,3.15652881432018
"DHRS7C",0.04182,0.04182,0.326827,0,0.332942,0.219923,4,0,1,0.854004719970031
"DHRS9",3.1989,3.1989,0,0,0,0,0,0,0,4.1989
"DHRSX",0,0,7.724718,8.586838,6.653766,7.65510733333333,147,119,102,0.115538717370807
"DHTKD1",5.09106,5.09106,22.091858,16.099754,18.084414,18.7586753333333,270,221,262,0.308272690210373
"DHX15",48.64214,48.64214,82.214138,93.283998,82.728526,86.075554,1669,1435,1505,0.57010421087875
"DHX16",18.38846,18.38846,15.07282,16.738387,14.079547,15.296918,416,333,363,1.18970102199692
"DHX29",7.78818,7.78818,11.45047,8.084004,10.061672,9.865382,540,464,587,0.80882384070804
"DHX30",56.06443,56.06443,30.403892,26.351999,25.600273,27.4520546666667,1072,803,915,2.0056347658735
"DHX32",9.61762,9.61762,7.634145,10.268895,8.651065,8.85136833333333,337,330,328,1.07778124223352
"DHX33",2.84347,2.84347,7.734096,8.345309,7.305573,7.79499266666667,564,485,490,0.437006617932371
"DHX34",7.28639,7.28639,10.437376,6.03627,10.050637,8.84142766666667,340,253,270,0.84199064207588
"DHX35",5.5824,5.5824,4.463587,4.610082,3.956544,4.34340433333333,161,128,121,1.23187383723473
"DHX36",42.27569,42.27569,74.401821,65.336423,77.540078,72.4261073333333,1289,1014,1124,0.589377424075348
"DHX37",8.72903,8.72903,3.971433,7.336369,6.009094,5.77229866666667,259,240,262,1.43659198727995
"DHX38",27.59838,27.59838,44.532807,37.584198,34.456227,38.857744,797,706,557,0.717511257034517
"DHX40",11.47842,11.47842,13.995089,21.925478,15.2706,17.0637223333333,574,569,542,0.690800033887442
"DHX57",12.54472,12.54472,18.006015,17.523886,26.995016,20.841639,525,447,500,0.62013294881396
"DHX58",33.48394,33.48394,1.216489,0.911751,1.205003,1.111081,16,9,15,16.3347308795825
"DHX8",19.91474,19.91474,84.414457,72.961138,47.241188,68.2055943333333,726,552,585,0.302211695477432
"DHX9",55.14448,55.14448,104.425328,108.303337,102.431,105.053221666667,2605,2299,2429,0.529399099034128
"DIABLO",127.56931,127.56931,43.943507,43.89149,44.083638,43.9728783333333,583,434,563,2.85881879845582
"DIAPH1",14.86549,14.86549,21.095941,22.363669,17.242426,20.234012,780,680,657,0.747173449840756
"DIAPH2",3.51252,3.51252,0.278936,0.36489,0.201315,0.281713666666667,32,33,26,3.52069273922595
"DIAPH3",0.35543,0.35543,2.050858,3.826589,1.407047,2.42816466666667,70,190,42,0.395380657521897
"DICER1",4.5161,4.5161,8.866045,12.998537,13.220781,11.695121,872,818,796,0.434505508060931
"DIDO1",15.05366,15.05366,13.284677,13.73361,12.319788,13.1126916666667,1577,1289,1264,1.13753353216933
"DIMT1",16.7472,16.7472,10.061617,9.812701,7.113143,8.99582033333333,222,150,155,1.77546208396903
"DIO1",0.12545,0.12545,0.38065,0.053886,0.205596,0.213377333333333,3,1,2,0.927535045432418
"DIO2",0.43907,0.43907,0.0814,0.283934,0.036556,0.133963333333333,8,14,3,1.26906219777829
"DIO3",1.48446,1.48446,0.258212,0.479944,0.184775,0.307643666666667,8,12,5,1.89995184722851
"DIO3OS",12.32518,12.32518,1.024605,0.337905,0.279362,0.547290666666667,10,8,9,8.61194362963908
"DIP2A",8.07043,8.07043,17.736304,18.898468,17.879749,18.171507,1049,894,829,0.473120344686518
"DIP2B",8.46768,8.46768,13.756544,16.801971,12.413188,14.323901,1879,1755,1497,0.617837455358136
"DIP2C",8.87539,8.87539,11.133965,15.194175,11.097724,12.475288,1347,1177,1168,0.732851869288434
"DIRAS1",98.34012,98.34012,6.134784,4.731355,7.279056,6.04839833333333,318,196,268,14.0939991331364
"DIRAS2",10.85118,10.85118,6.036753,5.525456,5.972075,5.84476133333333,310,237,291,1.73142340877335
"DIRAS3",1.12902,1.12902,2.745539,1.728438,3.448067,2.64068133333333,57,30,64,0.584786144424981
"DIS3",7.66273,7.66273,13.159024,16.766745,13.439292,14.4550203333333,955,929,857,0.560512365119071
"DIS3L",18.61845,18.61845,10.159995,6.786545,5.940399,7.62897966666667,161,125,172,2.2735538566379
"DIS3L2",11.59341,11.59341,8.849818,14.011812,9.337412,10.733014,265,218,200,1.07333120032074
"DIS3L2P1",0,0,0,0,0,0,0,0,0,1
"DISC1",4.1293,4.1293,4.377713,4.640075,5.763858,4.92721533333333,445,300,362,0.865381078894496
"DISP1",6.20963,6.20963,11.481739,3.413788,3.39004,6.095189,177,142,169,1.01612938006303
"DISP2",14.68777,14.68777,18.218015,21.609502,22.342609,20.7233753333333,692,392,644,0.722160794963017
"DIXDC1",7.92408,7.92408,4.320577,9.497704,5.75221,6.523497,262,474,297,1.18616116946681
"DKC1",16.8831,16.8831,45.207179,55.446655,44.144441,48.2660916666667,542,509,493,0.362990028131248
"DKK1",0.72132,0.72132,13.026246,12.570371,9.780107,11.7922413333333,159,111,127,0.134559687794091
"DKK2",0.55406,0.55406,4.794017,8.087569,3.13212,5.337902,242,292,150,0.245201014468195
"DKK3",390.25567,390.25567,50.596559,73.60411,58.943301,61.04799,1005,1098,1011,6.30569451161915
"DKK4",0.05227,0.05227,0,0,0.105893,0.0352976666666667,0,0,1,1.01639367486259
"DKKL1",0.28226,0.28226,2.086249,2.032544,0.549626,1.55613966666667,11,10,4,0.501639255757934
"DLAT",15.58681,15.58681,8.613088,10.325148,10.407159,9.78179833333333,415,366,437,1.53840848133096
"DLC1",5.90647,5.90647,12.800403,19.983831,14.303462,15.6958986666667,616,1073,591,0.413662668771987
"DLD",59.11698,59.11698,39.605254,35.894342,41.876834,39.1254766666667,823,650,790,1.49822469398702
"DLEC1",0.50179,0.50179,0.233016,0.261507,0.067453,0.187325333333333,6,5,5,1.26485130725193
"DLEU1",6.53371,6.53371,3.002976,7.688469,4.287161,4.99286866666667,95,206,86,1.25711248135701
"DLEU2",1.23356,1.23356,2.090316,4.254334,2.200852,2.84850066666667,46,90,48,0.580371472803868
"DLEU7",5.57194,5.57194,0.871444,1.009256,0.735731,0.872143666666667,19,18,16,3.5103823050617
"DLG1",7.31775,7.31775,63.678799,38.394149,67.320348,56.464432,683,687,611,0.144746057874548
"DLG2",0,0,1.75282,0.840562,1.17442,1.255934,83,34,81,0.443275379510216
"DLG3",3.39753,3.39753,9.798158,8.71266,9.861054,9.45729066666667,397,257,348,0.420522881133775
"DLG4",46.80225,46.80225,46.150545,36.910665,39.292534,40.7845813333333,899,633,770,1.14401648825104
"DLG5",8.3736,8.3736,33.995234,38.043579,33.602409,35.2137406666667,1383,1148,1042,0.258840976586217
"DLGAP1",2.46713,2.46713,13.479684,16.385998,14.115741,14.6604743333333,287,187,212,0.221393677241322
"DLGAP2",0.37634,0.37634,0.062568,0.031224,0.035663,0.0431516666666667,10,4,5,1.31940545558252
"DLGAP3",15.34637,15.34637,3.70514,1.966422,2.447206,2.706256,104,63,68,4.41048054964363
"DLGAP4",28.84239,28.84239,109.086701,128.567393,110.352252,116.002115333333,2414,2205,2052,0.255058550992693
"DLGAP5",0.2718,0.2718,0.257536,2.429717,0.245536,0.977596333333333,11,62,9,0.643103943187597
"DLGAP5P1",0,0,0,0,0,0,0,0,0,1
"DLK1",0.74223,0.74223,0.505133,2.586629,0.259005,1.11692233333333,13,47,5,0.823001379203488
"DLK2",14.52051,14.52051,3.493053,3.262628,5.180728,3.978803,71,49,90,3.11731755604711
