"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"EPHB1",12.429354,10.67258,18.50452,13.868818,718,689,741,"Ephb1",10.365713,9.97506,10.001805,497,528,994,10.1141926666667,1.33782258828337
"EPHB2",13.604635,12.494804,17.209385,14.4362746666667,1295,1440,1303,"Ephb2",3.793381,4.344286,3.198769,184,188,360,3.778812,3.2301489714738
"EPHB3",1.472515,1.520598,2.952418,1.98184366666667,53,73,61,"Ephb3",5.986307,4.738362,4.872019,220,205,382,5.198896,0.481028180932003
"EPHB4",0.600956,1.140722,2.58268,1.44145266666667,8,17,39,"Ephb4",1.066309,1.360277,1.219226,55,77,134,1.21527066666667,1.10210129326559
"EPHB6",13.358324,14.597972,10.84711,12.9344686666667,350,443,191,"Ephb6",69.561435,63.537101,55.587016,1078,1117,2137,62.895184,0.218083238740915
"EPHX1",24.492245,22.80368,23.943607,23.7465106666667,435,451,277,"Ephx1",13.081778,15.0425,16.965063,214,215,411,15.0297803333333,1.54378351743269
"EPHX2",6.695904,9.579348,12.198776,9.49134266666667,88,130,84,"Ephx2",8.029676,7.917244,7.509372,213,206,381,7.818764,1.18966134785631
"EPHX3",0.239467,0.299822,0.544435,0.361241333333333,5,7,8,"Ephx3",0.156153,0.253931,0.23434,5,7,9,0.214808,1.12054031034808
"EPHX4",1.138897,1.453816,0.776498,1.12307033333333,18,25,9,"Ephx4",34.98536,43.767677,41.604116,352,417,730,40.119051,0.0516322794836227
"EPM2A",12.308211,4.73914,5.499363,7.51557133333333,180,161,120,"Epm2a",8.41816,10.043154,9.069607,362,427,731,9.17697366666667,0.836748881568296
"EPM2AIP1",21.371143,23.354648,28.950605,24.5587986666667,1360,1408,1098,"Epm2aip1",27.920099,31.396801,31.562054,2486,2652,4625,30.2929846666667,0.816758098945158
"EPN1",61.624922,75.0463,75.183143,70.6181216666667,903,1382,879,"Epn1",205.39235,229.796642,244.136954,2537,2868,5679,226.441982,0.314885233750147
"EPN2",27.36384,26.947168,30.590271,28.3004263333333,662,671,551,"Epn2",36.957917,42.768499,50.383385,1303,1341,2517,43.3699336666667,0.660366692306902
"EPN3",0,0.41063,0.070434,0.160354666666667,0,5,1,"Epn3",0.206877,0.25313,0.248691,10,6,17,0.236232666666667,0.93862158633569
"EPO",0.058473,0.101772,0.084768,0.081671,1,2,1,"Epo",0,0,0,0,0,0,0,1.081671
"EPOP",0.269772,0.203735,0.486983,0.320163333333333,9,8,11,"Epop",20.026818,19.875583,19.401862,373,440,930,19.7680876666667,0.0635669183664046
"EPOR",4.516002,2.393024,1.891674,2.93356666666667,98,75,39,"Epor",3.378011,4.189281,4.058924,54,68,125,3.87540533333333,0.806818386929333
"EPPIN",0.143346,0.114284,0.17374,0.14379,4,3,3,"Eppin",0,0,0,0,0,0,0,1.14379
"EPRS1",60.770959,66.274393,73.01434,66.686564,2189,2512,1679,"Eprs",20.237378,20.105549,16.661485,1144,1076,1914,19.0014706666667,3.38407935736459
"EPS15",60.229236,66.677488,66.465154,64.4572926666667,2100,2662,1835,"Eps15",168.480973,160.418866,140.99694,3033,2939,5150,156.632259666667,0.415253151893428
"EPS15L1",18.448769,23.302415,23.665275,21.8054863333333,495,633,442,"Eps15l1",16.849157,16.811894,15.522574,552,580,1004,16.3945416666667,1.31107141368581
"EPS8",3.364899,4.69978,4.263304,4.10932766666667,80,105,79,"Eps8",11.07675,13.160194,10.765051,341,344,635,11.6673316666667,0.403346797977317
"EPS8L1",41.76377,39.638828,57.459878,46.287492,157,175,136,"Eps8l1",22.097899,11.592717,19.624267,65,58,165,17.7716276666667,2.51909386014351
"EPS8L2",18.369372,25.640767,22.181917,22.0640186666667,108,149,56,"Eps8l2",1.272709,4.02279,2.144538,33,31,62,2.48001233333333,6.62756808237365
"EPS8L3",0.037135,0,0.970589,0.335908,1,0,1,"Eps8l3",0,0.531041,0.271825,0,1,3,0.267622,1.05386937115323
"EPSTI1",0.2824,0.309193,0.321903,0.304498666666667,1,6,3,"Epsti1",0.459283,0.214286,0.266254,11,5,11,0.313274333333333,0.993317720110777
"EPX",0.368385,0.566321,0.518008,0.484238,13,22,13,"Epx",0.165817,0.056092,0.086416,5,2,5,0.102775,1.34591190406021
"EPYC",0,0.055041,0,0.018347,0,1,0,"Epyc",1.028154,1.092417,1.277668,22,22,50,1.13274633333333,0.477481538279517
"EQTN",0,0.483089,0.156829,0.213306,0,1,1,"Eqtn",1.241758,0.395031,1.010181,16,5,25,0.882323333333333,0.644578951189753
"ERAL1",27.668848,40.044415,45.765732,37.8263316666667,413,486,333,"Eral1",4.767819,4.682875,5.637653,117,124,246,5.029449,6.43944938694509
"ERAP1",8.998012,13.913075,17.591659,13.5009153333333,274,377,431,"Erap1",5.057951,15.000583,11.345295,162,171,283,10.467943,1.26447396305801
"ERAS",0.209026,0.443599,0.979818,0.544147666666667,3,6,10,"Eras",0,0,0,0,0,0,0,1.54414766666667
"ERBB2",2.588962,2.874371,5.345254,3.60286233333333,65,109,103,"Erbb2",0.489942,0.492836,1.009077,32,27,46,0.663951666666667,2.7662235782089
"ERBB4",0.0435,0.040614,0.795458,0.293190666666667,7,7,19,"Erbb4",11.946465,8.069894,6.901096,1261,1271,2094,8.972485,0.129675869822483
"ERBIN",13.703345,13.058829,17.933326,14.8985,294,268,301,"Erbin",17.625088,17.926317,17.067525,1494,1465,2677,17.5396433333333,0.857540768943236
"ERC1",59.141056,57.460117,57.556413,58.0525286666667,2961,3127,2309,"Erc1",6.714577,7.978499,7.101785,630,697,1345,7.26495366666667,7.14493160498056
"ERC2",22.037343,22.969787,25.583102,23.5300773333333,939,891,712,"Erc2",45.851331,51.274864,48.085085,1970,2073,3597,48.40376,0.496522477911263
"ERCC1",42.266484,45.829278,52.246978,46.7809133333333,399,417,379,"Ercc1",26.689306,29.674368,33.024739,130,95,251,29.7961376666667,1.55152291662375
"ERCC2",20.530165,22.367588,19.149841,20.6825313333333,556,645,476,"Ercc2",35.390161,29.043067,42.259872,281,239,487,35.5643666666667,0.592996223098809
"ERCC3",39.494748,44.80317,41.310313,41.8694103333333,663,743,499,"Ercc3",8.499549,9.790826,8.20441,275,295,494,8.831595,4.36037187590959
"ERCC4",7.38253,6.303088,6.957561,6.88105966666667,189,218,144,"Ercc4",5.802314,5.279785,5.625736,265,239,459,5.56927833333333,1.19968423725894
"ERCC5",17.236005,23.542068,26.266692,22.348255,608,644,466,"Ercc5",6.590905,10.216196,9.327763,235,261,523,8.71162133333333,2.40415623700869
"ERCC5",17.236005,23.542068,26.266692,22.348255,608,644,466,"Bivm",12.353457,10.128632,9.500509,262,265,495,10.660866,2.00227453089676
"ERCC6",7.455619,7.925535,10.126372,8.50250866666667,272,263,231,"Ercc6",6.371329,3.725771,3.972646,447,353,795,4.68991533333333,1.67006152288382
"ERCC6L",0.140435,0.097547,0.123775,0.120585666666667,8,6,5,"Ercc6l",0.123939,0.068101,0.106615,9,5,15,0.0995516666666667,1.01912961494912
"ERCC8",10.251354,8.903586,11.538175,10.2310383333333,211,225,240,"Ercc8",5.1802,6.310319,3.814446,97,77,187,5.101655,1.84065443446628
"EREG",0.39141,0.751675,0.562665,0.568583333333333,16,31,9,"Ereg",0,0,0,0,0,0,0,1.56858333333333
"ERF",93.839582,56.12044,96.331122,82.097048,257,245,186,"Erf",13.343804,13.492199,12.22129,404,408,805,13.0190976666667,5.92741772514936
"ERFE",1.201689,0.614103,0.272669,0.696153666666667,9,4,2,"Erfe",0.423114,0.107925,0.304874,10,4,10,0.278637666666667,1.32653191039526
"ERFL",3.064261,2.775402,3.493719,3.11112733333333,72,76,57,"Erfl",0,0.078577,0,0,1,0,0.0261923333333333,4.0061957196458
"ERG",0,0,0,0,0,0,0,"Erg",1.688313,2.209197,1.815483,56,59,115,1.904331,0.344313371995134
"ERG28",19.313524,15.185821,14.39339,16.2975783333333,566,484,299,"Erg28",34.237278,38.319384,37.255072,254,296,548,36.6039113333333,0.459994126142942
"ERGIC1",55.148896,54.14933,55.946213,55.0814796666667,1697,1718,1151,"Ergic1",44.96473,53.938808,43.790565,1103,1174,2080,47.564701,1.15477864605131
"ERGIC2",79.039278,71.501603,91.130022,80.5569676666667,377,374,286,"Ergic2",51.322159,51.456105,46.698934,531,525,956,49.8257326666667,1.60463929170577
"ERGIC3",107.431525,93.390146,135.276206,112.032625666667,787,919,714,"Ergic3",119.110663,129.417589,121.212113,662,677,1261,123.246788333333,0.90974283667936
"ERH",277.434793,320.396097,120.399174,239.410021333333,568,594,399,"Erh",15.111839,22.304565,18.471135,118,158,229,18.6291796666667,12.2475837205559
"ERI1",2.647008,2.559778,2.171849,2.459545,104,102,63,"Eri1",3.771701,4.65409,4.036775,165,166,310,4.15418866666667,0.671210392893392
"ERI2",3.459862,4.952619,7.597677,5.33671933333333,66,87,66,"Eri2",3.105327,3.48174,3.318017,122,119,247,3.30169466666667,1.47307510745378
"ERI3",79.838341,82.001931,84.488066,82.109446,667,729,536,"Eri3",501.774799,515.034173,431.272237,727,838,1553,482.693736333333,0.171822456561079
"ERICH1",42.842685,41.266288,38.705915,40.938296,321,307,222,"Erich1",4.250792,4.354999,3.040354,57,58,89,3.88204833333333,8.59030741536425
"ERICH2",2.374855,3.660612,5.312545,3.78267066666667,12,20,19,"Erich2",2.734279,1.396602,0.161746,8,4,6,1.43087566666667,1.96746823881161
"ERICH3",1.188684,1.284847,1.268741,1.247424,117,117,83,"Erich3",4.551124,7.003598,5.830439,353,398,793,5.79505366666667,0.330744113328318
"ERICH4",0,0,0,0,0,0,0,"Erich4",0,0,0,0,0,0,0,1
"ERICH5",4.095865,5.572763,6.925855,5.53149433333333,49,88,70,"Erich5",0,0.128067,0.116815,0,4,7,0.0816273333333333,6.03858106396473
"ERICH6",0.308296,0.066384,0.101224,0.158634666666667,1,1,1,"Erich6",0.797957,0.388246,0.816222,23,11,45,0.667475,0.694843800756633
"ERICH6B",1.190852,1.332202,1.680392,1.40114866666667,6,8,6,"Erich6b",0,0,0.061726,0,0,3,0.0205753333333333,2.35274025174036
"ERLEC1",19.52519,23.971451,20.443768,21.3134696666667,599,773,430,"Erlec1",22.855531,31.907799,30.229815,433,546,922,28.3310483333333,0.7607457262722
"ERLIN1",3.804322,3.273674,2.879722,3.31923933333333,139,152,93,"Erlin1",38.820436,39.654846,39.663645,292,263,532,39.3796423333333,0.106965765017879
"ERLIN2",8.473695,11.010628,12.14875,10.5443576666667,395,440,304,"Erlin2",38.51449,44.21208,40.822424,518,563,1086,41.182998,0.273673238366478
"ERMAP",3.132883,3.050107,4.140145,3.441045,88,125,106,"Ermap",0.3747,0.254507,0.199394,19,15,24,0.276200333333333,3.47989644259091
"ERMARD",8.32632,5.437228,11.320914,8.36148733333333,78,73,60,"Gm3435",1.445486,1.141601,1.480291,20,23,49,1.35579266666667,3.9738163149049
"ERMARD",8.32632,5.437228,11.320914,8.36148733333333,78,73,60,"Ermard",53.862853,43.635558,49.511722,246,211,493,49.0033776666667,0.187217099527537
"ERMN",0.243763,0.019154,0.682594,0.315170333333333,2,1,2,"Ermn",14.681692,12.757768,12.38371,753,630,1192,13.27439,0.0921349587151068
"ERMP1",2.990911,3.897713,4.325945,3.73818966666667,200,288,205,"Ermp1",11.119542,12.434107,10.786479,690,789,1311,11.4467093333333,0.380678100514278
"ERN1",2.904826,3.290028,7.692286,4.62904666666667,120,146,96,"Ern1",1.30712,1.134235,1.519118,117,111,264,1.32015766666667,2.4261483379075
"ERN2",0.140095,0.751404,0.201462,0.364320333333333,5,10,1,"Ern2",0.101279,0.025273,0.079731,4,1,6,0.068761,1.2765438983396
"ERO1A",24.342231,26.409314,25.975658,25.5757343333333,1066,1045,687,"Ero1a",20.197012,33.585399,27.103094,751,749,1410,26.961835,0.950428837497015
"ERO1B",1.57688,1.703037,2.127137,1.80235133333333,100,118,99,"Ero1b",5.457071,5.23488,4.946532,287,264,485,5.21282766666667,0.451058919333725
"ERP27",1.560168,2.877064,0.269386,1.56887266666667,4,34,3,"Erp27",0.085792,0,0.063416,1,0,2,0.049736,2.44716068293996
"ERP29",105.360485,141.342337,83.913487,110.205436333333,1086,1328,679,"Erp29",45.80988,47.687937,45.254135,526,555,1039,46.2506506666667,2.35352179841587
"ERP44",8.059929,8.759078,9.262658,8.69388833333333,519,605,425,"Erp44",28.032222,15.61755,18.42701,335,316,592,20.6922606666667,0.44688234584187
"ERRFI1",11.388698,12.17103,14.443784,12.6678373333333,411,457,351,"Errfi1",7.136134,7.370651,7.090588,286,290,540,7.19912433333333,1.66698744617972
"ESAM",0.611425,0.392402,0.615948,0.539925,10,10,8,"Esam",80.570068,41.799496,69.283782,163,182,311,63.8844486666667,0.0237333449176877
"ESCO1",12.013594,9.648299,13.218369,11.626754,207,211,178,"Esco1",5.838864,6.191751,6.737851,302,294,489,6.25615533333333,1.74014383925813
"ESCO2",0.031855,0.146316,0.573413,0.250528,1,4,4,"Esco2",0.297451,0.815431,0.523238,6,11,14,0.545373333333333,0.809207699541858
"ESD",63.886608,63.471208,81.765789,69.7078683333333,807,877,741,"Esd",67.942499,63.109572,63.662021,522,520,905,64.9046973333333,1.07288055623268
"ESF1",3.461467,4.745072,5.207752,4.47143033333333,134,176,153,"Esf1",7.215147,7.612069,7.153471,317,301,541,7.32689566666667,0.657079246859784
"ESM1",0.17836,0.179571,0,0.119310333333333,2,2,0,"Esm1",0.074264,0.038723,0.05975,2,1,3,0.057579,1.05837042276117
"ESPL1",0.036858,0.033572,0.458579,0.176336333333333,2,2,17,"Espl1",0.536021,0.639681,2.776344,15,9,28,1.31734866666667,0.507621641168657
"ESPN",0.803276,0.220782,0.825588,0.616548666666667,7,5,3,"Espn",1.75705,1.091057,1.959362,37,27,85,1.60248966666667,0.621154691744533
"ESPNL",0.035726,0.138431,0.068623,0.0809266666666667,2,8,2,"Espnl",0.099058,0.230839,0.088684,7,17,13,0.139527,0.948574861909079
"ESR1",0.337515,0.257267,0.258515,0.284432333333333,19,21,14,"Esr1",0.552763,0.822055,0.652293,45,46,72,0.675703666666667,0.766503265991143
"ESR2",0.282399,1.190788,0.39773,0.623639,15,11,9,"Esr2",0.024936,0.107416,0.065822,1,4,5,0.066058,1.52303064186001
"ESRP1",0.201219,0.49215,0.29683,0.330066333333333,1,4,4,"Esrp1",0,0.083166,0,0,2,0,0.027722,1.29418883057221
"ESRP2",0,0.069768,0.053873,0.0412136666666667,0,3,1,"Esrp2",0.370071,0,0.021699,4,0,2,0.13059,0.920947175073782
"ESRRA",8.526671,10.897612,17.498846,12.3077096666667,136,163,122,"Esrra",18.429995,21.14227,20.851146,384,399,780,20.141137,0.629469912931678
"ESRRB",1.27808,1.057847,0.881068,1.07233166666667,43,56,28,"Esrrb",0.275446,0.623338,0.418589,16,21,37,0.439124333333333,1.43999487651403
"ESRRG",5.314296,7.187076,7.295261,6.59887766666667,287,353,237,"Esrrg",5.9057,7.33365,5.524152,395,412,654,6.25450066666667,1.0474708068582
"ESS2",5.828072,7.694517,9.13034,7.55097633333333,256,356,281,"Ess2",8.502292,8.581689,7.737856,235,217,426,8.27394566666667,0.922042962152355
"ESX1",0,0,0,0,0,0,0,"Esx1",0,0,0,0,0,0,0,1
"ESYT2",9.0993,9.967203,10.627723,9.89807533333333,645,783,548,"Esyt2",21.221683,19.977897,18.777581,623,695,1260,19.992387,0.519144170376305
"ESYT3",1.882736,1.925916,1.301611,1.703421,40,38,25,"Esyt3",1.300786,0.891384,0.533314,36,33,64,0.908494666666667,1.41652007061761
"ETAA1",1.754028,1.578246,2.375969,1.90274766666667,111,110,101,"Etaa1",2.052409,2.359685,2.070001,119,133,228,2.16069833333333,0.918388077740204
"ETF1",46.523664,53.522624,62.14448,54.0635893333333,1285,1493,1023,"Etf1",19.265606,20.898597,18.492062,997,1058,1825,19.5520883333333,2.67922113024524
"ETFA",99.38346,109.340957,142.016398,116.913605,571,708,534,"Etfa",29.742539,25.186853,26.856429,271,247,489,27.2619403333333,4.17216948338567
"ETFB",37.181948,40.076834,49.509685,42.2561556666667,506,490,480,"Etfb",58.830549,57.244789,52.644186,186,179,341,56.2398413333333,0.755700132269176
"ETFBKMT",1.941443,2.370701,1.193324,1.835156,54,64,39,"Etfbkmt",3.031288,2.415151,1.683308,29,24,49,2.37658233333333,0.839652559930668
"ETFDH",12.15438,14.12918,15.674137,13.985899,154,181,127,"Etfdh",8.494956,10.154962,9.62578,272,283,569,9.42523266666667,1.43746422541873
"ETFRF1",38.906084,13.493215,24.691121,25.6968066666667,149,155,105,"Etfrf1",12.939721,12.30391,10.527816,176,180,336,11.9238156666667,2.0657062399554
"ETHE1",6.073303,9.560749,6.189401,7.27448433333333,59,83,42,"Ethe1",3.276757,4.012314,3.893003,57,71,136,3.727358,1.75034011245464
"ETNK1",14.474282,15.180068,17.091589,15.5819796666667,1286,1436,1102,"Etnk1",65.904678,63.495704,63.434093,5935,5585,10916,64.2781583333333,0.254020335285705
"ETNK2",60.407327,64.968925,64.595638,63.3239633333333,765,890,608,"Etnk2",2.203686,1.721379,2.988771,50,49,132,2.304612,19.4649064196745
"ETNPPL",0.053643,0,0,0.017881,1,0,0,"Etnppl",9.591327,5.735953,7.771173,302,221,552,7.69948433333333,0.117004751201154
"ETS1",1.374606,2.794075,2.378392,2.18235766666667,24,64,36,"Ets1",2.907145,3.591896,2.267303,167,189,267,2.92211466666667,0.81138822730323
"ETS2",11.717465,12.013008,12.562792,12.097755,471,463,331,"Ets2",21.543383,21.049479,22.790931,872,878,1591,21.7945976666667,0.574599086657858
"ETV1",9.483574,10.299062,15.755423,11.8460196666667,469,380,435,"Etv1",14.184857,13.065306,15.261849,983,907,1735,14.1706706666667,0.846766761267333
"ETV2",1.759479,2.430281,1.546577,1.91211233333333,8,15,7,"Etv2",0,0,0,0,0,0,0,2.91211233333333
"ETV3",3.063142,3.188447,5.195424,3.815671,215,236,238,"Etv3",5.400652,4.919312,5.249755,389,350,708,5.18990633333333,0.777987701375557
"ETV3L",0.656992,0.930297,3.403285,1.66352466666667,14,25,55,"Etv3l",0,0,0.024271,0,0,1,0.00809033333333333,2.64214880214108
"ETV4",39.436836,37.399216,57.625065,44.8203723333333,789,868,893,"Etv4",4.689623,5.561052,3.634742,74,67,112,4.62847233333333,8.14081861288945
"ETV5",72.069106,127.286643,145.731482,115.029077,657,859,740,"Etv5",42.545773,36.53629,45.236486,1356,1119,2353,41.4395163333333,2.73398678930907
"ETV6",3.25322,2.201415,3.370322,2.94165233333333,265,196,195,"Etv6",3.609708,3.314722,3.199676,247,210,491,3.374702,0.901010476446929
"EVA1A",0.39622,0.994871,0.531391,0.640827333333333,5,12,1,"Eva1a",4.550205,4.194923,4.899223,101,91,174,4.548117,0.295744904682676
"EVA1B",0,1.638888,0.239482,0.626123333333333,0,10,1,"Eva1b",0.487514,1.361363,0.909026,6,18,22,0.919301,0.84724768722224
"EVA1C",1.191885,2.665783,1.238264,1.698644,14,16,6,"Eva1c",0.478396,0.265239,0.68122,7,6,20,0.474951666666667,1.82964910714588
"EVC",1.466606,1.386845,1.342332,1.39859433333333,126,122,70,"Evc",2.994111,4.211626,3.788509,70,72,151,3.66474866666667,0.514195834487975
"EVC2",0.051964,0.078732,0,0.0435653333333333,3,5,0,"Evc2",2.81489,3.226048,3.731738,140,133,294,3.25755866666667,0.245108855810638
"EVI2A",0,0.103664,0,0.0345546666666667,0,2,0,"Evi2a",15.300458,16.209312,15.237331,191,210,346,15.582367,0.0623888415125939
"EVI2B",0,0,0,0,0,0,0,"Evi2b",0.255097,0.386123,0.287885,6,9,13,0.309701666666667,0.763532662018449
"EVI2B",0,0,0,0,0,0,0,"Evi2",0.039333,0,0.020912,2,0,2,0.0200816666666667,0.98031366769654
"EVI5",9.064217,8.549516,8.941526,8.851753,295,365,223,"Evi5",29.316812,26.278293,27.828356,980,954,2013,27.8078203333333,0.341981895402222
"EVI5L",69.513927,69.092633,113.710306,84.105622,822,1058,650,"Evi5l",31.611509,35.573483,34.209023,883,920,1884,33.798005,2.44570405688487
"EVL",510.877869,597.705224,700.569495,603.050862666667,3231,3731,2897,"Evl",73.5581,76.319885,71.949914,874,923,1580,73.942633,8.06017667762843
"EVPL",0,0.382727,0,0.127575666666667,0,2,0,"Evpl",0.674834,0.718377,0.715307,59,64,125,0.702839333333333,0.662173843764473
"EVX1",0.367097,0.080132,0.089499,0.178909333333333,7,3,2,"Evx1",0,0,0,0,0,0,0,1.17890933333333
"EVX2",0.144135,0.366633,0.265491,0.258753,7,20,9,"Evx2",0,0.020267,0,0,1,0,0.00675566666666667,1.25030634708786
"EWSR1",110.823958,108.15185,122.7759,113.917236,2455,2549,2137,"Ewsr1",258.389385,250.626231,311.232292,1996,1708,3685,273.415969333333,0.418770220549409
"EXD1",0.144738,0.071609,0.24889,0.155079,4,2,5,"Exd1",0.400021,0.224365,0.365799,30,17,42,0.330061666666667,0.868440185104199
"EXD2",17.081748,12.215648,17.624174,15.6405233333333,423,394,352,"Exd2",54.383279,46.388264,55.000013,1084,829,2092,51.923852,0.314423888369526
"EXO1",0.628277,0.590996,0.27585,0.498374333333333,6,6,3,"Exo1",0.086114,0.054926,0.25037,10,6,8,0.13047,1.32544369451054
"EXO5",6.385316,8.822186,10.524566,8.577356,111,132,81,"Exo5",2.770284,3.210514,3.658092,55,59,131,3.21296333333333,2.27330627926978
"EXOC1",30.863304,41.236989,42.567171,38.222488,975,1164,765,"Exoc1",34.00383,39.412272,33.215328,482,511,1001,35.54381,1.07330045772458
"EXOC1L",0.10828,0.213277,0,0.107185666666667,1,2,0,"Gm7271",0.25248,0,0,1,0,0,0.08416,1.0212382551161
"EXOC2",17.454622,18.078231,20.576455,18.7031026666667,996,1167,871,"Exoc2",8.368193,10.385236,8.633746,497,604,983,9.12905833333333,1.94520576526117
"EXOC3",29.163853,23.284268,26.071414,26.1731783333333,679,639,485,"Exoc3",25.431116,25.908072,28.048987,1267,1220,2157,26.462725,0.989456739392516
"EXOC3L1",1.060326,0.983707,1.21763,1.087221,16,16,13,"Exoc3l",2.164239,2.707958,3.550182,33,36,74,2.80745966666667,0.548192543777439
"EXOC3L2",0.043142,0.241944,0.068065,0.117717,1,9,1,"Exoc3l2",0.035544,0.070595,0.040372,1,2,4,0.048837,1.06567274037815
"EXOC3L4",0,0,0,0,0,0,0,"Exoc3l4",1.192124,2.966374,1.547364,8,10,19,1.901954,0.34459540020276
"EXOC4",68.483938,76.109579,92.977252,79.1902563333333,1215,1153,936,"Exoc4",17.581913,20.781968,18.973024,815,894,1546,19.1123016666667,3.98712477877345
"EXOC5",31.692525,31.137963,36.918985,33.2498243333333,1092,1170,953,"Exoc5",23.284554,24.781988,21.76129,896,842,1566,23.275944,1.41085447936992
"EXOC6",121.877316,26.784354,75.042019,74.5678963333333,316,241,195,"Exoc6",9.152712,11.10428,8.751296,448,530,804,9.66942933333333,7.08265587337879
