"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"FDFT1",257.162122,196.70198,184.907443,212.923848333333,2631,2074,1188,"Fdft1",31.013731,42.187554,37.950837,987,2325,2157,37.0507073333333,5.62207284241286
"FDPS",239.752749,179.943515,175.117104,198.271122666667,1819,1480,850,"Fdps",56.361277,76.970756,77.477774,501,1312,1361,70.2699356666667,2.79600536751806
"FDX1",3.283466,3.22144,3.705322,3.40340933333333,127,134,102,"Fdx1",8.209456,9.837243,10.62879,70,166,186,9.55849633333333,0.417048904911934
"FDX2",16.148783,21.626277,22.1534,19.9761533333333,103,156,113,"Fdx2",25.531406,26.885841,30.353393,210,436,499,27.5902133333333,0.733682994553847
"FDXACB1",1.591568,2.19023,1.877306,1.886368,53,79,45,"Fdxacb1",2.766672,2.608314,2.311877,60,104,94,2.56228766666667,0.810256854607381
"FECH",7.722484,9.183746,12.448327,9.78485233333333,271,310,232,"Fech",27.642601,26.442474,26.480326,726,1098,1213,26.8551336666667,0.387176470319337
"FEM1A",3.275151,3.582935,4.056259,3.638115,424,513,371,"Fem1al",0.146559,0.150932,0.077534,7,13,7,0.125008333333333,4.1227383500863
"FEM1A",3.275151,3.582935,4.056259,3.638115,424,513,371,"Fem1a",7.385802,5.862037,5.266846,756,1099,1008,6.17156166666667,0.646737100729107
"FEM1B",24.288794,27.758689,27.425727,26.49107,1956,2184,1584,"Fem1b",27.788499,17.77504,15.461107,2798,3164,2785,20.3415486666667,1.28814784856444
"FEM1C",3.459222,2.883858,3.109417,3.15083233333333,264,235,170,"Fem1c",6.995888,4.569578,4.091725,600,680,596,5.21906366666667,0.667436861208099
"FEN1",6.463143,7.595965,9.674759,7.911289,159,172,148,"Fen1",3.712559,4.787236,4.024648,115,269,238,4.17481433333333,1.72204999561015
"FER",2.176144,2.602188,2.449533,2.40928833333333,306,350,263,"Fer",6.961478,3.779635,3.890464,203,256,245,4.87719233333333,0.580087929741055
"FER1L5",0.411823,0.280089,0.309241,0.333717666666667,22,16,11,"Fer1l5",4.260371,1.335313,1.291579,116,64,60,2.29575433333333,0.404677512876921
"FER1L6",0.024503,0.022468,0.06905,0.0386736666666667,2,2,4,"Fer1l6",0.073419,0.139502,0.056039,3,1,4,0.0896533333333333,0.953214783906808
"FERD3L",0.181777,0.163626,0,0.115134333333333,1,1,0,"Ferd3l",0.09832,0.106401,0.209764,1,2,4,0.138161666666667,0.979767959150501
"FERMT1",0.454727,0.417926,0.445949,0.439534,16,20,17,"Fermt1",1.259599,0.173387,0.501418,23,14,10,0.644801333333333,0.875202354732203
"FERMT2",17.900953,25.621715,23.760952,22.4278733333333,572,629,468,"Fermt2",46.222351,32.590116,35.587515,1272,1767,1778,38.1333273333333,0.59866806453173
"FERMT3",1.724127,1.168028,1.379735,1.42396333333333,7,10,8,"Fermt3",2.42386,1.576289,0.971855,43,90,69,1.65733466666667,0.912178418375104
"FES",0.43743,0.628829,0.09789,0.388049666666667,4,6,2,"Fes",3.119301,1.51274,2.85406,29,51,56,2.495367,0.397111280923195
"FETUB",0.445779,0.098665,0,0.181481333333333,2,2,0,"Fetub",0,0.041083,0.080916,0,1,2,0.0406663333333333,1.13531234314937
"FEV",0.151093,0,0,0.0503643333333333,2,0,0,"Fev",0,0.458442,0.652957,0,9,15,0.370466333333333,0.766428410378073
"FEZ1",300.427066,321.345947,393.026136,338.266383,2167,2489,1989,"Fez1",280.830418,366.187247,414.713283,2714,5890,6338,353.910316,0.955921447490413
"FEZ2",48.085979,49.576106,62.521487,53.394524,660,734,565,"Fez2",15.921446,21.564872,21.704994,428,1064,1084,19.7304373333333,2.62389659829013
"FEZF1",4.19602,0.263091,0.094314,1.51780833333333,55,4,2,"Fezf1",0.553529,0.268035,0.202106,19,17,13,0.341223333333333,1.87724763710742
"FEZF2",0,0,0,0,0,0,0,"Fezf2",7.377898,6.823424,5.827312,226,393,341,6.67621133333333,0.130272598887107
"FFAR1",0.035967,0.098126,0.100745,0.0782793333333333,1,3,2,"Ffar1",0.016855,0.017574,0,1,2,0,0.0114763333333333,1.06604504504801
"FFAR2",3.997535,2.735237,2.800908,3.17789333333333,5,3,2,"Ffar2",0.048071,0.086038,0.104553,1,2,2,0.079554,3.87001792715634
"FFAR3",0,0,0,0,0,0,0,"Ffar3",0,0,0,0,0,0,0,1
"FFAR4",0.172597,0.32958,0.331325,0.277834,8,13,11,"Ffar4",0,0,0,0,0,0,0,1.277834
"FGB",0.337074,0.060425,0,0.132499666666667,4,1,0,"Fgb",0,0,0,0,0,0,0,1.13249966666667
"FGD1",8.601074,8.004207,11.403579,9.33628666666667,446,472,413,"Fgd1",5.154099,2.411709,2.67305,139,182,166,3.41295266666667,2.34226094123828
"FGD2",0.263524,0.104836,0.126654,0.165004666666667,9,5,3,"Fgd2",2.291809,2.384499,2.374219,37,71,106,2.35017566666667,0.347744352112083
"FGD3",12.045733,7.192659,16.572038,11.93681,50,34,44,"Fgd3",2.039039,1.034304,1.11825,136,122,130,1.39719766666667,5.39663882536178
"FGD4",4.096426,2.728118,3.500253,3.441599,310,314,240,"Fgd4",5.59523,2.525781,2.366133,579,482,395,3.49571466666667,0.987962833347075
"FGD5",0.694329,0.891728,2.835394,1.473817,48,64,105,"Fgd5",1.610139,1.69456,2.228908,118,113,117,1.84453566666667,0.869673398364842
"FGD6",1.054396,0.696171,1.259709,1.00342533333333,112,88,90,"Fgd6",3.828778,3.898948,2.325002,303,245,218,3.35090933333333,0.460461292076262
"FGF1",0.497182,1.91235,1.977464,1.462332,20,46,26,"Fgf1",26.1817,29.911507,34.955791,960,1850,2098,30.349666,0.0785441222882566
"FGF10",0.30271,0.147898,0.26607,0.238892666666667,25,13,10,"Fgf10",3.462351,1.326538,1.069715,153,144,113,1.952868,0.419555722323743
"FGF11",11.618577,16.762906,14.869363,14.4169486666667,292,469,287,"Fgf11",6.70243,3.112168,2.870899,284,242,224,4.228499,2.94863758540772
"FGF12",30.780222,34.892601,32.766648,32.813157,889,1030,684,"Fgf12",409.13158,325.589913,228.860137,2352,3154,2664,321.193876666667,0.104946615838333
"FGF13",360.322611,310.436794,254.124874,308.294759666667,9691,8753,4600,"Fgf13",88.400219,56.95558,55.552763,1666,2137,2035,66.9695206666667,4.5504919945441
"FGF14",15.296335,18.565985,13.02785,15.6300566666667,735,1016,566,"Fgf14",10.121758,6.972112,5.701661,543,639,509,7.59851033333333,1.9340625319944
"FGF16",0.052662,0.142033,0,0.0648983333333333,1,3,0,"Fgf16",0.050053,0.135664,0.132503,1,5,5,0.106073333333333,0.962773716028473
"FGF17",4.163405,5.964285,7.519335,5.88234166666667,93,132,113,"Fgf17",0.043817,0.214992,0.211085,1,8,7,0.156631333333333,5.95033306492936
"FGF18",5.391655,4.962115,7.366622,5.90679733333333,113,118,107,"Fgf18",0.503071,1.907496,1.695849,6,42,38,1.36880533333333,2.91573023588825
"FGF19",0,0,0,0,0,0,0,"Fgf15",0,0,0.094968,0,0,3,0.031656,0.969315353179742
"FGF2",4.517365,3.124351,4.440217,4.027311,377,277,265,"Fgf2",10.842624,3.153958,1.478958,137,134,106,5.15851333333333,0.816318927619977
"FGF20",2.289721,0.699826,0.866262,1.28526966666667,8,12,13,"Fgf20",0,0.089324,0,0,3,0,0.0297746666666667,2.21919390779342
"FGF21",0,0,0,0,0,0,0,"Fgf21",0,0,0.095187,0,0,2,0.031729,0.969246769258207
"FGF22",0.433308,0.782716,1.180752,0.798925333333333,6,14,11,"Fgf22",2.484814,2.249944,1.881635,38,65,54,2.20546433333333,0.561205849220181
"FGF23",0.103776,0.109865,0.145901,0.119847333333333,4,4,4,"Fgf23",0.084695,0.045329,0.02207,2,2,1,0.050698,1.06581275812206
"FGF3",0,0,0,0,0,0,0,"Fgf3",0.341916,0.312316,0.16522,11,11,10,0.273150666666667,0.785452991685718
"FGF4",0,0,0,0,0,0,0,"Fgf4",0,0,0,0,0,0,0,1
"FGF5",1.917657,1.059259,5.391418,2.78944466666667,63,70,46,"Fgf5",0.748752,0.4803,0.820409,26,21,26,0.683153666666667,2.25139554498985
"FGF6",0,0,0,0,0,0,0,"Fgf6",0.014087,0,0,1,0,0,0.00469566666666667,0.995326279566582
"FGF7",2.253659,2.844927,3.720193,2.939593,153,204,182,"Fgf7",0.192432,0.16023,0.099708,6,6,6,0.15079,3.42338132934767
"FGF8",0.383378,0.173763,0.332639,0.296593333333333,3,1,2,"Fgf8",0,0,0.072877,0,0,1,0.0242923333333333,1.26584305196726
"FGF9",17.628744,15.843755,15.026902,16.166467,292,329,221,"Fgf9",8.327446,8.262876,11.562137,252,297,314,9.384153,1.65314080021741
"FGFBP1",0,0,0,0,0,0,0,"Fgfbp1",0.947226,1.336018,1.586875,14,37,42,1.29003966666667,0.43667365878233
"FGFBP3",6.388621,4.91228,6.519764,5.94022166666667,182,158,129,"Fgfbp3",2.140098,1.833795,2.390331,42,68,91,2.121408,2.22342662883758
"FGFR1",45.848097,51.209665,76.088281,57.7153476666667,410,577,622,"Fgfr1",35.071129,30.013991,31.157475,1069,1145,1264,32.080865,1.77490363890626
"FGFR1OP2",6.823241,8.794664,11.536771,9.05155866666667,219,264,238,"Fgfr1op2",35.674633,36.37327,34.368535,1152,1886,1704,35.472146,0.275595482280277
"FGFR2",1.232244,0.795596,0.742162,0.923334,15,16,12,"Fgfr2",48.026028,28.142634,40.315374,794,864,1064,38.828012,0.0482909867557537
"FGFR3",0.077227,0.085372,0.191535,0.118044666666667,4,5,7,"Fgfr3",61.642256,43.269635,49.729242,1556,2432,2454,51.5470443333333,0.0212770229201537
"FGFR4",0.400201,1.667673,2.291363,1.453079,8,21,10,"Fgfr4",0.186479,0.174829,0.511533,2,2,3,0.290947,1.90021666265153
"FGFRL1",4.964696,3.31436,7.707501,5.32885233333333,51,81,63,"Fgfrl1",4.912001,6.123363,6.699632,150,305,348,5.91166533333333,0.91567690681011
"FGG",0,0,0,0,0,0,0,"Fgg",0,0,0,0,0,0,0,1
"FGGY",6.842075,4.059356,6.204121,5.70185066666667,45,41,30,"Fggy",36.747935,53.817452,29.568766,102,219,192,40.0447176666667,0.163281685138972
"FGL1",0,0,0,0,0,0,0,"Fgl1",0.284866,0.081802,0.168364,4,2,5,0.178344,0.84864861195033
"FGL2",0.037082,0.180933,0,0.0726716666666667,2,5,0,"Fgl2",0.992462,0.704376,1.010985,54,66,89,0.902607666666667,0.563790257686687
"FGR",0,0.035882,0.115127,0.0503363333333333,0,1,1,"Fgr",0,0.079844,0.094429,0,7,7,0.058091,0.992671077755442
"FH",67.892019,81.273573,42.447003,63.870865,676,768,450,"Fh1",58.713132,73.196724,76.299876,859,1768,1914,69.403244,0.921418692013681
"FHAD1",2.573079,2.378302,1.830413,2.260598,26,35,16,"Fhad1",3.166291,2.878154,3.418199,57,94,92,3.15421466666667,0.784889145513584
"FHDC1",2.580437,2.262355,3.628152,2.823648,229,219,228,"Fhdc1",2.968813,1.228673,1.692946,123,156,173,1.96347733333333,1.29025721134811
"FHIT",71.15349,111.588047,72.378932,85.0401563333333,83,131,151,"Fhit",3.050686,4.380911,5.911229,19,54,63,4.44760866666667,15.7941147387851
"FHL1",152.388546,171.222671,218.258539,180.623252,2014,2128,1659,"Fhl4",0.270835,0.39997,0.153595,7,19,8,0.2748,142.471957954189
"FHL2",1.621854,2.229899,1.853415,1.90172266666667,27,49,29,"Fhl2",21.00045,25.727837,18.261993,273,492,383,21.6634266666667,0.128035478012445
"FHL3",6.016467,6.796171,4.220947,5.67786166666667,86,135,52,"Fhl3",0.269713,0.579876,0.380943,6,24,16,0.410177333333333,4.73547653108403
"FHL5",0,0,0,0,0,0,0,"Fhl5",0,0.083069,0.082237,0,2,2,0.055102,0.947775665291128
"FHOD1",1.627951,3.754861,3.026695,2.803169,23,40,29,"Fhod1",0.618824,1.170619,0.676975,37,69,67,0.822139333333333,2.08719988116533
"FHOD3",26.437759,25.381977,25.768996,25.8629106666667,1261,1254,838,"Fhod3",18.063199,16.84327,13.758416,688,784,747,16.2216283333333,1.55983569885039
"FIBCD1",0.514176,0.908673,0.738092,0.720313666666667,16,20,18,"Fibcd1",7.069731,5.140088,5.101541,498,682,691,5.77045333333333,0.254091355773321
"FIBIN",0,0.094849,0.866862,0.320570333333333,0,4,24,"Fibin",2.274764,1.92454,2.317021,74,111,132,2.17210833333333,0.416306820122264
"FIBP",168.902028,177.861481,202.477435,183.080314666667,811,916,655,"Fibp",92.439359,141.203015,156.263652,285,710,760,129.968675333333,1.40552933133176
"FICD",0.609,1.094775,0.945593,0.883122666666667,26,51,26,"Ficd",4.37101,3.11768,3.643081,200,262,311,3.71059033333333,0.399763624813903
"FIG4",33.044964,26.492299,39.523973,33.020412,772,847,565,"Fig4",8.770704,8.33277,8.192288,428,720,718,8.43192066666667,3.60694424840017
"FIGLA",0,0,0,0,0,0,0,"Figla",0,0.067309,0,0,1,0,0.0224363333333333,0.978056009355432
"FIGN",1.616453,1.50082,1.4499,1.522391,212,211,136,"Fign",1.046616,0.209964,0.48979,128,48,40,0.582123333333333,1.59430743915877
"FIGNL1",4.808855,4.128741,7.382099,5.43989833333333,162,157,120,"Fignl1",0.378042,0.240968,0.201104,15,17,12,0.273371333333333,5.05736085362898
"FIGNL2",5.033987,2.423207,4.827277,4.09482366666667,256,143,168,"Fignl2",0.359226,0.193282,0.16334,17,18,16,0.238616,4.11331975904289
"FILIP1",0.597313,1.339527,1.073933,1.003591,37,96,50,"Filip1",4.189951,1.13778,1.269354,183,89,95,2.19902833333333,0.626312364639888
"FILIP1L",0.823186,1.497577,2.536536,1.61909966666667,17,45,43,"Filip1l",1.153391,0.865343,0.637703,59,75,55,0.885479,1.38908981042306
"FIS1",65.471756,85.385638,95.291362,82.0495853333333,476,603,404,"Fis1",104.215455,135.021254,151.834375,835,2108,2432,130.357028,0.632243181791029
"FITM1",0.259729,0,0,0.0865763333333333,2,0,0,"Fitm1",0,0,0,0,0,0,0,1.08657633333333
"FITM2",8.91565,9.173466,7.372474,8.48719666666667,552,619,324,"Fitm2",8.19657,5.851972,5.126741,491,626,555,6.391761,1.28348260538546
"FIZ1",8.317581,6.273049,12.904936,9.16518866666667,165,152,134,"Fiz1",8.382533,5.751606,6.801814,184,319,364,6.978651,1.27404854112138
"FJX1",15.416474,19.038034,19.348246,17.9342513333333,252,397,251,"Fjx1",12.254658,10.596238,10.432356,446,775,800,11.0944173333333,1.56553646293888
"FKBP10",24.488293,27.28169,34.090955,28.6203126666667,363,561,369,"Fkbp10",2.878661,4.128259,4.093377,69,158,169,3.700099,6.30206143884771
"FKBP11",18.567441,14.812938,13.139052,15.506477,381,394,289,"Fkbp11",1.27864,1.421496,1.787683,14,28,33,1.49593966666667,6.61333173251116
"FKBP14",3.591375,4.345387,5.481528,4.47276333333333,159,156,107,"Fkbp14",5.280092,2.890847,3.454438,139,198,225,3.87512566666667,1.12258918180366
"FKBP15",6.914939,6.71054,8.71042,7.44529966666667,415,487,351,"Fkbp15",8.497092,5.469592,5.29126,454,523,572,6.41931466666667,1.13828568352944
"FKBP1A",129.711648,146.214396,169.729595,148.551879666667,1343,1633,1151,"Fkbp1a",273.656757,277.130086,268.856754,4452,7891,7148,273.214532333333,0.545382764341871
"FKBP1B",66.410183,80.789137,88.710889,78.6367363333333,660,879,609,"Fkbp1b",55.782447,108.803619,105.859388,151,328,341,90.1484846666667,0.873703349261019
"FKBP1C",0,0,0.188732,0.0629106666666667,0,0,3,"Fkbp1a",273.656757,277.130086,268.856754,4452,7891,7148,273.214532333333,0.00387620108103753
"FKBP3",99.812584,101.783627,105.261427,102.285879333333,1429,1516,1085,"Fkbp3",105.982421,108.182643,104.394126,886,1355,1348,106.186396666667,0.963609959335947
"FKBP4",117.434891,171.735172,180.775073,156.648378666667,1563,1960,1324,"Fkbp4",66.679522,79.471041,73.475294,1359,2799,2749,73.208619,2.12439445432432
"FKBP5",3.75241,2.323365,3.415192,3.16365566666667,190,129,121,"Fkbp5",19.867754,16.019913,10.640847,708,800,516,15.5095046666667,0.252197491731733
"FKBP6",0.22006,0.381552,0.496679,0.366097,5,11,5,"Fkbp6",0.118147,0,0.064561,2,0,2,0.0609026666666667,1.28767420699605
"FKBP7",9.403661,9.905315,13.698434,11.00247,156,174,151,"Fkbp7",3.354099,3.050102,4.039949,22,52,67,3.48138333333333,2.67829576432872
"FKBP8",234.405027,275.310535,302.385068,270.70021,1967,2522,1720,"Fkbp8",146.371689,223.543055,214.914372,2282,6473,6693,194.943038666667,1.38662854189074
"FKBP9",51.940339,66.727033,69.713042,62.7934713333333,663,733,506,"Fkbp9",11.69591,11.884809,10.861907,510,926,862,11.4808753333333,5.1112978560852
"FKBPL",2.495308,2.397601,3.606115,2.833008,39,41,40,"Fkbpl",11.149377,14.982387,8.252398,68,177,140,11.4613873333333,0.307590792057877
"FKRP",18.711041,15.757233,20.476512,18.3149286666667,415,433,338,"Fkrp",14.30579,14.79988,13.43072,506,1055,993,14.1787966666667,1.2724940646371
"FKTN",6.091149,4.85527,3.120613,4.68901066666667,306,287,218,"Fktn",10.177505,6.228705,5.858795,893,982,905,7.42166833333333,0.675520626257545
"FLACC1",2.525245,0.981971,2.139059,1.88209166666667,12,10,9,"Flacc1",0,0.075689,0.093577,0,3,4,0.056422,2.72816324032126
"FLAD1",17.400787,18.824927,25.788172,20.6712953333333,257,244,189,"Flad1",8.542687,12.204197,9.631368,307,538,504,10.126084,1.94779181366358
"FLCN",41.218225,48.187721,63.418698,50.941548,474,673,372,"Flcn",12.095071,11.80162,12.437233,508,898,958,12.111308,3.96158400061992
"FLG",0.144329,0.111971,0.093709,0.116669666666667,26,22,12,"Flg",0,0,0,0,0,0,0,1.11666966666667
"FLG2",0.008821,0.007624,0,0.00548166666666667,1,1,0,"Flg2",0,0,0,0,0,0,0,1.00548166666667
"FLI1",0.236393,0.45414,0.65693,0.449154333333333,3,7,11,"Fli1",1.357058,1.138721,1.300771,66,97,80,1.26551666666667,0.639657326143411
"FLII",116.887146,129.424021,138.140461,128.150542666667,1095,1358,920,"Flii",15.76879,10.73028,12.445677,730,897,924,12.9815823333333,9.23719072617127
"FLNA",64.318278,72.845026,94.564147,77.2424836666667,1605,1957,1776,"Flna",37.881431,16.151027,23.743088,935,839,994,25.925182,2.90592218342913
"FLNB",17.717724,20.522413,20.691558,19.6438983333333,543,716,344,"Flnb",4.434821,1.098585,9.974333,634,283,348,5.16924633333333,3.34625936750027
"FLNC",1.775964,3.342677,1.870784,2.32980833333333,181,462,121,"Flnc",0.339963,0.136405,0.130486,47,35,34,0.202284666666667,2.76956732931247
"FLOT1",164.811037,162.394103,186.349153,171.184764333333,2133,2094,1732,"Flot1",89.068357,114.469211,110.396784,855,2058,1993,104.644784,1.62984633802018
"FLOT2",219.688489,263.02712,286.845117,256.520242,1675,1969,1471,"Flot2",27.445226,32.987787,30.840629,1029,2249,2129,30.4245473333333,8.19487514866563
"FLRT1",0.494026,1.213652,1.274495,0.994057666666667,26,70,47,"Flrt1",4.382279,1.462824,1.296788,394,239,215,2.38063033333333,0.589847889313738
"FLRT2",18.988647,13.673991,15.838239,16.166959,766,527,477,"Flrt2",9.125986,3.615426,3.539076,955,664,626,5.42682933333333,2.67113970351788
"FLRT3",3.079908,2.736138,3.853398,3.223148,150,157,176,"Flrt3",6.630572,4.496813,3.971648,393,463,404,5.033011,0.700006679914888
"FLT1",0.185138,0.402248,0.89226,0.493215333333333,6,21,6,"Flt1",10.347146,4.557733,3.874895,1068,629,710,6.25992466666667,0.20567917738724
"FLT3",0.186794,0.478831,0.535525,0.400383333333333,9,26,19,"Flt3",2.242385,1.128101,1.299306,123,110,129,1.55659733333333,0.547752794339142
"FLT4",0.371133,0.125993,0.440529,0.312551666666667,7,6,6,"Flt4",0.659778,0.334528,0.328594,62,58,58,0.440966666666667,0.910882740752735
"FLVCR1",17.922843,18.3208,17.813106,18.0189163333333,857,773,591,"Flvcr1",3.097054,3.016828,3.060737,146,226,223,3.05820633333333,4.68653261346413
"FLVCR2",0.282399,21.31518,13.111304,11.5696276666667,1,10,7,"Flvcr2",0.856965,1.32263,0.79713,44,58,51,0.992241666666667,6.30928861542065
"FLYWCH1",37.933518,42.86427,32.201931,37.666573,583,808,489,"Flywch1",121.532372,109.402538,107.464982,3655,6011,5865,112.799964,0.339776671634096
"FLYWCH2",19.774049,23.530005,26.308563,23.2042056666667,164,235,161,"Flywch2",4.924948,14.562309,16.877692,35,180,210,12.1216496666667,1.844600814801
"FMC1",46.40451,25.222828,40.025867,37.217735,71,58,53,"Fmc1",24.502436,40.741559,51.136191,90,274,349,38.7933953333333,0.960403973570622
"FMN1",0.302789,1.365657,0.444315,0.704253666666667,54,85,57,"Fmn1",4.783277,0.622777,0.956909,357,165,169,2.12098766666667,0.546062288188045
"FMN2",21.602995,23.360047,28.018616,24.3272193333333,426,494,383,"Fmn2",32.850523,14.306181,12.957746,1227,734,863,20.03815,1.20387103111886
"FMNL1",5.871191,7.601489,8.773597,7.41542566666667,134,208,146,"Fmnl1",65.451205,31.267688,24.974795,1349,1299,1067,40.5645626666667,0.202466359002871
"FMNL2",19.599602,18.724582,22.452185,20.2587896666667,1097,1187,929,"Fmnl2",10.914855,6.049071,5.585618,863,854,781,7.51651466666667,2.49618423718247
"FMNL3",3.155067,2.423303,6.579236,4.05253533333333,289,311,287,"Fmnl3",2.89993,2.674518,3.148454,149,261,327,2.907634,1.29299093347364
"FMO1",0.282399,0.992299,0,0.424899333333333,1,4,0,"Fmo1",7.226059,6.5157,4.431989,105,172,131,6.057916,0.201886694788282
"FMO2",0,0,0,0,0,0,0,"Fmo2",1.357688,11.071037,7.411322,37,120,60,6.613349,0.131348241096001
"FMO3",0.244759,0.384166,0.401429,0.343451333333333,2,4,2,"Fmo3",0,0,0,0,0,0,0,1.34345133333333
"FMO4",0,0.292302,0,0.097434,0,3,0,"Fmo4",0.177243,0.014638,0,2,1,0,0.0639603333333333,1.03146138593513
"FMO5",2.390942,2.773931,3.013284,2.72605233333333,56,60,46,"Fmo5",1.154036,1.061254,1.075547,71,97,102,1.09694566666667,1.77689503002542
"FMOD",0,0,0,0,0,0,0,"Fmod",8.571578,4.896925,5.71801,396,409,485,6.39550433333333,0.135217282679797
"FMR1",13.034326,15.295965,18.409467,15.5799193333333,439,559,467,"Fmr1",21.225185,11.392956,7.71881,1076,1072,698,13.4456503333333,1.14774475020174
"FMR1NB",0,0,0,0,0,0,0,"Fmr1nb",0,0.080999,0.079858,0,1,1,0.053619,0.949109687657493
"FN1",267.273231,641.148951,355.25747,421.226550666667,6025,17204,5514,"Fn1",16.208824,3.799732,5.481982,1268,388,583,8.496846,44.4596606775204
"FN3K",24.339508,33.60253,27.681771,28.5412696666667,261,422,229,"Fn3k",18.785853,26.512422,27.654925,274,643,681,24.3177333333333,1.16682126625343
"FN3KRP",13.51316,17.046626,18.332175,16.2973203333333,228,277,205,"Fn3krp",11.710967,10.096625,8.294852,430,652,539,10.034148,1.56761721279553
"FNBP1",45.248746,51.533545,57.5853,51.4558636666667,1461,1887,1210,"Fnbp1",64.313138,22.7276,31.794689,1949,1630,2029,39.611809,1.29164065719571
"FNBP1L",68.635494,67.681979,102.914096,79.7438563333333,3319,3474,3368,"Fnbp1l",34.932717,14.944611,10.424525,1473,1001,809,20.1006176666667,3.82661103143379
"FNBP4",52.525491,53.415294,48.243535,51.3947733333333,799,817,589,"Fnbp4",15.150051,5.269376,6.614123,408,347,401,9.01118333333333,5.23362439671634
"FNDC1",0.050953,0.401045,0.108577,0.186858333333333,4,38,6,"Fndc1",1.264507,0.584314,0.278575,60,28,29,0.709132,0.694421690854383
"FNDC10",15.314642,16.827089,19.456644,17.1994583333333,310,405,269,"Fndc10",7.605603,10.853915,11.454682,199,552,603,9.9714,1.65880911582235
"FNDC11",2.210968,1.296216,1.804355,1.770513,39,34,24,"Fndc11",0.208138,0.05936,0.134063,3,2,4,0.133853666666667,2.44344846380823
"FNDC3A",21.499277,22.258528,20.959182,21.572329,1585,1677,928,"Fndc3a",18.519376,6.052531,5.963755,1018,820,744,10.178554,2.01925302682261
